,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,32,31,577957692382,2982808166,1,1,"(0.43237245082855225, 0.21978186070919037)","(0.4820382595062256, 0.2464599609375)",1,1,3.166900634765625,3.0500946044921875,"(-40.48491287231445, -28.65178680419922, 687.3671875)","(20.80860137939453, -25.539215087890625, 685.9888916015625)","(-24.986684799194336, 160.01211547851562, 47.59782791137695)","(-7.8258867263793945, 155.13970947265625, 45.82442092895508)",POINT (0.4572053551673889 0.2331209108233452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,31,577957709049,2982824833,1,1,"(0.43553659319877625, 0.20625150203704834)","(0.4846908450126648, 0.2759673297405243)",1,1,3.1566314697265625,3.069442749023437,"(-40.46125411987305, -28.64495086669922, 687.1995849609375)","(20.832958221435547, -25.533748626708984, 685.9346313476562)","(-23.893396377563477, 162.48324584960938, 48.49726104736328)","(-6.909351825714111, 149.75057983398438, 43.862937927246094)",POINT (0.4601137191057205 0.2411094158887863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,31,577957725717,2982841500,1,1,"(0.43467795848846436, 0.2136324644088745)","(0.4786772131919861, 0.27053752541542053)",1,1,3.1631011962890625,3.074615478515625,"(-40.43107986450195, -28.64643669128418, 687.0460815429688)","(20.868688583374023, -25.541955947875977, 685.8551635742188)","(-24.190082550048828, 161.13519287109375, 48.00664520263672)","(-8.987217903137207, 150.74224853515625, 44.22389221191406)",POINT (0.4566775858402252 0.2420849949121475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,31,577957742383,2982858166,1,1,"(0.42944014072418213, 0.2204657793045044)","(0.479038268327713, 0.2680792510509491)",1,1,3.152084350585937,3.039337158203125,"(-40.41035079956055, -28.650558471679688, 686.9562377929688)","(20.88983154296875, -25.561052322387695, 685.736572265625)","(-25.99987030029297, 159.88717651367188, 47.552391052246094)","(-8.862469673156738, 151.19122314453125, 44.3873176574707)",POINT (0.4542392045259476 0.2442725151777268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,31,577957759051,2982874833,1,1,"(0.4353272020816803, 0.2134377509355545)","(0.4770839512348175, 0.2555423974990845)",1,1,3.130233764648437,3.0417633056640625,"(-40.39948272705078, -28.655868530273438, 686.9182739257812)","(20.90243148803711, -25.586833953857422, 685.6445922851562)","(-23.96575164794922, 161.1707763671875, 48.019569396972656)","(-9.537721633911133, 153.48089599609375, 45.22067642211914)",POINT (0.4562055766582489 0.2344900742173195),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,31,577957775724,2982891506,1,1,"(0.43892985582351685, 0.20748187601566315)","(0.4795154333114624, 0.25554388761520386)",1,1,3.1241912841796875,3.0474853515625,"(-40.394325256347656, -28.66419219970703, 686.945068359375)","(20.911354064941406, -25.608610153198242, 685.604736328125)","(-22.720932006835938, 162.25851440429688, 48.415504455566406)","(-8.69758415222168, 153.4806365966797, 45.2205924987793)",POINT (0.4592226445674896 0.2315128818154335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,31,577957792391,2982908172,1,1,"(0.42473870515823364, 0.21397937834262848)","(0.47448524832725525, 0.24408818781375885)",1,1,3.134735107421875,3.0299072265625,"(-40.40390396118164, -28.66732406616211, 686.9703369140625)","(20.902433395385742, -25.61815643310547, 685.5797119140625)","(-27.624338150024414, 161.0718536376953, 47.983551025390625)","(-10.435652732849121, 155.5728759765625, 45.98210906982422)",POINT (0.4496119767427444 0.2290337830781937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,31,577957809058,2982924839,1,1,"(0.4325639605522156, 0.2224842756986618)","(0.47460824251174927, 0.26127445697784424)",1,1,3.126449584960937,3.062835693359375,"(-40.434722900390625, -28.664085388183594, 686.992919921875)","(20.871170043945312, -25.615711212158203, 685.6727294921875)","(-24.920507431030273, 159.51853942871094, 47.4182014465332)","(-10.393148422241211, 152.43402099609375, 44.83964157104492)",POINT (0.4535861015319824 0.241879366338253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,31,577957825726,2982941506,1,1,"(0.43904805183410645, 0.2265343815088272)","(0.48166564106941223, 0.2524162232875824)",1,1,3.135498046875,3.0279083251953125,"(-40.49766540527344, -28.659595489501953, 686.9981079101562)","(20.808258056640625, -25.590744018554688, 685.7412109375)","(-22.680086135864258, 158.7788543701172, 47.148963928222656)","(-7.954639434814453, 154.05186462402344, 45.428497314453125)",POINT (0.4603568464517593 0.2394753023982048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,31,577957842392,2982958172,1,1,"(0.4419125020503998, 0.22944368422031403)","(0.4842927157878876, 0.21431267261505127)",1,1,3.1304473876953125,2.96136474609375,"(-40.56956481933594, -28.664878845214844, 686.819091796875)","(20.732982635498047, -25.583118438720703, 685.564208984375)","(-21.690351486206055, 158.2474822998047, 46.955589294433594)","(-7.046919822692871, 161.010986328125, 47.96139907836914)",POINT (0.4631026089191437 0.2218781784176826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
