,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,3,32,431010065947,2907507449,1,1,"(0.43270957469940186, 0.17753827571868896)","(0.4305376708507538, 0.10442893952131271)",1,1,3.5670318603515625,3.45111083984375,"(-43.82950210571289, -49.882957458496094, 709.4443359375)","(17.9025821685791, -43.32270431518555, 718.6492309570312)","(-23.047880172729492, 168.16697692871094, 50.566036224365234)","(-23.800508499145508, 181.5585174560547, 55.44011688232422)",POINT (0.4316236227750778 0.1409836076200008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,32,431010082618,2907524119,1,1,"(0.4316961467266083, 0.1772443950176239)","(0.4246213436126709, 0.13880084455013275)",1,1,3.5642852783203125,3.470062255859375,"(-43.811683654785156, -49.891624450683594, 709.4185791015625)","(17.914827346801758, -43.3289680480957, 718.5345458984375)","(-23.399063110351562, 168.22079467773438, 50.58562469482422)","(-25.850736618041992, 175.26255798339844, 53.148590087890625)",POINT (0.4281587451696396 0.1580226197838783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,32,431010099285,2907540786,1,1,"(0.42169010639190674, 0.17239756882190704)","(0.42697879672050476, 0.11495258659124374)",1,1,3.5366363525390625,3.4237518310546875,"(-43.79386901855469, -49.89413833618164, 709.4208984375)","(17.927474975585938, -43.3279914855957, 718.462890625)","(-26.86650276184082, 169.10861206054688, 50.90872573852539)","(-25.033796310424805, 179.63087463378906, 54.73854064941406)",POINT (0.4243344515562058 0.1436750777065754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,32,431010115953,2907557453,1,1,"(0.42739471793174744, 0.1730996072292328)","(0.4242402911186218, 0.1439569592475891)",1,1,3.553329467773437,3.4364013671875,"(-43.79302215576172, -49.933692932128906, 709.4627685546875)","(17.92717742919922, -43.34074401855469, 718.4345092773438)","(-24.88966178894043, 168.98001098632812, 50.8619270324707)","(-25.98278045654297, 174.31809997558594, 52.80484390258789)",POINT (0.4258175045251846 0.158528283238411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,32,431010132619,2907574119,1,1,"(0.42441338300704956, 0.18002046644687653)","(0.43484386801719666, 0.13631188869476318)",1,1,3.5395660400390625,3.4178619384765625,"(-43.78642272949219, -49.952980041503906, 709.4776611328125)","(17.933300018310547, -43.346824645996094, 718.4197998046875)","(-25.922805786132812, 167.71231079101562, 50.4005126953125)","(-22.308256149291992, 175.71844482421875, 53.31454086303711)",POINT (0.4296286255121231 0.1581661775708198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,32,431010149287,2907590786,1,1,"(0.42427152395248413, 0.14312991499900818)","(0.436938613653183, 0.13153760135173798)",1,1,3.5330810546875,3.394012451171875,"(-43.81021499633789, -49.98940658569336, 709.5306396484375)","(17.917835235595703, -43.37272644042969, 718.5487670898438)","(-25.97196388244629, 174.46958923339844, 52.85997772216797)","(-21.582351684570312, 176.59298706054688, 53.6328125)",POINT (0.4306050688028336 0.1373337581753731),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,32,431010165953,2907607452,1,1,"(0.4277734160423279, 0.1428493857383728)","(0.4388553500175476, 0.13504989445209503)",1,1,3.51025390625,3.4033355712890625,"(-43.821693420410156, -50.00574493408203, 709.585205078125)","(17.910152435302734, -43.384239196777344, 718.5776977539062)","(-24.758426666259766, 174.52099609375, 52.87866973876953)","(-20.918123245239258, 175.9496307373047, 53.39863967895508)",POINT (0.4333143830299377 0.1389496400952339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,32,431010182621,2907624119,1,1,"(0.43049725890159607, 0.1392628699541092)","(0.4413776397705078, 0.12934322655200958)",1,1,3.4995880126953125,3.3712310791015625,"(-43.852352142333984, -50.02328872680664, 709.6650390625)","(17.88753890991211, -43.399288177490234, 718.650146484375)","(-23.814512252807617, 175.17791748046875, 53.11780548095703)","(-20.044071197509766, 176.99493408203125, 53.779090881347656)",POINT (0.4359374493360519 0.1343030482530594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,32,431010199288,2907640786,1,1,"(0.4289228022098541, 0.14117524027824402)","(0.4422192871570587, 0.139669269323349)",1,1,3.489166259765625,3.385528564453125,"(-43.882850646972656, -50.034080505371094, 709.61865234375)","(17.85883140563965, -43.402435302734375, 718.7083740234375)","(-24.360122680664062, 174.82763671875, 52.990291595458984)","(-19.752399444580078, 175.1034698486328, 53.090721130371094)",POINT (0.4355710446834564 0.1404222548007965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,32,431010215960,2907657457,1,1,"(0.4313497245311737, 0.14005166292190552)","(0.44143950939178467, 0.13999950885772705)",1,1,3.511703491210937,3.375350952148437,"(-43.896881103515625, -50.05314636230469, 709.5330810546875)","(17.83709144592285, -43.403236389160156, 718.6380615234375)","(-23.51909828186035, 175.03343200683594, 53.06520080566406)","(-20.022640228271484, 175.04299926757812, 53.068668365478516)",POINT (0.4363946169614792 0.1400255858898163),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
