,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,27,27,242576144090,9208737377,1,1,"(0.49829527735710144, 0.46966224908828735)","(0.5054944753646851, 0.48588430881500244)",1,1,2.874847412109375,3.0541534423828125,"(-26.812591552734375, 54.77271270751953, 461.7655944824219)","(36.461769104003906, 54.53874206542969, 460.081787109375)","(-0.3200260102748871, 114.65824890136719, 31.09041976928711)","(2.1747610569000244, 111.68682861328125, 30.008935928344727)",POINT (0.5018948763608932 0.4777732789516449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576160763,9208754049,1,1,"(0.4970763027667999, 0.45787712931632996)","(0.49928346276283264, 0.5043959021568298)",1,1,2.871917724609375,3.070297241210937,"(-26.802066802978516, 54.70039749145508, 461.65313720703125)","(36.46956253051758, 54.59294891357422, 460.2473449707031)","(-0.7424485683441162, 116.81695556640625, 31.87610626220703)","(0.022408274933695793, 108.29603576660156, 28.774761199951172)",POINT (0.4981798827648163 0.4811365157365799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576177429,9208770715,1,1,"(0.4894948899745941, 0.4468839466571808)","(0.5076643824577332, 0.46932926774024963)",1,1,2.9149169921875,3.0121002197265625,"(-26.797771453857422, 54.76802062988281, 461.61236572265625)","(36.44141387939453, 54.56861877441406, 460.27252197265625)","(-3.3696682453155518, 118.8305892944336, 32.609004974365234)","(2.926711320877075, 114.71924591064453, 31.11260986328125)",POINT (0.4985796362161636 0.4581066071987152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576194097,9208787382,1,1,"(0.4935920536518097, 0.4526745676994324)","(0.5058303475379944, 0.4604358971118927)",1,1,2.8692626953125,3.0244598388671875,"(-26.80107879638672, 54.71738815307617, 461.70123291015625)","(36.44153594970703, 54.59625244140625, 460.3088684082031)","(-1.9498651027679443, 117.7698974609375, 32.222991943359375)","(2.2911536693573, 116.3482437133789, 31.705543518066406)",POINT (0.499711200594902 0.4565552324056625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576210764,9208804049,1,1,"(0.49420931935310364, 0.44952481985092163)","(0.5053399801254272, 0.460090696811676)",1,1,2.910675048828125,3.0400848388671875,"(-26.813846588134766, 54.71046447753906, 461.7825927734375)","(36.45214080810547, 54.63310241699219, 460.3548889160156)","(-1.735954761505127, 118.34684753417969, 32.43296432495117)","(2.1212260723114014, 116.4114761352539, 31.728559494018555)",POINT (0.4997746497392654 0.4548077583312988),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576227431,9208820715,1,1,"(0.4927755296230316, 0.4483756124973297)","(0.500007688999176, 0.4795127809047699)",1,1,2.953765869140625,3.0198974609375,"(-26.829465866088867, 54.785606384277344, 461.9056396484375)","(36.443359375, 54.65016174316406, 460.368408203125)","(-2.232818365097046, 118.5573501586914, 32.509578704833984)","(0.2733987271785736, 112.8539047241211, 30.433717727661133)",POINT (0.4963916093111038 0.4639441967010498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576244098,9208837382,1,1,"(0.49323755502700806, 0.44917064905166626)","(0.5062185525894165, 0.4709285497665405)",1,1,2.908432006835937,3.036956787109375,"(-26.859352111816406, 54.80042266845703, 462.02349853515625)","(36.413169860839844, 54.65339660644531, 460.39495849609375)","(-2.0727052688598633, 118.41172790527344, 32.45654296875)","(2.4256961345672607, 114.42630767822266, 31.0059871673584)",POINT (0.4997280538082123 0.4600495994091034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576260766,9208854049,1,1,"(0.49497008323669434, 0.4492107927799225)","(0.5048828125, 0.4704775810241699)",1,1,2.9501190185546875,3.043548583984375,"(-26.876909255981445, 54.809837341308594, 462.1300048828125)","(36.398014068603516, 54.68707275390625, 460.208251953125)","(-1.4723198413848877, 118.40437316894531, 32.45387649536133)","(1.9628065824508667, 114.5089111328125, 31.03604507446289)",POINT (0.4999264478683472 0.4598441869020462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576277441,9208870724,1,1,"(0.5023273229598999, 0.4646909236907959)","(0.5024211406707764, 0.45958441495895386)",1,1,2.9776611328125,3.044662475585937,"(-26.874420166015625, 54.8167839050293, 462.16558837890625)","(36.41484832763672, 54.746822357177734, 460.455078125)","(1.0772284269332886, 115.5688705444336, 31.42181968688965)","(1.1097462177276611, 116.50422668457031, 31.762283325195312)",POINT (0.5023742318153381 0.4621376693248749),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576294111,9208887393,1,1,"(0.49581992626190186, 0.4463256895542145)","(0.5074609518051147, 0.46542516350746155)",1,1,2.969482421875,3.0489654541015625,"(-26.871826171875, 54.831146240234375, 462.29669189453125)","(36.393550872802734, 54.768455505371094, 460.4454345703125)","(-1.1778191328048706, 118.9328384399414, 32.646240234375)","(2.856221914291382, 115.43436431884766, 31.37289047241211)",POINT (0.5016404390335083 0.455875426530838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576310777,9208904059,1,1,"(0.4932422637939453, 0.4474131166934967)","(0.5064836740493774, 0.4668627679347992)",1,1,3.0084381103515625,3.0636138916015625,"(-26.85932159423828, 54.8332405090332, 462.2884521484375)","(36.401466369628906, 54.829559326171875, 460.65826416015625)","(-2.071079969406128, 118.73365783691406, 32.57373809814453)","(2.5175485610961914, 115.17103576660156, 31.27705192565918)",POINT (0.4998629689216614 0.457137942314148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576327445,9208920726,1,1,"(0.4942396581172943, 0.4556703269481659)","(0.5061011910438538, 0.46299976110458374)",1,1,2.9906768798828125,3.0921173095703125,"(-26.85846710205078, 54.87678527832031, 462.3356018066406)","(36.39055252075195, 54.83953857421875, 461.0343017578125)","(-1.7254449129104614, 117.22118377685547, 32.02320098876953)","(2.3850083351135254, 115.87863159179688, 31.534591674804688)",POINT (0.500170424580574 0.4593350440263748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576344111,9208937392,1,1,"(0.496113657951355, 0.46182721853256226)","(0.49797046184539795, 0.46022358536720276)",1,1,2.99359130859375,3.063217163085937,"(-26.91417694091797, 54.9957275390625, 462.60107421875)","(36.393348693847656, 54.99358367919922, 460.98077392578125)","(-1.0760307312011719, 116.0934066772461, 31.612756729125977)","(-0.4325900971889496, 116.38714599609375, 31.719690322875977)",POINT (0.4970420598983765 0.4610254019498825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576360779,9208954059,1,1,"(0.49324139952659607, 0.465131938457489)","(0.5053005814552307, 0.48812606930732727)",1,1,2.9979705810546875,3.0781707763671875,"(-26.984088897705078, 55.02593231201172, 462.77862548828125)","(36.32649612426758, 55.07026672363281, 461.21319580078125)","(-2.0713768005371094, 115.48807525634766, 31.39244270324707)","(2.1075689792633057, 111.27621459960938, 29.85942268371582)",POINT (0.4992709904909134 0.4766290038824081),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576377437,9208970717,1,1,"(0.42348212003707886, 0.380947470664978)","(0.4467077851295471, 0.41942670941352844)",1,1,3.020050048828125,3.0571746826171875,"(-27.244468688964844, 55.35002517700195, 462.84771728515625)","(36.00603485107422, 55.383182525634766, 461.38726806640625)","(-26.245506286621094, 130.9082489013672, 37.00493621826172)","(-18.196975708007812, 123.8599624633789, 34.439544677734375)",POINT (0.435094952583313 0.4001870900392532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,27,27,242576394113,9208987392,1,1,"(0.4055459797382355, 0.2704983949661255)","(0.40467867255210876, 0.34218844771385193)",1,1,3.0534820556640625,3.093231201171875,"(-27.464061737060547, 55.6363525390625, 463.2811279296875)","(35.622589111328125, 55.88838195800781, 461.5477294921875)","(-32.46104431152344, 151.13934326171875, 44.36846923828125)","(-32.761600494384766, 138.00778198242188, 39.58897399902344)",POINT (0.4051123261451721 0.3063434213399887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576410780,9209004059,1,1,"(0.40358778834342957, 0.2674866318702698)","(0.4093063473701477, 0.33384862542152405)",1,1,3.0766143798828125,3.0908660888671875,"(-27.531173706054688, 55.63825225830078, 463.1437072753906)","(35.45140075683594, 56.00170135498047, 461.68487548828125)","(-33.13962936401367, 151.69100952148438, 44.56926345825195)","(-31.157943725585938, 139.535400390625, 40.14496994018555)",POINT (0.4064470678567886 0.3006676286458969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576427455,9209020733,1,1,"(0.40045201778411865, 0.25810205936431885)","(0.41379374265670776, 0.3351594805717468)",1,1,3.0657958984375,3.0692291259765625,"(-27.673664093017578, 55.64262390136719, 463.29840087890625)","(35.32386779785156, 56.06626892089844, 461.21087646484375)","(-34.22628402709961, 153.41000366210938, 45.19490432739258)","(-29.602888107299805, 139.2952880859375, 40.057594299316406)",POINT (0.4071228802204132 0.2966307699680328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576444121,9209037399,1,1,"(0.40043652057647705, 0.25847649574279785)","(0.40972280502319336, 0.3462429344654083)",1,1,3.0669097900390625,3.0869293212890625,"(-27.82061767578125, 55.654563903808594, 463.4042053222656)","(35.21723937988281, 56.18359375, 461.5664978027344)","(-34.231651306152344, 153.34141540527344, 45.169952392578125)","(-31.013622283935547, 137.26512145996094, 39.31865692138672)",POINT (0.4050796627998352 0.3023597151041031),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576460789,9209054066,1,1,"(0.401685893535614, 0.2625125050544739)","(0.40680667757987976, 0.3478259742259979)",1,1,3.046417236328125,3.0787506103515625,"(-27.97351837158203, 55.651878356933594, 463.48748779296875)","(35.09214401245117, 56.25830841064453, 461.5209045410156)","(-33.79869842529297, 152.6021270751953, 44.9008903503418)","(-32.024166107177734, 136.9751434326172, 39.21315002441406)",POINT (0.4042462855577469 0.3051692396402359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576477456,9209070733,1,1,"(0.40572747588157654, 0.2703377604484558)","(0.4085352122783661, 0.34513944387435913)",1,1,3.052642822265625,3.0315399169921875,"(-28.132509231567383, 55.627166748046875, 463.5340576171875)","(34.95111846923828, 56.32591247558594, 461.73651123046875)","(-32.39814376831055, 151.1687774658203, 44.379154205322266)","(-31.425174713134766, 137.46725463867188, 39.3922119140625)",POINT (0.4071313440799713 0.3077386021614075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576494123,9209087399,1,1,"(0.39960646629333496, 0.26118946075439453)","(0.4050951898097992, 0.33242499828338623)",1,1,3.0418701171875,3.02801513671875,"(-28.336639404296875, 55.66126251220703, 463.99462890625)","(34.78693389892578, 56.356727600097656, 461.78936767578125)","(-34.51930236816406, 152.844482421875, 44.98906707763672)","(-32.61726760864258, 139.7961883544922, 40.239837646484375)",POINT (0.4023508280515671 0.2968072295188904),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576510790,9209104066,1,1,"(0.40096554160118103, 0.27168264985084534)","(0.4137147068977356, 0.338483989238739)",1,1,3.006683349609375,3.013900756835937,"(-28.48953628540039, 55.56633758544922, 463.97747802734375)","(34.60654830932617, 56.36107635498047, 461.9606018066406)","(-34.04833984375, 150.92242431640625, 44.28950881958008)","(-29.630277633666992, 138.6863555908203, 39.83589553833008)",POINT (0.4073401242494583 0.3050833195447922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576527458,9209120733,1,1,"(0.3996208608150482, 0.2646348476409912)","(0.41155898571014404, 0.3395228385925293)",1,1,3.0301666259765625,3.0182647705078125,"(-28.651865005493164, 55.576168060302734, 464.0508728027344)","(34.45094299316406, 56.38636779785156, 462.05938720703125)","(-34.51430892944336, 152.21337890625, 44.75938034057617)","(-30.3773250579834, 138.49606323242188, 39.76665496826172)",POINT (0.4055899232625961 0.3020788431167602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576544124,9209137399,1,1,"(0.39862489700317383, 0.2591351866722107)","(0.4093519151210785, 0.33095017075538635)",1,1,3.02001953125,2.9877471923828125,"(-28.80392074584961, 55.50305938720703, 464.09820556640625)","(34.28999328613281, 56.413211822509766, 462.0533447265625)","(-34.85944747924805, 153.22076416015625, 45.12601852416992)","(-31.142147064208984, 140.0663299560547, 40.33817672729492)",POINT (0.4039884060621262 0.2950426787137985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576560797,9209154071,1,1,"(0.3995455205440521, 0.2754957675933838)","(0.4065583646297455, 0.33970630168914795)",1,1,2.994903564453125,2.974716186523437,"(-28.944562911987305, 55.43284606933594, 464.17755126953125)","(34.1859130859375, 56.43497848510742, 462.3963928222656)","(-34.54042434692383, 150.22396850585938, 44.03529357910156)","(-32.1102180480957, 138.4624481201172, 39.754432678222656)",POINT (0.4030519425868988 0.3076010346412659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576577464,9209170738,1,1,"(0.4005890488624573, 0.26975592970848083)","(0.4061850607395172, 0.33337467908859253)",1,1,3.0070953369140625,2.9619140625,"(-29.048763275146484, 55.38768005371094, 464.18609619140625)","(34.06237030029297, 56.42079162597656, 462.4572448730469)","(-34.178810119628906, 151.2753448486328, 44.4179573059082)","(-32.23957824707031, 139.62222290039062, 40.17655563354492)",POINT (0.4033870548009872 0.3015653043985367),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,27,242576594129,9209187402,1,1,"(0.3738839328289032, 0.20366860926151276)","(0.39474254846572876, 0.30107447504997253)",1,1,3.0078582763671875,2.9682769775390625,"(-29.207677841186523, 55.36871337890625, 464.375244140625)","(33.846046447753906, 56.472190856933594, 462.3839111328125)","(-43.433109283447266, 163.38064575195312, 48.82392501831055)","(-36.204837799072266, 145.53868103027344, 42.32999038696289)",POINT (0.384313240647316 0.2523715421557426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576610796,9209204069,1,1,"(0.3737136423587799, 0.19776321947574615)","(0.39141184091567993, 0.3023422062397003)",1,1,2.972412109375,2.928741455078125,"(-29.32171630859375, 55.356117248535156, 464.56964111328125)","(33.72254180908203, 56.51869201660156, 462.25360107421875)","(-43.49210739135742, 164.46234130859375, 49.21763610839844)","(-37.359031677246094, 145.3064727783203, 42.245479583740234)",POINT (0.3825627416372299 0.2500527128577232),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576627466,9209220738,1,1,"(0.38292741775512695, 0.2257077693939209)","(0.40352001786231995, 0.30913472175598145)",1,1,2.9708251953125,2.93621826171875,"(-29.437103271484375, 55.32468795776367, 464.54913330078125)","(33.599342346191406, 56.50393295288086, 462.1575012207031)","(-40.2992057800293, 159.3437042236328, 47.3546028137207)","(-33.163108825683594, 144.06228637695312, 41.792598724365234)",POINT (0.3932237178087234 0.2674212455749512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576644130,9209237402,1,1,"(0.3816584050655365, 0.21877692639827728)","(0.39768174290657043, 0.3044237196445465)",1,1,2.9803619384765625,2.9452667236328125,"(-29.565298080444336, 55.306156158447266, 464.8976745605469)","(33.48981475830078, 56.46586608886719, 462.46661376953125)","(-40.73897171020508, 160.6132354736328, 47.81666946411133)","(-35.18629837036133, 144.92520141601562, 42.1067008972168)",POINT (0.3896700739860535 0.2616003230214119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
0,27,27,242576660798,9209254069,1,1,"(0.3851860463619232, 0.2128755897283554)","(0.3954162299633026, 0.30339762568473816)",1,1,2.9551544189453125,2.911224365234375,"(-29.64120101928711, 55.23291778564453, 464.7456970214844)","(33.422508239746094, 56.49504089355469, 462.7964172363281)","(-39.516517639160156, 161.69419860839844, 48.210086822509766)","(-35.971370697021484, 145.1131591796875, 42.17509078979492)",POINT (0.3903011381626129 0.2581366077065468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
0,27,27,242576677464,9209270735,1,1,"(0.3778081238269806, 0.20861345529556274)","(0.4018252193927765, 0.3104335069656372)",1,1,2.9488983154296875,2.881805419921875,"(-29.743026733398438, 55.1617317199707, 464.9299621582031)","(33.29443359375, 56.42017364501953, 462.4627685546875)","(-42.0732307434082, 162.47488403320312, 48.494285583496094)","(-33.750431060791016, 143.8243865966797, 41.706016540527344)",POINT (0.3898166716098785 0.2595234811306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
0,27,27,242576694136,9209287406,1,1,"(0.37982097268104553, 0.20893940329551697)","(0.3999175727367401, 0.308370441198349)",1,1,2.93865966796875,2.8897857666015625,"(-29.874950408935547, 55.11090850830078, 465.0230712890625)","(33.184898376464844, 56.402801513671875, 462.5455017089844)","(-41.37570571899414, 162.41519165039062, 48.47251510620117)","(-34.41150665283203, 144.2022705078125, 41.84358596801758)",POINT (0.3898692727088928 0.258654922246933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
0,27,27,242576710803,9209304073,1,1,"(0.38477835059165955, 0.2238401174545288)","(0.39051732420921326, 0.31214433908462524)",1,1,2.975555419921875,2.8739166259765625,"(-29.947280883789062, 54.969573974609375, 464.86346435546875)","(33.120662689208984, 56.34318542480469, 463.0512390136719)","(-39.65779113769531, 159.68582153320312, 47.479068756103516)","(-37.66901779174805, 143.51100158691406, 41.59197998046875)",POINT (0.3876478374004364 0.267992228269577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576727470,9209320739,1,1,"(0.3836280405521393, 0.21762938797473907)","(0.4002234637737274, 0.3156273663043976)",1,1,2.9053955078125,2.880233764648437,"(-30.047454833984375, 54.88096618652344, 465.048583984375)","(33.000125885009766, 56.269378662109375, 462.646240234375)","(-40.05641174316406, 160.8234405517578, 47.893150329589844)","(-34.30549240112305, 142.87301635742188, 41.35974884033203)",POINT (0.3919257521629334 0.2666283771395683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576744137,9209337406,1,1,"(0.384367436170578, 0.2163260281085968)","(0.39319562911987305, 0.3220385015010834)",1,1,2.9179840087890625,2.8802032470703125,"(-30.140262603759766, 54.79656982421875, 465.1112060546875)","(32.94305419921875, 56.241798400878906, 463.07073974609375)","(-39.80018615722656, 161.06216430664062, 47.98008346557617)","(-36.74089431762695, 141.6986846923828, 40.93232727050781)",POINT (0.3887815326452255 0.2691822648048401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576760805,9209354073,1,1,"(0.38231468200683594, 0.21975095570087433)","(0.39868420362472534, 0.3094412684440613)",1,1,2.913726806640625,2.8659820556640625,"(-30.19333267211914, 54.679752349853516, 465.0450439453125)","(32.836036682128906, 56.12788391113281, 462.99639892578125)","(-40.51153564453125, 160.43482971191406, 47.751705169677734)","(-34.838905334472656, 144.00613403320312, 41.77217483520508)",POINT (0.3904994428157806 0.2645961120724678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576777471,9209370739,1,1,"(0.38070186972618103, 0.2154712975025177)","(0.3903040289878845, 0.321333646774292)",1,1,2.920883178710937,2.875244140625,"(-30.26898193359375, 54.59053039550781, 465.32861328125)","(32.813262939453125, 56.10894775390625, 463.2389831542969)","(-41.0704345703125, 161.21873474121094, 48.037052154541016)","(-37.7429313659668, 141.82778930664062, 40.97932052612305)",POINT (0.3855029493570328 0.2684024721384048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576794139,9209387406,1,1,"(0.38635632395744324, 0.2245669662952423)","(0.3998109996318817, 0.3046574890613556)",1,1,2.9171295166015625,2.8302154541015625,"(-30.339595794677734, 54.46595764160156, 465.1544189453125)","(32.70524215698242, 55.993839263916016, 462.92584228515625)","(-39.11095428466797, 159.55267333984375, 47.430641174316406)","(-34.44841766357422, 144.8823699951172, 42.091129302978516)",POINT (0.3930836617946625 0.264612227678299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576810806,9209404073,1,1,"(0.3836861550807953, 0.2207554578781128)","(0.38992634415626526, 0.3053516745567322)",1,1,2.90106201171875,2.852203369140625,"(-30.359689712524414, 54.33934783935547, 465.1269226074219)","(32.6806526184082, 55.91090393066406, 463.27459716796875)","(-40.03627014160156, 160.25082397460938, 47.68476867675781)","(-37.87382888793945, 144.75523376464844, 42.04481506347656)",POINT (0.3868062496185303 0.2630535662174225),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576827478,9209420744,1,1,"(0.3838250935077667, 0.2240830659866333)","(0.40093985199928284, 0.30953505635261536)",1,1,2.88482666015625,2.821517944335937,"(-30.38545036315918, 54.26292419433594, 465.2350158691406)","(32.634883880615234, 55.846107482910156, 463.00457763671875)","(-39.98812484741211, 159.64129638671875, 47.46293258666992)","(-34.05723190307617, 143.98895263671875, 41.76591873168945)",POINT (0.3923824727535248 0.2668090611696243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576844145,9209437411,1,1,"(0.382290244102478, 0.2163892388343811)","(0.39221709966659546, 0.3176882266998291)",1,1,2.8448638916015625,2.834701538085937,"(-30.416255950927734, 54.170536041259766, 465.22003173828125)","(32.61968231201172, 55.785491943359375, 463.2326965332031)","(-40.52000045776367, 161.05059814453125, 47.97583770751953)","(-37.079978942871094, 142.49554443359375, 41.22231674194336)",POINT (0.3872536718845367 0.2670387327671051),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576860813,9209454078,1,1,"(0.3767911493778229, 0.21451357007026672)","(0.39509084820747375, 0.30300313234329224)",1,1,2.8700408935546875,2.815826416015625,"(-30.424970626831055, 54.09381866455078, 465.2437438964844)","(32.61273193359375, 55.719566345214844, 463.1388244628906)","(-42.4256477355957, 161.3941650390625, 48.10089111328125)","(-36.08413314819336, 145.1854248046875, 42.20137023925781)",POINT (0.3859409987926483 0.2587583512067795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
0,27,27,242576877479,9209470744,1,1,"(0.3799647390842438, 0.2149924784898758)","(0.3922949731349945, 0.32363519072532654)",1,1,2.878997802734375,2.849105834960937,"(-30.417781829833984, 54.001121520996094, 465.2444763183594)","(32.61040496826172, 55.62467575073242, 463.31768798828125)","(-41.32588577270508, 161.3064422607422, 48.06896209716797)","(-37.05300521850586, 141.40621948242188, 40.82587432861328)",POINT (0.3861298561096191 0.2693138346076012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,27,27,242576894146,9209487411,1,1,"(0.38371556997299194, 0.22611777484416962)","(0.4000775218009949, 0.31837648153305054)",1,1,2.847747802734375,2.787506103515625,"(-30.43686294555664, 53.95969772338867, 465.3033447265625)","(32.59359359741211, 55.565948486328125, 463.0565490722656)","(-40.02607345581055, 159.2686004638672, 47.3272705078125)","(-34.35606002807617, 142.3694610595703, 41.17646789550781)",POINT (0.3918965458869934 0.2722471281886101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
0,27,27,242576910813,9209504078,1,1,"(0.37986651062965393, 0.21747742593288422)","(0.4016227126121521, 0.3204305171966553)",1,1,2.832138061523437,2.801742553710937,"(-30.428455352783203, 53.913116455078125, 465.25640869140625)","(32.60439682006836, 55.5274658203125, 463.0076904296875)","(-41.35992431640625, 160.85125732421875, 47.90333557128906)","(-33.82060241699219, 141.99322509765625, 41.039512634277344)",POINT (0.390744611620903 0.2689539715647697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
