,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,2,18,169578249663,2275867975,1,1,"(0.5072118639945984, 0.6570813655853271)","(0.5065850019454956, 0.7042984366416931)",1,1,2.527252197265625,2.82513427734375,"(-70.76799774169922, -68.89590454101562, 745.360595703125)","(-6.202271461486816, -73.17023468017578, 741.3343505859375)","(0.8722320795059204, 80.14513397216797, 18.528650283813477)","(0.6556220650672913, 71.52154541015625, 15.389933586120605)",POINT (0.506898432970047 0.6806899011135101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,18,169578266331,2275884642,1,1,"(0.5067296028137207, 0.6600818634033203)","(0.5059728622436523, 0.660347580909729)",1,1,2.532958984375,2.79437255859375,"(-70.71395874023438, -68.82613372802734, 745.3091430664062)","(-6.159398078918457, -73.15281677246094, 741.517333984375)","(0.7055783271789551, 79.59711456298828, 18.329206466674805)","(0.444129079580307, 79.54859161376953, 18.311540603637695)",POINT (0.5063512325286865 0.6602147221565247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,18,169578282997,2275901308,1,1,"(0.5105053782463074, 0.6808010935783386)","(0.5042811632156372, 0.6674268245697021)",1,1,2.5208892822265625,2.7842559814453125,"(-70.66905975341797, -68.78946685791016, 745.3167724609375)","(-6.07708215713501, -73.12677001953125, 741.4879150390625)","(2.010237693786621, 75.81302642822266, 16.951906204223633)","(-0.14039792120456696, 78.25566864013672, 17.8409423828125)",POINT (0.5073932707309723 0.6741139590740204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,18,169578299665,2275917975,1,1,"(0.520289957523346, 0.6502285003662109)","(0.501569390296936, 0.6630536317825317)",1,1,2.511627197265625,2.8014678955078125,"(-70.60760498046875, -68.7498779296875, 745.1895751953125)","(-5.98898983001709, -73.05977630615234, 741.140625)","(5.391041278839111, 81.39671325683594, 18.984207153320312)","(-1.0773957967758179, 79.05439758300781, 18.13159942626953)",POINT (0.510929673910141 0.6566410660743713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,18,169578316332,2275934642,1,1,"(0.5039259791374207, 0.670109748840332)","(0.5136504769325256, 0.6840644478797913)",1,1,2.5837554931640625,2.79595947265625,"(-70.50479125976562, -68.70545196533203, 744.9946899414062)","(-5.935597896575928, -73.0169677734375, 741.1260375976562)","(-0.26314684748649597, 77.76567840576172, 17.662580490112305)","(3.096940755844116, 75.21703338623047, 16.734939575195312)",POINT (0.5087882280349731 0.6770870983600616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,18,169578332999,2275951308,1,1,"(0.49813365936279297, 0.6335492730140686)","(0.5031511783599854, 0.6972071528434753)",1,1,2.500762939453125,2.801788330078125,"(-70.41334533691406, -68.66033935546875, 745.0946044921875)","(-5.817312240600586, -72.97105407714844, 741.113037109375)","(-2.264519214630127, 84.44293212890625, 20.092981338500977)","(-0.5308547616004944, 72.81668853759766, 15.861322402954102)",POINT (0.5006424188613892 0.665378212928772),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,18,169578349666,2275967975,1,1,"(0.5145657062530518, 0.6459645628929138)","(0.4985021650791168, 0.6975255608558655)",1,1,2.52410888671875,2.77178955078125,"(-70.32169342041016, -68.60264587402344, 745.0198364257812)","(-5.723414897918701, -72.92716217041016, 740.918212890625)","(3.4131577014923096, 82.17546844482422, 19.26763343811035)","(-2.1371867656707764, 72.75852966308594, 15.840143203735352)",POINT (0.5065339356660843 0.6717450618743896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,18,169578366333,2275984641,1,1,"(0.5091298222541809, 0.6481263041496277)","(0.5097925066947937, 0.6903960704803467)",1,1,2.4998931884765625,2.786972045898437,"(-70.17818450927734, -68.51115417480469, 744.62744140625)","(-5.6271467208862305, -72.90892791748047, 740.9651489257812)","(1.5349396467208862, 81.7806625366211, 19.123929977416992)","(1.7639212608337402, 74.06063842773438, 16.314098358154297)",POINT (0.5094611644744873 0.6692611873149872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,18,169578383008,2276001316,1,1,"(0.5095609426498413, 0.6769909858703613)","(0.49575892090797424, 0.7045575976371765)",1,1,2.553329467773437,2.832382202148437,"(-70.1358413696289, -68.50761413574219, 745.0700073242188)","(-5.502711296081543, -72.8909912109375, 740.861328125)","(1.6838788986206055, 76.50889587402344, 17.205204010009766)","(-3.0850484371185303, 71.4742202758789, 15.372696876525879)",POINT (0.5026599317789078 0.6907742917537689),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,18,169578399676,2276017983,1,1,"(0.5105860233306885, 0.6410045027732849)","(0.5047448873519897, 0.6678511500358582)",1,1,2.5099334716796875,2.769287109375,"(-69.98362731933594, -68.43082427978516, 744.4345703125)","(-5.433658599853516, -72.869140625, 740.802490234375)","(2.0380899906158447, 83.08135986328125, 19.59735107421875)","(0.019801201298832893, 78.17818450927734, 17.812726974487305)",POINT (0.5076654553413391 0.6544278264045715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
