,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,49,33,441584899661,2088336322,1,1,"(0.49604853987693787, 0.4152250587940216)","(0.5139883160591125, 0.40632250905036926)",1,1,3.3877716064453125,3.358489990234375,"(-13.041899681091309, -46.536415100097656, 633.861328125)","(48.185081481933594, -50.22056579589844, 634.5172119140625)","(-1.0986088514328003, 124.62957763671875, 34.71968460083008)","(5.118195533752441, 126.26026916503906, 35.31321334838867)",POINT (0.5050184279680252 0.4107737839221954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,33,441584916329,2088352989,1,1,"(0.4962601959705353, 0.41476041078567505)","(0.5133807063102722, 0.3859511911869049)",1,1,3.375732421875,3.326171875,"(-13.10902214050293, -46.542144775390625, 633.9033203125)","(48.11871337890625, -50.19891357421875, 634.483642578125)","(-1.0252485275268555, 124.71469116210938, 34.750667572021484)","(4.9076313972473145, 129.99171447753906, 36.67134475708008)",POINT (0.5048204511404037 0.40035580098629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,33,441584932996,2088369656,1,1,"(0.49611225724220276, 0.4154522120952606)","(0.5060518980026245, 0.39185675978660583)",1,1,3.385009765625,3.335311889648437,"(-13.187024116516113, -46.5301513671875, 633.7001342773438)","(48.013336181640625, -50.16246032714844, 634.0708618164062)","(-1.0765268802642822, 124.58795928955078, 34.70457077026367)","(2.3679206371307373, 128.90997314453125, 36.27765655517578)",POINT (0.5010820776224136 0.4036544859409332),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,33,441584949663,2088386322,1,1,"(0.49595993757247925, 0.40333160758018494)","(0.5141994953155518, 0.38207101821899414)",1,1,3.35479736328125,3.3134307861328125,"(-13.2423095703125, -46.52987289428711, 633.8753662109375)","(47.989044189453125, -50.176395416259766, 634.5904541015625)","(-1.1292983293533325, 126.80810546875, 35.512638092041016)","(5.191368103027344, 130.70245361328125, 36.930015563964844)",POINT (0.5050797164440155 0.3927013128995895),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,33,441584966330,2088402989,1,1,"(0.4971512258052826, 0.4146745502948761)","(0.5137233138084412, 0.38858044147491455)",1,1,3.379135131835937,3.329559326171875,"(-13.313793182373047, -46.54547882080078, 634.006103515625)","(47.935264587402344, -50.18201446533203, 634.7113037109375)","(-0.7164806127548218, 124.73041534423828, 34.75640106201172)","(5.026354789733887, 129.51010131835938, 36.496089935302734)",POINT (0.5054372698068619 0.4016274958848953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,33,441584983004,2088419662,1,1,"(0.49952778220176697, 0.416595995426178)","(0.5113414525985718, 0.39805713295936584)",1,1,3.36346435546875,3.338165283203125,"(-13.398853302001953, -46.50741195678711, 633.7359008789062)","(47.834442138671875, -50.13609313964844, 634.408447265625)","(0.10708209872245789, 124.37846374511719, 34.6282844543457)","(4.200961589813232, 127.77424621582031, 35.864261627197266)",POINT (0.5054346174001694 0.4073265641927719),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,33,441584999670,2088436328,1,1,"(0.49748989939689636, 0.4331243932247162)","(0.5126582980155945, 0.3999256491661072)",1,1,3.37115478515625,3.3203125,"(-13.446070671081543, -46.49740219116211, 633.9342041015625)","(47.78871154785156, -50.117889404296875, 634.5716552734375)","(-0.5991167426109314, 121.35091400146484, 33.52641677856445)","(4.657293796539307, 127.4320068359375, 35.73964309692383)",POINT (0.5050740987062454 0.4165250211954117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,33,441585016338,2088452995,1,1,"(0.49254414439201355, 0.4397277534008026)","(0.5157709717750549, 0.41626957058906555)",1,1,3.37957763671875,3.3243865966796875,"(-13.493292808532715, -46.49409866333008, 634.13232421875)","(47.74425506591797, -50.090782165527344, 634.80322265625)","(-2.3130011558532715, 120.14140319824219, 33.08608627319336)","(5.735946178436279, 124.43826293945312, 34.650028228759766)",POINT (0.5041575580835342 0.4279986619949341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,33,441585033006,2088469662,1,1,"(0.4957999587059021, 0.40785863995552063)","(0.5110857486724854, 0.4141404330730438)",1,1,3.3504791259765625,3.32098388671875,"(-13.567533493041992, -46.47589111328125, 633.8173828125)","(47.6651611328125, -50.03380584716797, 634.4783325195312)","(-1.1847349405288696, 125.97891235351562, 35.21074676513672)","(4.112341403961182, 124.82823181152344, 34.792057037353516)",POINT (0.5034428536891937 0.4109995365142822),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,33,441585049673,2088486329,1,1,"(0.5034586787223816, 0.41692864894866943)","(0.5057539939880371, 0.397867888212204)",1,1,3.3484649658203125,3.3009033203125,"(-13.63321304321289, -46.47005081176758, 633.9041137695312)","(47.59428024291992, -49.999229431152344, 634.1982421875)","(1.469280481338501, 124.3175277709961, 34.60613250732422)","(2.264700174331665, 127.80892181396484, 35.876861572265625)",POINT (0.5046063363552094 0.4073982685804367),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
