,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,lst.1,cons.1,cons.2,cons.3,'a.1,'b.1,cons.4,cons.5,-----------.1,cons.6,'d.1,'.2,().3,-----------.4,-----------.5,'.6,().7,-----------.8,-----------.9,cons.7,'e.1,'.10,().11,).12,).13,).14,question,code,choices
0,26,26,2374367117,2536771584,1,1,"(0.5090906023979187, 0.45466989278793335)","(0.4946960508823395, 0.4654110372066498)",1,1,3.4547119140625,3.1986236572265625,"(-101.09494018554688, -26.175552368164062, 632.0171508789062)","(-36.019596099853516, -30.145095825195312, 633.103271484375)","(3.4209394454956055, 117.4044189453125, 32.08995819091797)","(-1.5672932863235474, 115.43693542480469, 31.373872756958008)",POINT (0.5018933266401291 0.4600404649972916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,26,2374383786,2536788253,1,1,"(0.5147948265075684, 0.4411819279193878)","(0.49977415800094604, 0.45740678906440735)",1,1,3.438339233398437,3.2078399658203125,"(-101.1901626586914, -25.84356117248535, 632.4696044921875)","(-36.130611419677734, -29.775726318359375, 633.8272705078125)","(5.397680759429932, 119.87503814697266, 32.98916244506836)","(0.19246900081634521, 116.90309143066406, 31.9074764251709)",POINT (0.5072844922542572 0.4492943584918976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,26,2374400453,2536804919,1,1,"(0.5065020322799683, 0.4505460560321808)","(0.5003240704536438, 0.45965269207954407)",1,1,3.42041015625,3.238800048828125,"(-101.27892303466797, -25.506977081298828, 632.83544921875)","(-36.20998764038086, -29.401611328125, 634.2750854492188)","(2.5239064693450928, 118.1597900390625, 32.36488723754883)","(0.38302043080329895, 116.49172973632812, 31.75773048400879)",POINT (0.503413051366806 0.4550993740558624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,26,2374417124,2536821590,1,1,"(0.5057152509689331, 0.4173303246498108)","(0.5004567503929138, 0.447581946849823)",1,1,3.38427734375,3.239471435546875,"(-101.35431671142578, -25.2301025390625, 633.12255859375)","(-36.28306579589844, -29.05020523071289, 634.4898681640625)","(2.2512505054473877, 124.24394226074219, 34.57937240600586)","(0.42901670932769775, 118.7027359008789, 32.56248474121094)",POINT (0.5030860006809235 0.4324561357498169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,26,2374433790,2536838255,1,1,"(0.5064177513122559, 0.4025527834892273)","(0.5083454847335815, 0.44138145446777344)",1,1,3.38250732421875,3.248397827148437,"(-101.43974304199219, -24.986812591552734, 633.4093017578125)","(-36.39433670043945, -28.767074584960938, 635.0145263671875)","(2.494694471359253, 126.95077514648438, 35.56454849243164)","(3.1627423763275146, 119.83848571777344, 32.975868225097656)",POINT (0.5073816180229187 0.4219671189785004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,26,2374450458,2536854923,1,1,"(0.5073114037513733, 0.42966964840888977)","(0.49713334441185, 0.4494362473487854)",1,1,3.425643920898437,3.257171630859375,"(-101.52328491210938, -24.789121627807617, 633.7308349609375)","(-36.42704772949219, -28.498863220214844, 634.9871826171875)","(2.8043792247772217, 121.9837646484375, 33.75665283203125)","(-0.7226813435554504, 118.36306762695312, 32.43888473510742)",POINT (0.5022223740816116 0.4395529478788376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,26,2374467126,2536871590,1,1,"(0.5112420916557312, 0.42591074109077454)","(0.5025785565376282, 0.4500976502895355)",1,1,3.443222045898437,3.2239532470703125,"(-101.6024169921875, -24.611328125, 634.0774536132812)","(-36.514801025390625, -28.264925003051758, 635.3697509765625)","(4.166532516479492, 122.6722640991211, 34.00728988647461)","(1.1642881631851196, 118.2419204711914, 32.39476776123047)",POINT (0.5069103240966797 0.438004195690155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,26,2374483793,2536888257,1,1,"(0.5057926774024963, 0.4386754333972931)","(0.5078536868095398, 0.4372904300689697)",1,1,3.433563232421875,3.241180419921875,"(-101.64109802246094, -24.449485778808594, 634.239013671875)","(-36.60475540161133, -28.108043670654297, 635.8648681640625)","(2.2780885696411133, 120.33414459228516, 33.15630340576172)","(2.9923157691955566, 120.58783721923828, 33.24862289428711)",POINT (0.5068231821060181 0.4379829317331314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,26,2374500460,2536904923,1,1,"(0.5033970475196838, 0.39009013772010803)","(0.49983981251716614, 0.43480750918388367)",1,1,3.392852783203125,3.2320556640625,"(-101.70343017578125, -24.315582275390625, 634.5238037109375)","(-36.63525390625, -27.93792724609375, 635.8948974609375)","(1.4479258060455322, 129.23358154296875, 36.39541244506836)","(0.21522186696529388, 121.0426254272461, 33.41415786743164)",POINT (0.501618430018425 0.4124488234519958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,26,2374517127,2536921590,1,1,"(0.5013300776481628, 0.4124138057231903)","(0.50089031457901, 0.43595752120018005)",1,1,3.4208984375,3.2269287109375,"(-101.76644134521484, -24.177913665771484, 634.7945556640625)","(-36.68766403198242, -27.780330657958984, 636.0574951171875)","(0.731648325920105, 125.14451599121094, 34.90715026855469)","(0.5792355537414551, 120.83197784423828, 33.337501525878906)",POINT (0.5011101961135864 0.4241856634616852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
