,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,35,16,336954129123,7621160290,1,1,"(0.7025891542434692, 0.1443960815668106)","(0.7419180870056152, 0.06631419062614441)",1,1,2.705474853515625,2.844223022460937,"(-63.420867919921875, 0.8075177669525146, 654.6533813476562)","(-3.171116352081299, 0.10386551916599274, 655.777099609375)","(70.47528839111328, 174.2376708984375, 52.77555465698242)","(84.10417938232422, 188.54002380371094, 57.9812126159668)",POINT (0.7222536206245422 0.1053551360964775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954145796,7621176962,1,1,"(0.7028737664222717, 0.14411063492298126)","(0.7409981489181519, 0.06764566898345947)",1,1,2.695068359375,2.841293334960937,"(-63.417396545410156, 0.8008221387863159, 654.63037109375)","(-3.1683220863342285, 0.0939256027340889, 655.7294921875)","(70.57391357421875, 174.28997802734375, 52.79452896118164)","(83.78540802001953, 188.29612731933594, 57.8924674987793)",POINT (0.7219359576702118 0.1058781519532204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954162462,7621193628,1,1,"(0.703974187374115, 0.1457173228263855)","(0.7446194887161255, 0.05856702849268913)",1,1,2.7039794921875,2.82574462890625,"(-63.41637420654297, 0.8054659366607666, 654.6065673828125)","(-3.1674365997314453, 0.1042475700378418, 655.801025390625)","(70.95523071289062, 173.99566650390625, 52.68745040893555)","(85.04031372070312, 189.95907592773438, 58.49772262573242)",POINT (0.7242968380451202 0.1021421756595373),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954179130,7621210295,1,1,"(0.6647523045539856, 0.17435547709465027)","(0.7396285533905029, 0.058470290154218674)",1,1,2.702239990234375,2.822998046875,"(-63.55583190917969, 0.8149435520172119, 654.6990966796875)","(-3.3189587593078613, 0.11291161924600601, 656.5592041015625)","(57.36343765258789, 168.74998474121094, 50.77816390991211)","(83.31080627441406, 189.97682189941406, 58.50410079956055)",POINT (0.7021904289722443 0.1164128836244345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954195797,7621226962,1,1,"(0.5840066075325012, 0.15983624756336212)","(0.6402415633201599, 0.055068764835596085)",1,1,2.694854736328125,2.81927490234375,"(-63.79640579223633, 0.8155362010002136, 654.7489013671875)","(-3.547398090362549, 0.19047832489013672, 655.8681640625)","(29.38207244873047, 171.4094696044922, 51.746192932128906)","(48.86955261230469, 190.59988403320312, 58.73087692260742)",POINT (0.6121240854263306 0.1074525061994791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954212464,7621243628,1,1,"(0.5906678438186646, 0.16152282059192657)","(0.6500040888786316, 0.07336925715208054)",1,1,2.679916381835937,2.8119049072265625,"(-63.808834075927734, 0.8180190324783325, 654.74609375)","(-3.573355197906494, 0.22082461416721344, 655.7486572265625)","(31.690439224243164, 171.10052490234375, 51.633785247802734)","(52.252620697021484, 187.2477569580078, 57.510807037353516)",POINT (0.6203359663486481 0.1174460388720036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954229131,7621260295,1,1,"(0.5883528590202332, 0.14703840017318726)","(0.6448071002960205, 0.0820871964097023)",1,1,2.6900787353515625,2.799057006835937,"(-63.819190979003906, 0.8294824361801147, 654.6956787109375)","(-3.5933847427368164, 0.2463015615940094, 655.700439453125)","(30.888227462768555, 173.753662109375, 52.599430084228516)","(50.45167541503906, 185.65087890625, 56.929595947265625)",POINT (0.6165799796581268 0.1145627982914448),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954245799,7621276962,1,1,"(0.5822434425354004, 0.15451160073280334)","(0.6453180313110352, 0.07107851654291153)",1,1,2.6789703369140625,2.8029022216796875,"(-63.83675765991211, 0.8237555027008057, 654.69384765625)","(-3.6015796661376953, 0.25100836157798767, 655.7952270507812)","(28.771080017089844, 172.3848114013672, 52.101139068603516)","(50.62874221801758, 187.66732788085938, 57.66360092163086)",POINT (0.6137807369232178 0.1127950586378574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954262469,7621293632,1,1,"(0.5864304304122925, 0.14813485741615295)","(0.6452696323394775, 0.0838523656129837)",1,1,2.681015014648437,2.8000030517578125,"(-63.8465576171875, 0.8199127912521362, 654.6906127929688)","(-3.6024155616760254, 0.24921783804893494, 655.7241821289062)","(30.22203254699707, 173.55284118652344, 52.52628707885742)","(50.611961364746094, 185.3275604248047, 56.8118896484375)",POINT (0.615850031375885 0.1159936115145683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954279136,7621310299,1,1,"(0.5879272818565369, 0.15502603352069855)","(0.6470838785171509, 0.07916389405727386)",1,1,2.657623291015625,2.7963104248046875,"(-63.85401153564453, 0.8135586977005005, 654.6888427734375)","(-3.6038272380828857, 0.2379000186920166, 655.7479248046875)","(30.740745544433594, 172.29054260253906, 52.06694412231445)","(51.24068069458008, 186.1863250732422, 57.124542236328125)",POINT (0.6175055801868439 0.1170949637889862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954295804,7621326966,1,1,"(0.589934229850769, 0.14681974053382874)","(0.6466895341873169, 0.07775607705116272)",1,1,2.656951904296875,2.79071044921875,"(-63.86711120605469, 0.8141232132911682, 654.7589111328125)","(-3.603820323944092, 0.2350534349679947, 655.7481689453125)","(31.43621826171875, 173.79371643066406, 52.6140022277832)","(51.10402297973633, 186.4442138671875, 57.218353271484375)",POINT (0.618311882019043 0.1122879087924957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954312470,7621343632,1,1,"(0.5945426225662231, 0.1489201933145523)","(0.6455520391464233, 0.06251344084739685)",1,1,2.65966796875,2.780059814453125,"(-63.86043167114258, 0.8074356317520142, 654.663330078125)","(-3.597905397415161, 0.21976175904273987, 655.8197021484375)","(33.033199310302734, 173.40899658203125, 52.47391128540039)","(50.70981979370117, 189.23622131347656, 58.234580993652344)",POINT (0.6200473308563232 0.1057168170809746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,16,336954329138,7621360299,1,1,"(0.5922883749008179, 0.14547483623027802)","(0.6455867886543274, 0.0709613710641861)",1,1,2.6715087890625,2.779022216796875,"(-63.86540222167969, 0.8051985502243042, 654.6625366210938)","(-3.598193645477295, 0.22021502256393433, 655.8670654296875)","(32.25202941894531, 174.04005432128906, 52.70368957519531)","(50.72186279296875, 187.68881225585938, 57.67134094238281)",POINT (0.6189375817775726 0.1082181036472321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
