,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,59,23,336013953117,5675644192,1,1,"(0.39079034328460693, 0.46390846371650696)","(0.33264267444610596, 0.3891497850418091)",1,1,2.7102203369140625,2.5157470703125,"(-55.98387908935547, -27.757415771484375, 654.6214599609375)","(12.205469131469727, -25.941930770874023, 656.1674194335938)","(-39.3543586730957, 115.42559051513672, 31.369733810424805)","(-59.44585037231445, 129.0792999267578, 36.339195251464844)",POINT (0.3617165088653564 0.426529124379158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,23,336013969783,5675660858,1,1,"(0.39090216159820557, 0.48041126132011414)","(0.3350136876106262, 0.3758945167064667)",1,1,2.716796875,2.510040283203125,"(-55.97865676879883, -27.727069854736328, 654.6942138671875)","(12.203754425048828, -25.91365623474121, 656.2864990234375)","(-39.31571578979492, 112.41158294677734, 30.272703170776367)","(-58.62659454345703, 131.5001983642578, 37.220333099365234)",POINT (0.3629579246044159 0.4281528890132904),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,23,336013986450,5675677525,1,1,"(0.3914537727832794, 0.47310537099838257)","(0.3318009376525879, 0.3812473714351654)",1,1,2.695175170898437,2.5082550048828125,"(-55.97669219970703, -27.690673828125, 654.7906494140625)","(12.205439567565918, -25.877532958984375, 656.381591796875)","(-39.125118255615234, 113.74591827392578, 30.75830078125)","(-59.7366828918457, 130.52255249023438, 36.86455154418945)",POINT (0.3616273552179336 0.427176371216774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,23,336014003117,5675694192,1,1,"(0.3981129229068756, 0.4510844349861145)","(0.33620700240135193, 0.36913755536079407)",1,1,2.701995849609375,2.4955596923828125,"(-55.97773361206055, -27.663991928100586, 654.9822998046875)","(12.206256866455078, -25.85277557373047, 656.5721435546875)","(-36.82422637939453, 117.76776123046875, 32.222110748291016)","(-58.21428298950195, 132.7342529296875, 37.6695442199707)",POINT (0.3671599626541138 0.4101109951734543),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,23,336014019784,5675710858,1,1,"(0.3865825831890106, 0.4637099802494049)","(0.3282337486743927, 0.39002734422683716)",1,1,2.688262939453125,2.5033111572265625,"(-55.97283935546875, -27.62251091003418, 655.2242431640625)","(12.218938827514648, -25.818655014038086, 656.71435546875)","(-40.8082389831543, 115.46183776855469, 31.38292121887207)","(-60.96923828125, 128.91900634765625, 36.280914306640625)",POINT (0.3574081659317017 0.426868662238121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,23,336014036453,5675727528,1,1,"(0.3849441409111023, 0.4769758880138397)","(0.3301955461502075, 0.3875400722026825)",1,1,2.704132080078125,2.510894775390625,"(-55.96865463256836, -27.59642219543457, 655.4891357421875)","(12.22909164428711, -25.791500091552734, 656.8570556640625)","(-41.374359130859375, 113.03901672363281, 30.50102424621582)","(-60.29138946533203, 129.37326049804688, 36.44628143310547)",POINT (0.3575698435306549 0.4322579801082611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,23,336014053121,5675744195,1,1,"(0.3977382183074951, 0.4888949990272522)","(0.3396354019641876, 0.37174615263938904)",1,1,2.7362518310546875,2.4970245361328125,"(-55.96873474121094, -27.558008193969727, 655.7302856445312)","(12.235006332397461, -25.762569427490234, 657.04736328125)","(-36.95368957519531, 110.86211395263672, 29.708803176879883)","(-57.0296745300293, 132.25782775878906, 37.496116638183594)",POINT (0.3686868101358414 0.4303205758333206),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,23,336014069787,5675760861,1,1,"(0.39379096031188965, 0.48672521114349365)","(0.33093300461769104, 0.3919473886489868)",1,1,2.734527587890625,2.5041656494140625,"(-55.953250885009766, -27.544036865234375, 655.8773193359375)","(12.252786636352539, -25.76486587524414, 657.1898193359375)","(-38.31755828857422, 111.2584228515625, 29.852985382080078)","(-60.03657531738281, 128.568359375, 36.15321350097656)",POINT (0.3623619824647903 0.4393362998962402),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,23,336014086455,5675777528,1,1,"(0.3982125520706177, 0.4825066924095154)","(0.3264074921607971, 0.38875341415405273)",1,1,2.7336883544921875,2.5164337158203125,"(-55.933746337890625, -27.50257110595703, 655.976806640625)","(12.276501655578613, -25.738079071044922, 657.308349609375)","(-36.78980255126953, 112.02887725830078, 30.133403778076172)","(-61.60024642944336, 129.1516876220703, 36.36555480957031)",POINT (0.3623100221157074 0.4356300532817841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,23,336014103121,5675794195,1,1,"(0.3965509831905365, 0.4638213515281677)","(0.33352670073509216, 0.3824957311153412)",1,1,2.73614501953125,2.4970855712890625,"(-55.91623306274414, -27.493480682373047, 655.9800415039062)","(12.284984588623047, -25.749040603637695, 657.427490234375)","(-37.36390686035156, 115.4415283203125, 31.37544822692871)","(-59.14038848876953, 130.29457092285156, 36.781524658203125)",POINT (0.3650388419628143 0.4231585413217545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
