,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,10,13,597472314060,2697964959,1,1,"(0.7212499976158142, 0.10082168132066727)","(0.7057467103004456, 0.07896608114242554)",1,1,3.7057952880859375,3.2563629150390625,"(-40.1737174987793, 48.66667175292969, 523.5198974609375)","(25.592296600341797, 44.60160827636719, 524.8897705078125)","(74.82780456542969, 181.73861694335938, 55.505638122558594)","(69.47102355957031, 185.730224609375, 56.958499908447266)",POINT (0.7134983539581299 0.0898938812315464),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472330726,2697981625,1,1,"(0.7151599526405334, 0.10878311097621918)","(0.7019132375717163, 0.06568626314401627)",1,1,3.6869049072265625,3.2462921142578125,"(-40.18687057495117, 48.39109420776367, 523.9802856445312)","(25.58242416381836, 44.23908615112305, 525.4584350585938)","(72.72356414794922, 180.2845458984375, 54.97643280029297)","(68.14647674560547, 188.15562438964844, 57.84124755859375)",POINT (0.7085365951061249 0.0872346870601177),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472347394,2697998292,1,1,"(0.7222158312797546, 0.09830191731452942)","(0.7097582221031189, 0.06715985387563705)",1,1,3.672637939453125,3.2396240234375,"(-40.181007385253906, 48.23330307006836, 524.3213500976562)","(25.576908111572266, 44.02051544189453, 525.6666259765625)","(75.1615219116211, 182.19879150390625, 55.67317581176758)","(70.85710906982422, 187.88650512695312, 57.7432861328125)",POINT (0.7159870266914368 0.0827308855950832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472364061,2698014959,1,1,"(0.713813066482544, 0.09906718134880066)","(0.702068567276001, 0.0627589076757431)",1,1,3.711273193359375,3.270904541015625,"(-40.30815124511719, 47.9747200012207, 524.698486328125)","(25.457286834716797, 43.7066650390625, 525.9913330078125)","(72.25817108154297, 182.05905151367188, 55.62226486206055)","(68.20013427734375, 188.6902618408203, 58.03584289550781)",POINT (0.7079408168792725 0.0809130445122719),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472380728,2698031625,1,1,"(0.7181409597396851, 0.09421379864215851)","(0.7059980034828186, 0.06911266595125198)",1,1,3.687820434570313,3.26348876953125,"(-40.45379638671875, 47.8741569519043, 525.00439453125)","(25.324665069580078, 43.586021423339844, 526.216064453125)","(73.75357055664062, 182.94544982910156, 55.944908142089844)","(69.557861328125, 187.5298309326172, 57.61347579956055)",POINT (0.7120694816112518 0.0816632322967052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472397395,2698048292,1,1,"(0.6500124931335449, 0.16587452590465546)","(0.6537694931030273, 0.09856747835874557)",1,1,3.711029052734375,3.2401885986328125,"(-40.88386154174805, 47.607872009277344, 525.0098266601562)","(24.852935791015625, 43.35626220703125, 526.32763671875)","(50.21345520019531, 169.85757446289062, 51.181297302246094)","(51.5115966796875, 182.15029907226562, 55.65549850463867)",POINT (0.6518909931182861 0.1322210021317005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472414067,2698064964,1,1,"(0.5215499997138977, 0.27489525079727173)","(0.5115461945533752, 0.26253852248191833)",1,1,3.712677001953125,3.318450927734375,"(-41.57361602783203, 47.27738571166992, 524.929931640625)","(23.90224838256836, 43.05006790161133, 526.20166015625)","(5.826416969299316, 149.94638061523438, 43.934226989746094)","(2.3698513507843018, 152.20315551757812, 44.755638122558594)",POINT (0.5165480971336365 0.268716886639595),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,10,13,597472430734,2698081630,1,1,"(0.45531633496284485, 0.381900817155838)","(0.42724984884262085, 0.3745006024837494)",1,1,3.708084106445313,3.3297119140625,"(-42.11936569213867, 46.95752716064453, 524.8514404296875)","(23.1737003326416, 42.73271560668945, 526.3363037109375)","(-17.058992385864258, 130.40321350097656, 36.82110595703125)","(-26.756675720214844, 131.75477600097656, 37.31300735473633)",POINT (0.4412830919027328 0.3782007098197937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472447401,2698098297,1,1,"(0.460640549659729, 0.34944722056388855)","(0.44252297282218933, 0.351506769657135)",1,1,3.690338134765625,3.326324462890625,"(-42.607032775878906, 46.81760787963867, 524.5393676757812)","(22.78955078125, 42.63517379760742, 525.9297485351562)","(-15.219332695007324, 136.33042907714844, 38.97843551635742)","(-21.479412078857422, 135.95428466796875, 38.84152603149414)",POINT (0.4515817612409592 0.3504769951105118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,10,13,597472464069,2698114964,1,1,"(0.45559656620025635, 0.3666168749332428)","(0.4284028708934784, 0.3758872449398041)",1,1,3.737457275390625,3.35211181640625,"(-43.14390182495117, 46.6762809753418, 524.2977294921875)","(22.291648864746094, 42.52397155761719, 525.59375)","(-16.962167739868164, 133.19464111328125, 37.83708572387695)","(-26.3582706451416, 131.50152587890625, 37.220821380615234)",POINT (0.4419997185468674 0.3712520599365234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472480735,2698131630,1,1,"(0.461704820394516, 0.3561560809612274)","(0.4299364984035492, 0.37239381670951843)",1,1,3.698898315429688,3.360443115234375,"(-43.756412506103516, 46.47480392456055, 523.9993286132812)","(21.717100143432617, 42.434547424316406, 525.3917846679688)","(-14.851615905761719, 135.1051483154297, 38.5324592590332)","(-25.828353881835938, 132.13954162597656, 37.45306396484375)",POINT (0.4458206593990326 0.3642749488353729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472497402,2698148296,1,1,"(0.4540828466415405, 0.354079008102417)","(0.4331238865852356, 0.35390517115592957)",1,1,3.74755859375,3.314071655273437,"(-44.425838470458984, 46.29231262207031, 523.7462768554688)","(21.093666076660156, 42.373268127441406, 525.1386108398438)","(-17.485193252563477, 135.4844970703125, 38.6705322265625)","(-24.72704315185547, 135.51625061035156, 38.68208694458008)",POINT (0.4436033666133881 0.3539920896291733),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472514069,2698164963,1,1,"(0.46136945486068726, 0.36297452449798584)","(0.43538323044776917, 0.36953192949295044)",1,1,3.732955932617188,3.3661651611328125,"(-45.127662658691406, 46.10750961303711, 523.4633178710938)","(20.421825408935547, 42.33972930908203, 524.8260498046875)","(-14.967490196228027, 133.85984802246094, 38.0792236328125)","(-23.94638442993164, 132.6622314453125, 37.64329528808594)",POINT (0.4483763426542282 0.3662532269954681),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472530737,2698181630,1,1,"(0.4594866931438446, 0.3656019866466522)","(0.43164676427841187, 0.35840123891830444)",1,1,3.750518798828125,3.3437042236328125,"(-45.83345031738281, 45.99198913574219, 523.2703857421875)","(19.753768920898438, 42.38969421386719, 524.56494140625)","(-15.61801815032959, 133.37998962402344, 37.904544830322266)","(-25.237422943115234, 134.69509887695312, 38.38322067260742)",POINT (0.4455667287111282 0.3620016127824783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472547408,2698198301,1,1,"(0.4554647207260132, 0.37216728925704956)","(0.43494561314582825, 0.35501450300216675)",1,1,3.758865356445313,3.346832275390625,"(-46.5031623840332, 45.942413330078125, 523.1881103515625)","(19.112943649291992, 42.46823501586914, 524.256591796875)","(-17.007728576660156, 132.18092346191406, 37.468116760253906)","(-24.09758186340332, 135.3136444091797, 38.60832977294922)",POINT (0.4452051669359207 0.3635908961296082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472564075,2698214968,1,1,"(0.45686206221580505, 0.3642043173313141)","(0.43589669466018677, 0.3596821129322052)",1,1,3.7607269287109375,3.3538970947265625,"(-47.11064147949219, 45.8890266418457, 523.136962890625)","(18.534183502197266, 42.561180114746094, 524.089111328125)","(-16.52490234375, 133.63525390625, 37.997467041015625)","(-23.768970489501953, 134.46116638183594, 38.29804992675781)",POINT (0.4463793784379959 0.3619432151317596),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472580742,2698231635,1,1,"(0.4605729579925537, 0.362289696931839)","(0.4372978210449219, 0.35404273867607117)",1,1,3.7684173583984375,3.3661041259765625,"(-47.58465576171875, 45.90383529663086, 523.212646484375)","(18.079631805419922, 42.69388961791992, 523.9371337890625)","(-15.242698669433594, 133.9849395751953, 38.1247444152832)","(-23.28485107421875, 135.4911346435547, 38.67293167114258)",POINT (0.4489353895187378 0.3581662178039551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,13,597472597409,2698248301,1,1,"(0.46233370900154114, 0.3603816032409668)","(0.4344688951969147, 0.3520738184452057)",1,1,3.80218505859375,3.3768768310546875,"(-47.95104217529297, 45.87950897216797, 523.380859375)","(17.73865509033203, 42.79563903808594, 523.9071655273438)","(-14.634307861328125, 134.3334197998047, 38.251564025878906)","(-24.262310028076172, 135.85072326660156, 38.803829193115234)",POINT (0.4484013020992279 0.3562277108430862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
