,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,long.1,long.2,operate.1,int.1,n.1,switch.1,n.2,case.1,0.1,return.1,0.2,case.2,1.1,return.2,1.2,default.1,long.3,long.4,mystery1.1,=.1,0.3,long.5,long.6,mystery2.1,=.2,1.3,for.1,int.2,i.1,=.3,2.1,i.2,n.3,<=.1,++i.1,-----------.6,long.7,long.8,mystery3.1,=.4,mystery1.2,+.1,mystery2.2,mystery1.3,=.5,mystery2.3,mystery2.4,=.6,mystery3.2,-----------.8,return.3,mystery2.5,-----------.10,-----------.11,question,code,choices
0,2,24,168521215027,1218864371,1,1,"(0.44253620505332947, 0.619647741317749)","(0.43909403681755066, 0.6037896871566772)",1,1,2.555419921875,2.823699951171875,"(-54.74189758300781, -6.551947593688965, 588.8687744140625)","(9.084064483642578, -10.25680160522461, 583.1386108398438)","(-21.47486114501953, 86.98188781738281, 21.01702880859375)","(-22.66419792175293, 89.8781509399414, 22.07118034362793)",POINT (0.4408151209354401 0.6117187142372131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,24,168521231693,1218881037,1,1,"(0.4382915496826172, 0.6275773644447327)","(0.4375806152820587, 0.6207658052444458)",1,1,2.555267333984375,2.852035522460937,"(-54.781036376953125, -6.574209213256836, 588.949462890625)","(9.040839195251465, -10.258980751037598, 583.2998657226562)","(-22.941484451293945, 85.53364562988281, 20.48990249633789)","(-23.187131881713867, 86.77767944335938, 20.94269561767578)",POINT (0.437936082482338 0.6241715848445892),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,24,168521248361,1218897704,1,1,"(0.44927629828453064, 0.6188305020332336)","(0.4368710517883301, 0.6178465485572815)",1,1,2.54925537109375,2.8703155517578125,"(-54.83006286621094, -6.579689025878906, 589.0000610351562)","(9.010233879089355, -10.242883682250977, 583.347412109375)","(-19.14596939086914, 87.13114166259766, 21.071382522583008)","(-23.432296752929688, 87.31084442138672, 21.136751174926758)",POINT (0.4430736750364304 0.6183385252952576),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,24,168521265028,1218914371,1,1,"(0.43184223771095276, 0.6115239858627319)","(0.43794602155685425, 0.6096304059028625)",1,1,2.5227508544921875,2.8687286376953125,"(-54.87786865234375, -6.598705291748047, 589.158203125)","(8.979555130004883, -10.243030548095703, 583.3291625976562)","(-25.169876098632812, 88.46558380126953, 21.557025909423828)","(-23.060876846313477, 88.81143188476562, 21.68289566040039)",POINT (0.4348941296339035 0.6105771958827972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,24,168521281695,1218931037,1,1,"(0.4429055452346802, 0.623450756072998)","(0.43706855177879333, 0.6087026000022888)",1,1,2.5529327392578125,2.8438720703125,"(-54.921897888183594, -6.611739158630371, 589.2288208007812)","(8.934712409973145, -10.226326942443848, 583.4528198242188)","(-21.347238540649414, 86.28732299804688, 20.76421546936035)","(-23.364065170288086, 88.98086547851562, 21.744600296020508)",POINT (0.4399870485067368 0.6160766780376434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,24,168521298362,1218947704,1,1,"(0.4410840570926666, 0.6263253092765808)","(0.4383019804954529, 0.6144197583198547)",1,1,2.5623779296875,2.85687255859375,"(-54.97855758666992, -6.64960241317749, 589.3566284179688)","(8.88398551940918, -10.233185768127441, 583.54833984375)","(-21.97660255432129, 85.76232147216797, 20.573139190673828)","(-22.937877655029297, 87.93669128417969, 21.364574432373047)",POINT (0.4396930187940598 0.6203725337982178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,24,168521315030,1218964371,1,1,"(0.4361429512500763, 0.6364270448684692)","(0.436483234167099, 0.6107674241065979)",1,1,2.576522827148437,2.841537475585937,"(-55.01838684082031, -6.692633628845215, 589.4273681640625)","(8.851852416992188, -10.230043411254883, 583.6244506835938)","(-23.683874130249023, 83.91736602783203, 19.901655197143555)","(-23.56629180908203, 88.60374450683594, 21.607362747192383)",POINT (0.4363130927085876 0.6235972344875336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,24,168521331697,1218981038,1,1,"(0.44441378116607666, 0.6193773746490479)","(0.4410821199417114, 0.5899887084960938)",1,1,2.5917510986328125,2.8124237060546875,"(-55.049129486083984, -6.739234924316406, 589.4708251953125)","(8.834007263183594, -10.234804153442383, 583.691162109375)","(-20.82610321044922, 87.03126525878906, 21.035001754760742)","(-21.977277755737305, 92.39871978759766, 22.98860740661621)",POINT (0.442747950553894 0.6046830415725708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,24,168521348368,1218997708,1,1,"(0.44402334094047546, 0.618496835231781)","(0.43612638115882874, 0.5974540114402771)",1,1,2.5649566650390625,2.846588134765625,"(-55.075477600097656, -6.7638750076293945, 589.5155029296875)","(8.819738388061523, -10.239721298217773, 583.7388916015625)","(-20.96100425720215, 87.19208526611328, 21.09351348876953)","(-23.689611434936523, 91.0352783203125, 22.49233055114746)",POINT (0.4400748610496521 0.607975423336029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,24,168521365034,1219014374,1,1,"(0.43876880407333374, 0.628223180770874)","(0.4380348026752472, 0.5945138931274414)",1,1,2.586395263671875,2.827255249023437,"(-55.097938537597656, -6.78940486907959, 589.5799560546875)","(8.80082893371582, -10.256752014160156, 583.8145751953125)","(-22.776573181152344, 85.41570281982422, 20.446956634521484)","(-23.030195236206055, 91.5722427368164, 22.687789916992188)",POINT (0.4384018033742905 0.6113685369491577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
