,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,34,16,70272173304,651239878,1,1,"(0.3047539293766022, 0.14776663482189178)","(0.3213011920452118, 0.1870211511850357)",1,1,2.5835418701171875,2.5608062744140625,"(-48.0560302734375, -47.42012023925781, 736.342041015625)","(16.207664489746094, -41.522132873535156, 737.055419921875)","(-67.38917541503906, 173.6202850341797, 52.55083465576172)","(-61.65494918823242, 166.4299774169922, 49.93381118774414)",POINT (0.313027560710907 0.1673938930034638),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,16,70272189970,651256544,1,1,"(0.30456748604774475, 0.13816297054290771)","(0.32922014594078064, 0.2003716081380844)",1,1,2.5335235595703125,2.59527587890625,"(-48.04854202270508, -47.41069793701172, 736.3131103515625)","(16.215129852294922, -41.5179443359375, 737.0401000976562)","(-67.45377349853516, 175.37940979003906, 53.19108963012695)","(-58.910743713378906, 163.9845733642578, 49.043704986572266)",POINT (0.3168938159942627 0.1692672893404961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,16,70272206638,651273211,1,1,"(0.29586535692214966, 0.14781035482883453)","(0.3304920792579651, 0.20945733785629272)",1,1,2.54052734375,2.572860717773437,"(-48.04566192626953, -47.4124870300293, 736.3133544921875)","(16.218807220458984, -41.51809310913086, 737.0095825195312)","(-70.4693832397461, 173.61227416992188, 52.54792785644531)","(-58.469974517822266, 162.32032775878906, 48.437984466552734)",POINT (0.3131787180900574 0.1786338463425636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,16,70272223311,651289884,1,1,"(0.2965252101421356, 0.11551079154014587)","(0.3316294252872467, 0.17154274880886078)",1,1,2.5341033935546875,2.541244506835937,"(-48.046836853027344, -47.40995407104492, 736.298095703125)","(16.213411331176758, -41.5098762512207, 736.9954223632812)","(-70.24073028564453, 179.52862548828125, 54.70132827758789)","(-58.07583999633789, 169.2651824951172, 50.9657096862793)",POINT (0.3140773177146912 0.1435267701745033),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,16,70272239978,651306550,1,1,"(0.29890385270118713, 0.15937215089797974)","(0.3273150324821472, 0.15589015185832977)",1,1,2.5665435791015625,2.501983642578125,"(-48.06004333496094, -47.42625427246094, 736.3263549804688)","(16.197994232177734, -41.51974868774414, 737.0408935546875)","(-69.41645050048828, 171.49449157714844, 51.77710723876953)","(-59.57093048095703, 172.1322784423828, 52.00927734375)",POINT (0.3131094425916672 0.1576311513781548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,16,70272256645,651323217,1,1,"(0.31475967168807983, 0.1654631495475769)","(0.32328933477401733, 0.15885718166828156)",1,1,2.5760498046875,2.501693725585937,"(-48.060123443603516, -47.43777084350586, 736.2508544921875)","(16.1923828125, -41.527587890625, 737.0413818359375)","(-63.921817779541016, 170.37876892089844, 51.37106704711914)","(-60.965980529785156, 171.5888214111328, 51.81146240234375)",POINT (0.3190245032310486 0.1621601656079292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,16,70272273312,651339884,1,1,"(0.30463871359825134, 0.16074268519878387)","(0.3308948874473572, 0.17517147958278656)",1,1,2.5832672119140625,2.533065795898437,"(-48.06598663330078, -47.460121154785156, 736.26513671875)","(16.18817138671875, -41.551353454589844, 737.0408935546875)","(-67.4291000366211, 171.24343872070312, 51.68573760986328)","(-58.33037567138672, 168.60049438476562, 50.723812103271484)",POINT (0.3177668005228043 0.1679570823907852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,16,70272289979,651356550,1,1,"(0.29429519176483154, 0.11267028748989105)","(0.3270011246204376, 0.13700218498706818)",1,1,2.520782470703125,2.512237548828125,"(-48.06487274169922, -47.455909729003906, 736.2803955078125)","(16.19025230407715, -41.55191421508789, 737.0115966796875)","(-71.01351165771484, 180.04891967773438, 54.890689849853516)","(-59.6796989440918, 175.59202575683594, 53.26848602294922)",POINT (0.3106481581926346 0.1248362362384796),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,16,70272306646,651373217,1,1,"(0.30909213423728943, 0.18527939915657043)","(0.3264497220516205, 0.1472674161195755)",1,1,2.5880126953125,2.52435302734375,"(-48.065608978271484, -47.45902633666992, 736.3255004882812)","(16.1905460357666, -41.5578727722168, 737.0565795898438)","(-65.88582611083984, 166.74903869628906, 50.049861907958984)","(-59.870792388916016, 173.71173095703125, 52.58414077758789)",POINT (0.317770928144455 0.166273407638073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,16,70272323314,651389884,1,1,"(0.31254851818084717, 0.16588445007801056)","(0.3316408395767212, 0.1671939343214035)",1,1,2.5882720947265625,2.53302001953125,"(-48.06235122680664, -47.44781494140625, 736.296142578125)","(16.191246032714844, -41.54560470581055, 737.0863037109375)","(-64.68806457519531, 170.30160522460938, 51.34294509887695)","(-58.071895599365234, 170.061767578125, 51.255638122558594)",POINT (0.3220946788787842 0.166539192199707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
