,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,terms.1,if.1,terms.2,==.1,0.1,-----------.4,return.1,1.1,-----------.5,else.1,return.2,-----------.6,std::pow.1,2.1,terms.3,+.1,afunc.2,terms.4,-.1,1.2,-----------.9,-----------.10,-----------.11,question,code,choices
0,5,22,65259895835,7036016848,1,1,"(0.49877500534057617, 0.3890749514102936)","(0.530059278011322, 0.3623080849647522)",1,1,2.64569091796875,2.693023681640625,"(-28.649845123291016, 5.119876861572266, 672.9293823242188)","(36.318359375, 6.180269241333008, 666.537841796875)","(-2.042926073074341, 129.09295654296875, 36.34419250488281)","(8.766579627990723, 133.9815673828125, 38.1235237121582)",POINT (0.5144171416759491 0.3756915181875229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,5,22,65259912501,7036033514,1,1,"(0.4950011670589447, 0.3946191072463989)","(0.5222225785255432, 0.3553595542907715)",1,1,2.6231231689453125,2.6514892578125,"(-28.627017974853516, 5.1379241943359375, 672.8815307617188)","(36.344146728515625, 6.1871795654296875, 666.6090087890625)","(-3.3468785285949707, 128.0803680419922, 35.975704193115234)","(6.058808326721191, 135.25062561035156, 38.58540344238281)",POINT (0.508611872792244 0.3749893307685852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,5,22,65259929177,7036050189,1,1,"(0.5000595450401306, 0.38679972290992737)","(0.5233318209648132, 0.3524710237979889)",1,1,2.6352691650390625,2.6721954345703125,"(-28.609378814697266, 5.131924629211426, 672.83251953125)","(36.356956481933594, 6.16785192489624, 666.6075439453125)","(-1.5990933179855347, 129.50851440429688, 36.49540328979492)","(6.442078113555908, 135.7781524658203, 38.777488708496094)",POINT (0.5116956830024719 0.3696353733539581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,5,22,65259945844,7036066856,1,1,"(0.5009904503822327, 0.39224427938461304)","(0.5261242389678955, 0.3513191342353821)",1,1,2.62408447265625,2.6620330810546875,"(-28.5922908782959, 5.103034496307373, 672.733642578125)","(36.36982727050781, 6.1423797607421875, 666.6309814453125)","(-1.277442455291748, 128.51409912109375, 36.133583068847656)","(7.406938076019287, 135.988525390625, 38.85407257080078)",POINT (0.5135573446750641 0.3717817068099976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,5,22,65259962511,7036083522,1,1,"(0.5026994943618774, 0.41103094816207886)","(0.5269608497619629, 0.3573761582374573)",1,1,2.636688232421875,2.6665496826171875,"(-28.5920352935791, 5.059825897216797, 672.759521484375)","(36.37229919433594, 6.108019828796387, 666.5812377929688)","(-0.6869175434112549, 125.0829849243164, 34.88468933105469)","(7.695995807647705, 134.88232421875, 38.45134735107422)",POINT (0.5148301720619202 0.3842035531997681),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,22,65259979178,7036100189,1,1,"(0.5039116740226746, 0.4097626805305481)","(0.524636447429657, 0.3744582533836365)",1,1,2.6497039794921875,2.6748504638671875,"(-28.592838287353516, 5.0289106369018555, 672.6845092773438)","(36.36708068847656, 6.076596260070801, 666.5325927734375)","(-0.26807039976119995, 125.3145980834961, 34.96903610229492)","(6.892873764038086, 131.76251220703125, 37.31580352783203)",POINT (0.5142740607261658 0.3921104669570923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,22,65259995846,7036116856,1,1,"(0.5029850602149963, 0.425014466047287)","(0.5244663953781128, 0.38213875889778137)",1,1,2.650131225585937,2.689971923828125,"(-28.603208541870117, 4.997722625732422, 672.6832885742188)","(36.364662170410156, 6.0514068603515625, 666.60693359375)","(-0.5882434248924255, 122.52906799316406, 33.955169677734375)","(6.834105491638184, 130.35977172851562, 36.80525588989258)",POINT (0.5137257277965546 0.4035766124725342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,22,65260012512,7036133522,1,1,"(0.5087824463844299, 0.41114431619644165)","(0.5165470242500305, 0.3682200610637665)",1,1,2.6595458984375,2.674713134765625,"(-28.6127872467041, 4.972151756286621, 672.7576904296875)","(36.35954284667969, 6.040480613708496, 666.607666015625)","(1.414903163909912, 125.06229400634766, 34.877113342285156)","(4.097768306732178, 132.90182495117188, 37.73051452636719)",POINT (0.5126647353172302 0.3896821886301041),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,22,65260029180,7036150189,1,1,"(0.5016916394233704, 0.42074644565582275)","(0.5174872875213623, 0.3790394365787506)",1,1,2.672882080078125,2.6903076171875,"(-28.620037078857422, 4.980757713317871, 672.8074951171875)","(36.357025146484375, 6.053314685821533, 666.63232421875)","(-1.0351502895355225, 123.30857849121094, 34.23883819580078)","(4.42263126373291, 130.92581176757812, 37.011287689208984)",POINT (0.5095894634723663 0.3998929411172867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,22,65260045847,7036166856,1,1,"(0.5013883113861084, 0.41211581230163574)","(0.5223064422607422, 0.3794008791446686)",1,1,2.674896240234375,2.701934814453125,"(-28.634803771972656, 5.008083343505859, 672.8811645507812)","(36.35707092285156, 6.072579860687256, 666.6571044921875)","(-1.1399463415145874, 124.88485717773438, 34.81253433227539)","(6.087784767150879, 130.85980224609375, 36.98725891113281)",POINT (0.5118473768234253 0.3957583457231522),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
