,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,34,13,74113013916,4491965958,1,1,"(0.49710017442703247, 0.8006647229194641)","(0.42558783292770386, 0.7889474034309387)",1,1,2.729888916015625,2.4136962890625,"(-21.22903823852539, 100.51798248291016, 475.3893737792969)","(40.70240783691406, 97.81517028808594, 492.8118591308594)","(-2.6216118335723877, 53.921531677246094, 8.984054565429688)","(-27.33094596862793, 56.061527252197266, 9.762954711914062)",POINT (0.4613440036773682 0.7948060631752014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,13,74113063918,4492015958,1,1,"(0.40108948945999146, 0.8515813946723938)","(0.4325796663761139, 0.8783701062202454)",1,1,2.731781005859375,2.4757843017578125,"(-19.440990447998047, 97.13243103027344, 461.9132080078125)","(40.404151916503906, 97.60613250732422, 492.6558532714844)","(-35.79573059082031, 44.62226486206055, 5.599397659301758)","(-24.915075302124023, 39.72966003417969, 3.8186216354370117)",POINT (0.4168345779180527 0.8649757504463196),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113080585,4492032624,1,1,"(0.45348700881004333, 0.9126987457275391)","(0.41843149065971375, 0.8280602693557739)",1,1,2.842758178710937,2.412704467773437,"(-21.413103103637695, 100.12615966796875, 475.2243347167969)","(40.326904296875, 97.52116394042969, 492.60247802734375)","(-17.691068649291992, 33.459983825683594, 1.5366716384887695)","(-29.80364227294922, 48.918094635009766, 7.162949085235596)",POINT (0.4359592497348785 0.8703795075416565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113130587,4492082625,1,1,"(0.38212496042251587, 0.8736822009086609)","(0.4199836254119873, 0.8848483562469482)",1,1,2.760116577148437,2.4107208251953125,"(-19.412368774414062, 96.90773010253906, 461.9681396484375)","(40.432010650634766, 97.32160186767578, 492.4825439453125)","(-42.34846496582031, 40.58585739135742, 4.130240440368652)","(-29.26734161376953, 38.54648208618164, 3.388012170791626)",POINT (0.4010542929172516 0.8792652785778046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113163927,4492115964,1,1,"(0.38774004578590393, 0.8859351277351379)","(0.42262527346611023, 0.8614392876625061)",1,1,2.7783355712890625,2.4268798828125,"(-19.102249145507812, 96.74427795410156, 461.973876953125)","(40.71611785888672, 97.19154357910156, 492.72418212890625)","(-40.408302307128906, 38.348018646240234, 3.3157525062561035)","(-28.35458755493164, 42.82184982299805, 4.944100379943848)",POINT (0.4051826596260071 0.873687207698822),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113180594,4492132630,1,1,"(0.3878353536128998, 0.8679420948028564)","(0.41940346360206604, 0.8148245811462402)",1,1,2.7675933837890625,2.41534423828125,"(-18.970043182373047, 96.64164733886719, 462.0263671875)","(40.836402893066406, 97.11534118652344, 492.7486267089844)","(-40.375370025634766, 41.63420104980469, 4.511839866638184)","(-29.46780014038086, 51.33542251586914, 8.042738914489746)",POINT (0.4036194086074829 0.8413833379745483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113197260,4492149296,1,1,"(0.40592244267463684, 0.8757356405258179)","(0.4212414622306824, 0.8215264678001404)",1,1,2.7653045654296875,2.40576171875,"(-18.893695831298828, 96.59524536132812, 461.9422302246094)","(40.9183464050293, 97.04266357421875, 492.7256164550781)","(-34.125831604003906, 40.210819244384766, 3.993744134902954)","(-28.832727432250977, 50.11140441894531, 7.597270965576172)",POINT (0.4135819524526596 0.8486310541629791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113213928,4492165963,1,1,"(0.4236302375793457, 0.8647522330284119)","(0.41964852809906006, 0.8742758631706238)",1,1,2.808990478515625,2.523956298828125,"(-20.74890899658203, 99.5646743774414, 475.3038024902344)","(40.94734191894531, 96.96867370605469, 492.50537109375)","(-28.007352828979492, 42.21678924560547, 4.723881721496582)","(-29.383115768432617, 40.477420806884766, 4.090790271759033)",POINT (0.4216393828392029 0.8695140480995178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113230596,4492182631,1,1,"(0.4022742509841919, 0.8808956742286682)","(0.42846977710723877, 0.8724644780158997)",1,1,2.7765655517578125,2.501449584960937,"(-18.929019927978516, 96.43888854980469, 461.8326416015625)","(40.911746978759766, 96.93531799316406, 492.4879455566406)","(-35.38637924194336, 39.268409729003906, 3.6507420539855957)","(-26.335161209106445, 40.808258056640625, 4.211190700531006)",POINT (0.4153720140457153 0.8766800761222839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113247263,4492199297,1,1,"(0.3960278332233429, 0.8685542345046997)","(0.418733149766922, 0.84531170129776)",1,1,2.770355224609375,2.471771240234375,"(-19.132112503051758, 96.35226440429688, 461.87042236328125)","(40.766639709472656, 96.91738891601562, 492.3292236328125)","(-37.544654846191406, 41.52238845825195, 4.471164703369141)","(-29.69940948486328, 45.7673454284668, 6.01615047454834)",POINT (0.4073804914951324 0.8569329679012299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113263930,4492215964,1,1,"(0.38873088359832764, 0.8499972224235535)","(0.3761034607887268, 0.8650066256523132)",1,1,2.7518310546875,2.4994354248046875,"(-19.46693992614746, 96.24919128417969, 461.8658752441406)","(40.528465270996094, 96.87321472167969, 492.05169677734375)","(-40.065956115722656, 44.91158676147461, 5.704729080200195)","(-44.42904281616211, 42.17032241821289, 4.706977844238281)",POINT (0.3824171721935272 0.8575019240379333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113280601,4492232634,1,1,"(0.3882213234901428, 0.864333987236023)","(0.43317005038261414, 0.8601123094558716)",1,1,2.791656494140625,2.5350799560546875,"(-19.89617156982422, 96.14292907714844, 461.8836669921875)","(40.179168701171875, 96.86599731445312, 491.8268127441406)","(-40.24201583862305, 42.29315948486328, 4.751689434051514)","(-24.71108627319336, 43.06423568725586, 5.0322723388671875)",POINT (0.4106956869363785 0.8622231483459473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,13,74113297267,4492249300,1,1,"(0.5019729733467102, 0.94028240442276)","(0.43613725900650024, 0.8511862754821777)",1,1,2.8177032470703125,2.5381622314453125,"(-22.490110397338867, 99.07814025878906, 475.19232177734375)","(39.83856201171875, 96.86723327636719, 491.5382995605469)","(-0.9379397034645081, 28.42219352722168, -0.29693329334259033)","(-23.68584632873535, 44.69442367553711, 5.625679969787598)",POINT (0.4690551161766052 0.8957343399524689),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
