,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,34,6,70173500465,552569795,1,1,"(0.4922514259815216, 0.45435112714767456)","(0.5086727142333984, 0.4994855523109436)",1,1,2.553741455078125,2.5420684814453125,"(-48.08513641357422, -30.60588836669922, 704.078369140625)","(16.3829345703125, -28.59234619140625, 702.8897094726562)","(-2.4144365787506104, 117.46282196044922, 32.111183166503906)","(3.276137351989746, 109.19546508789062, 29.102169036865234)",POINT (0.50046207010746 0.4769183397293091),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173517136,552586465,1,1,"(0.4953209161758423, 0.46677127480506897)","(0.5098759531974792, 0.5107436180114746)",1,1,2.519638061523437,2.565643310546875,"(-48.084068298339844, -30.595932006835938, 704.0926513671875)","(16.387752532958984, -28.588626861572266, 702.9165649414062)","(-1.3507518768310547, 115.18780517578125, 31.28314781188965)","(3.6931135654449463, 107.13333129882812, 28.35157012939453)",POINT (0.5025984346866608 0.4887574464082718),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173533803,552603132,1,1,"(0.48857802152633667, 0.44509443640708923)","(0.503152072429657, 0.5138739943504333)",1,1,2.5316314697265625,2.5379180908203125,"(-48.08814239501953, -30.56661033630371, 704.0096435546875)","(16.383453369140625, -28.559467315673828, 702.875732421875)","(-3.6874077320098877, 119.15837097167969, 32.72831726074219)","(1.363052248954773, 106.5599365234375, 28.142868041992188)",POINT (0.4958650469779968 0.4794842153787613),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173550471,552619799,1,1,"(0.49157604575157166, 0.4643864929676056)","(0.5010987520217896, 0.5021058917045593)",1,1,2.5310211181640625,2.5310211181640625,"(-48.10641098022461, -30.572017669677734, 703.9786376953125)","(16.36240577697754, -28.557104110717773, 702.8493041992188)","(-2.6484906673431396, 115.62462615966797, 31.44215202331543)","(0.6514877676963806, 108.71549987792969, 28.92744255065918)",POINT (0.4963373988866806 0.4832461923360825),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173567138,552636465,1,1,"(0.49551886320114136, 0.4717911183834076)","(0.5092990398406982, 0.5091071724891663)",1,1,2.545562744140625,2.5532684326171875,"(-48.11905288696289, -30.57493019104004, 703.8524780273438)","(16.336166381835938, -28.552017211914062, 702.7689208984375)","(-1.2821485996246338, 114.26830291748047, 30.948505401611328)","(3.493171215057373, 107.43307495117188, 28.460683822631836)",POINT (0.5024089515209198 0.4904491454362869),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173583806,552653132,1,1,"(0.4828263521194458, 0.4649278521537781)","(0.5116077065467834, 0.5011494159698486)",1,1,2.542083740234375,2.5533599853515625,"(-48.14908218383789, -30.58757209777832, 703.8616943359375)","(16.303550720214844, -28.55522918701172, 702.6751098632812)","(-5.680576801300049, 115.52545166015625, 31.40604591369629)","(4.293224811553955, 108.89070129394531, 28.9912052154541)",POINT (0.4972170293331146 0.4830386340618134),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173600473,552669799,1,1,"(0.4991452097892761, 0.4640457332134247)","(0.5050860047340393, 0.5169082283973694)",1,1,2.51934814453125,2.5673828125,"(-48.188751220703125, -30.58229637145996, 703.897216796875)","(16.271045684814453, -28.55002212524414, 702.6764526367188)","(-0.025498218834400177, 115.68702697753906, 31.464868545532227)","(2.033210515975952, 106.00413513183594, 27.940584182739258)",POINT (0.5021156072616577 0.490476980805397),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173617140,552686465,1,1,"(0.4937812089920044, 0.4564492702484131)","(0.5088855028152466, 0.527484118938446)",1,1,2.523712158203125,2.584457397460937,"(-48.208187103271484, -30.577316284179688, 703.8530883789062)","(16.252281188964844, -28.546337127685547, 702.7183837890625)","(-1.8843193054199219, 117.07848358154297, 31.971328735351562)","(3.349886655807495, 104.06694793701172, 27.23548698425293)",POINT (0.5013333559036255 0.4919666945934296),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173633807,552703132,1,1,"(0.4874569773674011, 0.4669457674026489)","(0.5100383758544922, 0.48263391852378845)",1,1,2.5280303955078125,2.541534423828125,"(-48.22783279418945, -30.556446075439453, 703.8226318359375)","(16.23447608947754, -28.5350399017334, 702.7740478515625)","(-4.075898170471191, 115.15583801269531, 31.27153778076172)","(3.749396562576294, 112.28221893310547, 30.225584030151367)",POINT (0.4987476766109467 0.4747898429632187),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173650481,552719805,1,1,"(0.4872182607650757, 0.4349086880683899)","(0.5118357539176941, 0.502421498298645)",1,1,2.5174102783203125,2.5462646484375,"(-48.23904037475586, -30.55088996887207, 703.8485107421875)","(16.228700637817383, -28.53301429748535, 702.78759765625)","(-4.158611297607422, 121.02410125732422, 33.40740966796875)","(4.3722405433654785, 108.65768432617188, 28.906414031982422)",POINT (0.4995270073413849 0.4686650931835175),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173667147,552736471,1,1,"(0.49657151103019714, 0.4502551555633545)","(0.5087011456489563, 0.5190048813819885)",1,1,2.516952514648437,2.595001220703125,"(-48.238258361816406, -30.55082130432129, 703.876220703125)","(16.235137939453125, -28.535701751708984, 702.7464599609375)","(-0.9173757433891296, 118.21306610107422, 32.384254455566406)","(3.285975694656372, 105.62012481689453, 27.800771713256836)",POINT (0.5026363283395767 0.4846300184726715),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173683815,552753138,1,1,"(0.4985538423061371, 0.457643985748291)","(0.5010421872138977, 0.5206568837165833)",1,1,2.5295562744140625,2.578842163085937,"(-48.23373794555664, -30.55821990966797, 703.8494873046875)","(16.2371826171875, -28.546550750732422, 702.773681640625)","(-0.23043477535247803, 116.85964965820312, 31.891664505004883)","(0.6318840384483337, 105.31748962402344, 27.690671920776367)",POINT (0.4997980147600174 0.4891504347324371),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173700483,552769805,1,1,"(0.48839983344078064, 0.44560959935188293)","(0.5060433149337769, 0.5065380334854126)",1,1,2.521102905273437,2.566390991210937,"(-48.23258972167969, -30.558767318725586, 703.8631591796875)","(16.243732452392578, -28.55007553100586, 702.7322387695312)","(-3.749152421951294, 119.06401062011719, 32.69396209716797)","(2.3649563789367676, 107.9036636352539, 28.631977081298828)",POINT (0.4972215741872788 0.4760738164186478),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173717150,552786471,1,1,"(0.4932578504085541, 0.46365976333618164)","(0.5135594606399536, 0.5001077651977539)",1,1,2.54571533203125,2.545074462890625,"(-48.23324966430664, -30.565250396728516, 703.8221435546875)","(16.242050170898438, -28.552631378173828, 702.7461547851562)","(-2.065676689147949, 115.75774383544922, 31.490581512451172)","(4.969570636749268, 109.08150482177734, 29.060657501220703)",POINT (0.5034086555242538 0.4818837642669678),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173733817,552803138,1,1,"(0.49860069155693054, 0.4578686058521271)","(0.4991741180419922, 0.5127348899841309)",1,1,2.5417022705078125,2.5756988525390625,"(-48.24602508544922, -30.560731887817383, 703.8607177734375)","(16.235759735107422, -28.541297912597656, 702.7735595703125)","(-0.2141897976398468, 116.81851196289062, 31.876678466796875)","(-0.015479166060686111, 106.7685775756836, 28.218822479248047)",POINT (0.4988874047994614 0.485301747918129),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173750485,552819805,1,1,"(0.4915810227394104, 0.46766021847724915)","(0.5153514742851257, 0.5057498216629028)",1,1,2.5560455322265625,2.568939208984375,"(-48.26306915283203, -30.549280166625977, 703.9000854492188)","(16.21941375732422, -28.523204803466797, 702.7747802734375)","(-2.64674973487854, 115.02497100830078, 31.223901748657227)","(5.590568542480469, 108.04803466796875, 28.68450164794922)",POINT (0.5034662485122681 0.486705020070076),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173767151,552836471,1,1,"(0.4738283157348633, 0.2679780423641205)","(0.5052757263183594, 0.343965083360672)",1,1,2.5244598388671875,2.5602264404296875,"(-48.263153076171875, -30.365062713623047, 704.189453125)","(16.14838981628418, -28.323259353637695, 702.9555053710938)","(-8.798726081848145, 151.6009979248047, 44.53649139404297)","(2.0989670753479004, 137.682373046875, 39.470489501953125)",POINT (0.4895520210266113 0.3059715628623962),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,6,70173783821,552853141,1,1,"(0.4792589843273163, 0.23614509403705597)","(0.5050442814826965, 0.306401789188385)",1,1,2.518280029296875,2.54632568359375,"(-48.25267028808594, -30.258886337280273, 704.1494140625)","(16.114849090576172, -28.209760665893555, 702.8338623046875)","(-6.916793346405029, 157.431884765625, 46.65874099731445)","(2.0187478065490723, 144.56288146972656, 41.974815368652344)",POINT (0.4921516329050064 0.2712734416127205),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,34,6,70173800489,552869808,1,1,"(0.4824677109718323, 0.24659794569015503)","(0.5022029280662537, 0.2942373752593994)",1,1,2.55364990234375,2.559295654296875,"(-48.27666473388672, -30.27130889892578, 704.1322021484375)","(16.126392364501953, -28.231260299682617, 702.9151611328125)","(-5.804835319519043, 155.5172119140625, 45.96186828613281)","(1.034109354019165, 146.7910614013672, 42.78580093383789)",POINT (0.492335319519043 0.2704176604747772),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,34,6,70173817156,552886474,1,1,"(0.4851821959018707, 0.2480245977640152)","(0.49860918521881104, 0.2936438024044037)",1,1,2.555892944335937,2.537826538085937,"(-48.280765533447266, -30.27265167236328, 704.131591796875)","(16.136978149414062, -28.235322952270508, 702.928466796875)","(-4.864195823669434, 155.2559051513672, 45.86676788330078)","(-0.21125361323356628, 146.8997802734375, 42.825382232666016)",POINT (0.4918956905603409 0.2708342000842094),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,34,6,70173833823,552903141,1,1,"(0.48579996824264526, 0.2548561096191406)","(0.5053956508636475, 0.28300121426582336)",1,1,2.533309936523437,2.5745086669921875,"(-48.27928161621094, -30.277061462402344, 704.131591796875)","(16.153202056884766, -28.23784637451172, 702.9278564453125)","(-4.650094032287598, 154.00457763671875, 45.411293029785156)","(2.1405112743377686, 148.84918212890625, 43.534912109375)",POINT (0.4955978095531464 0.268928661942482),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,34,6,70173850491,552919808,1,1,"(0.4837098717689514, 0.2447819858789444)","(0.503149151802063, 0.280987411737442)",1,1,2.561386108398437,2.5742340087890625,"(-48.26969909667969, -30.253684997558594, 704.1883544921875)","(16.17025375366211, -28.212566375732422, 702.9949951171875)","(-5.3744001388549805, 155.849853515625, 46.082950592041016)","(1.3620193004608154, 149.2180633544922, 43.66916275024414)",POINT (0.4934295117855072 0.2628846988081932),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,34,6,70173867158,552936474,1,1,"(0.4837099313735962, 0.15389160811901093)","(0.5073513984680176, 0.2014586329460144)",1,1,2.5503082275390625,2.560455322265625,"(-48.213966369628906, -30.167652130126953, 704.2516479492188)","(16.18720245361328, -28.12984275817871, 703.1718139648438)","(-5.374372959136963, 172.4983673095703, 52.142478942871094)","(2.8182504177093506, 163.7854461669922, 48.97128677368164)",POINT (0.4955306649208069 0.1776751205325127),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70173883825,552953141,1,1,"(0.47864672541618347, 0.14468051493167877)","(0.5048243403434753, 0.21732990443706512)",1,1,2.5394287109375,2.565582275390625,"(-48.189491271972656, -30.17525291442871, 704.324462890625)","(16.224979400634766, -28.13302993774414, 703.074462890625)","(-7.128970146179199, 174.18557739257812, 52.75659942626953)","(1.9425406455993652, 160.87828063964844, 47.91314697265625)",POINT (0.4917355328798294 0.181005209684372),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70173900493,552969808,1,1,"(0.4887884557247162, 0.17155922949314117)","(0.510974645614624, 0.20962804555892944)",1,1,2.557281494140625,2.5660858154296875,"(-48.160457611083984, -30.163192749023438, 704.2870483398438)","(16.26492691040039, -28.128917694091797, 703.0042114257812)","(-3.6144838333129883, 169.2621612548828, 50.9646110534668)","(4.07383394241333, 162.28904724121094, 48.42660903930664)",POINT (0.4998815506696701 0.1905936375260353),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70173917163,552986478,1,1,"(0.48784810304641724, 0.16123682260513306)","(0.5048292279243469, 0.2306123822927475)",1,1,2.549789428710937,2.580413818359375,"(-48.136253356933594, -30.162620544433594, 704.2906494140625)","(16.29590606689453, -28.128215789794922, 702.9071655273438)","(-3.9403491020202637, 171.15292358398438, 51.65279769897461)","(1.9442270994186401, 158.44532775878906, 47.02760314941406)",POINT (0.4963386654853821 0.1959246024489403),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70173933831,553003145,1,1,"(0.47653481364250183, 0.13150998950004578)","(0.5052255988121033, 0.21414586901664734)",1,1,2.5249176025390625,2.5626678466796875,"(-48.11985778808594, -30.1694278717041, 704.279052734375)","(16.320758819580078, -28.141902923583984, 702.9332885742188)","(-7.860814094543457, 176.59803771972656, 53.634639739990234)","(2.0816001892089844, 161.46153259277344, 48.12537384033203)",POINT (0.4908802062273026 0.1728279292583466),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70173950497,553019811,1,1,"(0.48115256428718567, 0.14592769742012024)","(0.4993927776813507, 0.21528445184230804)",1,1,2.5234527587890625,2.580810546875,"(-48.10346984863281, -30.174205780029297, 704.2679443359375)","(16.342599868774414, -28.155420303344727, 703.0277099609375)","(-6.260598182678223, 173.95712280273438, 52.673465728759766)","(0.060297656804323196, 161.25294494628906, 48.04954528808594)",POINT (0.4902726709842682 0.1806060746312141),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70173967165,553036478,1,1,"(0.487043559551239, 0.15895119309425354)","(0.5063905715942383, 0.20191241800785065)",1,1,2.5674285888671875,2.557113647460937,"(-48.08272933959961, -30.193553924560547, 704.2430419921875)","(16.362693786621094, -28.18182945251465, 703.0404052734375)","(-4.2191596031188965, 171.57159423828125, 51.805171966552734)","(2.4852776527404785, 163.70233154296875, 48.941009521484375)",POINT (0.4967170655727386 0.1804318055510521),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70173983833,553053145,1,1,"(0.4846971929073334, 0.1394159197807312)","(0.5067063570022583, 0.20433951914310455)",1,1,2.521881103515625,2.5491180419921875,"(-48.05903625488281, -30.20018768310547, 704.2745361328125)","(16.390592575073242, -28.199077606201172, 703.066162109375)","(-5.0322585105896, 175.14990234375, 53.107547760009766)","(2.594717025756836, 163.2577667236328, 48.77916717529297)",POINT (0.4957017749547958 0.1718777194619179),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70174000500,553069811,1,1,"(0.4829687774181366, 0.12461264431476593)","(0.5012964606285095, 0.21322403848171234)",1,1,2.5146484375,2.5599517822265625,"(-48.03462219238281, -30.214839935302734, 704.2643432617188)","(16.41632080078125, -28.21819496154785, 703.06494140625)","(-5.631227970123291, 177.8614501953125, 54.09449005126953)","(0.7200037837028503, 161.63037109375, 48.18687057495117)",POINT (0.4921326190233231 0.1689183413982391),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70174017167,553086478,1,1,"(0.4848939776420593, 0.1506805568933487)","(0.5017856359481812, 0.20762786269187927)",1,1,2.522705078125,2.549057006835937,"(-48.01118850708008, -30.21489715576172, 704.309326171875)","(16.4449520111084, -28.222230911254883, 703.0635986328125)","(-4.964068412780762, 173.0865478515625, 52.3565673828125)","(0.8895031809806824, 162.6554412841797, 48.55995178222656)",POINT (0.4933398067951202 0.179154209792614),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70174033835,553103145,1,1,"(0.43266820907592773, 0.16429682075977325)","(0.45412907004356384, 0.20870144665241241)",1,1,2.54962158203125,2.5386505126953125,"(-48.06610107421875, -30.222949981689453, 704.2870483398438)","(16.362689971923828, -28.22791862487793, 703.0401611328125)","(-23.062206268310547, 170.59242248535156, 51.44879913330078)","(-15.625235557556152, 162.45877075195312, 48.48838806152344)",POINT (0.4433986395597458 0.1864991337060928),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70174050504,553119814,1,1,"(0.44878968596458435, 0.14227041602134705)","(0.4598669111728668, 0.20430465042591095)",1,1,2.49114990234375,2.548568725585937,"(-48.063133239746094, -30.201576232910156, 704.3430786132812)","(16.36229133605957, -28.21012306213379, 703.0538940429688)","(-17.47552490234375, 174.6270294189453, 52.917266845703125)","(-13.636853218078613, 163.26414489746094, 48.78150177001953)",POINT (0.4543282985687256 0.173287533223629),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70174067171,553136481,1,1,"(0.4432467818260193, 0.1490473747253418)","(0.45931121706962585, 0.19868142902851105)",1,1,2.5084228515625,2.5475006103515625,"(-48.06340408325195, -30.193973541259766, 704.3567504882812)","(16.369930267333984, -28.205360412597656, 703.1216430664062)","(-19.396339416503906, 173.3856964111328, 52.465457916259766)","(-13.829431533813477, 164.29417419433594, 49.1563835144043)",POINT (0.4512789994478226 0.1738644018769264),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70174083839,553153148,1,1,"(0.4443584382534027, 0.179987832903862)","(0.4609343707561493, 0.20939776301383972)",1,1,2.5465240478515625,2.5494384765625,"(-48.065486907958984, -30.179935455322266, 704.3279418945312)","(16.364212036132812, -28.186397552490234, 703.0812377929688)","(-19.0111141204834, 167.71829223632812, 50.40267562866211)","(-13.26694393157959, 162.33123779296875, 48.441978454589844)",POINT (0.452646404504776 0.1946927979588509),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,6,70174100506,553169814,1,1,"(0.4473688304424286, 0.16072039306163788)","(0.465573251247406, 0.20591920614242554)",1,1,2.5044708251953125,2.5298614501953125,"(-48.076759338378906, -30.169973373413086, 704.3546142578125)","(16.35232162475586, -28.1759033203125, 703.0680541992188)","(-17.96790313720703, 171.2475128173828, 51.6872673034668)","(-11.659396171569824, 162.9683837890625, 48.67391586303711)",POINT (0.4564710408449173 0.1833197996020317),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
