,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,21,16,172212039662,7626281146,1,1,"(0.03372723236680031, 1.2181060314178467)","(0.3444401025772095, 0.883965790271759)",1,1,1.83154296875,2.854354858398437,"(-38.0944709777832, -21.82281494140625, 676.4663696289062)","(27.053800582885742, -19.715988159179688, 677.4011840820312)","(-161.30984497070312, -22.4351749420166, -18.8074951171875)","(-53.63645935058594, 38.76972579956055, 3.4692859649658203)",POINT (0.1890836674720049 1.0510359108448029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,16,172212056329,7626297813,1,1,"(0.3326158821582794, 0.8570836782455444)","(0.2964947819709778, 0.6906922459602356)",1,1,2.82623291015625,3.4786529541015625,"(-38.23274612426758, -21.88359832763672, 676.0367431640625)","(27.042003631591797, -19.762939453125, 677.44091796875)","(-57.73398971557617, 43.69377517700195, 5.261456489562988)","(-70.25126647949219, 74.17189025878906, 16.35456085205078)",POINT (0.3145553320646286 0.77388796210289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,16,172212072997,7626314480,1,1,"(0.2509702444076538, 0.675888180732727)","(0.3743135333061218, 0.5005071759223938)",1,1,3.5042266845703125,4.02545166015625,"(-38.29999542236328, -21.944936752319336, 676.2069091796875)","(27.022296905517578, -19.818485260009766, 677.4291381835938)","(-86.02719116210938, 76.88358306884766, 17.34157371520996)","(-43.28423309326172, 109.00836181640625, 29.034013748168945)",POINT (0.3126418888568878 0.5881976783275604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212089663,7626331146,1,1,"(0.3210112452507019, 0.48285332322120667)","(0.36283203959465027, 0.38567817211151123)",1,1,4.098388671875,4.188079833984375,"(-38.33633041381836, -21.961841583251953, 676.1646118164062)","(27.001670837402344, -19.81281089782715, 677.2401733398438)","(-61.755428314208984, 112.24201202392578, 30.211002349853516)","(-47.26298522949219, 130.0417022705078, 36.689571380615234)",POINT (0.3419216424226761 0.434265747666359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,16,172212106333,7626347815,1,1,"(0.3312828540802002, 0.453593373298645)","(0.35794544219970703, 0.31437841057777405)",1,1,4.181671142578125,4.2999267578125,"(-38.37501525878906, -21.991252899169922, 676.1092529296875)","(26.986431121826172, -19.833236694335938, 677.2411499023438)","(-58.1959342956543, 117.60160827636719, 32.16170120239258)","(-48.956382751464844, 143.10179138183594, 41.44303894042969)",POINT (0.3446141481399536 0.3839858919382095),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,16,172212122997,7626364479,1,1,"(0.32933005690574646, 0.41704002022743225)","(0.36184924840927124, 0.27684658765792847)",1,1,4.2747802734375,4.3684844970703125,"(-38.38982009887695, -21.959367752075195, 675.9677734375)","(26.978803634643555, -19.807579040527344, 677.153564453125)","(-58.872642517089844, 124.29712677001953, 34.59867858886719)","(-47.603553771972656, 149.97653198242188, 43.94522476196289)",POINT (0.3455896526575088 0.3469433039426804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,16,172212139665,7626381146,1,1,"(0.32707467675209045, 0.3482874929904938)","(0.35789954662323, 0.2579405605792999)",1,1,4.356414794921875,4.382568359375,"(-38.381752014160156, -21.973087310791016, 675.9306640625)","(27.00453758239746, -19.822072982788086, 677.1514892578125)","(-59.65422439575195, 136.890625, 39.18231964111328)","(-48.9722785949707, 153.4395751953125, 45.20568084716797)",POINT (0.3424871116876602 0.3031140267848968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212156336,7626397817,1,1,"(0.3289225101470947, 0.3273966312408447)","(0.35758650302886963, 0.2720473110675812)",1,1,4.3959503173828125,4.3676300048828125,"(-38.37269592285156, -21.914688110351562, 675.8681640625)","(27.027584075927734, -19.79767608642578, 677.073486328125)","(-59.013877868652344, 140.71722412109375, 40.57509231567383)","(-49.08076095581055, 150.8556365966797, 44.26519775390625)",POINT (0.3432545065879822 0.299721971154213),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212173006,7626414486,1,1,"(0.34143030643463135, 0.33430081605911255)","(0.35483160614967346, 0.2694065272808075)",1,1,4.3941497802734375,4.357635498046875,"(-38.33708190917969, -21.896738052368164, 675.758056640625)","(27.069068908691406, -19.809919357299805, 676.9049072265625)","(-54.679473876953125, 139.4525909423828, 40.11479187011719)","(-50.03543472290039, 151.33934020996094, 44.4412727355957)",POINT (0.3481309562921524 0.30185367166996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212189673,7626431153,1,1,"(0.3450927734375, 0.310278058052063)","(0.3591349124908447, 0.28902551531791687)",1,1,4.4271087646484375,4.342864990234375,"(-38.289424896240234, -21.853248596191406, 675.5602416992188)","(27.100555419921875, -19.796092987060547, 676.7380981445312)","(-53.41029357910156, 143.8528594970703, 41.716346740722656)","(-48.544193267822266, 147.74571228027344, 43.13330841064453)",POINT (0.3521138429641724 0.2996517866849899),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212206340,7626447819,1,1,"(0.34676194190979004, 0.3038490116596222)","(0.3612949252128601, 0.2776627838611603)",1,1,4.45025634765625,4.369110107421875,"(-38.25802230834961, -21.84246063232422, 675.5386962890625)","(27.130714416503906, -19.807321548461914, 676.7359619140625)","(-52.83185577392578, 145.0304718017578, 42.1450080871582)","(-47.7956657409668, 149.82705688476562, 43.89079666137695)",POINT (0.3540284335613251 0.2907558977603912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,16,172212223007,7626464486,1,1,"(0.34241846203804016, 0.2917235195636749)","(0.36355850100517273, 0.30368664860725403)",1,1,4.4389495849609375,4.34222412109375,"(-38.2447509765625, -21.80902862548828, 675.52783203125)","(27.14190673828125, -19.789466857910156, 676.6583251953125)","(-54.337039947509766, 147.25152587890625, 42.95338821411133)","(-47.0112419128418, 145.06021118164062, 42.155818939208984)",POINT (0.3529884815216064 0.2977050840854645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212239674,7626481152,1,1,"(0.34628790616989136, 0.2809101343154907)","(0.36753153800964355, 0.30282139778137207)",1,1,4.460128784179688,4.34063720703125,"(-38.23948287963867, -21.784564971923828, 675.4774780273438)","(27.142086029052734, -19.796476364135742, 676.633544921875)","(-52.996131896972656, 149.2322235107422, 43.674320220947266)","(-45.634437561035156, 145.21868896484375, 42.21351623535156)",POINT (0.3569097220897675 0.2918657660484314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,16,172212256341,7626497819,1,1,"(0.3500760793685913, 0.2858982980251312)","(0.36396753787994385, 0.3173351287841797)",1,1,4.4809112548828125,4.3388214111328125,"(-38.261253356933594, -21.720073699951172, 675.360595703125)","(27.114025115966797, -19.751705169677734, 676.470703125)","(-51.68341064453125, 148.3185272216797, 43.3417854309082)","(-46.86949920654297, 142.56021118164062, 41.24588394165039)",POINT (0.3570218086242676 0.3016167134046555),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212273009,7626514486,1,1,"(0.3434634506702423, 0.2799345552921295)","(0.353873610496521, 0.3200308084487915)",1,1,4.483932495117188,4.343292236328125,"(-38.326820373535156, -21.671968460083008, 675.4161987304688)","(27.061847686767578, -19.719581604003906, 676.3987426757812)","(-53.974910736083984, 149.41091918945312, 43.739383697509766)","(-50.36741256713867, 142.06646728515625, 41.06614303588867)",POINT (0.3486685305833816 0.2999826818704605),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212289679,7626531156,1,1,"(0.34459105134010315, 0.276039183139801)","(0.3582673966884613, 0.316423624753952)",1,1,4.487518310546875,4.3511962890625,"(-38.40105438232422, -21.60776710510254, 675.34375)","(26.98834228515625, -19.65976333618164, 676.4293823242188)","(-53.58414840698242, 150.12442016601562, 43.999088287353516)","(-48.84479904174805, 142.7271728515625, 41.306644439697266)",POINT (0.3514292240142822 0.2962314039468765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,16,172212306347,7626547823,1,1,"(0.34779059886932373, 0.2707817256450653)","(0.36047810316085815, 0.3074174225330353)",1,1,4.4898223876953125,4.3343658447265625,"(-38.518768310546875, -21.55379867553711, 675.3424682617188)","(26.862316131591797, -19.607006072998047, 676.3379516601562)","(-52.47539520263672, 151.08746337890625, 44.34953308105469)","(-48.07870864868164, 144.37684631347656, 41.90707015991211)",POINT (0.3541343510150909 0.2890995740890503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,16,172212323013,7626564489,1,1,"(0.3415043354034424, 0.2815101444721222)","(0.36086738109588623, 0.3098948299884796)",1,1,4.471527099609375,4.360565185546875,"(-38.651920318603516, -21.457080841064453, 675.3644409179688)","(26.735837936401367, -19.51270294189453, 676.2094116210938)","(-54.65384292602539, 149.122314453125, 43.63430404663086)","(-47.94381332397461, 143.92306518554688, 41.74190902709961)",POINT (0.3511858582496643 0.2957024872303009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,16,172212339681,7626581156,1,1,"(0.34147393703460693, 0.2883371412754059)","(0.36059698462486267, 0.3095478117465973)",1,1,4.4818267822265625,4.3604888916015625,"(-38.78691864013672, -21.413822174072266, 675.2341918945312)","(26.594379425048828, -19.44074249267578, 676.0684814453125)","(-54.66435241699219, 147.87179565429688, 43.17918395996094)","(-48.03750991821289, 143.9866180419922, 41.765045166015625)",POINT (0.3510354608297348 0.2989424765110016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212356348,7626597823,1,1,"(0.3450528085231781, 0.26722389459609985)","(0.36528438329696655, 0.2838239073753357)",1,1,4.469970703125,4.36822509765625,"(-38.912818908691406, -21.338499069213867, 675.2314453125)","(26.46013641357422, -19.35595703125, 676.3201293945312)","(-53.42414093017578, 151.73915100097656, 44.58677673339844)","(-46.41316604614258, 148.698486328125, 43.480064392089844)",POINT (0.3551685959100723 0.2755239009857178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,16,172212373016,7626614490,1,1,"(0.37727442383766174, 0.22742025554180145)","(0.3977147936820984, 0.22375082969665527)",1,1,4.472824096679688,4.362030029296875,"(-38.98985290527344, -21.21914291381836, 675.336181640625)","(26.362564086914062, -19.23748779296875, 676.2769775390625)","(-42.258174896240234, 159.03004455566406, 47.240413665771484)","(-35.17483901977539, 159.70216369628906, 47.48507308959961)",POINT (0.3874946087598801 0.2255855426192284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,16,172212389682,7626631156,1,1,"(0.3675163686275482, 0.2046763151884079)","(0.3899890184402466, 0.17710758745670319)",1,1,4.4437103271484375,4.3538360595703125,"(-39.13074493408203, -21.148906707763672, 675.2808837890625)","(26.20143699645996, -19.1517333984375, 676.04833984375)","(-45.63970184326172, 163.19607543945312, 48.7567253112793)","(-37.852115631103516, 168.24586486816406, 50.594696044921875)",POINT (0.3787526935338974 0.1908919513225555),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,16,172212406349,7626647822,1,1,"(0.3555717170238495, 0.21012885868549347)","(0.389744371175766, 0.17283742129802704)",1,1,4.4359893798828125,4.3773956298828125,"(-39.270328521728516, -21.14661407470703, 675.175537109375)","(26.07451629638672, -19.122074127197266, 675.9828491210938)","(-49.778953552246094, 162.19732666015625, 48.39320755004883)","(-37.9368896484375, 169.0280303955078, 50.8794059753418)",POINT (0.3726580440998077 0.1914831399917602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,16,172212423022,7626664495,1,1,"(0.3489234745502472, 0.19903802871704102)","(0.37510767579078674, 0.18263016641139984)",1,1,4.43212890625,4.370880126953125,"(-39.47903060913086, -21.078298568725586, 675.289306640625)","(25.866836547851562, -19.000802993774414, 676.049560546875)","(-52.082820892333984, 164.2288360595703, 49.13264083862305)","(-43.0090446472168, 167.23428344726562, 50.22652816772461)",POINT (0.362015575170517 0.1908340975642204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
