,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,21,7,172047195772,7461442056,1,1,"(0.3143951892852783, 0.973410964012146)","(0.4942953884601593, 0.8308183550834656)",1,1,3.607131958007813,4.151138305664063,"(-50.38307189941406, -20.435726165771484, 667.1622314453125)","(15.012235641479492, -17.658430099487305, 668.1040649414062)","(-64.04813385009766, 22.385974884033203, -2.4939658641815186)","(-1.706136703491211, 48.504817962646484, 7.0125298500061035)",POINT (0.4043452888727188 0.9021146595478058),,,,,,,,,,,,,,,,,,,,,,,1
0,21,7,172047212440,7461458723,1,1,"(0.3493278920650482, 0.9104299545288086)","(0.48769038915634155, 0.7675074338912964)",1,1,3.84771728515625,4.246841430664063,"(-50.18952560424805, -20.354700088500977, 666.6324462890625)","(15.186059951782227, -17.58551597595215, 667.9730224609375)","(-51.94267272949219, 33.92225646972656, 1.7049227952957153)","(-3.9950006008148193, 60.1015625, 11.233392715454102)",POINT (0.4185091406106949 0.8389686942100525),,,,,,,,,,,,,,,,,,,,,,,1
0,21,7,172047229106,7461475389,1,1,"(0.30839845538139343, 0.9263726472854614)","(0.4896385371685028, 0.7410323023796082)",1,1,3.7021331787109375,4.298492431640625,"(-50.11064529418945, -20.23541259765625, 667.4019165039062)","(15.309825897216797, -17.49989128112793, 668.0291748046875)","(-66.126220703125, 31.00200653076172, 0.6420395374298096)","(-3.3198955059051514, 64.95105743408203, 12.998464584350586)",POINT (0.3990184962749481 0.8337024748325348),,,,,,,,,,,,,,,,,,,,,,,1
0,21,7,172047245774,7461492056,1,1,"(0.40912267565727234, 0.8660387992858887)","(0.48097917437553406, 0.7201099991798401)",1,1,4.031280517578125,4.3250885009765625,"(-49.96173858642578, -20.14793586730957, 667.1888427734375)","(15.429115295410156, -17.437904357910156, 668.0977783203125)","(-31.221576690673828, 42.053462982177734, 4.664395332336426)","(-6.320682048797607, 68.7834243774414, 14.393293380737305)",POINT (0.4450509250164032 0.7930743992328644),,,,,,,,,,,,,,,,,,,,,,,
0,21,7,172047262443,7461508724,1,1,"(0.4448251724243164, 0.7715224623680115)","(0.48546892404556274, 0.7170746922492981)",1,1,4.3141021728515625,4.30780029296875,"(-49.863075256347656, -20.09650230407715, 667.2907104492188)","(15.52904987335205, -17.387725830078125, 668.0440063476562)","(-18.849361419677734, 59.36613845825195, 10.965721130371094)","(-4.764808654785156, 69.33939361572266, 14.595710754394531)",POINT (0.4651470482349396 0.7442985773086548),,,,,,,,,,,,,,,,,,,,,,,
0,21,7,172047279111,7461525391,1,1,"(0.4439357817173004, 0.7630150318145752)","(0.48288384079933167, 0.7105181813240051)",1,1,4.350601196289063,4.3333587646484375,"(-49.746620178222656, -20.039316177368164, 667.1591796875)","(15.623231887817383, -17.362590789794922, 668.0765380859375)","(-19.157573699951172, 60.92443084716797, 11.532917022705078)","(-5.660652160644531, 70.54037475585938, 15.032792091369629)",POINT (0.463409811258316 0.7367666065692902),,,,,,,,,,,,,,,,,,,,,,,1
0,21,7,172047295778,7461542058,1,1,"(0.4574138820171356, 0.7687181830406189)","(0.48567914962768555, 0.6958333253860474)",1,1,4.338150024414063,4.3390045166015625,"(-49.709136962890625, -19.959308624267578, 667.3883666992188)","(15.694543838500977, -17.308135986328125, 668.1593017578125)","(-14.486920356750488, 59.87979507446289, 11.152709007263184)","(-4.691975116729736, 73.23020935058594, 16.01183319091797)",POINT (0.4715465158224106 0.7322757542133331),,,,,,,,,,,,,,,,,,,,,,,1
0,21,7,172047312446,7461558725,1,1,"(0.4667772948741913, 0.7805901765823364)","(0.4836100935935974, 0.7116089463233948)",1,1,4.28521728515625,4.3116607666015625,"(-49.66303253173828, -19.899372100830078, 667.45751953125)","(15.762884140014648, -17.263235092163086, 668.2794189453125)","(-11.242159843444824, 57.7051887512207, 10.361210823059082)","(-5.4089741706848145, 70.3405532836914, 14.960110664367676)",POINT (0.4751936942338944 0.7460995614528656),,,,,,,,,,,,,,,,,,,,,,,
0,21,7,172047329112,7461575391,1,1,"(0.38632872700691223, 0.8512826561927795)","(0.4908014237880707, 0.8469371199607849)",1,1,3.980484008789064,4.0744171142578125,"(-49.55133819580078, -19.80394172668457, 667.0391845703125)","(15.785053253173828, -17.213581085205078, 668.2294311523438)","(-39.12053298950195, 44.75632858276367, 5.648221969604492)","(-2.916929006576538, 45.55232238769531, 5.937909126281738)",POINT (0.4385650753974915 0.8491098880767822),,,,,,,,,,,,,,,,,,,,,,,1
0,21,7,172047462453,7461708728,1,1,"(0.24324026703834534, 0.7348482608795166)","(0.30054834485054016, 0.7732273936271667)",1,1,3.50372314453125,3.4324493408203125,"(-49.37141036987305, -19.35498809814453, 667.426025390625)","(15.905866622924805, -16.800193786621094, 668.7783203125)","(-88.70591735839844, 66.08379364013672, 13.410768508911133)","(-68.84656524658203, 59.05385208129883, 10.852009773254395)",POINT (0.2718943059444428 0.7540378272533417),,,,,,,,,,,,,,,,,,,,,,,
0,21,7,172047479120,7461725395,1,1,"(0.28417906165122986, 0.5992351174354553)","(0.4039210379123688, 0.5607439875602722)",1,1,3.8919525146484375,4.077239990234375,"(-49.363014221191406, -19.39267349243164, 667.3900146484375)","(15.91932201385498, -16.83928871154785, 668.8524169921875)","(-74.51913452148438, 90.92422485351562, 22.45195198059082)","(-33.02415466308594, 97.97469329833984, 25.018117904663086)",POINT (0.3440500497817993 0.5799895524978638),,,,,,,,,,,,,,,,,,,,,,1,
0,21,7,172047495788,7461742062,1,1,"(0.3447410464286804, 0.46912017464637756)","(0.3965628147125244, 0.4257937967777252)",1,1,4.269561767578125,4.2940521240234375,"(-49.384891510009766, -19.395034790039062, 667.41162109375)","(15.916779518127441, -16.830379486083984, 668.72802734375)","(-53.53218460083008, 114.75753021240234, 31.126571655273438)","(-35.57403564453125, 122.6937026977539, 34.015071868896484)",POINT (0.3706519305706024 0.4474569857120514),,,,,,,,,,,,,,,,,,,,,,,
0,21,7,172047512454,7461758728,1,1,"(0.36006245017051697, 0.37293437123298645)","(0.3934595584869385, 0.3433087170124054)",1,1,4.439849853515625,4.408218383789063,"(-49.4261474609375, -19.410930633544922, 667.542236328125)","(15.905393600463867, -16.840112686157227, 668.716552734375)","(-48.222755432128906, 132.37600708007812, 37.539188385009766)","(-36.649436950683594, 137.80259704589844, 39.514259338378906)",POINT (0.3767610043287277 0.3581215441226959),,,,,,,,,,,,,,,,,,,,,,,
0,21,7,172047529130,7461775403,1,1,"(0.36510083079338074, 0.32158607244491577)","(0.3894304037094116, 0.3016431927680969)",1,1,4.5240631103515625,4.4976959228515625,"(-49.45500183105469, -19.399925231933594, 667.5751953125)","(15.892701148986816, -16.835350036621094, 668.7420043945312)","(-46.47677230834961, 141.78155517578125, 40.96250534057617)","(-38.045684814453125, 145.4345245361328, 42.292030334472656)",POINT (0.3772656172513962 0.3116146326065064),,,,,,,,,,,,,,,,,,,,,,1,
0,21,7,172047545797,7461792070,1,1,"(0.36743348836898804, 0.29655614495277405)","(0.38357964158058167, 0.28640827536582947)",1,1,4.568893432617188,4.5169830322265625,"(-49.483924865722656, -19.373607635498047, 667.5335083007812)","(15.866058349609375, -16.824352264404297, 668.6690673828125)","(-45.66841125488281, 146.36631774902344, 42.63118362426758)","(-40.07319259643555, 148.22512817382812, 43.30774688720703)",POINT (0.3755065649747848 0.2914822101593018),,,,,,,,,,,,,,,,,,,,,1,1,
0,21,7,172047562464,7461808736,1,1,"(0.3682394325733185, 0.29374685883522034)","(0.3941921591758728, 0.3202342092990875)",1,1,4.589645385742188,4.458282470703125,"(-49.49180603027344, -19.32625961303711, 667.4696655273438)","(15.846599578857422, -16.799388885498047, 668.6205444335938)","(-45.389137268066406, 146.8809051513672, 42.81850814819336)","(-36.39556884765625, 142.02919006347656, 41.05259704589844)",POINT (0.3812157958745956 0.3069905340671539),,,,,,,,,,,,,,,,,,,,,,1,
0,21,7,172047579131,7461825403,1,1,"(0.39630264043807983, 0.20226526260375977)","(0.4234488606452942, 0.18796579539775848)",1,1,4.5955810546875,4.497589111328125,"(-49.36614227294922, -19.17444610595703, 667.5881958007812)","(15.913534164428711, -16.64213752746582, 668.88916015625)","(-35.66421127319336, 163.63771057128906, 48.9174690246582)","(-26.257034301757812, 166.25694274902344, 49.87080764770508)",POINT (0.409875750541687 0.1951155290007591),,,,,,,,,,,,,,,,,,,,,,,
0,21,7,172047595798,7461842069,1,1,"(0.41641610860824585, 0.14150314033031464)","(0.4394282400608063, 0.15624408423900604)",1,1,4.5991058349609375,4.448532104492188,"(-49.306785583496094, -19.073055267333984, 667.8082275390625)","(15.944942474365234, -16.587730407714844, 668.739501953125)","(-28.694154739379883, 174.767578125, 52.96846389770508)","(-20.71959686279297, 172.06744384765625, 51.98568344116211)",POINT (0.4279221743345261 0.1488736122846603),,,,,,,,,,,,,,,,,,,,,1,,
0,21,7,172047612466,7461858737,1,1,"(0.40873944759368896, 0.13313442468643188)","(0.4393370747566223, 0.17589189112186432)",1,1,4.6032562255859375,4.4350433349609375,"(-49.29753875732422, -19.059864044189453, 667.78466796875)","(15.987800598144531, -16.577232360839844, 668.73779296875)","(-31.35438346862793, 176.3004913330078, 53.52635955810547)","(-20.751203536987305, 168.4685516357422, 50.67575454711914)",POINT (0.4240382611751556 0.1545131579041481),,,,,,,,,,,,,,,,,,,,,1,,
0,21,7,172047629135,7461875405,1,1,"(0.410372257232666, 0.15791474282741547)","(0.4415886402130127, 0.1764443814754486)",1,1,4.55816650390625,4.428146362304688,"(-49.235374450683594, -19.025447845458984, 667.5579223632812)","(16.03955078125, -16.548503875732422, 668.7353515625)","(-30.788564682006836, 171.76144409179688, 51.874305725097656)","(-19.97095489501953, 168.3673553466797, 50.638912200927734)",POINT (0.4259804487228394 0.167179562151432),,,,,,,,,,,,,,,,,,,,,1,,
0,21,7,172047645801,7461892071,1,1,"(0.40274304151535034, 0.15846477448940277)","(0.4421922564506531, 0.18544138967990875)",1,1,4.539947509765625,4.416671752929688,"(-49.20124053955078, -18.985801696777344, 667.7113037109375)","(16.088436126708984, -16.51155662536621, 668.8814697265625)","(-33.432369232177734, 171.6606903076172, 51.837608337402344)","(-19.76177978515625, 166.7193603515625, 50.03910446166992)",POINT (0.4224676489830017 0.1719530820846558),,,,,,,,,,,,,,,,,,,,,1,,
0,21,7,172047662472,7461908741,1,1,"(0.4019419550895691, 0.1702013611793518)","(0.4480881690979004, 0.19000573456287384)",1,1,4.5394287109375,4.426483154296875,"(-49.14630889892578, -18.921581268310547, 667.7825927734375)","(16.143360137939453, -16.480182647705078, 669.00244140625)","(-33.70996856689453, 169.51089477539062, 51.05513381958008)","(-17.7186222076416, 165.88330078125, 49.73480987548828)",POINT (0.4250150620937347 0.1801035478711128),,,,,,,,,,,,,,,,,,,,,1,,
0,21,7,172047679139,7461925408,1,1,"(0.40761449933052063, 0.17976872622966766)","(0.44415003061294556, 0.1921139657497406)",1,1,4.5345001220703125,4.417404174804688,"(-49.089500427246094, -18.867210388183594, 667.8406982421875)","(16.20427894592285, -16.45993423461914, 669.01171875)","(-31.74422836303711, 167.75843811035156, 50.417266845703125)","(-19.083337783813477, 165.4971466064453, 49.59421920776367)",POINT (0.4258822649717331 0.1859413459897041),,,,,,,,,,,,,,,,,,,,,1,,
0,21,7,172047695807,7461942075,1,1,"(0.41559767723083496, 0.16974952816963196)","(0.43656790256500244, 0.18757422268390656)",1,1,4.5279693603515625,4.428878784179688,"(-49.045326232910156, -18.821922302246094, 668.0211181640625)","(16.271011352539062, -16.43660545349121, 669.1324462890625)","(-28.977766036987305, 169.5936737060547, 51.08523178100586)","(-21.710819244384766, 166.3286590576172, 49.89693069458008)",POINT (0.4260827898979187 0.1786618754267693),,,,,,,,,,,,,,,,,,,,,1,,
