,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,8,31,346084223099,16750987602,1,1,"(0.4177936911582947, 0.4090205729007721)","(0.4269131124019623, 0.46036723256111145)",1,1,3.03021240234375,2.93463134765625,"(-10.492313385009766, -79.28827667236328, 685.74853515625)","(49.92115783691406, -73.38109588623047, 684.240478515625)","(-28.21676254272461, 125.76605987548828, 35.13334655761719)","(-25.056543350219727, 116.3608169555664, 31.710132598876953)",POINT (0.4223534017801285 0.4346939027309418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,31,346084239767,16751004269,1,1,"(0.42398571968078613, 0.4140836298465729)","(0.42189133167266846, 0.4685109853744507)",1,1,3.009124755859375,2.906982421875,"(-10.452251434326172, -79.27276611328125, 685.5418701171875)","(49.961395263671875, -73.38404846191406, 684.1565551757812)","(-26.070999145507812, 124.83866882324219, 34.79575729370117)","(-26.79678726196289, 114.86911010742188, 31.167219161987305)",POINT (0.4229385256767273 0.4412973076105118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,31,346084256434,16751020935,1,1,"(0.43143296241760254, 0.4221971333026886)","(0.4110538065433502, 0.472542941570282)",1,1,3.008758544921875,2.896835327148437,"(-10.436376571655273, -79.25559997558594, 685.5421142578125)","(50.01283264160156, -73.38523864746094, 684.2276611328125)","(-23.490270614624023, 123.35250854492188, 34.25483703613281)","(-30.552387237548828, 114.13059997558594, 30.898344039916992)",POINT (0.4212433844804764 0.4473700374364853),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,31,346084273101,16751037602,1,1,"(0.42954277992248535, 0.41842636466026306)","(0.42012450098991394, 0.4907090961933136)",1,1,2.995712280273437,2.8941192626953125,"(-10.403829574584961, -79.25814819335938, 685.4910888671875)","(50.04072570800781, -73.40325927734375, 684.302490234375)","(-24.145278930664062, 124.04320526123047, 34.5062255859375)","(-27.409061431884766, 110.8030776977539, 29.68722915649414)",POINT (0.4248336404561996 0.4545677304267883),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,31,346084289774,16751054274,1,1,"(0.4296102225780487, 0.4463045597076416)","(0.41962432861328125, 0.49048206210136414)",1,1,3.0255126953125,2.910430908203125,"(-10.371552467346191, -79.25021362304688, 685.648193359375)","(50.05641174316406, -73.39803314208984, 684.2996826171875)","(-24.121898651123047, 118.93672943115234, 32.6475944519043)","(-27.582382202148438, 110.84464263916016, 29.702417373657227)",POINT (0.424617275595665 0.4683933109045029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,31,346084306440,16751070940,1,1,"(0.4302999675273895, 0.41884100437164307)","(0.4158116281032562, 0.48566538095474243)",1,1,2.981552124023437,2.88409423828125,"(-10.360416412353516, -79.25126647949219, 685.5184326171875)","(50.0862922668457, -73.41616821289062, 684.3467407226562)","(-23.882892608642578, 123.96723937988281, 34.47861862182617)","(-28.90361785888672, 111.72695922851562, 30.023441314697266)",POINT (0.4230557978153229 0.4522531926631928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,31,346084323108,16751087607,1,1,"(0.4435988962650299, 0.4281809628009796)","(0.4273604154586792, 0.4708345830440521)",1,1,3.0027008056640625,2.865463256835937,"(-10.335297584533691, -79.23009490966797, 685.337890625)","(50.10612487792969, -73.4134521484375, 684.2916259765625)","(-19.274314880371094, 122.25641632080078, 33.855979919433594)","(-24.90155029296875, 114.44351196289062, 31.01226234436035)",POINT (0.4354796558618546 0.4495077729225159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,31,346084339775,16751104274,1,1,"(0.43453964591026306, 0.41466060280799866)","(0.41475167870521545, 0.4584026038646698)",1,1,3.020248413085937,2.865081787109375,"(-10.29378890991211, -79.2491455078125, 685.3134155273438)","(50.13344955444336, -73.442626953125, 684.3401489257812)","(-22.413677215576172, 124.73300170898438, 34.75724411010742)","(-29.27094078063965, 116.720703125, 31.841064453125)",POINT (0.4246456623077393 0.4365316033363342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,31,346084356442,16751120940,1,1,"(0.42365169525146484, 0.4004985988140106)","(0.4337843656539917, 0.45569443702697754)",1,1,2.9803924560546875,2.8544464111328125,"(-10.266654014587402, -79.26993560791016, 685.5469360351562)","(50.14571762084961, -73.42715454101562, 684.1807861328125)","(-26.186752319335938, 127.3270263671875, 35.7015266418457)","(-22.67540740966797, 117.21673583984375, 32.02167510986328)",POINT (0.4287180304527283 0.4280965179204941),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,31,346084373109,16751137607,1,1,"(0.4197646677494049, 0.41584786772727966)","(0.4227110743522644, 0.47827690839767456)",1,1,3.0110015869140625,2.910736083984375,"(-10.231715202331543, -79.28204345703125, 685.418701171875)","(50.165245056152344, -73.43467712402344, 683.9949340820312)","(-27.533748626708984, 124.51548767089844, 34.67818832397461)","(-26.512712478637695, 113.08031463623047, 30.516029357910156)",POINT (0.4212378710508347 0.4470623880624771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
