,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,33,27,923132130450,3084476568,1,1,"(0.46973276138305664, 0.5215969085693359)","(0.4940734803676605, 0.4774937033653259)",1,1,3.148300170898437,3.234466552734375,"(-35.626129150390625, 3.878816604614258, 671.3348388671875)","(22.624916076660156, 9.304615020751953, 664.1103515625)","(-12.077740669250488, 104.88957977294922, 27.53484535217285)","(-3.667414665222168, 112.9444351196289, 30.46662139892578)",POINT (0.4819031208753586 0.4995453059673309),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132147118,3084493235,1,1,"(0.47138920426368713, 0.5215172171592712)","(0.4974636435508728, 0.4866911470890045)",1,1,3.1113739013671875,3.2480621337890625,"(-35.657737731933594, 3.8872177600860596, 671.4942626953125)","(22.594547271728516, 9.339309692382812, 664.0269775390625)","(-11.505402565002441, 104.90414428710938, 27.54014015197754)","(-2.496021032333374, 111.26464080810547, 29.8552188873291)",POINT (0.48442642390728 0.5041041821241379),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132163785,3084509902,1,1,"(0.47124749422073364, 0.5314009785652161)","(0.49995413422584534, 0.4755902886390686)",1,1,3.1550445556640625,3.22369384765625,"(-35.6546516418457, 3.882493495941162, 671.431884765625)","(22.565916061401367, 9.354703903198242, 663.9190673828125)","(-11.554373741149902, 103.09900665283203, 26.883129119873047)","(-1.6355000734329224, 113.29206848144531, 30.593172073364258)",POINT (0.4856008142232895 0.5034956336021423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132180452,3084526568,1,1,"(0.47475335001945496, 0.5136426091194153)","(0.4952274262905121, 0.4667866826057434)",1,1,3.1215057373046875,3.223251342773437,"(-35.65510940551758, 3.892462968826294, 671.4818725585938)","(22.561614990234375, 9.386467933654785, 663.736572265625)","(-10.343018531799316, 106.34232330322266, 28.063644409179688)","(-3.26870059967041, 114.89994049072266, 31.178348541259766)",POINT (0.4849903881549835 0.4902146458625794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132197119,3084543235,1,1,"(0.47064974904060364, 0.5163409113883972)","(0.4969526529312134, 0.48264241218566895)",1,1,3.132659912109375,3.2296600341796875,"(-35.65367889404297, 3.8964006900787354, 671.507080078125)","(22.551536560058594, 9.45155143737793, 663.663818359375)","(-11.76091480255127, 105.84953308105469, 27.88426399230957)","(-2.6725873947143555, 112.00411224365234, 30.12434959411621)",POINT (0.4838012009859085 0.4994916617870331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132213785,3084559901,1,1,"(0.4699581265449524, 0.48600366711616516)","(0.49630603194236755, 0.5014095902442932)",1,1,3.093994140625,3.227279663085937,"(-35.64473342895508, 3.9103636741638184, 671.470458984375)","(22.541584014892578, 9.541008949279785, 663.603515625)","(-11.999892234802246, 111.39021301269531, 29.90093994140625)","(-2.896001100540161, 108.57650756835938, 28.876829147338867)",POINT (0.48313207924366 0.4937066286802292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132230453,3084576568,1,1,"(0.4679120182991028, 0.5170636177062988)","(0.4943188726902008, 0.4763200283050537)",1,1,3.124481201171875,3.208160400390625,"(-35.621150970458984, 3.9244608879089355, 671.3726806640625)","(22.54934310913086, 9.57284927368164, 663.6031494140625)","(-12.706850051879883, 105.717529296875, 27.836200714111328)","(-3.5826399326324463, 113.15880584716797, 30.54462242126465)",POINT (0.4811154454946518 0.4966918230056763),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132247120,3084593235,1,1,"(0.4669893980026245, 0.5129103064537048)","(0.4934453070163727, 0.45590072870254517)",1,1,3.1104736328125,3.2082977294921875,"(-35.60272979736328, 3.9493346214294434, 671.3619384765625)","(22.55852699279785, 9.638063430786133, 663.5777587890625)","(-13.025650978088379, 106.4760513305664, 28.11236000061035)","(-3.8844618797302246, 116.88811492919922, 31.9019718170166)",POINT (0.4802173525094986 0.484405517578125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132263789,3084609903,1,1,"(0.4644860625267029, 0.5231339931488037)","(0.49139004945755005, 0.49222680926322937)",1,1,3.1243438720703125,3.213119506835937,"(-35.57657241821289, 3.962401866912842, 671.3521118164062)","(22.565021514892578, 9.73923110961914, 663.5777587890625)","(-13.890612602233887, 104.60884094238281, 27.43271255493164)","(-4.594605922698975, 110.25363159179688, 29.487247467041016)",POINT (0.4779380559921265 0.5076804012060165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132280456,3084626570,1,1,"(0.4636436104774475, 0.5268051624298096)","(0.4883141815662384, 0.47716274857521057)",1,1,3.126937866210937,3.2109832763671875,"(-35.560760498046875, 3.966970443725586, 671.3915405273438)","(22.562070846557617, 9.787284851074219, 663.5416870117188)","(-14.181703567504883, 103.9383544921875, 27.188695907592773)","(-5.657407283782959, 113.00487518310547, 30.488651275634766)",POINT (0.475978896021843 0.5019839555025101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132297124,3084643237,1,1,"(0.46989721059799194, 0.5267197489738464)","(0.49154362082481384, 0.48257070779800415)",1,1,3.118896484375,3.233978271484375,"(-35.55933380126953, 3.9564905166625977, 671.4166259765625)","(22.549476623535156, 9.865156173706055, 663.5172729492188)","(-12.020919799804688, 103.95394134521484, 27.194366455078125)","(-4.5415496826171875, 112.01720428466797, 30.129121780395508)",POINT (0.4807204157114029 0.5046452283859253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,27,923132313790,3084659903,1,1,"(0.46491026878356934, 0.5143428444862366)","(0.4951629340648651, 0.4972284138202667)",1,1,3.118804931640625,3.205062866210937,"(-35.56979751586914, 3.9408011436462402, 671.47802734375)","(22.516334533691406, 9.984794616699219, 663.519775390625)","(-13.744049072265625, 106.21443176269531, 28.017108917236328)","(-3.2909791469573975, 109.34016418457031, 29.154767990112305)",POINT (0.4800366014242172 0.5057856291532516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
