,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,2.1,11.1,9.1,7.1,6.1,5.1,5.2,4.1,2.2,question,code,choices
0,9,11,179904211060,6070260498,1,1,"(0.4597622752189636, 0.21577967703342438)","(0.4848301410675049, 0.07138513773679733)",1,1,3.238861083984375,3.2079315185546875,"(-59.48556900024414, -12.23222541809082, 679.92236328125)","(9.140146255493164, -10.872062683105469, 680.1654663085938)","(-15.522807121276855, 160.7430419921875, 47.863887786865234)","(-6.861217498779297, 187.1147918701172, 57.462425231933594)",POINT (0.4722962081432342 0.1435824073851109),,,,,,,,,,1,,
0,9,11,179904227738,6070277176,1,1,"(0.45897626876831055, 0.24653129279613495)","(0.48222023248672485, 0.12771548330783844)",1,1,3.2925262451171875,3.324310302734375,"(-59.48240661621094, -12.260688781738281, 679.5989379882812)","(9.127420425415039, -10.889342308044434, 680.2557983398438)","(-15.794393539428711, 155.1266632080078, 45.8197135925293)","(-7.763015270233154, 176.82681274414062, 53.71790313720703)",POINT (0.4705982506275177 0.1871233880519867),,,,,,,,,,1,,
0,9,11,179904244405,6070293842,1,1,"(0.4629497528076172, 0.21625898778438568)","(0.48753657937049866, 0.11821793764829636)",1,1,3.241806030273437,3.3084259033203125,"(-59.51303482055664, -12.271285057067871, 679.6968994140625)","(9.1057710647583, -10.891839027404785, 680.3331909179688)","(-14.421459197998047, 160.65550231933594, 47.83201217651367)","(-5.926085472106934, 178.5614013671875, 54.34926223754883)",POINT (0.4752431660890579 0.167238462716341),,,,,,,,,,1,,
0,9,11,179904261072,6070310509,1,1,"(0.4601038694381714, 0.234496608376503)","(0.47845155000686646, 0.1155899241566658)",1,1,3.2831573486328125,3.2658233642578125,"(-59.54412841796875, -12.296727180480957, 679.7686767578125)","(9.085891723632812, -10.911691665649414, 680.3336791992188)","(-15.404778480529785, 157.32464599609375, 46.61968994140625)","(-9.065194129943848, 179.0413818359375, 54.52389907836914)",POINT (0.4692777097225189 0.1750432662665844),,,,,,,,,,1,,
0,9,11,179904277740,6070327176,1,1,"(0.4519786536693573, 0.2099311649799347)","(0.481533020734787, 0.11116182804107666)",1,1,3.208770751953125,3.2975006103515625,"(-59.55630874633789, -12.286539077758789, 679.8306884765625)","(9.082500457763672, -10.91366195678711, 680.3461303710938)","(-18.212244033813477, 161.81121826171875, 48.25263214111328)","(-8.000468254089355, 179.85011291503906, 54.81830978393555)",POINT (0.4667558372020721 0.1605464965105057),,,,,,,,,,1,,
0,9,11,179904294406,6070343842,1,1,"(0.4543072283267975, 0.2437649816274643)","(0.4831220805644989, 0.10704842954874039)",1,1,3.279205322265625,3.283905029296875,"(-59.790550231933594, -12.333026885986328, 680.4619140625)","(9.060779571533203, -10.941890716552734, 680.3597412109375)","(-17.40765380859375, 155.63189697265625, 46.00357437133789)","(-7.451401233673096, 180.60134887695312, 55.09176254272461)",POINT (0.4687146544456482 0.1754067055881023),,,,,,,,,,1,,
0,9,11,179904311075,6070360510,1,1,"(0.4542199373245239, 0.2072119414806366)","(0.48594215512275696, 0.1145370826125145)",1,1,3.197357177734375,3.2801513671875,"(-59.79118728637695, -12.313846588134766, 680.4100341796875)","(9.04797077178955, -10.933828353881836, 680.321533203125)","(-17.43781280517578, 162.30783081054688, 48.43339920043945)","(-6.477004051208496, 179.2336883544922, 54.593894958496094)",POINT (0.4700810462236404 0.1608745120465756),,,,,,,,,,1,,
0,9,11,179904327741,6070377176,1,1,"(0.4514905512332916, 0.19993743300437927)","(0.48421335220336914, 0.12197932600975037)",1,1,3.1864166259765625,3.3003082275390625,"(-59.78759002685547, -12.326271057128906, 680.384521484375)","(9.036590576171875, -10.948538780212402, 680.2322387695312)","(-18.380897521972656, 163.6364288330078, 48.9169807434082)","(-7.074338912963867, 177.8744354248047, 54.09922409057617)",POINT (0.4678519517183304 0.1609583795070648),,,,,,,,,,1,,
0,9,11,179904344409,6070393843,1,1,"(0.4567911624908447, 0.24363699555397034)","(0.4921705722808838, 0.09980425238609314)",1,1,3.2548065185546875,3.2349395751953125,"(-59.587371826171875, -12.280733108520508, 679.7987060546875)","(9.021492004394531, -10.922077178955078, 680.142822265625)","(-16.549409866333008, 155.6552734375, 46.01211166381836)","(-4.324929237365723, 181.92442321777344, 55.573280334472656)",POINT (0.4744808673858643 0.1717206239700317),,,,,,,,,,1,,
0,9,11,179904361079,6070410513,1,1,"(0.45030486583709717, 0.23449622094631195)","(0.4905913770198822, 0.10001964867115021)",1,1,3.247833251953125,3.240219116210937,"(-59.593746185302734, -12.281397819519043, 679.7972412109375)","(9.005598068237305, -10.911928176879883, 680.1815795898438)","(-18.790569305419922, 157.32472229003906, 46.61969757080078)","(-4.870573043823242, 181.8850860595703, 55.55896759033203)",POINT (0.4704481214284897 0.1672579348087311),,,,,,,,,,1,,
0,9,11,179904377747,6070427180,1,1,"(0.46145761013031006, 0.24892763793468475)","(0.49270355701446533, 0.11671075969934464)",1,1,3.2384796142578125,3.2379150390625,"(-59.59260559082031, -12.26275634765625, 679.7589111328125)","(8.99267578125, -10.886504173278809, 680.181884765625)","(-14.937037467956543, 154.68899536132812, 45.660423278808594)","(-4.140772819519043, 178.83668518066406, 54.449424743652344)",POINT (0.4770805835723877 0.1828191988170147),,,,,,,,,,1,,
0,9,11,179904394414,6070443847,1,1,"(0.4584183394908905, 0.20842495560646057)","(0.5028282999992371, 0.10939881950616837)",1,1,3.19549560546875,3.2398681640625,"(-59.59895324707031, -12.256423950195312, 679.7188110351562)","(8.97494125366211, -10.872066497802734, 680.1698608398438)","(-15.98716926574707, 162.08628845214844, 48.35276794433594)","(-0.6424093246459961, 180.17210388183594, 54.93547821044922)",POINT (0.4806233197450638 0.1589118875563145),,,,,,,,,,1,,
0,9,11,179904411081,6070460514,1,1,"(0.4603859484195709, 0.20621342957019806)","(0.5036386251449585, 0.09718217700719833)",1,1,3.173309326171875,3.204437255859375,"(-59.604618072509766, -12.236335754394531, 679.6921997070312)","(8.955490112304688, -10.848268508911133, 680.1325073242188)","(-15.307299613952637, 162.49017333984375, 48.49980545043945)","(-0.3624163866043091, 182.40330505371094, 55.747589111328125)",POINT (0.4820122867822647 0.1516978032886982),,,,,,,,,,1,,
0,9,11,179904427748,6070477180,1,1,"(0.45743876695632935, 0.23996824026107788)","(0.4975491166114807, 0.11198610067367554)",1,1,3.2406463623046875,3.246322631835937,"(-59.6121711730957, -12.22860336303711, 679.6776123046875)","(8.944120407104492, -10.84235954284668, 680.1199951171875)","(-16.32563591003418, 156.32533264160156, 46.25593948364258)","(-2.4665050506591797, 179.69956970214844, 54.76350021362305)",POINT (0.477493941783905 0.1759771704673767),,,,,,,,,,1,,
