,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,28,6,8199338671,8417740783,1,1,"(0.7211741209030151, 0.28527605533599854)","(0.727603554725647, 0.16471141576766968)",1,1,3.661697387695313,3.5915069580078125,"(-21.76426887512207, 14.302156448364258, 533.7269287109375)","(42.63136291503906, 12.828678131103516, 530.7000732421875)","(76.9156494140625, 148.43251037597656, 43.38323974609375)","(79.14366912841797, 170.5164794921875, 51.42117691040039)",POINT (0.724388837814331 0.2249937355518341),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,6,8199355337,8417757449,1,1,"(0.7137523293495178, 0.25160571932792664)","(0.7287240624427795, 0.17811650037765503)",1,1,3.663650512695313,3.5856475830078125,"(-21.650386810302734, 14.315656661987305, 533.6585693359375)","(42.72048568725586, 12.828625679016113, 530.7989501953125)","(74.3437271118164, 154.59994506835938, 45.62801742553711)","(79.53196716308594, 168.06105041503906, 50.5274772644043)",POINT (0.7212381958961487 0.2148611098527908),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,6,8199372005,8417774116,1,1,"(0.6990075707435608, 0.2604045569896698)","(0.7292740941047668, 0.17112146317958832)",1,1,3.67828369140625,3.56298828125,"(-21.50834846496582, 14.359345436096191, 533.8900756835938)","(42.816226959228516, 12.815715789794922, 530.9290161132812)","(69.23412322998047, 152.98826599121094, 45.04136276245117)","(79.72257995605469, 169.3423614501953, 50.993770599365234)",POINT (0.7141408324241638 0.2157630100846291),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,6,8199388672,8417790783,1,1,"(0.6961643099784851, 0.26778119802474976)","(0.7310827970504761, 0.17778994143009186)",1,1,3.680267333984375,3.5632476806640625,"(-21.414440155029297, 14.391036987304688, 533.9277954101562)","(42.9445915222168, 12.811946868896484, 531.3702392578125)","(68.24882507324219, 151.63705444335938, 44.54962921142578)","(80.34935760498047, 168.12088012695312, 50.54920959472656)",POINT (0.7136235535144806 0.2227855697274208),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,6,8199405339,8417807449,1,1,"(0.7000299096107483, 0.2561701834201813)","(0.7295687794685364, 0.1741534024477005)",1,1,3.653335571289064,3.5831756591796875,"(-21.33481216430664, 14.403010368347168, 533.7274169921875)","(43.00080490112305, 12.786080360412598, 531.283935546875)","(69.5884017944336, 153.7638702392578, 45.32368469238281)","(79.82471466064453, 168.7869873046875, 50.79166030883789)",POINT (0.7147993445396423 0.2151617929339409),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,6,8199422006,8417824116,1,1,"(0.6972741484642029, 0.2649991512298584)","(0.7315093874931335, 0.1729801744222641)",1,1,3.655303955078125,3.5661163330078125,"(-21.258708953857422, 14.4417724609375, 533.794921875)","(43.065582275390625, 12.782794952392578, 531.38623046875)","(68.63341522216797, 152.14666748046875, 44.73503875732422)","(80.4971923828125, 169.00189208984375, 50.869869232177734)",POINT (0.7143917679786682 0.2189896628260612),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,6,8199438674,8417840783,1,1,"(0.7106319665908813, 0.27401554584503174)","(0.7276817560195923, 0.1846664845943451)",1,1,3.6620025634765625,3.5582427978515625,"(-21.21877098083496, 14.503382682800293, 534.0667724609375)","(43.14667892456055, 12.785372734069824, 531.4862060546875)","(73.26240539550781, 150.4951171875, 44.13394546508789)","(79.17076873779297, 166.8612823486328, 50.090797424316406)",POINT (0.7191568613052368 0.2293410152196884),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,6,8199455344,8417857453,1,1,"(0.7304136753082275, 0.2552628517150879)","(0.7328047156333923, 0.16973702609539032)",1,1,3.6580810546875,3.57159423828125,"(-21.14733123779297, 14.612071990966797, 534.51513671875)","(43.21406555175781, 12.821456909179688, 531.6204833984375)","(80.11750030517578, 153.9300537109375, 45.384220123291016)","(80.94608306884766, 169.595947265625, 51.08607482910156)",POINT (0.7316091954708099 0.2124999389052391),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,6,8199472012,8417874120,1,1,"(0.7112170457839966, 0.23568041622638702)","(0.735981822013855, 0.15623293817043304)",1,1,3.660202026367188,3.58538818359375,"(-20.975303649902344, 14.67165470123291, 533.89306640625)","(43.302364349365234, 12.870437622070312, 531.6400146484375)","(73.46514892578125, 157.51699829101562, 46.68974304199219)","(82.04705047607422, 172.0695037841797, 51.98638916015625)",POINT (0.7235994338989258 0.19595667719841),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,6,8199488679,8417890787,1,1,"(0.717627763748169, 0.24034444987773895)","(0.7408000826835632, 0.15883846580982208)",1,1,3.6580657958984375,3.5929107666015625,"(-20.949647903442383, 14.743620872497559, 533.846435546875)","(43.364017486572266, 12.903921127319336, 531.8065185546875)","(75.68671417236328, 156.66268920898438, 46.378780364990234)","(83.71676635742188, 171.5922393798828, 51.81269836425781)",POINT (0.7292139232158661 0.1995914578437805),,,,,,,,,,,,,,,,,,,,,,,,,,,,
