,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,14,12,235923447632,2556230204,1,1,"(0.6485899686813354, 0.15236836671829224)","(0.6618860960006714, 0.14977028965950012)",1,1,3.2695465087890625,3.832473754882813,"(-59.32593536376953, 86.75653076171875, 502.3568115234375)","(5.588841438293457, 87.43702697753906, 508.310546875)","(52.6511344909668, 178.2369384765625, 54.23115158081055)","(57.28133010864258, 178.71514892578125, 54.40520477294922)",POINT (0.6552380323410034 0.1510693281888962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,14,12,235923464298,2556246870,1,1,"(0.6544907689094543, 0.17688575387001038)","(0.6522710919380188, 0.1395394653081894)",1,1,3.2711334228515625,3.811935424804688,"(-59.3232307434082, 86.80695343017578, 502.49615478515625)","(5.617042541503906, 87.46107482910156, 508.2744140625)","(54.70602798461914, 173.72402954101562, 52.58860778808594)","(53.933040618896484, 180.59832763671875, 55.09064865112305)",POINT (0.6533809304237366 0.1582126095890999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,14,12,235923480966,2556263537,1,1,"(0.6597611308097839, 0.18051795661449432)","(0.6462064981460571, 0.16328595578670502)",1,1,3.235946655273437,3.857498168945313,"(-59.29003143310547, 86.8340072631836, 502.49163818359375)","(5.651975631713867, 87.49613189697266, 508.28900146484375)","(56.541351318359375, 173.0554656982422, 52.34522247314453)","(51.82113265991211, 176.2273406982422, 53.499717712402344)",POINT (0.6529838144779205 0.1719019562005997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,14,12,235923497633,2556280204,1,1,"(0.668268084526062, 0.18762633204460144)","(0.6490249633789062, 0.15413683652877808)",1,1,3.267425537109375,3.800140380859375,"(-59.257816314697266, 86.88090515136719, 502.699951171875)","(5.706391334533691, 87.54756164550781, 508.2506103515625)","(59.50376510620117, 171.7470245361328, 51.869014739990234)","(52.80263137817383, 177.91140747070312, 54.112674713134766)",POINT (0.6586465239524841 0.1708815842866898),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,14,12,235923514299,2556296870,1,1,"(0.6605554223060608, 0.1684655398130417)","(0.6563553810119629, 0.13266503810882568)",1,1,3.280624389648437,3.793746948242188,"(-59.1971435546875, 86.87753295898438, 502.71575927734375)","(5.608757019042969, 87.56776428222656, 508.2444152832031)","(56.81794357299805, 175.27394104003906, 53.15269088745117)","(55.355342864990234, 181.8636932373047, 55.55120086669922)",POINT (0.6584554016590118 0.1505652889609337),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,14,12,235923530967,2556313537,1,1,"(0.6048594117164612, 0.1688818335533142)","(0.6097550392150879, 0.1704237461090088)",1,1,3.24774169921875,3.829635620117188,"(-59.35973358154297, 86.79376983642578, 502.7716064453125)","(5.6202192306518555, 87.520751953125, 508.32403564453125)","(37.422630310058594, 175.1973114013672, 53.12482833862305)","(39.1274299621582, 174.91346740722656, 53.02154541015625)",POINT (0.6073072254657745 0.1696527898311615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,14,12,235923547634,2556330204,1,1,"(0.43764859437942505, 0.2990671992301941)","(0.46859779953956604, 0.2793126404285431)",1,1,3.2896881103515625,3.7982330322265625,"(-59.775115966796875, 86.64612579345703, 502.8594970703125)","(5.117086410522461, 87.34957122802734, 508.2728271484375)","(-20.806095123291016, 151.23419189453125, 44.4029541015625)","(-10.028471946716309, 154.8704071044922, 45.726409912109375)",POINT (0.4531231969594955 0.2891899198293686),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,12,235923564300,2556346870,1,1,"(0.4321609437465668, 0.3361404240131378)","(0.4369775950908661, 0.27338212728500366)",1,1,3.308944702148437,3.786285400390625,"(-59.86284637451172, 86.68897247314453, 503.1431884765625)","(4.992273807525635, 87.34176635742188, 508.35821533203125)","(-22.717084884643555, 144.41014099121094, 41.91922378540039)","(-21.039752960205078, 155.96202087402344, 46.123756408691406)",POINT (0.4345692694187164 0.3047612756490707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,12,235923580973,2556363543,1,1,"(0.412828266620636, 0.33082982897758484)","(0.41932499408721924, 0.2873818278312683)",1,1,3.308929443359375,3.7820892333984375,"(-59.76573181152344, 86.72196960449219, 503.27105712890625)","(5.119704246520996, 87.36868286132812, 508.41607666015625)","(-29.44940757751465, 145.38766479492188, 42.274993896484375)","(-27.18700408935547, 153.38511657714844, 45.18580627441406)",POINT (0.4160766303539276 0.3091058284044266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,12,235923597641,2556380210,1,1,"(0.4189269542694092, 0.3069838285446167)","(0.42772936820983887, 0.2647882103919983)",1,1,3.2782135009765625,3.757583618164064,"(-59.66950225830078, 86.75354766845703, 503.375244140625)","(5.211163520812988, 87.41419219970703, 508.6162109375)","(-27.325618743896484, 149.77699279785156, 43.87257385253906)","(-24.260311126708984, 157.5438995361328, 46.69950485229492)",POINT (0.423328161239624 0.2858860194683075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
