,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,#lang.1,racket.1,define.1,afunc.1,lst.1,define.2,afunc-helper.1,lst.2,a.1,mystery.1,cond.1,-----------.4,      .1,nan.1,lst.3,cons.2,a.2,mystery.2,-----------.5,      .2,else.1,       .1,append.1,afunc-helper.2,cdr.1,lst.4,cons.3,car.1,lst.5,a.3,mystery.3,afunc-helper.3,cdr.2,lst.6,a.4,mystery.4,-----------.6,-----------.7,-----------.8,-----------.9,afunc-helper.4,lst.7,-----------.10,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,13,35,408651045329,2807869377,1,1,"(0.49840298295021057, 0.5837988257408142)","(0.5075557827949524, 0.6295575499534607)",1,1,2.329010009765625,2.4597320556640625,"(-57.880645751953125, 21.58969497680664, 551.2394409179688)","(3.6967320442199707, 16.096784591674805, 553.63232421875)","(-2.171461582183838, 93.52922058105469, 23.40007209777832)","(0.9910585284233093, 85.17198181152344, 20.358304977416992)",POINT (0.5029793828725815 0.6066781878471375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,35,408651061996,2807886044,1,1,"(0.48984721302986145, 0.6004979610443115)","(0.5035423040390015, 0.6282758116722107)",1,1,2.380706787109375,2.4783935546875,"(-57.913719177246094, 21.61164093017578, 551.198974609375)","(3.6685259342193604, 16.13376808166504, 553.5988159179688)","(-5.12769079208374, 90.47932434082031, 22.290014266967773)","(-0.395680695772171, 85.40607452392578, 20.443471908569336)",POINT (0.4966947585344315 0.6143868863582611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,13,35,408651078667,2807902715,1,1,"(0.4994521141052246, 0.5898992419242859)","(0.5069828033447266, 0.623803436756134)",1,1,2.3641357421875,2.466781616210937,"(-57.9665412902832, 21.646760940551758, 551.2744140625)","(3.6279215812683105, 16.178510665893555, 553.57373046875)","(-1.808956503868103, 92.41504669189453, 22.994529724121094)","(0.7930868864059448, 86.22288513183594, 20.740812301635742)",POINT (0.5032174587249756 0.60685133934021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,35,408651095335,2807919382,1,1,"(0.5057846903800964, 0.5834051966667175)","(0.5121344923973083, 0.6288177967071533)",1,1,2.3504180908203125,2.477035522460937,"(-58.0313720703125, 21.65024185180664, 551.2462158203125)","(3.5714402198791504, 16.22539520263672, 553.5486450195312)","(0.37909650802612305, 93.60110473632812, 23.426223754882812)","(2.573099136352539, 85.30708312988281, 20.40747833251953)",POINT (0.5089595913887024 0.6061114966869354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,35,408651112002,2807936049,1,1,"(0.5005313754081726, 0.599123477935791)","(0.509972095489502, 0.6202431321144104)",1,1,2.3766021728515625,2.4786834716796875,"(-58.099639892578125, 21.662155151367188, 551.1820068359375)","(3.498383045196533, 16.272119522094727, 553.45556640625)","(-1.436045527458191, 90.7303695678711, 22.381359100341797)","(1.825952410697937, 86.87316131591797, 20.97743034362793)",POINT (0.5052517354488373 0.6096833050251007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,35,408651128669,2807952715,1,1,"(0.5021241307258606, 0.5922543406486511)","(0.5075364708900452, 0.6091402173042297)",1,1,2.3818359375,2.4442901611328125,"(-58.1868896484375, 21.662857055664062, 551.2777709960938)","(3.4304332733154297, 16.299057006835938, 553.4393310546875)","(-0.8857149481773376, 91.98492431640625, 22.837963104248047)","(0.9843986630439758, 88.90093994140625, 21.715505599975586)",POINT (0.5048303008079529 0.6006972789764404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,13,35,408651145336,2807969382,1,1,"(0.49805760383605957, 0.5947345495223999)","(0.5089784860610962, 0.6074568033218384)",1,1,2.386932373046875,2.474029541015625,"(-58.25798797607422, 21.658912658691406, 551.20458984375)","(3.359283447265625, 16.323881149291992, 553.4656982421875)","(-2.2907979488372803, 91.53193664550781, 22.673126220703125)","(1.4826229810714722, 89.2083969116211, 21.827415466308594)",POINT (0.5035180449485779 0.6010956764221191),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,13,35,408651162004,2807986049,1,1,"(0.4924241602420807, 0.5806419849395752)","(0.5105527639389038, 0.621406078338623)",1,1,2.3502349853515625,2.465972900390625,"(-58.33280944824219, 21.656497955322266, 551.2764892578125)","(3.292109727859497, 16.345523834228516, 553.3469848632812)","(-4.237300395965576, 94.10576629638672, 23.609912872314453)","(2.0265860557556152, 86.66077423095703, 20.900110244750977)",POINT (0.5014884620904922 0.6010240316390991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,13,35,408651178670,2808002715,1,1,"(0.4936811625957489, 0.5874311327934265)","(0.5110983848571777, 0.6305620074272156)",1,1,2.3706207275390625,2.4708251953125,"(-58.40256881713867, 21.674072265625, 551.29833984375)","(3.229414939880371, 16.400314331054688, 553.3895874023438)","(-3.8029792308807373, 92.86581420898438, 23.15861701965332)","(2.215128183364868, 84.98854064941406, 20.291505813598633)",POINT (0.5023897737264633 0.608996570110321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,35,408651195338,2808019382,1,1,"(0.4562514126300812, 0.35572683811187744)","(0.4722405672073364, 0.4612770974636078)",1,1,2.3504180908203125,2.4527587890625,"(-58.46503448486328, 21.998302459716797, 551.3280029296875)","(3.036216974258423, 16.887601852416992, 554.0186767578125)","(-16.735889434814453, 135.1835479736328, 38.56099319458008)","(-11.211240768432617, 115.90618133544922, 31.54463005065918)",POINT (0.4642459899187088 0.4085019677877426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,35,408651212009,2808036053,1,1,"(0.43862104415893555, 0.2226545810699463)","(0.45893123745918274, 0.225252166390419)",1,1,2.387191772460937,2.4492340087890625,"(-58.505577087402344, 22.443767547607422, 551.655029296875)","(2.8022048473358154, 17.25271224975586, 554.2846069335938)","(-22.827634811401367, 159.48744201660156, 47.40687561035156)","(-15.809958457946777, 159.01303100585938, 47.23421859741211)",POINT (0.4487761408090591 0.2239533737301826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,13,35,408651228679,2808052722,1,1,"(0.44873106479644775, 0.22709257900714874)","(0.46329841017723083, 0.2545207738876343)",1,1,2.416107177734375,2.4508514404296875,"(-58.570552825927734, 22.372037887573242, 551.4537353515625)","(2.8022494316101074, 17.267940521240234, 554.182861328125)","(-19.334369659423828, 158.6768798828125, 47.11187744140625)","(-14.300980567932129, 153.66749572753906, 45.288604736328125)",POINT (0.4560147374868393 0.2408066764473915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
