,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,35,7,337450769143,8117786050,1,1,"(0.44560515880584717, 0.32269176840782166)","(0.4971933364868164, 0.2317093461751938)",1,1,2.756927490234375,2.923309326171875,"(-65.3377685546875, -23.855758666992188, 682.0567626953125)","(-4.997217178344727, -25.279523849487305, 682.9623413085938)","(-18.579072952270508, 141.5790252685547, 40.88877868652344)","(-0.7018880248069763, 158.24441528320312, 46.95440673828125)",POINT (0.4713992476463318 0.2772005572915077),,,,,,,,,,,,,,,,,,,,,1,1,
0,35,7,337450785809,8117802716,1,1,"(0.4421576261520386, 0.3399839699268341)","(0.5009702444076538, 0.2550179362297058)",1,1,2.7549285888671875,2.9105987548828125,"(-65.29521179199219, -23.815053939819336, 682.0394287109375)","(-4.9515790939331055, -25.23672103881836, 683.0406494140625)","(-19.77376937866211, 138.41162109375, 39.735843658447266)","(0.6069430708885193, 153.9749298095703, 45.40049362182617)",POINT (0.4715639352798462 0.29750095307827),,,,,,,,,,,,,,,,,,,,,,1,
0,35,7,337450802482,8117819388,1,1,"(0.4462582468986511, 0.3439483940601349)","(0.5011984705924988, 0.2573440968990326)",1,1,2.741806030273437,2.905868530273437,"(-65.268798828125, -23.812639236450195, 681.913818359375)","(-4.917159080505371, -25.222354888916016, 682.8603515625)","(-18.352754592895508, 137.6854248046875, 39.471614837646484)","(0.6860318779945374, 153.54885864257812, 45.24538803100586)",POINT (0.473728358745575 0.3006462454795837),,,,,,,,,,,,,,,,,,,,,,1,
0,35,7,337450819149,8117836055,1,1,"(0.44576603174209595, 0.3080693185329437)","(0.4904780983924866, 0.21845905482769012)",1,1,2.707870483398437,2.8777618408203125,"(-65.24836730957031, -23.75986099243164, 681.8655395507812)","(-4.886106491088867, -25.16522979736328, 682.6034545898438)","(-18.52333641052246, 144.2574462890625, 41.863616943359375)","(-3.0289556980133057, 160.6714630126953, 47.83785629272461)",POINT (0.4681220650672913 0.2632641866803169),,,,,,,,,,,,,,,,,,,,,1,1,
0,35,7,337450835816,8117852721,1,1,"(0.44486698508262634, 0.3111400008201599)","(0.4895879924297333, 0.24148312211036682)",1,1,2.73187255859375,2.8784637451171875,"(-65.21627807617188, -23.743148803710938, 681.6104736328125)","(-4.861838340759277, -25.146671295166016, 682.1922607421875)","(-18.83487892150879, 143.69496154785156, 41.65896987915039)","(-3.337411403656006, 156.45411682128906, 46.3028678894043)",POINT (0.4672274887561798 0.2763115614652634),,,,,,,,,,,,,,,,,,,,,1,1,
0,35,7,337450852483,8117869388,1,1,"(0.445923388004303, 0.3089704215526581)","(0.4881554841995239, 0.22011862695217133)",1,1,2.7308349609375,2.8651123046875,"(-65.20344543457031, -23.685916900634766, 681.377197265625)","(-4.843684673309326, -25.099063873291016, 681.8848876953125)","(-18.468795776367188, 144.0923614501953, 41.80361557006836)","(-3.8338382244110107, 160.3674774169922, 47.72721862792969)",POINT (0.4670394361019134 0.2645445242524147),,,,,,,,,,,,,,,,,,,,,1,1,
0,35,7,337450869150,8117886054,1,1,"(0.4420667290687561, 0.3036310374736786)","(0.49448397755622864, 0.2120668888092041)",1,1,2.724472045898437,2.8698883056640625,"(-65.17991638183594, -23.621978759765625, 681.1983032226562)","(-4.839980125427246, -25.009159088134766, 681.9110107421875)","(-19.805259704589844, 145.0703887939453, 42.159568786621094)","(-1.6407814025878906, 161.84234619140625, 48.263954162597656)",POINT (0.4682753533124924 0.2578489631414414),,,,,,,,,,,,,,,,,,,,,1,1,
0,35,7,337450885817,8117902721,1,1,"(0.4460400342941284, 0.34360912442207336)","(0.49684596061706543, 0.2614434063434601)",1,1,2.711181640625,2.8692626953125,"(-65.17596435546875, -23.547828674316406, 681.2264404296875)","(-4.827034950256348, -24.906063079833984, 681.6022338867188)","(-18.42837905883789, 137.74757385253906, 39.49420928955078)","(-0.8222669959068298, 152.7979736328125, 44.972110748291016)",POINT (0.4714429974555969 0.3025262653827667),,,,,,,,,,,,,,,,,,,,,,1,
0,35,7,337450902485,8117919388,1,1,"(0.4434909224510193, 0.32902443408966064)","(0.5101933479309082, 0.21939855813980103)",1,1,2.70697021484375,2.851806640625,"(-65.12317657470703, -23.487323760986328, 680.558349609375)","(-4.800705909729004, -24.85653305053711, 681.7821044921875)","(-19.311744689941406, 140.41905212402344, 40.466609954833984)","(3.8031070232391357, 160.49935913085938, 47.7752571105957)",POINT (0.4768421351909638 0.2742114961147308),,,,,,,,,,,,,,,,,,,,,1,1,
0,35,7,337450919152,8117936055,1,1,"(0.4484046697616577, 0.3114035725593567)","(0.4942823052406311, 0.2495555728673935)",1,1,2.70367431640625,2.85333251953125,"(-65.10311889648438, -23.37364959716797, 680.4573364257812)","(-4.754645347595215, -24.693294525146484, 680.7330932617188)","(-17.60894012451172, 143.6466827392578, 41.641387939453125)","(-1.7106670141220093, 154.97549438476562, 45.76462936401367)",POINT (0.4713434875011444 0.2804795727133751),,,,,,,,,,,,,,,,,,,,,1,1,
