,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,43,32,77759791219,8709900401,1,1,"(0.3907814621925354, 0.21524517238140106)","(0.3846565783023834, 0.2552776336669922)",1,1,2.66583251953125,2.640716552734375,"(-76.71615600585938, -47.73821258544922, 575.828857421875)","(-16.079994201660156, -53.130184173583984, 576.4412841796875)","(-39.3574104309082, 160.84066772460938, 47.89942169189453)","(-41.47370529174805, 153.52926635742188, 45.2382698059082)",POINT (0.3877190202474594 0.2352614030241966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,32,77759807886,8709917067,1,1,"(0.385589599609375, 0.21477055549621582)","(0.38217976689338684, 0.21654030680656433)",1,1,2.666107177734375,2.593292236328125,"(-76.77010345458984, -47.820037841796875, 576.0623779296875)","(-16.104127883911133, -53.14045715332031, 576.5230712890625)","(-41.151336669921875, 160.92735290527344, 47.93098449707031)","(-42.329532623291016, 160.6041259765625, 47.8133430480957)",POINT (0.3838846832513809 0.2156554311513901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,32,77759824553,8709933734,1,1,"(0.39010176062583923, 0.28575941920280457)","(0.3746003210544586, 0.224562868475914)",1,1,2.754379272460937,2.580902099609375,"(-76.80006408691406, -47.883941650390625, 576.2634887695312)","(-16.13292694091797, -53.16600799560547, 576.669189453125)","(-39.59225845336914, 147.962158203125, 43.21206283569336)","(-44.94842529296875, 159.13890075683594, 47.280067443847656)",POINT (0.3823510408401489 0.2551611438393593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,43,32,77759841221,8709950401,1,1,"(0.3940321207046509, 0.27878275513648987)","(0.38341277837753296, 0.22276923060417175)",1,1,2.752182006835937,2.596786499023437,"(-76.83098602294922, -47.98462677001953, 576.46630859375)","(-16.166244506835938, -53.20185089111328, 576.9718627929688)","(-38.23422622680664, 149.23635864257812, 43.675838470458984)","(-41.90348815917969, 159.4664764404297, 47.39931106567383)",POINT (0.3887224495410919 0.2507759928703308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,43,32,77759857889,8709967069,1,1,"(0.3974146544933319, 0.22046734392642975)","(0.3832285404205322, 0.2242453694343567)",1,1,2.6558380126953125,2.572982788085937,"(-76.84097290039062, -48.063804626464844, 576.7197875976562)","(-16.173809051513672, -53.24091339111328, 577.211181640625)","(-37.06547927856445, 159.88690185546875, 47.552268981933594)","(-41.967159271240234, 159.1968994140625, 47.301143646240234)",POINT (0.3903215974569321 0.2223563566803932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,32,77759874555,8709983734,1,1,"(0.389966756105423, 0.24163435399532318)","(0.3836507499217987, 0.21903829276561737)",1,1,2.6506500244140625,2.5655059814453125,"(-76.83126068115234, -48.120975494384766, 577.0731811523438)","(-16.14297866821289, -53.256683349609375, 577.2593383789062)","(-39.638919830322266, 156.02102661132812, 46.14521408081055)","(-41.82126998901367, 160.1479034423828, 47.64726257324219)",POINT (0.3868087530136108 0.2303363233804703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,32,77759891222,8710000401,1,1,"(0.3952808380126953, 0.28809189796447754)","(0.3853778541088104, 0.2407136708498001)",1,1,2.7410888671875,2.6099853515625,"(-76.80216979980469, -48.19810485839844, 577.3851928710938)","(-16.100339889526367, -53.27849578857422, 577.3997192382812)","(-37.80276870727539, 147.53616333007812, 43.0570068359375)","(-41.22450637817383, 156.18917846679688, 46.2064094543457)",POINT (0.3903293460607529 0.2644027844071388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,43,32,77759907893,8710017071,1,1,"(0.3855397701263428, 0.2001355141401291)","(0.38203760981559753, 0.21501901745796204)",1,1,2.6165771484375,2.565658569335937,"(-76.75221252441406, -48.25556182861328, 577.7486572265625)","(-16.050006866455078, -53.315330505371094, 577.9109497070312)","(-41.16856002807617, 163.60025024414062, 48.90382385253906)","(-42.37864303588867, 160.88197326660156, 47.91445541381836)",POINT (0.3837886899709702 0.2075772657990456),,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,43,32,77759924560,8710033738,1,1,"(0.38454535603523254, 0.21042709052562714)","(0.39120104908943176, 0.2360607236623764)",1,1,2.616806030273437,2.6027984619140625,"(-76.68585205078125, -48.289390563964844, 578.1575927734375)","(-16.008947372436523, -53.34109115600586, 578.3297119140625)","(-41.512149810791016, 161.72064208984375, 48.21969223022461)","(-39.21244812011719, 157.0389862060547, 46.51573181152344)",POINT (0.3878732025623322 0.2232439070940018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,32,77759941228,8710050405,1,1,"(0.3941764831542969, 0.22728440165519714)","(0.38002264499664307, 0.24285279214382172)",1,1,2.60601806640625,2.5833892822265625,"(-76.61254119873047, -48.27014923095703, 578.5465087890625)","(-15.907767295837402, -53.31934356689453, 578.491943359375)","(-38.184356689453125, 158.64186096191406, 47.09913635253906)","(-43.07485580444336, 155.7985076904297, 46.064208984375)",POINT (0.38709956407547 0.2350685968995094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,32,77759957894,8710067071,1,1,"(0.3943299353122711, 0.3094985783100128)","(0.38455283641815186, 0.21804536879062653)",1,1,2.74188232421875,2.5358428955078125,"(-76.53594970703125, -48.22351837158203, 579.0521240234375)","(-15.828800201416016, -53.27459716796875, 578.8668212890625)","(-38.13132858276367, 143.62652587890625, 41.63399124145508)","(-41.50956344604492, 160.32923889160156, 47.713287353515625)",POINT (0.3894413858652115 0.2637719735503197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,43,32,77759974562,8710083738,1,1,"(0.39546531438827515, 0.2552722692489624)","(0.39588841795921326, 0.2389708310365677)",1,1,2.659454345703125,2.57708740234375,"(-76.4484634399414, -48.08641052246094, 579.5512084960938)","(-15.766252517700195, -53.17634582519531, 579.3993530273438)","(-37.73902893066406, 153.53024291992188, 45.2386474609375)","(-37.59284591674805, 156.5074920654297, 46.32231521606445)",POINT (0.3956768661737442 0.247121550142765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,43,32,77759991231,8710100407,1,1,"(0.38967350125312805, 0.2382192462682724)","(0.3838809132575989, 0.21568888425827026)",1,1,2.608489990234375,2.5470428466796875,"(-76.37239074707031, -47.91068649291992, 580.076416015625)","(-15.65820598602295, -52.99284362792969, 579.5809326171875)","(-39.74026107788086, 156.64476013183594, 46.372215270996094)","(-41.741729736328125, 160.75962829589844, 47.869911193847656)",POINT (0.3867772072553635 0.2269540652632713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
