,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,34,23,70308225601,687291130,1,1,"(0.4638403058052063, 0.5548610091209412)","(0.4889703691005707, 0.5741662979125977)",1,1,2.468109130859375,2.539459228515625,"(-28.167301177978516, -45.401302337646484, 736.3604736328125)","(36.31901550292969, -42.213600158691406, 736.1544189453125)","(-12.259937286376953, 99.05227661132812, 25.41031837463379)","(-3.5514495372772217, 95.5161361694336, 24.123218536376953)",POINT (0.4764053374528885 0.5645136535167694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,23,70308242268,687307797,1,1,"(0.4549850523471832, 0.5548948645591736)","(0.4923996031284332, 0.5576303005218506)",1,1,2.437957763671875,2.5355224609375,"(-28.203102111816406, -45.37775802612305, 736.327392578125)","(36.282135009765625, -42.20427703857422, 736.1435546875)","(-15.32860279083252, 99.04607391357422, 25.408065795898438)","(-2.3630902767181396, 98.5450210571289, 25.225675582885742)",POINT (0.4736923277378082 0.5562625825405121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,23,70308258936,687324464,1,1,"(0.4622211754322052, 0.5427972674369812)","(0.481327623128891, 0.5867388248443604)",1,1,2.47308349609375,2.5369873046875,"(-28.249170303344727, -45.390037536621094, 736.24853515625)","(36.246795654296875, -42.23407745361328, 736.1769409179688)","(-12.821035385131836, 101.26203155517578, 26.214561462402344)","(-6.199930191040039, 93.21318054199219, 23.285053253173828)",POINT (0.4717743992805481 0.5647680461406708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,23,70308275607,687341135,1,1,"(0.46539509296417236, 0.5495781898498535)","(0.479683518409729, 0.6100559830665588)",1,1,2.464508056640625,2.5758056640625,"(-28.27539825439453, -45.35797119140625, 736.3062133789062)","(36.22431182861328, -42.212799072265625, 736.2396240234375)","(-11.721146583557129, 100.01992797851562, 25.762531280517578)","(-6.769680500030518, 88.94213104248047, 21.730518341064453)",POINT (0.4725393056869507 0.5798170864582062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,23,70308292275,687357802,1,1,"(0.46164000034332275, 0.5381794571876526)","(0.4952203929424286, 0.5716899037361145)",1,1,2.452117919921875,2.599517822265625,"(-28.295305252075195, -45.360897064208984, 736.3043212890625)","(36.206092834472656, -42.21570587158203, 736.2412109375)","(-13.022421836853027, 102.10786437988281, 26.52246856689453)","(-1.3855699300765991, 95.96971893310547, 24.288314819335938)",POINT (0.4784301966428757 0.5549346804618835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,23,70308308942,687374469,1,1,"(0.4622492790222168, 0.579693615436554)","(0.4780372083187103, 0.5904951691627502)",1,1,2.5239715576171875,2.587997436523437,"(-28.302274703979492, -45.336936950683594, 736.3038330078125)","(36.196109771728516, -42.19160842895508, 736.2125854492188)","(-12.811285972595215, 94.50365447998047, 23.754758834838867)","(-7.340172290802002, 92.52511596679688, 23.034645080566406)",POINT (0.4701432436704636 0.5850943922996521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,23,70308325609,687391135,1,1,"(0.47455427050590515, 0.549293577671051)","(0.4863753318786621, 0.5522879362106323)",1,1,2.468246459960937,2.5548248291015625,"(-28.299558639526367, -45.329498291015625, 736.3041381835938)","(36.201778411865234, -42.18638229370117, 736.2275390625)","(-8.547157287597656, 100.07209014892578, 25.781465530395508)","(-4.450733661651611, 99.52359771728516, 25.581880569458008)",POINT (0.4804648011922836 0.5507907569408417),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,23,70308342276,687407802,1,1,"(0.4633253812789917, 0.5215787887573242)","(0.48011165857315063, 0.5663695931434631)",1,1,2.47357177734375,2.54840087890625,"(-28.30313491821289, -45.3319206237793, 736.378662109375)","(36.19621658325195, -42.19147491455078, 736.2428588867188)","(-12.438379287719727, 105.14862823486328, 27.629207611083984)","(-6.621312141418457, 96.94425201416016, 24.643043518066406)",POINT (0.4717185199260712 0.5439741909503937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,23,70308358943,687424468,1,1,"(0.477028489112854, 0.5438179969787598)","(0.48848801851272583, 0.5441481471061707)",1,1,2.4917755126953125,2.5919952392578125,"(-28.316190719604492, -45.24939727783203, 736.34765625)","(36.16753387451172, -42.1077880859375, 736.2012329101562)","(-7.68975305557251, 101.0750503540039, 26.146530151367188)","(-3.7186057567596436, 101.01457214355469, 26.124513626098633)",POINT (0.4827582538127899 0.5439830720424652),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,23,70308375610,687441135,1,1,"(0.38943231105804443, 0.328463077545166)","(0.4250181019306183, 0.3729986846446991)",1,1,2.50665283203125,2.612030029296875,"(-28.454484939575195, -45.03395462036133, 736.7101440429688)","(35.942813873291016, -41.88951110839844, 736.4210205078125)","(-38.045013427734375, 140.52188110351562, 40.504005432128906)","(-25.71324348449707, 132.36424255371094, 37.53483963012695)",POINT (0.4072252064943314 0.3507308810949326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
