,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,13,18,407221595038,1378461170,1,1,"(0.5589819550514221, 0.11278712749481201)","(0.5582271218299866, 0.13571123778820038)",1,1,2.59014892578125,2.5880889892578125,"(-62.65415573120117, -3.878854274749756, 583.1770629882812)","(-1.59116530418396, -8.115549087524414, 575.7962646484375)","(18.760101318359375, 179.5532684326172, 54.71025085449219)","(18.499290466308594, 175.36648559570312, 53.186397552490234)",POINT (0.5586045384407043 0.1242491826415062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,18,407221611706,1378477837,1,1,"(0.5568810701370239, 0.11792052537202835)","(0.5530670285224915, 0.1400715410709381)",1,1,2.5879364013671875,2.588973999023437,"(-62.347084045410156, -3.8321547508239746, 583.33349609375)","(-1.2644422054290771, -8.12663459777832, 576.2119140625)","(18.034191131591797, 178.61575317382812, 54.36897277832031)","(16.716337203979492, 174.5701446533203, 52.89654541015625)",POINT (0.5549740493297577 0.1289960332214832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,18,407221628372,1378494503,1,1,"(0.5574288964271545, 0.11549268662929535)","(0.5602971911430359, 0.1431942582130432)",1,1,2.580322265625,2.58837890625,"(-62.07441711425781, -3.7761142253875732, 583.6843872070312)","(-0.9760341644287109, -8.130682945251465, 576.378662109375)","(18.223493576049805, 179.0591278076172, 54.5304069519043)","(19.214542388916016, 173.99981689453125, 52.68896484375)",POINT (0.5588630437850952 0.1293434724211693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,18,407221645042,1378511172,1,1,"(0.54972243309021, 0.11791133880615234)","(0.5510388016700745, 0.13737758994102478)",1,1,2.570098876953125,2.577728271484375,"(-61.80328369140625, -3.723365545272827, 583.8994140625)","(-0.7061147689819336, -8.12753677368164, 577.005615234375)","(15.560714721679688, 178.6173858642578, 54.3696174621582)","(16.01555061340332, 175.06214904785156, 53.07563400268555)",POINT (0.5503806173801422 0.1276444643735886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,18,407221661709,1378527839,1,1,"(0.55147385597229, 0.11224377900362015)","(0.5477516055107117, 0.14497706294059753)",1,1,2.577667236328125,2.569442749023437,"(-61.532737731933594, -3.6640660762786865, 584.240478515625)","(-0.4067572057247162, -8.114752769470215, 577.4307861328125)","(16.165864944458008, 179.65249633789062, 54.746395111083984)","(14.879727363586426, 173.67422485351562, 52.570438385009766)",POINT (0.5496127307415009 0.1286104209721088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,18,407221678376,1378544506,1,1,"(0.5494077205657959, 0.11904549598693848)","(0.5552458167076111, 0.14303500950336456)",1,1,2.56549072265625,2.572616577148437,"(-61.23209762573242, -3.5802700519561768, 584.5392456054688)","(-0.10444008558988571, -8.098756790161133, 577.8191528320312)","(15.451967239379883, 178.4102783203125, 54.294219970703125)","(17.469152450561523, 174.02890014648438, 52.69953536987305)",POINT (0.5523267686367035 0.1310402527451515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,18,407221695043,1378561172,1,1,"(0.5492440462112427, 0.12199141830205917)","(0.5548760294914246, 0.13874226808547974)",1,1,2.552963256835937,2.572052001953125,"(-60.92833709716797, -3.502884864807129, 584.9042358398438)","(0.21376235783100128, -8.056774139404297, 578.3652954101562)","(15.395402908325195, 177.8722381591797, 54.098392486572266)","(17.341405868530273, 174.8129119873047, 52.98489761352539)",POINT (0.5520600378513336 0.1303668431937694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,18,407221711709,1378577838,1,1,"(0.5488999485969543, 0.13006208837032318)","(0.5530263185501099, 0.1592121571302414)",1,1,2.5482940673828125,2.562850952148437,"(-60.61463165283203, -3.4174599647521973, 585.4664306640625)","(0.5731683373451233, -8.042725563049316, 579.0045166015625)","(15.276532173156738, 176.39822387695312, 53.561912536621094)","(16.70227813720703, 171.07435607910156, 51.62416458129883)",POINT (0.5509631335735321 0.1446371227502823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,18,407221728377,1378594505,1,1,"(0.5334280729293823, 0.26891815662384033)","(0.5283536314964294, 0.21644936501979828)",1,1,2.324859619140625,2.4527587890625,"(-60.2149658203125, -3.2465343475341797, 586.2862548828125)","(0.9625600576400757, -8.011216163635254, 579.82177734375)","(9.930595397949219, 151.03799438476562, 44.331546783447266)","(8.177245140075684, 160.6207275390625, 47.819400787353516)",POINT (0.5308908522129059 0.2426837608218193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,13,18,407221811723,1378677849,1,1,"(0.5438579320907593, 0.12157798558473587)","(0.5432100892066956, 0.17914170026779175)",1,1,2.5028076171875,2.4812164306640625,"(-58.50807189941406, -2.6637754440307617, 588.7487182617188)","(2.7739458084106445, -7.677756309509277, 583.3048095703125)","(13.53436279296875, 177.94773864746094, 54.12588119506836)","(13.310521125793457, 167.43447875976562, 50.29937744140625)",POINT (0.5435340106487274 0.1503598429262638),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
