,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,26,30,2221940796,2384349598,1,1,"(0.4888474941253662, 0.5235459804534912)","(0.4826957881450653, 0.535789966583252)",1,1,3.7086029052734375,3.478546142578125,"(-74.16255950927734, -15.394912719726562, 621.185546875)","(-9.782257080078125, -22.532222747802734, 625.993408203125)","(-3.594022750854492, 104.7883071899414, 27.498044967651367)","(-5.725801944732666, 102.5455551147461, 26.681732177734375)",POINT (0.4857716411352158 0.5296679735183716),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2221957463,2384366265,1,1,"(0.487605482339859, 0.528710126876831)","(0.4850723445415497, 0.5296221375465393)",1,1,3.724365234375,3.464996337890625,"(-74.22024536132812, -15.405315399169922, 621.2926025390625)","(-9.830511093139648, -22.523880004882812, 625.7755126953125)","(-4.0244293212890625, 103.8423843383789, 27.153749465942383)","(-4.902260780334473, 103.67532348632812, 27.092975616455078)",POINT (0.4863389134407044 0.5291661322116852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2221974138,2384382939,1,1,"(0.4901689887046814, 0.525877833366394)","(0.4831891357898712, 0.5222116708755493)",1,1,3.72760009765625,3.4769744873046875,"(-74.27685546875, -15.398923873901367, 621.202880859375)","(-9.89582633972168, -22.506322860717773, 625.9575805664062)","(-3.1360702514648438, 104.36116790771484, 27.342567443847656)","(-5.554844856262207, 105.03270721435547, 27.58700180053711)",POINT (0.4866790622472763 0.5240447521209717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2221990805,2384399606,1,1,"(0.489299476146698, 0.5272086262702942)","(0.4886947572231293, 0.5157797932624817)",1,1,3.753921508789064,3.480453491210937,"(-74.3750991821289, -15.39506721496582, 621.2236938476562)","(-9.984930038452148, -22.483978271484375, 626.0951538085938)","(-3.4374027252197266, 104.1174087524414, 27.25387191772461)","(-3.6469454765319824, 106.21083068847656, 28.01582145690918)",POINT (0.4889971166849136 0.5214942097663879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2222007473,2384416273,1,1,"(0.4846048653125763, 0.521770715713501)","(0.4785742163658142, 0.5175928473472595)",1,1,3.761688232421875,3.49456787109375,"(-74.45881652832031, -15.410099029541016, 621.248291015625)","(-10.053733825683594, -22.474533081054688, 625.616455078125)","(-5.064249038696289, 105.11347961425781, 27.616409301757812)","(-7.1540846824646, 105.87873840332031, 27.894914627075195)",POINT (0.4815895408391952 0.5196817815303802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2222024140,2384432940,1,1,"(0.49147725105285645, 0.5195620656013489)","(0.48004427552223206, 0.5050605535507202)",1,1,3.7516937255859375,3.4668426513671875,"(-74.53390502929688, -15.446475982666016, 621.099365234375)","(-10.143356323242188, -22.476282119750977, 626.0794677734375)","(-2.6827168464660645, 105.51805114746094, 27.763647079467773)","(-6.644660472869873, 108.17430877685547, 28.73044776916504)",POINT (0.4857607632875442 0.5123113095760345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2222040807,2384449606,1,1,"(0.4922020137310028, 0.5072601437568665)","(0.48174265027046204, 0.5098756551742554)",1,1,3.75665283203125,3.5050811767578125,"(-74.60953521728516, -15.443089485168457, 621.3230590820312)","(-10.20108413696289, -22.448610305786133, 625.9586181640625)","(-2.4315552711486816, 107.77139282226562, 28.58382225036621)","(-6.056102275848389, 107.29232025146484, 28.4094181060791)",POINT (0.4869723320007324 0.5085678994655609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2222057474,2384466273,1,1,"(0.49002113938331604, 0.4625130593776703)","(0.48255741596221924, 0.48242422938346863)",1,1,3.758697509765625,3.5094757080078125,"(-74.62599182128906, -15.446796417236328, 621.3958129882812)","(-10.241353988647461, -22.408018112182617, 625.8162841796875)","(-3.187319278717041, 115.9677734375, 31.567045211791992)","(-5.7737531661987305, 112.32062530517578, 30.239564895629883)",POINT (0.4862892776727676 0.4724686443805695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2222074142,2384482940,1,1,"(0.4874321222305298, 0.47853884100914)","(0.48349955677986145, 0.48618176579475403)",1,1,3.774490356445313,3.5115203857421875,"(-74.62767028808594, -15.457799911499023, 621.439453125)","(-10.233009338378906, -22.40450096130371, 625.8062744140625)","(-4.084502220153809, 113.03233337402344, 30.498577117919922)","(-5.44728946685791, 111.63235473632812, 29.98908805847168)",POINT (0.4854658395051956 0.482360303401947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2222090809,2384499607,1,1,"(0.49552926421165466, 0.46790292859077454)","(0.4846084713935852, 0.4919950067996979)",1,1,3.767608642578125,3.5185089111328125,"(-74.5976333618164, -15.429278373718262, 621.3804931640625)","(-10.209636688232422, -22.389400482177734, 625.9043579101562)","(-1.2785574197769165, 114.98051452636719, 31.207693099975586)","(-5.063002109527588, 110.5675277709961, 29.601531982421875)",POINT (0.4900688678026199 0.4799489676952362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2222107480,2384516277,1,1,"(0.4961172342300415, 0.48035889863967896)","(0.4878295063972473, 0.49353188276290894)",1,1,3.7708892822265625,3.4990386962890625,"(-74.5390625, -15.380882263183594, 621.3719482421875)","(-10.164712905883789, -22.35995864868164, 625.970703125)","(-1.0748023986816406, 112.69892120361328, 30.377302169799805)","(-3.946782350540161, 110.2860107421875, 29.499065399169922)",POINT (0.4919733703136444 0.486945390701294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2222124146,2384532943,1,1,"(0.49070462584495544, 0.4700298011302948)","(0.48365500569343567, 0.49242421984672546)",1,1,3.752395629882813,3.4814910888671875,"(-74.49877166748047, -15.36093807220459, 621.4691162109375)","(-10.115389823913574, -22.32805633544922, 625.9287109375)","(-2.9504482746124268, 114.59092712402344, 31.065900802612305)","(-5.393415451049805, 110.48892211914062, 29.572874069213867)",POINT (0.4871798157691956 0.4812270104885101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,30,2222140814,2384549610,1,1,"(0.4895511567592621, 0.4624933898448944)","(0.48398083448410034, 0.4876299798488617)",1,1,3.736984252929688,3.483001708984375,"(-74.47683715820312, -15.343740463256836, 621.5180053710938)","(-10.08475112915039, -22.302894592285156, 625.9080200195312)","(-3.350186347961426, 115.97138214111328, 31.568359375)","(-5.280494689941406, 111.3670883178711, 29.89249610900879)",POINT (0.4867659956216812 0.475061684846878),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
