,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,22,23,332445911772,2107704372,1,1,"(0.4776604473590851, 0.663224995136261)","(0.49849608540534973, 0.6832560896873474)",1,1,3.62158203125,3.5740509033203125,"(-21.851520538330078, -19.589113235473633, 631.7763061523438)","(39.414127349853516, -18.010147094726562, 637.51123046875)","(-9.338539123535156, 79.02306365966797, 18.120267868041992)","(-2.139286756515503, 75.36465454101562, 16.78873634338379)",POINT (0.4880782663822174 0.6732405424118042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,22,23,332445928440,2107721039,1,1,"(0.48255401849746704, 0.6708851456642151)","(0.5032119750976562, 0.6784996390342712)",1,1,3.633865356445313,3.578521728515625,"(-21.76954460144043, -19.55408477783203, 631.7154541015625)","(39.488868713378906, -18.006668090820312, 637.514404296875)","(-7.64767599105835, 77.62405395507812, 17.611045837402344)","(-0.5098410248756409, 76.2333755493164, 17.10488510131836)",POINT (0.4928829967975616 0.6746923923492432),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,22,23,332445945107,2107737706,1,1,"(0.48394298553466797, 0.6682139039039612)","(0.5076631307601929, 0.6841756105422974)",1,1,3.633743286132813,3.5949249267578125,"(-21.708538055419922, -19.560754776000977, 631.9190673828125)","(39.555763244628906, -18.0212459564209, 637.5283813476562)","(-7.16776180267334, 78.1119155883789, 17.788637161254883)","(1.0281620025634766, 75.19673156738281, 16.727558135986328)",POINT (0.4958030581474304 0.6761947572231293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,22,23,332445961774,2107754372,1,1,"(0.4845402240753174, 0.6543452143669128)","(0.5019063353538513, 0.6829306483268738)",1,1,3.647064208984375,3.5803680419921875,"(-21.652088165283203, -19.55134391784668, 631.933349609375)","(39.619667053222656, -18.026548385620117, 637.5882568359375)","(-6.9613938331604, 80.64485931396484, 18.710512161254883)","(-0.9609719514846802, 75.42408752441406, 16.810346603393555)",POINT (0.4932232797145844 0.6686379313468933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,22,23,332445978441,2107771039,1,1,"(0.47872194647789, 0.6565263271331787)","(0.4942737817764282, 0.6811044216156006)",1,1,3.615936279296875,3.5777740478515625,"(-21.613719940185547, -19.557445526123047, 631.8033447265625)","(39.65068054199219, -18.03414535522461, 637.5394287109375)","(-8.971756935119629, 80.24650573730469, 18.565536499023438)","(-3.5981929302215576, 75.75759887695312, 16.931791305541992)",POINT (0.4864978641271591 0.6688153743743896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,22,23,332445995108,2107787706,1,1,"(0.48581406474113464, 0.6633642315864563)","(0.49526047706604004, 0.6895043849945068)",1,1,3.655487060546875,3.569091796875,"(-21.589111328125, -19.53778648376465, 631.771728515625)","(39.68605041503906, -18.02962303161621, 637.5347900390625)","(-6.521247386932373, 78.99763488769531, 18.11098289489746)","(-3.2572755813598633, 74.22348022460938, 16.373394012451172)",POINT (0.4905372709035873 0.6764343082904816),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,22,23,332446011775,2107804372,1,1,"(0.4956192076206207, 0.4550206959247589)","(0.5157800316810608, 0.5330392122268677)",1,1,3.736572265625,3.614501953125,"(-21.485130310058594, -19.267427444458008, 632.0213623046875)","(39.67218780517578, -17.777542114257812, 637.7867431640625)","(-3.1333441734313965, 117.048828125, 31.960540771484375)","(3.8327572345733643, 102.7997817993164, 26.774280548095703)",POINT (0.5056996196508408 0.4940299540758133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,23,332446028447,2107821043,1,1,"(0.5138652324676514, 0.324492484331131)","(0.5214979648590088, 0.3952481746673584)",1,1,3.7067718505859375,3.586166381835937,"(-21.417308807373047, -19.009868621826172, 632.1578979492188)","(39.61104965209961, -17.515029907226562, 637.9191284179688)","(3.1711301803588867, 140.88809204101562, 40.637264251708984)","(5.808435916900635, 127.96550750732422, 35.93384552001953)",POINT (0.5176815986633301 0.3598703294992447),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,23,332446045114,2107837710,1,1,"(0.5194072723388672, 0.2986412048339844)","(0.5183905363082886, 0.3891238868236542)",1,1,3.7193450927734375,3.5858612060546875,"(-21.476238250732422, -19.024890899658203, 632.2313232421875)","(39.62938690185547, -17.518924713134766, 637.73681640625)","(5.086054801940918, 145.60948181152344, 42.355709075927734)","(4.734721660614014, 129.08401489257812, 36.340972900390625)",POINT (0.5188989043235779 0.3438825458288193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,23,332446061782,2107854377,1,1,"(0.5186633467674255, 0.30731433629989624)","(0.5132390260696411, 0.3882887065410614)",1,1,3.695266723632813,3.573638916015625,"(-21.49744987487793, -19.02404022216797, 632.0748291015625)","(39.65288543701172, -17.512020111083984, 637.7672119140625)","(4.828985214233398, 144.02545166015625, 41.7791748046875)","(2.9547526836395264, 129.23655700683594, 36.396446228027344)",POINT (0.5159511864185333 0.3478015214204788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,23,332446078449,2107871043,1,1,"(0.5123593211174011, 0.29249751567840576)","(0.5133163928985596, 0.38664257526397705)",1,1,3.6844329833984375,3.577362060546875,"(-21.52073860168457, -19.029083251953125, 632.0291748046875)","(39.64155578613281, -17.515846252441406, 637.7232666015625)","(2.650801420211792, 146.73153686523438, 42.7641487121582)","(2.9815001487731934, 129.5371856689453, 36.50590515136719)",POINT (0.5128378570079803 0.3395700454711914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,23,332446095116,2107887710,1,1,"(0.5123938322067261, 0.2909711003303528)","(0.515330970287323, 0.3887409269809723)",1,1,3.682464599609375,3.5564422607421875,"(-21.55597496032715, -19.026653289794922, 631.9605712890625)","(39.632869720458984, -17.500022888183594, 637.8261108398438)","(2.662734031677246, 147.01031494140625, 42.86559295654297)","(3.6775922775268555, 129.1539764404297, 36.36636734008789)",POINT (0.5138624012470245 0.3398560136556625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
