,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,afunc.1,const.1,-----------.1,std::vector<int>.1,inputList.1,-----------.2,-----------.3,std::unordered_map.1,int.2,int.3,Map.1,for.1,int.4,number.1,-----------.4,inputList.2,-----------.5,number.2,++.1,-----------.6,int.5,result2.1,=.1,inputList.3,0.1,-----------.7,int.6,result1.1,=.2,Map.2,inputList.4,0.2, .1,-----------.8,-----------.9,for.2,const.2,auto.1,entry.1,-----------.10,Map.3,if.1,second.1,>.12,result1.2,result2.2,=.3,entry.2,first.1,result1.3,=.4,entry.3,second.2,-----------.13,-----------.14,return.1,result2.3,-----------.15,question,code,choices
0,32,14,576769790970,1794941777,1,1,"(0.35228994488716125, 0.14311981201171875)","(0.3855360448360443, 0.11491657793521881)",1,1,3.0010223388671875,2.92840576171875,"(-56.8332405090332, -16.414186477661133, 662.2473754882812)","(4.382246494293213, -13.401337623596191, 660.730224609375)","(-52.65721130371094, 174.01341247558594, 52.69390869140625)","(-41.169837951660156, 179.1643524169922, 54.568702697753906)",POINT (0.3689129948616028 0.1290181949734688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,14,576769807637,1794958444,1,1,"(0.36149534583091736, 0.17921334505081177)","(0.379429429769516, 0.10984885692596436)",1,1,3.082748413085937,2.9100799560546875,"(-56.87140655517578, -16.43149757385254, 662.3638305664062)","(4.365869522094727, -13.41589069366455, 660.778564453125)","(-49.47650909423828, 167.42141723632812, 50.29460144042969)","(-43.27984619140625, 180.08990478515625, 54.905574798583984)",POINT (0.3704623878002167 0.1445311009883881),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,14,576769824304,1794975110,1,1,"(0.357614666223526, 0.16378965973854065)","(0.3851625919342041, 0.11618423461914062)",1,1,3.053085327148437,2.920928955078125,"(-56.91102600097656, -16.465070724487305, 662.4175415039062)","(4.329702377319336, -13.42987060546875, 660.7305908203125)","(-50.8173942565918, 170.23834228515625, 51.31987762451172)","(-41.298892974853516, 178.9328155517578, 54.484474182128906)",POINT (0.371388629078865 0.1399869471788406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,14,576769840971,1794991777,1,1,"(0.3621184527873993, 0.17242363095283508)","(0.3850642144680023, 0.11867532134056091)",1,1,3.092681884765625,2.916259765625,"(-56.931114196777344, -16.470966339111328, 662.3775024414062)","(4.301723003387451, -13.432641983032227, 660.6705322265625)","(-49.26121139526367, 168.66146850585938, 50.74592971801758)","(-41.33287811279297, 178.47789001464844, 54.318824768066406)",POINT (0.3735913336277008 0.145549476146698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,14,576769857639,1795008444,1,1,"(0.35157355666160583, 0.14181268215179443)","(0.38974565267562866, 0.09716840088367462)",1,1,3.0428009033203125,2.9115142822265625,"(-56.959251403808594, -16.49645233154297, 662.336181640625)","(4.264791488647461, -13.451131820678711, 660.6708984375)","(-52.90474319458008, 174.2521514892578, 52.780792236328125)","(-39.7153205871582, 182.40582275390625, 55.74850845336914)",POINT (0.3706596046686172 0.1194905415177345),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,14,576769874305,1795025110,1,1,"(0.35378414392471313, 0.13106068968772888)","(0.3888564705848694, 0.10196349769830704)",1,1,3.0457000732421875,2.8963775634765625,"(-56.97944259643555, -16.50027847290039, 662.1357421875)","(4.2468366622924805, -13.46017074584961, 660.586669921875)","(-52.14093017578125, 176.21583557128906, 53.49552917480469)","(-40.022560119628906, 181.53005981445312, 55.42973327636719)",POINT (0.3713203072547913 0.116512093693018),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,14,576769890973,1795041777,1,1,"(0.3579394817352295, 0.15933793783187866)","(0.3791605234146118, 0.09808443486690521)",1,1,3.080596923828125,2.903350830078125,"(-57.00447082519531, -16.520069122314453, 661.9348754882812)","(4.230957984924316, -13.464959144592285, 660.4061279296875)","(-50.705162048339844, 171.05137634277344, 51.6158447265625)","(-43.372745513916016, 182.23854064941406, 55.68757629394531)",POINT (0.3685500025749206 0.1287111863493919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,14,576769907640,1795058444,1,1,"(0.35581088066101074, 0.13035179674625397)","(0.37575215101242065, 0.1121143028140068)",1,1,3.0636138916015625,2.925888061523437,"(-57.05475997924805, -16.527027130126953, 661.9991455078125)","(4.214940071105957, -13.45917797088623, 660.28564453125)","(-51.44063949584961, 176.34532165527344, 53.54263687133789)","(-44.550411224365234, 179.6761474609375, 54.75499725341797)",POINT (0.3657815158367157 0.1212330497801304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,14,576769924310,1795075113,1,1,"(0.3611409664154053, 0.1672813594341278)","(0.37405848503112793, 0.12554089725017548)",1,1,3.095703125,2.925872802734375,"(-57.10919189453125, -16.541976928710938, 662.2232666015625)","(4.185322284698486, -13.458063125610352, 660.3222045898438)","(-49.598960876464844, 169.60061645507812, 51.087791442871094)","(-45.135643005371094, 177.22398376464844, 53.86244583129883)",POINT (0.3675997257232666 0.1464111283421516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,14,576769940977,1795091780,1,1,"(0.3566398322582245, 0.13007113337516785)","(0.3831261396408081, 0.10127247869968414)",1,1,3.0390167236328125,2.907562255859375,"(-57.139678955078125, -16.545276641845703, 662.3780517578125)","(4.150887489318848, -13.458223342895508, 660.322509765625)","(-51.15421676635742, 176.39657592773438, 53.561309814453125)","(-42.00252151489258, 181.65628051757812, 55.47565841674805)",POINT (0.3698829859495163 0.115671806037426),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
