,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,long.1,long.2,operate.1,int.1,n.1,switch.1,n.2,case.1,0.1,return.1,0.2,case.2,1.1,return.2,1.2,default.1,long.3,long.4,mystery1.1,=.1,0.3,long.5,long.6,mystery2.1,=.2,1.3,for.1,int.2,i.1,=.3,2.1,i.2,n.3,<=.1,++i.1,-----------.6,long.7,long.8,mystery3.1,=.4,mystery1.2,+.1,mystery2.2,mystery1.3,=.5,mystery2.3,mystery2.4,=.6,mystery3.2,-----------.8,return.3,mystery2.5,-----------.10,-----------.11,question,code,choices
0,52,24,417839814531,6784176386,1,1,"(0.31216397881507874, 0.4973750710487366)","(0.31011924147605896, 0.5650084614753723)",1,1,3.14947509765625,3.067245483398437,"(-89.72087097167969, -17.07402801513672, 702.6077880859375)","(-26.586349487304688, -18.399578094482422, 699.1473999023438)","(-64.82132720947266, 109.58207702636719, 29.242788314819336)","(-65.52989959716797, 97.19357299804688, 24.733776092529297)",POINT (0.3111416101455688 0.5311917662620544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,24,417839831190,6784193044,1,1,"(0.2799953818321228, 0.2665661573410034)","(0.2931637763977051, 0.24585914611816406)",1,1,3.2805938720703125,3.2134246826171875,"(-89.85240936279297, -17.123767852783203, 702.852783203125)","(-26.62126922607422, -18.457178115844727, 698.9288330078125)","(-75.96891784667969, 151.85963439941406, 44.630584716796875)","(-71.40559387207031, 155.65255737304688, 46.011112213134766)",POINT (0.2865795791149139 0.2562126517295837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,24,417839847857,6784209711,1,1,"(0.2596293091773987, 0.254243403673172)","(0.28230205178260803, 0.21180079877376556)",1,1,3.2689666748046875,3.24725341796875,"(-89.89141845703125, -17.153942108154297, 702.5596923828125)","(-26.67058563232422, -18.47978973388672, 698.6275634765625)","(-83.0265121459961, 154.11679077148438, 45.45216751098633)","(-75.16957092285156, 161.8910675048828, 48.28174591064453)",POINT (0.2709656804800034 0.2330221012234688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,24,417839864527,6784226381,1,1,"(0.2672590911388397, 0.25558140873908997)","(0.2949632704257965, 0.22381748259067535)",1,1,3.2480621337890625,3.227279663085937,"(-89.97262573242188, -17.195100784301758, 702.3964233398438)","(-26.75677490234375, -18.504995346069336, 698.620361328125)","(-80.38250732421875, 153.87171936035156, 45.36294174194336)","(-70.78199768066406, 159.68995666503906, 47.48060607910156)",POINT (0.2811111807823181 0.2396994456648827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,24,417839881195,6784243048,1,1,"(0.2735426723957062, 0.2483319193124771)","(0.294269323348999, 0.2481052130460739)",1,1,3.2630157470703125,3.211212158203125,"(-90.09435272216797, -17.259355545043945, 702.7564697265625)","(-26.8143310546875, -18.527742385864258, 698.99365234375)","(-78.20501708984375, 155.19961547851562, 45.84626388549805)","(-71.02247619628906, 155.24114990234375, 45.861351013183594)",POINT (0.2839059978723526 0.2482185661792755),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,24,417839897862,6784259715,1,1,"(0.26962223649024963, 0.25586557388305664)","(0.2855544984340668, 0.24533604085445404)",1,1,3.2499237060546875,3.2077789306640625,"(-90.10774993896484, -17.29714584350586, 702.27294921875)","(-26.871044158935547, -18.554243087768555, 698.7462768554688)","(-79.5635986328125, 153.8196563720703, 45.344032287597656)","(-74.04248046875, 155.7483673095703, 46.04600524902344)",POINT (0.2775883674621582 0.2506008073687553),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,24,417839914530,6784276381,1,1,"(0.27043959498405457, 0.22820012271404266)","(0.2878296375274658, 0.2337695062160492)",1,1,3.216888427734375,3.1977996826171875,"(-90.22981262207031, -17.328449249267578, 702.4639892578125)","(-26.944499969482422, -18.574026107788086, 698.4432373046875)","(-79.28034973144531, 158.88719177246094, 47.188392639160156)","(-73.25406646728516, 157.86703491210938, 46.81711196899414)",POINT (0.2791346162557602 0.2309848144650459),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,24,417839931197,6784293048,1,1,"(0.2838616967201233, 0.2515946924686432)","(0.2946242690086365, 0.24147890508174896)",1,1,3.2245025634765625,3.2061767578125,"(-90.33700561523438, -17.34869384765625, 702.772705078125)","(-27.029088973999023, -18.585994720458984, 698.814208984375)","(-74.62909698486328, 154.60195922851562, 45.62875747680664)","(-70.89947509765625, 156.45489501953125, 46.303131103515625)",POINT (0.2892429828643799 0.2465367987751961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,24,417839947864,6784309715,1,1,"(0.265950471162796, 0.2619398832321167)","(0.28700706362724304, 0.2329498678445816)",1,1,3.232406616210937,3.1873779296875,"(-90.34092712402344, -17.362873077392578, 702.3762817382812)","(-27.07250213623047, -18.589004516601562, 698.78369140625)","(-80.83599090576172, 152.70701599121094, 44.939056396484375)","(-73.53911590576172, 158.0171661376953, 46.87175369262695)",POINT (0.2764787673950195 0.2474448755383492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,24,417839964531,6784326381,1,1,"(0.39471128582954407, 0.2662118971347809)","(0.3868851959705353, 0.24345602095127106)",1,1,3.2502593994140625,3.2021026611328125,"(-90.09226989746094, -17.386568069458008, 702.7294311523438)","(-26.8435001373291, -18.619853973388672, 698.802490234375)","(-36.215667724609375, 151.92449951171875, 44.654273986816406)","(-38.92769241333008, 156.0927276611328, 46.17136764526367)",POINT (0.3907982409000397 0.254833959043026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,24,417839981198,6784343048,1,1,"(0.4759151339530945, 0.22249120473861694)","(0.4842073917388916, 0.21981997787952423)",1,1,3.221221923828125,3.140609741210937,"(-89.70487213134766, -17.32209014892578, 702.3309326171875)","(-26.58051300048828, -18.60616683959961, 698.95947265625)","(-8.075565338134766, 159.93287658691406, 47.56907272338867)","(-5.201990604400635, 160.4221649169922, 47.74717330932617)",POINT (0.480061262845993 0.2211555913090706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
