,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,54,12,436297831411,864219328,1,1,"(0.32008978724479675, 0.20939993858337402)","(0.3323511779308319, 0.30682137608528137)",1,1,2.85382080078125,2.8666229248046875,"(-54.92145538330078, -64.23395538330078, 711.2286376953125)","(10.585797309875488, -64.87548828125, 710.24169921875)","(-62.074737548828125, 162.33084106445312, 48.44182205200195)","(-57.825721740722656, 144.4860382080078, 41.94679641723633)",POINT (0.3262204825878143 0.2581106573343277),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,
0,54,12,436297848071,864235987,1,1,"(0.31977277994155884, 0.26468950510025024)","(0.3253367841243744, 0.30111536383628845)",1,1,2.893707275390625,2.856063842773437,"(-54.8968505859375, -64.2270278930664, 711.317138671875)","(10.623726844787598, -64.87600708007812, 710.2960815429688)","(-62.184608459472656, 152.203369140625, 44.75571060180664)","(-60.2564582824707, 145.5311737060547, 42.327293395996094)",POINT (0.3225547820329666 0.2829024344682694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,12,436297864745,864252661,1,1,"(0.32804566621780396, 0.3058865964412689)","(0.3302267789840698, 0.3260766565799713)",1,1,2.9237060546875,2.8805084228515625,"(-54.884864807128906, -64.23031616210938, 711.418701171875)","(10.646049499511719, -64.8894271850586, 710.3649291992188)","(-59.3177490234375, 144.65725708007812, 42.0091438293457)","(-58.56190490722656, 140.95901489257812, 40.663116455078125)",POINT (0.3291362226009369 0.3159816265106201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,12,436297881412,864269328,1,1,"(0.3251335918903351, 0.28720393776893616)","(0.32893916964530945, 0.2936144173145294)",1,1,2.864242553710937,2.8697662353515625,"(-54.883697509765625, -64.19926452636719, 711.4342041015625)","(10.649724960327148, -64.87300109863281, 710.378662109375)","(-60.32688522338867, 148.07937622070312, 43.254722595214844)","(-59.008094787597656, 146.9051513671875, 42.827354431152344)",POINT (0.3270363807678223 0.2904091775417328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,12,436297898071,864285986,1,1,"(0.31966933608055115, 0.2816707193851471)","(0.3259802460670471, 0.3101230263710022)",1,1,2.8833160400390625,2.8652801513671875,"(-54.88347625732422, -64.21328735351562, 711.5186767578125)","(10.65617561340332, -64.88662719726562, 710.3505859375)","(-62.2204475402832, 149.0928955078125, 43.62361145019531)","(-60.033477783203125, 143.88125610351562, 41.72673034667969)",POINT (0.3228247910737991 0.2958968728780746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,12,436297914751,864302666,1,1,"(0.33404603600502014, 0.2982598841190338)","(0.32869794964790344, 0.31710466742515564)",1,1,2.9080047607421875,2.878036499023437,"(-54.884185791015625, -64.2097396850586, 711.547119140625)","(10.660224914550781, -64.89276123046875, 710.4338989257812)","(-57.23839569091797, 146.05426025390625, 42.51759338378906)","(-59.091697692871094, 142.6024169921875, 41.26127243041992)",POINT (0.3313719928264618 0.3076822757720947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,12,436297931418,864319332,1,1,"(0.3323667347431183, 0.2988221049308777)","(0.3281518518924713, 0.30184775590896606)",1,1,2.936065673828125,2.8444366455078125,"(-54.903011322021484, -64.2280044555664, 711.3875732421875)","(10.631743431091309, -64.91585540771484, 710.3792724609375)","(-57.82033157348633, 145.95126342773438, 42.480159759521484)","(-59.280948638916016, 145.3970489501953, 42.278438568115234)",POINT (0.3302592933177948 0.3003349304199219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,12,436297948084,864335998,1,1,"(0.3289879560470581, 0.3044803738594055)","(0.3229385316371918, 0.3124326467514038)",1,1,2.8794097900390625,2.8442535400390625,"(-54.925899505615234, -64.2253189086914, 711.241455078125)","(10.597372055053711, -64.92417907714844, 710.380615234375)","(-58.9911994934082, 144.91482543945312, 42.1028938293457)","(-61.08755111694336, 143.4582061767578, 41.57272720336914)",POINT (0.3259632438421249 0.3084565103054047),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,12,436297964753,864352666,1,1,"(0.3342762589454651, 0.2730322778224945)","(0.3349860608577728, 0.3336848020553589)",1,1,2.9280242919921875,2.9073638916015625,"(-54.99565124511719, -64.26634216308594, 711.3709716796875)","(10.529004096984863, -64.95460510253906, 710.38232421875)","(-57.15861129760742, 150.6752166748047, 44.199520111083984)","(-56.912635803222656, 139.56541442871094, 40.15591049194336)",POINT (0.334631159901619 0.3033585399389267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,12,436297981419,864369332,1,1,"(0.32890933752059937, 0.2856413722038269)","(0.3298782408237457, 0.29975125193595886)",1,1,2.8803863525390625,2.874725341796875,"(-55.0719108581543, -64.28483581542969, 711.6556396484375)","(10.47049331665039, -64.94575500488281, 710.4959106445312)","(-59.0184440612793, 148.36558532714844, 43.358924865722656)","(-58.68268585205078, 145.78106689453125, 42.418190002441406)",POINT (0.3293937891721726 0.2926963120698929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
