,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,32,25,577873353613,2898471889,1,1,"(0.5373396277427673, 0.2910906970500946)","(0.5876830816268921, 0.2784731984138489)",1,1,3.04278564453125,2.853759765625,"(-38.84290313720703, -28.898151397705078, 688.6201782226562)","(22.558439254760742, -26.762977600097656, 688.0938720703125)","(11.282129287719727, 146.98849487304688, 42.85762023925781)","(28.677072525024414, 149.2928924560547, 43.69639205932617)",POINT (0.5625113546848297 0.2847819477319717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,25,577873370281,2898488556,1,1,"(0.5446297526359558, 0.3199610710144043)","(0.5894136428833008, 0.3047563433647156)",1,1,3.076568603515625,2.928817749023437,"(-38.901580810546875, -28.920936584472656, 688.652099609375)","(22.510555267333984, -26.78241539001465, 687.952880859375)","(13.801037788391113, 141.71566772460938, 40.93854522705078)","(29.275005340576172, 144.49264526367188, 41.9492301940918)",POINT (0.5670216977596283 0.3123587071895599),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,25,577873386947,2898505222,1,1,"(0.5510278940200806, 0.3113571107387543)","(0.5719195604324341, 0.31521451473236084)",1,1,3.039886474609375,2.944854736328125,"(-38.97935485839844, -28.948997497558594, 688.8276977539062)","(22.450855255126953, -26.81218719482422, 688.126953125)","(16.011768341064453, 143.287109375, 41.51042175292969)","(23.230375289916992, 142.58258056640625, 41.25404357910156)",POINT (0.5614737272262573 0.3132858127355576),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,25,577873403614,2898521889,1,1,"(0.5373004674911499, 0.32088354229927063)","(0.5890237092971802, 0.306500107049942)",1,1,3.0316619873046875,2.906982421875,"(-39.029266357421875, -28.970787048339844, 689.006591796875)","(22.387680053710938, -26.83182144165039, 688.4063720703125)","(11.268593788146973, 141.54721069335938, 40.8771858215332)","(29.140295028686523, 144.1741485595703, 41.83332824707031)",POINT (0.563162088394165 0.3136918246746063),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,25,577873420281,2898538555,1,1,"(0.5434905290603638, 0.31197431683540344)","(0.5807797908782959, 0.30296438932418823)",1,1,3.037094116210937,2.9116668701171875,"(-39.09571075439453, -28.99920082092285, 689.064697265625)","(22.307329177856445, -26.835758209228516, 688.0844116210938)","(13.407403945922852, 143.1743621826172, 41.46942901611328)","(26.291791915893555, 144.81993103027344, 42.068328857421875)",POINT (0.5621351599693298 0.3074693530797958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,25,577873436948,2898555222,1,1,"(0.5456331968307495, 0.31779465079307556)","(0.5743803977966309, 0.3178970515727997)",1,1,3.0514068603515625,2.929901123046875,"(-39.186370849609375, -29.014385223388672, 688.96142578125)","(22.232757568359375, -26.842742919921875, 688.2200927734375)","(14.147773742675781, 142.11134338378906, 41.08254623413086)","(24.080663681030273, 142.09263610839844, 41.075706481933594)",POINT (0.5600067973136902 0.3178458511829376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,25,577873453616,2898571889,1,1,"(0.5536125898361206, 0.3277214467525482)","(0.5902790427207947, 0.29169338941574097)",1,1,3.061141967773437,2.878646850585937,"(-39.251983642578125, -29.030397415161133, 689.0460205078125)","(22.17150115966797, -26.84862518310547, 688.74853515625)","(16.904830932617188, 140.29837036132812, 40.42262649536133)","(29.574033737182617, 146.87840270996094, 42.81757354736328)",POINT (0.5719458162784576 0.3097074180841446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,25,577873470282,2898588555,1,1,"(0.5400669574737549, 0.2986637055873871)","(0.5753528475761414, 0.31485849618911743)",1,1,3.0001983642578125,2.9141998291015625,"(-39.31195831298828, -29.046175003051758, 689.2896728515625)","(22.089914321899414, -26.831470489501953, 688.3478393554688)","(12.224502563476562, 145.60537719726562, 42.35421371459961)","(24.41663932800293, 142.64759826660156, 41.27770233154297)",POINT (0.5577099025249481 0.3067611008882523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,25,577873486956,2898605228,1,1,"(0.5468873977661133, 0.2929244637489319)","(0.5780404210090637, 0.3188450336456299)",1,1,2.98809814453125,2.9069366455078125,"(-39.401344299316406, -29.076717376708984, 689.450439453125)","(22.012248992919922, -26.831863403320312, 688.37890625)","(14.581127166748047, 146.653564453125, 42.735740661621094)","(25.345279693603516, 141.91952514648438, 41.012657165527344)",POINT (0.5624639093875885 0.3058847486972809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,25,577873503623,2898621895,1,1,"(0.5467543005943298, 0.29761627316474915)","(0.5830527544021606, 0.29943230748176575)",1,1,2.9756011962890625,2.8499908447265625,"(-39.469486236572266, -29.071083068847656, 689.3892822265625)","(21.95315170288086, -26.822555541992188, 688.8547973632812)","(14.535122871398926, 145.7966766357422, 42.42387390136719)","(27.077165603637695, 145.4650115966797, 42.30312728881836)",POINT (0.5649035274982452 0.2985242903232574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
