,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,5,13,65217159908,6993282018,1,1,"(0.5791018009185791, 0.243575781583786)","(0.5939542055130005, 0.20963041484355927)",1,1,2.4711456298828125,2.5667266845703125,"(-29.152273178100586, 6.2641401290893555, 678.0405883789062)","(35.903968811035156, 7.517519474029541, 675.1015625)","(25.712017059326172, 155.6664581298828, 46.016151428222656)","(30.843900680541992, 161.8661346435547, 48.27262878417969)",POINT (0.5865280032157898 0.2266030982136726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,5,13,65217176575,6993298685,1,1,"(0.5753668546676636, 0.23272551596164703)","(0.5886527895927429, 0.21077114343643188)",1,1,2.4918212890625,2.5573272705078125,"(-29.199737548828125, 6.288629055023193, 678.2657470703125)","(35.883087158203125, 7.585896015167236, 675.027587890625)","(24.421497344970703, 157.6481170654297, 46.73741149902344)","(29.01212501525879, 161.65777587890625, 48.19686508178711)",POINT (0.5820098221302032 0.2217483296990395),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,5,13,65217193248,6993315357,1,1,"(0.5749556422233582, 0.21459786593914032)","(0.5887578725814819, 0.22039932012557983)",1,1,2.4846343994140625,2.596420288085937,"(-29.221282958984375, 6.309248924255371, 678.4671630859375)","(35.88567352294922, 7.643577575683594, 675.0523681640625)","(24.279399871826172, 160.95889282226562, 47.94243621826172)","(29.048439025878906, 159.89932250976562, 47.55681610107422)",POINT (0.58185675740242 0.2174985930323601),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,5,13,65217209915,6993332024,1,1,"(0.5689007639884949, 0.22188420593738556)","(0.582396924495697, 0.18503504991531372)",1,1,2.509384155273437,2.58197021484375,"(-29.20370864868164, 6.3712053298950195, 678.3920288085938)","(35.890953063964844, 7.675802230834961, 675.0777587890625)","(22.187301635742188, 159.6281280517578, 47.45811080932617)","(26.850574493408203, 166.358154296875, 49.907596588134766)",POINT (0.575648844242096 0.2034596279263496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,5,13,65217226582,6993348691,1,1,"(0.5746639370918274, 0.2670210003852844)","(0.5955469012260437, 0.20030133426189423)",1,1,2.51947021484375,2.606185913085937,"(-29.18167495727539, 6.46309232711792, 678.24169921875)","(35.88563537597656, 7.742771148681641, 674.9766845703125)","(24.178619384765625, 151.38450622558594, 44.45762252807617)","(31.394210815429688, 163.5699462890625, 48.89283752441406)",POINT (0.5851054191589355 0.2336611673235893),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,5,13,65217243248,6993365357,1,1,"(0.586881697177887, 0.2664352357387543)","(0.5916295051574707, 0.2080138623714447)",1,1,2.572006225585937,2.6414947509765625,"(-29.141441345214844, 6.489056587219238, 677.8119506835938)","(35.92481994628906, 7.823600769042969, 675.149658203125)","(28.400165557861328, 151.491455078125, 44.49665451049805)","(30.040651321411133, 162.16136169433594, 48.3801383972168)",POINT (0.5892556011676788 0.2372245490550995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,5,13,65217259916,6993382024,1,1,"(0.5792635679244995, 0.23259466886520386)","(0.5955470204353333, 0.2154211550951004)",1,1,2.539291381835937,2.636688232421875,"(-29.105358123779297, 6.505530834197998, 677.7642822265625)","(35.95045471191406, 7.830390930175781, 674.8941650390625)","(25.767921447753906, 157.67202758789062, 46.746070861816406)","(31.394258499145508, 160.8085174560547, 47.88774108886719)",POINT (0.5874052941799164 0.2240079119801521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,5,13,65217276583,6993398691,1,1,"(0.579448401927948, 0.24710354208946228)","(0.5990844964981079, 0.2151697278022766)",1,1,2.579803466796875,2.644927978515625,"(-29.095516204833984, 6.506035804748535, 677.9688720703125)","(35.98375701904297, 7.769109725952148, 674.5870361328125)","(25.831775665283203, 155.0221405029297, 45.781700134277344)","(32.61655044555664, 160.8544464111328, 47.9044303894043)",POINT (0.589266449213028 0.2311366349458694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,5,13,65217293250,6993415357,1,1,"(0.5738970637321472, 0.2454141229391098)","(0.6035759449005127, 0.1787618100643158)",1,1,2.5555877685546875,2.626220703125,"(-29.08481216430664, 6.487057209014893, 677.9951171875)","(36.00661087036133, 7.6662726402282715, 674.2562866210938)","(23.91364860534668, 155.3306884765625, 45.894004821777344)","(34.168460845947266, 167.50387573242188, 50.32461166381836)",POINT (0.58873650431633 0.2120879665017128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,13,65217309917,6993432024,1,1,"(0.573737382888794, 0.22437617182731628)","(0.592598021030426, 0.21218223869800568)",1,1,2.5804443359375,2.6851043701171875,"(-29.072744369506836, 6.3635711669921875, 677.8948974609375)","(36.02206802368164, 7.624240875244141, 674.203857421875)","(23.858474731445312, 159.17300415039062, 47.29246139526367)","(30.375307083129883, 161.4000701904297, 48.10301971435547)",POINT (0.58316770195961 0.218279205262661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
