,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,22,5,332542234734,2204024403,1,1,"(0.5767690539360046, 0.4399413466453552)","(0.5753076076507568, 0.5369277000427246)",1,1,3.533187866210937,3.539154052734375,"(-137.02835083007812, -38.517066955566406, 581.427734375)","(-75.93144989013672, -43.970603942871094, 591.5551147460938)","(24.905982971191406, 119.80288696289062, 32.9628791809082)","(24.401033401489258, 102.089599609375, 26.515792846679688)",POINT (0.5760383307933807 0.4884345233440399),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,5,332542251406,2204041074,1,1,"(0.5738896727561951, 0.43820178508758545)","(0.5806966423988342, 0.5286522507667542)",1,1,3.528167724609375,3.5038604736328125,"(-137.01470947265625, -38.51066589355469, 581.3929443359375)","(-75.91716003417969, -43.9656867980957, 591.528564453125)","(23.91109275817871, 120.12059020996094, 33.07853317260742)","(26.2630558013916, 103.60099792480469, 27.065893173217773)",POINT (0.5772931575775146 0.4834270179271698),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,5,332542268073,2204057741,1,1,"(0.5730541944503784, 0.43802282214164734)","(0.5722474455833435, 0.5287474989891052)",1,1,3.505157470703125,3.518173217773437,"(-137.01068115234375, -38.51481628417969, 581.4134521484375)","(-75.92093658447266, -43.967185974121094, 591.6171875)","(23.622413635253906, 120.15328216552734, 33.090431213378906)","(23.34366226196289, 103.58361053466797, 27.059555053710938)",POINT (0.572650820016861 0.4833851605653763),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,5,332542284740,2204074407,1,1,"(0.5761627554893494, 0.4456258714199066)","(0.5775865912437439, 0.5287453532218933)",1,1,3.509994506835937,3.5054931640625,"(-137.00564575195312, -38.499488830566406, 581.4482421875)","(-75.90611267089844, -43.9482421875, 591.6005859375)","(24.696516036987305, 118.76467895507812, 32.584991455078125)","(25.18846893310547, 103.5840072631836, 27.05970001220703)",POINT (0.5768746733665466 0.4871856123209),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,5,332542301406,2204091073,1,1,"(0.5812410116195679, 0.452260285615921)","(0.5771993398666382, 0.532608151435852)",1,1,3.532211303710937,3.5196075439453125,"(-136.99710083007812, -38.48429870605469, 581.462646484375)","(-75.89723205566406, -43.93799591064453, 591.6221923828125)","(26.451162338256836, 117.5530014038086, 32.143978118896484)","(25.054656982421875, 102.8785171508789, 26.802902221679688)",POINT (0.579220175743103 0.4924342185258865),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,5,332542318075,2204107741,1,1,"(0.5762044191360474, 0.4322837293148041)","(0.5760559439659119, 0.5318508744239807)",1,1,3.510009765625,3.50830078125,"(-136.99627685546875, -38.47045135498047, 581.5352783203125)","(-75.885498046875, -43.91868591308594, 591.635009765625)","(24.71090316772461, 121.2014389038086, 33.47194290161133)","(24.659610748291016, 103.0168228149414, 26.85325050354004)",POINT (0.5761301815509796 0.4820673018693924),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,5,332542334741,2204124407,1,1,"(0.5743468403816223, 0.44083815813064575)","(0.5741970539093018, 0.5306264758110046)",1,1,3.5265350341796875,3.5157012939453125,"(-136.9656524658203, -38.45844268798828, 581.4981689453125)","(-75.86956787109375, -43.91254425048828, 591.6483154296875)","(24.06905746459961, 119.63908386230469, 32.903282165527344)","(24.01730728149414, 103.24044036865234, 26.934654235839844)",POINT (0.574271947145462 0.4857323169708252),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,5,332542351408,2204141073,1,1,"(0.5717499852180481, 0.4314081072807312)","(0.5735217332839966, 0.5280526876449585)",1,1,3.50811767578125,3.5019073486328125,"(-136.95779418945312, -38.44507598876953, 581.6145629882812)","(-75.85143280029297, -43.906742095947266, 591.6826171875)","(23.171785354614258, 121.36135864257812, 33.53011703491211)","(23.783966064453125, 103.71051025390625, 27.105728149414062)",POINT (0.5726358592510223 0.4797303974628448),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,5,332542368078,2204157743,1,1,"(0.5633305907249451, 0.4071953296661377)","(0.5762714147567749, 0.48652294278144836)",1,1,3.5211334228515625,3.5090789794921875,"(-136.94873046875, -38.293968200683594, 581.763671875)","(-75.87800598144531, -43.77616882324219, 591.8565673828125)","(20.262643814086914, 125.78350067138672, 35.13966751098633)","(24.73404312133789, 111.29535675048828, 29.866430282592773)",POINT (0.56980100274086 0.446859136223793),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,5,332542384747,2204174411,1,1,"(0.5569426417350769, 0.18172210454940796)","(0.5501448512077332, 0.24713832139968872)",1,1,3.5214385986328125,3.51092529296875,"(-136.88955688476562, -37.907466888427734, 582.1612548828125)","(-76.01658630371094, -43.41064453125, 592.0814819335938)","(18.055461883544922, 166.9632110595703, 50.12784194946289)","(15.706663131713867, 155.01580810546875, 45.77933883666992)",POINT (0.553543746471405 0.2144302129745483),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
