,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,8,3,344365918224,15032735192,1,1,"(0.8092097043991089, 0.12356918305158615)","(0.764509379863739, 0.12198203057050705)",1,1,3.317779541015625,3.126190185546875,"(-18.820493698120117, 7.487631797790527, 626.0032958984375)","(40.57077407836914, -0.5327708721160889, 630.6400146484375)","(107.4231948852539, 178.05255126953125, 54.164093017578125)","(91.93289947509766, 178.34329223632812, 54.26984786987305)",POINT (0.786859542131424 0.1227756068110466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,3,344365934891,15032751859,1,1,"(0.801684558391571, 0.1303502321243286)","(0.7531118988990784, 0.14537762105464935)",1,1,3.333236694335937,3.0901031494140625,"(-18.794509887695312, 7.522753715515137, 626.0694580078125)","(40.66288375854492, -0.497958779335022, 630.6288452148438)","(104.81546020507812, 176.81048583984375, 53.71193313598633)","(87.98324584960938, 174.05787658691406, 52.71012878417969)",POINT (0.7773982286453247 0.137863926589489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,3,344365951563,15032768530,1,1,"(0.8022108674049377, 0.11777946352958679)","(0.7495374083518982, 0.13311079144477844)",1,1,3.3215484619140625,3.078155517578125,"(-18.778812408447266, 7.520688533782959, 626.11376953125)","(40.730525970458984, -0.523075520992279, 630.5983276367188)","(104.99784088134766, 179.11306762695312, 54.550071716308594)","(86.74455261230469, 176.30479431152344, 53.52798080444336)",POINT (0.775874137878418 0.1254451274871826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,3,344365968229,15032785196,1,1,"(0.810070276260376, 0.12801110744476318)","(0.7490985989570618, 0.16077063977718353)",1,1,3.3401031494140625,3.0907745361328125,"(-18.756807327270508, 7.535068511962891, 625.8546142578125)","(40.76708221435547, -0.5081934928894043, 630.615966796875)","(107.72139739990234, 177.23892211914062, 53.867942810058594)","(86.5925064086914, 171.23834228515625, 51.6838264465332)",POINT (0.7795844376087189 0.1443908736109734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,3,344365984897,15032801863,1,1,"(0.8145649433135986, 0.12430861592292786)","(0.7523396611213684, 0.15883879363536835)",1,1,3.333465576171875,3.0988311767578125,"(-18.745220184326172, 7.525970935821533, 625.7470092773438)","(40.80484390258789, -0.5194494128227234, 630.5005493164062)","(109.27900695800781, 177.9171142578125, 54.11478042602539)","(87.71564483642578, 171.59217834472656, 51.812686920166016)",POINT (0.7834523022174835 0.1415737047791481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,3,344366001564,15032818530,1,1,"(0.8165687322616577, 0.12389259040355682)","(0.7456276416778564, 0.16953617334365845)",1,1,3.326904296875,3.087554931640625,"(-18.722652435302734, 7.530693054199219, 625.510009765625)","(40.865020751953125, -0.48344486951828003, 630.4490356445312)","(109.9733657836914, 177.99331665039062, 54.142520904541016)","(85.3896713256836, 169.6327362060547, 51.09947967529297)",POINT (0.7810981869697571 0.1467143818736076),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,3,344366018231,15032835196,1,1,"(0.8153730630874634, 0.12370859086513519)","(0.7450577616691589, 0.16379471123218536)",1,1,3.3316802978515625,3.078857421875,"(-18.71474838256836, 7.520682334899902, 625.4451904296875)","(40.888023376464844, -0.47614437341690063, 630.3133544921875)","(109.55901336669922, 178.02700805664062, 54.154815673828125)","(85.19219207763672, 170.68441772460938, 51.48222351074219)",POINT (0.7802154123783112 0.1437516510486603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,3,344366034898,15032851863,1,1,"(0.8179131150245667, 0.14248955249786377)","(0.7425481677055359, 0.18086104094982147)",1,1,3.3241729736328125,3.0830535888671875,"(-18.722576141357422, 7.514352321624756, 625.42333984375)","(40.896888732910156, -0.46507617831230164, 630.223876953125)","(110.43923950195312, 174.58689880371094, 52.90264892578125)","(84.3225326538086, 167.558349609375, 50.34444808959961)",POINT (0.7802306413650513 0.1616752967238426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,3,344366051565,15032868529,1,1,"(0.8026559352874756, 0.15657618641853333)","(0.7406216859817505, 0.16822606325149536)",1,1,3.3442840576171875,3.0827178955078125,"(-18.731155395507812, 7.505965709686279, 625.5533447265625)","(40.886619567871094, -0.4648798108100891, 630.1594848632812)","(105.15206146240234, 172.0066375732422, 51.96348571777344)","(83.65494537353516, 169.87271118164062, 51.18681716918945)",POINT (0.771638810634613 0.1624011248350143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,3,344366068232,15032885196,1,1,"(0.8056538701057434, 0.15347641706466675)","(0.739376425743103, 0.1599643975496292)",1,1,3.3184814453125,3.0759735107421875,"(-18.74985694885254, 7.511044502258301, 625.4873046875)","(40.88575744628906, -0.4543966054916382, 630.0704345703125)","(106.19097137451172, 172.5744171142578, 52.17017364501953)","(83.22342681884766, 171.38600158691406, 51.737632751464844)",POINT (0.7725151479244232 0.156720407307148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
