,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,2,6,168835618339,1533258650,1,1,"(0.4483118951320648, 0.2977920472621918)","(0.42648863792419434, 0.27945852279663086)",1,1,2.51153564453125,2.7744598388671875,"(-44.41184997558594, -31.318143844604492, 586.3524169921875)","(19.676469802856445, -37.24748229980469, 584.77978515625)","(-19.479188919067383, 145.76455688476562, 42.41218566894531)","(-27.019697189331055, 149.11294555664062, 43.630889892578125)",POINT (0.4374002665281296 0.2886252850294113),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,2,6,168835635006,1533275317,1,1,"(0.4490553140640259, 0.2906455099582672)","(0.428724467754364, 0.27657386660575867)",1,1,2.5083770751953125,2.762542724609375,"(-44.5657958984375, -31.34598159790039, 586.5332641601562)","(19.550460815429688, -37.233848571777344, 584.9195556640625)","(-19.222332000732422, 147.06979370117188, 42.8872184753418)","(-26.247146606445312, 149.63978576660156, 43.8226318359375)",POINT (0.438889890909195 0.2836096882820129),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,2,6,168835651674,1533291984,1,1,"(0.45149970054626465, 0.28771448135375977)","(0.430307537317276, 0.2748527526855469)",1,1,2.5064697265625,2.7493896484375,"(-44.673160552978516, -31.343229293823242, 586.3651733398438)","(19.430133819580078, -37.20216369628906, 584.679931640625)","(-18.377735137939453, 147.6051025390625, 43.082054138183594)","(-25.700153350830078, 149.95411682128906, 43.937068939208984)",POINT (0.4409036189317703 0.2812836170196533),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,2,6,168835668344,1533308654,1,1,"(0.45105311274528503, 0.2976832687854767)","(0.430527925491333, 0.26115894317626953)",1,1,2.5276641845703125,2.7495574951171875,"(-44.785057067871094, -31.352109909057617, 586.5703735351562)","(19.349838256835938, -37.19871520996094, 584.949462890625)","(-18.53204345703125, 145.78443908691406, 42.41939163208008)","(-25.6240177154541, 152.4551239013672, 44.84734344482422)",POINT (0.440790519118309 0.2794211059808731),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,2,6,168835685012,1533325321,1,1,"(0.45042920112609863, 0.29279452562332153)","(0.4242362380027771, 0.27949056029319763)",1,1,2.527587890625,2.776763916015625,"(-44.84773254394531, -31.333213806152344, 586.427001953125)","(19.279808044433594, -37.171226501464844, 584.783447265625)","(-18.74761962890625, 146.67730712890625, 42.74436569213867)","(-27.797943115234375, 149.1071014404297, 43.62873458862305)",POINT (0.4373327195644379 0.2861425429582596),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,2,6,168835701679,1533341988,1,1,"(0.4432426989078522, 0.2887766659259796)","(0.42957594990730286, 0.2661499083042145)",1,1,2.5220184326171875,2.74102783203125,"(-44.93370819091797, -31.33631134033203, 586.71435546875)","(19.216102600097656, -37.148704528808594, 584.86376953125)","(-21.230730056762695, 147.41111755371094, 43.01144790649414)","(-25.952943801879883, 151.5435791015625, 44.515541076660156)",POINT (0.4364093244075775 0.277463287115097),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,2,6,168835718346,1533358654,1,1,"(0.45117422938346863, 0.2845621705055237)","(0.4267486035823822, 0.2779417037963867)",1,1,2.511810302734375,2.748809814453125,"(-44.979225158691406, -31.33270263671875, 586.6392822265625)","(19.178176879882812, -37.125518798828125, 584.95166015625)","(-18.490196228027344, 148.1808319091797, 43.291622161865234)","(-26.929855346679688, 149.38998413085938, 43.7317008972168)",POINT (0.4389614164829254 0.2812519371509552),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,2,6,168835735013,1533375321,1,1,"(0.44874903559684753, 0.29033100605010986)","(0.4308454692363739, 0.26668012142181396)",1,1,2.5011444091796875,2.7464599609375,"(-45.00352478027344, -31.324382781982422, 586.5302734375)","(19.149221420288086, -37.10525131225586, 585.0009765625)","(-19.328155517578125, 147.12722778320312, 42.908119201660156)","(-25.514301300048828, 151.44674682617188, 44.480316162109375)",POINT (0.4397972524166107 0.2785055637359619),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,2,6,168835751680,1533391987,1,1,"(0.448494017124176, 0.2930872142314911)","(0.42486998438835144, 0.26987317204475403)",1,1,2.5009307861328125,2.7481231689453125,"(-45.02340316772461, -31.31512451171875, 586.4605102539062)","(19.131357192993164, -37.08366012573242, 585.0302734375)","(-19.416276931762695, 146.6238555908203, 42.724876403808594)","(-27.578975677490234, 150.86358642578125, 44.26805114746094)",POINT (0.4366820007562637 0.2814801931381226),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,2,6,168835768347,1533408654,1,1,"(0.4465807378292084, 0.2840729057788849)","(0.4269232451915741, 0.27381381392478943)",1,1,2.5156402587890625,2.745712280273437,"(-45.04169845581055, -31.314449310302734, 586.5059814453125)","(19.125551223754883, -37.07445526123047, 585.0775146484375)","(-20.077363967895508, 148.2701873779297, 43.32413864135742)","(-26.86952018737793, 150.1438751220703, 44.006099700927734)",POINT (0.4367519915103912 0.2789433598518372),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
