,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,21,5,171701965378,7116221672,1,1,"(0.41696494817733765, 0.6179037094116211)","(0.4213627576828003, 0.7189158797264099)",1,1,4.355010986328125,4.19439697265625,"(-37.60388946533203, -9.912151336669922, 652.9619140625)","(27.5804443359375, -6.628232002258301, 650.552001953125)","(-28.50395965576172, 87.50467681884766, 21.207317352294922)","(-26.979951858520508, 69.00214385986328, 14.472944259643555)",POINT (0.419163852930069 0.6684097945690155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,21,5,171701982044,7116238338,1,1,"(0.4211565852165222, 0.6287045478820801)","(0.4196148216724396, 0.7255432605743408)",1,1,4.3436126708984375,4.190582275390625,"(-37.565834045410156, -9.89298152923584, 652.90673828125)","(27.634567260742188, -6.620706558227539, 650.6297607421875)","(-27.051408767700195, 85.52626037597656, 20.48724365234375)","(-27.585681915283203, 67.78820037841797, 14.031121253967285)",POINT (0.4203857034444809 0.6771239042282104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,21,5,171701998714,7116255007,1,1,"(0.41893470287323, 0.6213744878768921)","(0.4165743589401245, 0.7185938954353333)",1,1,4.3348236083984375,4.1817626953125,"(-37.550926208496094, -9.877948760986328, 652.9795532226562)","(27.66546630859375, -6.614075660705566, 650.76806640625)","(-27.821361541748047, 86.86890411376953, 20.97595977783203)","(-28.639314651489258, 69.0611343383789, 14.494418144226074)",POINT (0.4177545309066772 0.6699841916561127),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,21,5,171702015381,7116271674,1,1,"(0.4234415590763092, 0.6215249300003052)","(0.42062807083129883, 0.7266772985458374)",1,1,4.3311614990234375,4.188018798828125,"(-37.54080581665039, -9.879384994506836, 652.95703125)","(27.67536163330078, -6.620358467102051, 650.7672119140625)","(-26.25958251953125, 86.84136962890625, 20.96588897705078)","(-27.234542846679688, 67.58049011230469, 13.955465316772461)",POINT (0.422034814953804 0.6741011142730713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,21,5,171702032048,7116288340,1,1,"(0.41551029682159424, 0.6281875371932983)","(0.4153039753437042, 0.7190359234809875)",1,1,4.317886352539063,4.187225341796875,"(-37.54692840576172, -9.880681037902832, 652.92041015625)","(27.667129516601562, -6.620635986328125, 650.720947265625)","(-29.008041381835938, 85.6209487915039, 20.521726608276367)","(-29.079551696777344, 68.98014831542969, 14.46494197845459)",POINT (0.4154071360826492 0.6736117303371429),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,21,5,171702048715,7116305007,1,1,"(0.4097224473953247, 0.6272322535514832)","(0.41865232586860657, 0.7251056432723999)",1,1,4.3236236572265625,4.178146362304688,"(-37.558223724365234, -9.886689186096191, 652.8958129882812)","(27.650772094726562, -6.618917942047119, 650.64013671875)","(-31.013742446899414, 85.79594421386719, 20.58539581298828)","(-27.919212341308594, 67.86837005615234, 14.060281753540039)",POINT (0.4141873866319656 0.6761689484119415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,21,5,171702065382,7116321674,1,1,"(0.4159744381904602, 0.6197954416275024)","(0.4220307171344757, 0.7234790921211243)",1,1,4.32940673828125,4.177001953125,"(-37.583431243896484, -9.901391983032227, 652.8448486328125)","(27.61260414123535, -6.6252851486206055, 650.4674072265625)","(-28.847198486328125, 87.15817260742188, 21.081209182739258)","(-26.74848747253418, 68.16629028320312, 14.168740272521973)",POINT (0.419002577662468 0.6716372668743134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,21,5,171702082049,7116338340,1,1,"(0.4123440384864807, 0.6233164072036743)","(0.4227871894836426, 0.7177740335464478)",1,1,4.3147735595703125,4.1845245361328125,"(-37.619789123535156, -9.90015697479248, 652.8175048828125)","(27.56834602355957, -6.612179279327393, 650.400634765625)","(-30.105268478393555, 86.51321411132812, 20.846487045288086)","(-26.48634910583496, 69.21128845214844, 14.549087524414062)",POINT (0.4175656139850616 0.670545220375061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,21,5,171702098716,7116355007,1,1,"(0.42340531945228577, 0.6288608908653259)","(0.4243946969509125, 0.7188632488250732)",1,1,4.322265625,4.176116943359375,"(-37.672386169433594, -9.90829849243164, 652.87060546875)","(27.522876739501953, -6.613343238830566, 650.4158935546875)","(-26.272125244140625, 85.49762725830078, 20.47679901123047)","(-25.929285049438477, 69.01179504394531, 14.476471900939941)",POINT (0.4239000082015991 0.6738620698451996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,21,5,171702115384,7116371674,1,1,"(0.42360079288482666, 0.637972354888916)","(0.4226892590522766, 0.7142800092697144)",1,1,4.304901123046875,4.1798858642578125,"(-37.67464828491211, -9.87513542175293, 652.7874755859375)","(27.519256591796875, -6.562320709228516, 650.544677734375)","(-26.20440101623535, 83.82867431640625, 19.869365692138672)","(-26.520275115966797, 69.85128021240234, 14.782047271728516)",POINT (0.4231450259685516 0.6761261820793152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
