,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,32,32,578047148235,3072261287,1,1,"(0.40821582078933716, 0.20207579433918)","(0.455866277217865, 0.1618262231349945)",1,1,2.92449951171875,2.694305419921875,"(-35.434452056884766, -29.577573776245117, 687.0126953125)","(25.97266960144043, -28.444091796875, 686.3291625976562)","(-33.33341598510742, 163.24588012695312, 48.77486801147461)","(-16.868968963623047, 170.596923828125, 51.450416564941406)",POINT (0.4320410490036011 0.1819510087370872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,32,578047164906,3072277958,1,1,"(0.41015681624412537, 0.2252255231142044)","(0.4637863039970398, 0.19557727873325348)",1,1,2.97265625,2.791748046875,"(-35.57569885253906, -29.532352447509766, 687.05029296875)","(25.870824813842773, -28.403156280517578, 686.6234130859375)","(-32.66274642944336, 159.01788330078125, 47.23598861694336)","(-14.132396697998047, 164.43275451660156, 49.206817626953125)",POINT (0.4369715601205826 0.2104014009237289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,32,578047181582,3072294633,1,1,"(0.4142465591430664, 0.22943389415740967)","(0.46259841322898865, 0.17054815590381622)",1,1,2.9403839111328125,2.703216552734375,"(-35.7213134765625, -29.450542449951172, 687.0472412109375)","(25.705739974975586, -28.244380950927734, 686.2062377929688)","(-31.249635696411133, 158.24929809570312, 46.95623016357422)","(-14.542853355407715, 169.0039825439453, 50.87062454223633)",POINT (0.4384224861860275 0.199991025030613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,32,578047198249,3072311300,1,1,"(0.41265514492988586, 0.2003263384103775)","(0.46299582719802856, 0.1895686388015747)",1,1,2.9257965087890625,2.7536163330078125,"(-35.936981201171875, -29.426589965820312, 687.3118896484375)","(25.496337890625, -28.1743221282959, 686.0791015625)","(-31.799509048461914, 163.56539916992188, 48.891136169433594)","(-14.405531883239746, 165.5301513671875, 49.60625076293945)",POINT (0.4378254860639572 0.1949474886059761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,32,578047214917,3072327967,1,1,"(0.41167598962783813, 0.20730094611644745)","(0.465126633644104, 0.16722460091114044)",1,1,2.9105224609375,2.7110595703125,"(-36.187774658203125, -29.390701293945312, 687.349853515625)","(25.245269775390625, -28.046100616455078, 686.1502685546875)","(-32.1378288269043, 162.29156494140625, 48.42752456665039)","(-13.669281959533691, 169.61099243164062, 51.09156799316406)",POINT (0.4384013116359711 0.187262773513794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,32,578047231583,3072344633,1,1,"(0.4131509065628052, 0.2097862809896469)","(0.4582951068878174, 0.15255442261695862)",1,1,2.9358367919921875,2.7164459228515625,"(-36.499542236328125, -29.371688842773438, 687.28857421875)","(24.945323944091797, -27.95874786376953, 686.4337158203125)","(-31.628204345703125, 161.83766174316406, 48.262271881103516)","(-16.02975845336914, 172.29029846191406, 52.066768646240234)",POINT (0.4357230067253113 0.1811703518033028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,32,578047248250,3072361299,1,1,"(0.4053919315338135, 0.2064550220966339)","(0.46073293685913086, 0.17314037680625916)",1,1,2.971786499023437,2.6944122314453125,"(-36.845123291015625, -29.357498168945312, 687.682373046875)","(24.589202880859375, -27.78109359741211, 686.030029296875)","(-34.30912780761719, 162.446044921875, 48.48377227783203)","(-15.187424659729004, 168.5305633544922, 50.69828414916992)",POINT (0.4330624341964722 0.1897976994514465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,32,578047264917,3072377966,1,1,"(0.4060100018978119, 0.189299538731575)","(0.46467718482017517, 0.20653514564037323)",1,1,2.93304443359375,2.788787841796875,"(-37.21125030517578, -29.338865280151367, 687.4833984375)","(24.202430725097656, -27.70016098022461, 685.993896484375)","(-34.0955810546875, 165.5792999267578, 49.62413787841797)","(-13.824578285217285, 162.43142700195312, 48.4784049987793)",POINT (0.4353435933589935 0.1979173421859741),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,32,578047281585,3072394633,1,1,"(0.41324707865715027, 0.21146732568740845)","(0.4573981761932373, 0.1993909329175949)",1,1,2.94970703125,2.734344482421875,"(-37.63188171386719, -29.31585121154785, 688.0526123046875)","(23.791954040527344, -27.50674819946289, 686.1533203125)","(-31.594980239868164, 161.5306396484375, 48.15053939819336)","(-16.33966636657715, 163.73622131347656, 48.953365325927734)",POINT (0.4353226274251938 0.2054291293025017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,32,578047298256,3072411304,1,1,"(0.40900862216949463, 0.20079082250595093)","(0.46226754784584045, 0.16254502534866333)",1,1,2.9290771484375,2.6842193603515625,"(-38.06791687011719, -29.283935546875, 688.4095458984375)","(23.35098648071289, -27.331079483032227, 685.8592529296875)","(-33.059478759765625, 163.4805450439453, 48.86028289794922)","(-14.657164573669434, 170.46563720703125, 51.40265655517578)",POINT (0.4356380850076675 0.1816679239273071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
