,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,49,31,441123886793,1627336891,1,1,"(0.4797176420688629, 0.5441911220550537)","(0.48453930020332336, 0.5024141669273376)",1,1,3.4144744873046875,3.3683319091796875,"(-34.49085235595703, -42.76979446411133, 641.8099365234375)","(26.84967613220215, -42.67744827270508, 638.5094604492188)","(-6.7578606605529785, 101.0067138671875, 26.121612548828125)","(-5.086968421936035, 108.6590347290039, 28.906898498535156)",POINT (0.4821284711360931 0.5233026444911957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,31,441123903461,1627353558,1,1,"(0.47747480869293213, 0.5377514958381653)","(0.4835469424724579, 0.49572375416755676)",1,1,3.3950653076171875,3.351287841796875,"(-34.50825500488281, -42.775001525878906, 641.6708984375)","(26.814292907714844, -42.66920471191406, 638.3990478515625)","(-7.535086154937744, 102.18622589111328, 26.551042556762695)","(-5.4308624267578125, 109.88453674316406, 29.352920532226562)",POINT (0.480510875582695 0.516737625002861),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,31,441123920127,1627370224,1,1,"(0.47115305066108704, 0.5296583771705627)","(0.4820052683353424, 0.49754005670547485)",1,1,3.403411865234375,3.366317749023437,"(-34.52329635620117, -42.751686096191406, 641.3946533203125)","(26.783533096313477, -42.64883804321289, 638.3115234375)","(-9.725793838500977, 103.66867065429688, 27.090574264526367)","(-5.965099334716797, 109.55182647705078, 29.231868743896484)",POINT (0.4765791594982147 0.5135992169380188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,31,441123936795,1627386891,1,1,"(0.46564123034477234, 0.5308482646942139)","(0.4801465570926666, 0.5083551406860352)",1,1,3.4019775390625,3.3613433837890625,"(-34.55055618286133, -42.73314666748047, 641.2767333984375)","(26.754924774169922, -42.625816345214844, 638.245361328125)","(-11.635852813720703, 103.45072174072266, 27.01125144958496)","(-6.609223365783691, 107.57083892822266, 28.510746002197266)",POINT (0.4728938937187195 0.5196017026901245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,31,441123953462,1627403558,1,1,"(0.4767815172672272, 0.5370401740074158)","(0.4798806309700012, 0.5117728114128113)",1,1,3.4054412841796875,3.34625244140625,"(-34.61948776245117, -42.726768493652344, 641.6356201171875)","(26.748310089111328, -42.621803283691406, 638.538330078125)","(-7.775323390960693, 102.31656646728516, 26.598352432250977)","(-6.701365947723389, 106.94479370117188, 28.282978057861328)",POINT (0.4783310741186142 0.5244064927101135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,31,441123970129,1627420224,1,1,"(0.4755918085575104, 0.5351272225379944)","(0.48087015748023987, 0.5200995206832886)",1,1,3.4157257080078125,3.3302764892578125,"(-34.66633987426758, -42.72196960449219, 641.8138427734375)","(26.708541870117188, -42.601470947265625, 638.563232421875)","(-8.187604904174805, 102.66692352294922, 26.725994110107422)","(-6.358464241027832, 105.41960144042969, 27.72779655456543)",POINT (0.4782309830188751 0.5276133716106415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,31,441123986801,1627436895,1,1,"(0.4712959825992584, 0.5311093926429749)","(0.4819085896015167, 0.5127726793289185)",1,1,3.3966064453125,3.35137939453125,"(-34.70854568481445, -42.6933479309082, 641.3978271484375)","(26.630126953125, -42.58034896850586, 638.3665771484375)","(-9.676273345947266, 103.40290832519531, 26.99379539489746)","(-5.998613357543945, 106.76168060302734, 28.216249465942383)",POINT (0.4766022861003876 0.5219410359859467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,31,441124003467,1627453561,1,1,"(0.47332000732421875, 0.5357942581176758)","(0.4884556829929352, 0.5182452201843262)",1,1,3.3899688720703125,3.3314208984375,"(-34.782676696777344, -42.67395782470703, 641.22998046875)","(26.55734634399414, -42.561012268066406, 638.4617919921875)","(-8.974865913391113, 102.5447769165039, 26.681455612182617)","(-3.729794502258301, 105.7592544555664, 27.8514461517334)",POINT (0.480887845158577 0.527019739151001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,31,441124020135,1627470228,1,1,"(0.4745197892189026, 0.53868168592453)","(0.4735977053642273, 0.5159997940063477)",1,1,3.403671264648437,3.3331451416015625,"(-34.864070892333984, -42.693233489990234, 641.7015380859375)","(26.50577163696289, -42.53666687011719, 638.2862548828125)","(-8.559102058410645, 102.015869140625, 26.488964080810547)","(-8.878637313842773, 106.17054748535156, 28.00113868713379)",POINT (0.4740587472915649 0.5273407399654388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,31,441124036802,1627486895,1,1,"(0.47437700629234314, 0.5260013937950134)","(0.48660197854042053, 0.5096176862716675)",1,1,3.36981201171875,3.3320465087890625,"(-34.94565200805664, -42.670928955078125, 641.2125244140625)","(26.39459228515625, -42.52110290527344, 638.319580078125)","(-8.608588218688965, 104.3385238647461, 27.33439064025879)","(-4.372180461883545, 107.3395767211914, 28.426605224609375)",POINT (0.4804894924163818 0.5178095400333405),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
