,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,afunc.1,const.1,-----------.1,std::vector<int>.1,inputList.1,-----------.2,-----------.3,std::unordered_map.1,int.2,int.3,Map.1,for.1,int.4,number.1,-----------.4,inputList.2,-----------.5,number.2,++.1,-----------.6,int.5,result2.1,=.1,inputList.3,0.1,-----------.7,int.6,result1.1,=.2,Map.2,inputList.4,0.2, .1,-----------.8,-----------.9,for.2,const.2,auto.1,entry.1,-----------.10,Map.3,if.1,second.1,>.12,result1.2,result2.2,=.3,entry.2,first.1,result1.3,=.4,entry.3,second.2,-----------.13,-----------.14,return.1,result2.3,-----------.15,question,code,choices
0,52,14,413558717405,2503202559,1,1,"(0.4793359637260437, 0.20982451736927032)","(0.5129700899124146, 0.2644948661327362)",1,1,3.0033416748046875,2.985626220703125,"(-84.72236633300781, -12.017993927001953, 653.91064453125)","(-21.956729888916016, -18.92684555053711, 658.5013427734375)","(-6.890120506286621, 162.25308227539062, 48.41349411010742)","(4.7653279304504395, 152.239013671875, 44.76872634887695)",POINT (0.4961530268192291 0.2371596917510033),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,14,413558734073,2503219226,1,1,"(0.4788236618041992, 0.21184495091438293)","(0.5044630765914917, 0.214825838804245)",1,1,2.9958038330078125,2.91510009765625,"(-84.7241439819336, -12.020576477050781, 653.9343872070312)","(-21.959819793701172, -18.91494369506836, 658.477294921875)","(-7.067655086517334, 161.8829803466797, 48.2788200378418)","(1.81735360622406, 161.3369598388672, 48.08009719848633)",POINT (0.4916433691978455 0.213335394859314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,14,413558750739,2503235892,1,1,"(0.47987857460975647, 0.20666591823101044)","(0.5063461661338806, 0.259391725063324)",1,1,2.992401123046875,2.9733428955078125,"(-84.75753021240234, -12.053401947021484, 653.8646240234375)","(-21.981130599975586, -18.92798614501953, 658.4277954101562)","(-6.702081680297852, 162.83163452148438, 48.62407684326172)","(2.4699087142944336, 153.1737518310547, 45.10895919799805)",POINT (0.4931123703718185 0.2330288216471672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,14,413558767406,2503252559,1,1,"(0.47823771834373474, 0.18866384029388428)","(0.5063154697418213, 0.21349765360355377)",1,1,2.94390869140625,2.929794311523437,"(-84.77494812011719, -12.059311866760254, 653.8969116210938)","(-21.985157012939453, -18.933868408203125, 658.41552734375)","(-7.270698070526123, 166.12908935546875, 49.82426452636719)","(2.459265947341919, 161.5802459716797, 48.16865539550781)",POINT (0.492276594042778 0.201080746948719),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,52,14,413558784082,2503269234,1,1,"(0.4809407591819763, 0.159317284822464)","(0.5075636506080627, 0.24158738553524017)",1,1,2.9337310791015625,2.969589233398437,"(-84.77725219726562, -12.056079864501953, 653.8594970703125)","(-21.98436737060547, -18.941829681396484, 658.3916015625)","(-6.333987712860107, 171.50453186035156, 51.78076171875)","(2.891812801361084, 156.4350128173828, 46.29591369628906)",POINT (0.4942522048950195 0.2004523351788521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,52,14,413558800749,2503285901,1,1,"(0.4843718111515045, 0.21289430558681488)","(0.5086435675621033, 0.27293360233306885)",1,1,3.001693725585937,2.98095703125,"(-84.79041290283203, -12.041254043579102, 653.8680419921875)","(-21.984342575073242, -18.94329833984375, 658.3316040039062)","(-5.145005702972412, 161.6907501220703, 48.2088508605957)","(3.2660560607910156, 150.69329833984375, 44.20610046386719)",POINT (0.4965076893568039 0.2429139539599419),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,14,413558817416,2503302567,1,1,"(0.48073288798332214, 0.2375037968158722)","(0.5043317675590515, 0.2002909779548645)",1,1,3.005355834960937,2.873260498046875,"(-84.80348205566406, -12.019784927368164, 653.8764038085938)","(-21.98993492126465, -18.933582305908203, 658.3671875)","(-6.406039237976074, 157.18301391601562, 46.56817626953125)","(1.7718459367752075, 163.99932861328125, 49.049095153808594)",POINT (0.4925323277711868 0.2188973873853684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,14,413558834083,2503319234,1,1,"(0.4782821238040924, 0.2292315661907196)","(0.5032491683959961, 0.21478097140789032)",1,1,3.0144500732421875,2.9033660888671875,"(-84.80889892578125, -12.002071380615234, 653.863037109375)","(-21.99347686767578, -18.914508819580078, 658.3789672851562)","(-7.255319595336914, 158.6982421875, 47.11967086791992)","(1.39667809009552, 161.34518432617188, 48.08306884765625)",POINT (0.4907656461000442 0.222006268799305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,14,413558850750,2503335900,1,1,"(0.47885745763778687, 0.2153548002243042)","(0.5035501718521118, 0.22841177880764008)",1,1,2.9889068603515625,2.92816162109375,"(-84.83836364746094, -12.00474739074707, 653.85546875)","(-22.013019561767578, -18.89560317993164, 658.3533325195312)","(-7.055939674377441, 161.24008178710938, 48.04478073120117)","(1.501000165939331, 158.84840393066406, 47.1743049621582)",POINT (0.4912038147449493 0.2218832895159721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,14,413558867417,2503352567,1,1,"(0.4776930809020996, 0.227365642786026)","(0.5094394683837891, 0.19572153687477112)",1,1,3.000473022460937,2.8756866455078125,"(-84.87632751464844, -12.005111694335938, 653.88134765625)","(-22.0379695892334, -18.885557174682617, 658.3758544921875)","(-7.45943021774292, 159.0400390625, 47.24406051635742)","(3.541837453842163, 164.83631896972656, 49.3537712097168)",POINT (0.4935662746429443 0.2115435898303986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
