,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,lst.1,  .1,letrec.1,-----------.1,helper.1,lambda.1,lst.2,acc.1,if.1,nan.1,lst.3,acc.2,helper.2,cdr.1,lst.4,if.2,odd.1,car.1,lst.5,-----------.3,+.1,acc.3,*.1,car.2,lst.6,car.3,lst.7,-----------.6,-----------.7,acc.4,).1,).2,).3,).4,).5,helper.3,lst.8,0.1,-----------.13,-----------.14,question,code,choices
0,55,36,837556487579,1507566928,1,1,"(0.47720563411712646, 0.7116987109184265)","(0.47145727276802063, 0.6822670102119446)",1,1,3.1748046875,3.039413452148437,"(-43.740509033203125, 43.304176330566406, 499.8427734375)","(13.593841552734375, 46.8072509765625, 504.97174072265625)","(-9.495682716369629, 70.16998291015625, 14.89801025390625)","(-11.481891632080078, 75.5452880859375, 16.8544864654541)",POINT (0.4743314534425736 0.6969828605651855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,55,36,837556504248,1507583597,1,1,"(0.47422105073928833, 0.6958840489387512)","(0.47306007146835327, 0.6933577060699463)",1,1,3.1475830078125,3.040512084960937,"(-43.72642135620117, 43.28577423095703, 499.802001953125)","(13.607589721679688, 46.792476654052734, 504.9711608886719)","(-10.526937484741211, 73.05831146240234, 15.94930648803711)","(-10.928080558776855, 73.51974487304688, 16.117197036743164)",POINT (0.4736405611038208 0.6946208775043488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,55,36,837556520916,1507600264,1,1,"(0.4768269658088684, 0.7133234143257141)","(0.47032198309898376, 0.6891157627105713)",1,1,3.174560546875,3.0364532470703125,"(-43.71261215209961, 43.254737854003906, 499.7781982421875)","(13.619487762451172, 46.77841567993164, 505.11285400390625)","(-9.626521110534668, 69.87325286865234, 14.790011405944824)","(-11.874166488647461, 74.2944564819336, 16.399234771728516)",POINT (0.4735744744539261 0.7012195885181427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,55,36,837556537582,1507616930,1,1,"(0.4775850772857666, 0.7187100052833557)","(0.469051718711853, 0.6943285465240479)",1,1,3.1742401123046875,3.0518035888671875,"(-43.717529296875, 43.235137939453125, 499.7213134765625)","(13.62840747833252, 46.78820037841797, 505.08404541015625)","(-9.36457633972168, 68.88947296142578, 14.431958198547363)","(-12.31306266784668, 73.3424301147461, 16.052675247192383)",POINT (0.4733183979988098 0.7065192759037018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,55,36,837556554253,1507633600,1,1,"(0.4762183725833893, 0.7086614966392517)","(0.4677184224128723, 0.6965532898902893)",1,1,3.1703033447265625,3.050323486328125,"(-43.733741760253906, 43.230098724365234, 499.7745666503906)","(13.615882873535156, 46.77730941772461, 505.05670166015625)","(-9.836810111999512, 70.72468566894531, 15.099919319152832)","(-12.773759841918945, 72.93611145019531, 15.904756546020508)",POINT (0.4719683974981308 0.7026073932647705),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,55,36,837556570920,1507650267,1,1,"(0.4774765372276306, 0.6981557607650757)","(0.4685622453689575, 0.6996253728866577)",1,1,3.1752471923828125,3.046859741210937,"(-43.768951416015625, 43.21125793457031, 499.68389892578125)","(13.581707000732422, 46.78276062011719, 505.0285949707031)","(-9.402078628540039, 72.64344024658203, 15.798235893249512)","(-12.482189178466797, 72.3750228881836, 15.700552940368652)",POINT (0.4730193912982941 0.6988905668258667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,55,36,837556587587,1507666933,1,1,"(0.4685267508029938, 0.6941102743148804)","(0.46087634563446045, 0.6565744876861572)",1,1,3.1905670166015625,3.0491485595703125,"(-43.89078140258789, 43.315040588378906, 499.96343994140625)","(13.519850730895996, 46.85872268676758, 505.24432373046875)","(-12.49445915222168, 73.3823013305664, 16.067167282104492)","(-15.137860298156738, 80.2376937866211, 18.562374114990234)",POINT (0.4647015482187271 0.6753423810005188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,55,36,837556604254,1507683600,1,1,"(0.4482802748680115, 0.4990244507789612)","(0.43472152948379517, 0.44259631633758545)",1,1,3.185897827148437,3.076141357421875,"(-44.02680206298828, 43.79613494873047, 499.7904052734375)","(13.22709846496582, 47.368255615234375, 505.2114562988281)","(-19.490129470825195, 109.01213073730469, 29.03538703918457)","(-24.17502212524414, 119.3179702758789, 32.786441802978516)",POINT (0.4415009021759033 0.4708103835582733),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,36,837556620921,1507700266,1,1,"(0.43280377984046936, 0.3372155725955963)","(0.4341765344142914, 0.31741008162498474)",1,1,3.17877197265625,3.06048583984375,"(-44.15509033203125, 44.34417724609375, 500.1072998046875)","(12.968697547912598, 47.91035079956055, 504.83740234375)","(-24.837648391723633, 138.5643768310547, 39.791542053222656)","(-24.36332130432129, 142.18157958984375, 41.10811996459961)",POINT (0.4334901571273804 0.3273128271102905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,36,837556637588,1507716933,1,1,"(0.42474204301834106, 0.31061315536499023)","(0.4202129542827606, 0.29597440361976624)",1,1,3.200164794921875,3.093246459960937,"(-44.2349853515625, 44.38161087036133, 500.0406494140625)","(12.882272720336914, 48.03166580200195, 505.06671142578125)","(-27.623180389404297, 143.42295837402344, 41.55990219116211)","(-29.18809700012207, 146.09652709960938, 42.53303527832031)",POINT (0.4224774986505508 0.3032937794923782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,36,837556654256,1507733600,1,1,"(0.42186418175697327, 0.2941335439682007)","(0.42306581139564514, 0.29612913727760315)",1,1,3.211212158203125,3.0986785888671875,"(-44.36824417114258, 44.34542465209961, 500.1751708984375)","(12.82186508178711, 47.99897384643555, 504.74334716796875)","(-28.6175594329834, 146.43275451660156, 42.65534973144531)","(-28.202356338500977, 146.0682830810547, 42.52269744873047)",POINT (0.4224649965763092 0.2951313406229019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
0,55,36,837556670924,1507750268,1,1,"(0.43394914269447327, 0.31637775897979736)","(0.41561776399612427, 0.3050951063632965)",1,1,3.219955444335937,3.106536865234375,"(-44.498146057128906, 44.35169219970703, 500.10223388671875)","(12.771693229675293, 48.054222106933594, 504.81585693359375)","(-24.441890716552734, 142.37013244628906, 41.17671203613281)","(-30.775850296020508, 144.43075561523438, 41.92673873901367)",POINT (0.4247834533452988 0.3107364326715469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,36,837556687592,1507766935,1,1,"(0.42646241188049316, 0.30260375142097473)","(0.4217192828655243, 0.30801260471343994)",1,1,3.2131500244140625,3.10693359375,"(-44.595458984375, 44.33219528198242, 500.15777587890625)","(12.685853958129883, 48.056678771972656, 504.5350036621094)","(-27.028749465942383, 144.88577270507812, 42.092323303222656)","(-28.667619705200195, 143.89791870117188, 41.7327766418457)",POINT (0.4240908473730087 0.3053081780672073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,36,837556704259,1507783602,1,1,"(0.42497310042381287, 0.3033687174320221)","(0.4147298336029053, 0.3145644962787628)",1,1,3.208847045898437,3.1278839111328125,"(-44.68849182128906, 44.32508850097656, 500.0741271972656)","(12.626344680786133, 48.07442855834961, 504.73553466796875)","(-27.54335594177246, 144.74606323242188, 42.041465759277344)","(-31.082660675048828, 142.70130920410156, 41.297218322753906)",POINT (0.4198514670133591 0.3089666068553925),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,36,837556720926,1507800268,1,1,"(0.43238142132759094, 0.31501930952072144)","(0.4205999970436096, 0.3072333335876465)",1,1,3.2227020263671875,3.109283447265625,"(-44.80653381347656, 44.29625701904297, 499.9882507324219)","(12.525083541870117, 48.03620910644531, 504.4991455078125)","(-24.983577728271484, 142.61822509765625, 41.26703643798828)","(-29.054367065429688, 144.0402374267578, 41.784584045410156)",POINT (0.4264907091856003 0.311126321554184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,36,837556737593,1507816935,1,1,"(0.4240288734436035, 0.3170963227748871)","(0.42046356201171875, 0.3035160303115845)",1,1,3.228729248046875,3.125091552734375,"(-44.886749267578125, 44.266632080078125, 499.94903564453125)","(12.449121475219727, 48.01316833496094, 504.4449462890625)","(-27.86959457397461, 142.23890686035156, 41.128910064697266)","(-29.101499557495117, 144.71914672851562, 42.031707763671875)",POINT (0.4222462177276611 0.3103061765432358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
