,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,56,32,60199630034,1975899704,1,1,"(0.43599218130111694, 0.6982564330101013)","(0.4498739242553711, 0.6248663067817688)",1,1,2.416473388671875,2.87713623046875,"(-39.389915466308594, 57.37329864501953, 614.3200073242188)","(28.483104705810547, 54.70716094970703, 615.13330078125)","(-23.735980987548828, 72.62504577636719, 15.79158878326416)","(-18.939476013183594, 86.02879333496094, 20.670093536376953)",POINT (0.442933052778244 0.6615613698959351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,32,60199646701,1975916371,1,1,"(0.3995836079120636, 0.42547324299812317)","(0.4346104562282562, 0.48103097081184387)",1,1,2.4061737060546875,2.9557037353515625,"(-39.37306213378906, 57.73094940185547, 614.6824951171875)","(28.494518280029297, 55.07832336425781, 615.63671875)","(-36.31605911254883, 122.4453125, 33.924583435058594)","(-24.213397979736328, 112.29840850830078, 30.231470108032227)",POINT (0.4170970320701599 0.4532521069049835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,32,60199663367,1975933036,1,1,"(0.40097981691360474, 0.36437395215034485)","(0.42541420459747314, 0.43058985471725464)",1,1,2.497421264648437,2.9120025634765625,"(-39.36846923828125, 58.13624572753906, 615.1434326171875)","(28.49285125732422, 55.48271942138672, 616.2471923828125)","(-35.8336296081543, 133.60426330566406, 37.9861946105957)","(-27.390926361083984, 121.51080322265625, 33.58453369140625)",POINT (0.4131970107555389 0.3974819034337997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,32,60199680033,1975949702,1,1,"(0.41499069333076477, 0.3521701395511627)","(0.423380583524704, 0.4481937885284424)",1,1,2.4972686767578125,2.92578125,"(-39.39084243774414, 58.543426513671875, 615.769775390625)","(28.47720718383789, 55.872406005859375, 616.839111328125)","(-30.99252700805664, 135.8331298828125, 38.79741668701172)","(-28.093603134155273, 118.29568481445312, 32.414310455322266)",POINT (0.4191856384277344 0.4001819640398026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,32,60199696706,1975966374,1,1,"(0.420419842004776, 0.3503841757774353)","(0.42642903327941895, 0.45452046394348145)",1,1,2.4689483642578125,2.9031982421875,"(-39.409423828125, 58.895668029785156, 616.1092529296875)","(28.44219398498535, 56.238677978515625, 617.2220458984375)","(-29.116613388061523, 136.15933227539062, 38.91608810424805)","(-27.0402889251709, 117.14019012451172, 31.9937801361084)",POINT (0.4234244376420975 0.4024523198604584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,32,60199713373,1975983041,1,1,"(0.41771069169044495, 0.35072389245033264)","(0.43290141224861145, 0.45587170124053955)",1,1,2.520263671875,2.9069366455078125,"(-39.470436096191406, 59.290069580078125, 616.837890625)","(28.38440704345703, 56.57764434814453, 617.7337646484375)","(-30.052690505981445, 136.09725952148438, 38.893577575683594)","(-24.803913116455078, 116.89339447021484, 31.90399169921875)",POINT (0.4253060519695282 0.4032977968454361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,32,60199730042,1975999709,1,1,"(0.4155685007572174, 0.3424515724182129)","(0.43105548620224, 0.47961243987083435)",1,1,2.531982421875,2.919769287109375,"(-39.522422790527344, 59.61114501953125, 617.1944580078125)","(28.328678131103516, 56.91865539550781, 618.2684326171875)","(-30.792879104614258, 137.6081085205078, 39.44342803955078)","(-25.44173240661621, 112.55748748779297, 30.32575798034668)",POINT (0.4233119934797287 0.4110320061445236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,32,60199746707,1976016374,1,1,"(0.4222721457481384, 0.36081424355506897)","(0.4300060570240021, 0.4757187068462372)",1,1,2.523284912109375,2.902572631835937,"(-39.60346603393555, 59.931793212890625, 617.64892578125)","(28.246973037719727, 57.23670196533203, 618.7630615234375)","(-28.47659683227539, 134.25437927246094, 38.22285842895508)","(-25.804336547851562, 113.26861572265625, 30.584617614746094)",POINT (0.4261391013860702 0.4182664752006531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,32,60199763375,1976033041,1,1,"(0.41576245427131653, 0.34823107719421387)","(0.4392881989479065, 0.4747953414916992)",1,1,2.4908905029296875,2.8970947265625,"(-39.691463470458984, 60.22254943847656, 618.04296875)","(28.13442611694336, 57.51697540283203, 619.2395629882812)","(-30.725866317749023, 136.55255126953125, 39.059261322021484)","(-22.59712791442871, 113.43724822998047, 30.646026611328125)",POINT (0.4275253266096115 0.4115132093429565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,32,60199780043,1976049709,1,1,"(0.4280182123184204, 0.3762803077697754)","(0.4310416281223297, 0.47384893894195557)",1,1,2.527938842773437,2.9296875,"(-39.82822799682617, 60.53632354736328, 618.6179809570312)","(28.009613037109375, 57.79811477661133, 619.7175903320312)","(-26.49118423461914, 131.42971801757812, 37.19473648071289)","(-25.446516036987305, 113.610107421875, 30.708908081054688)",POINT (0.4295299202203751 0.4250646233558655),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,32,60199796709,1976066374,1,1,"(0.42238494753837585, 0.3899982273578644)","(0.4252130091190338, 0.4844983220100403)",1,1,2.5190887451171875,2.924163818359375,"(-39.974021911621094, 60.81059646606445, 619.0691528320312)","(27.870725631713867, 58.08587646484375, 620.368408203125)","(-28.437620162963867, 128.92433166503906, 36.28282165527344)","(-27.4604434967041, 111.66513061523438, 30.001012802124023)",POINT (0.4237989783287048 0.4372482746839523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
