,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,input3.1,input4.1,input5.1,  .1,cond.1,-----------.1,    .1,and.1,>.1,input1.2,21.1,>=.1,input4.2,110.1,>=.2,input5.2,56.1,-----------.3,-----------.4,    .2,and.2,or.1,=.1,input1.3,17.1,nan.7,=.2,input1.4,21.2,-----------.8,>=.3,input2.2,3.1,=.3,input4.3,110.2,>=.4,input5.3,56.2,-----------.9,-----------.10,    .3,and.3,or.2,-----------.11,input1.5,17.2,-----------.13,=.4,input1.6,21.3,-----------.14,-----------.15,input2.3,2.1,=.5,input3.2,156.1,>=.5,input4.4,11.1,>=.6,input5.4,1054.1,-----------.16,-----------.17,    .4,and.4,or.3,-----------.18,input1.7,17.3,-----------.20,=.6,input1.8,21.4,-----------.21,-----------.22,input2.4,2.2,=.7,input3.3,156.2,>=.7,input4.5,9.1,>=.8,input5.5,1054.2,-----------.23,    .5,else.1,-----------.24,-----------.25,question,code,choices
0,50,28,2125074817,2259763453,1,1,"(0.4727659523487091, 0.4007219076156616)","(0.4773332178592682, 0.36764654517173767)",1,1,2.4490509033203125,2.4712371826171875,"(-1.077762484550476, -0.11848855763673782, 578.2769165039062)","(63.56650161743164, 4.960854530334473, 577.1692504882812)","(-11.029711723327637, 126.96578979492188, 35.56998062133789)","(-9.451601028442383, 133.00656127929688, 37.76866149902344)",POINT (0.4750495851039886 0.3841842263936996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,28,2125091483,2259780120,1,1,"(0.4744075834751129, 0.3964683711528778)","(0.4827372133731842, 0.36133766174316406)",1,1,2.460174560546875,2.45654296875,"(-1.041908621788025, -0.1038551777601242, 578.3137817382812)","(63.59499740600586, 4.958487510681152, 577.163818359375)","(-10.462475776672363, 127.74266052246094, 35.852691650390625)","(-7.584378719329834, 134.15879821777344, 38.18803405761719)",POINT (0.4785723984241486 0.3789030164480209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,28,2125108150,2259796787,1,1,"(0.4747897684574127, 0.3905043303966522)","(0.4735895097255707, 0.36708903312683105)",1,1,2.4673614501953125,2.50927734375,"(-1.0070443153381348, -0.12170945107936859, 578.2214965820312)","(63.65185546875, 4.957426071166992, 577.5111083984375)","(-10.330425262451172, 128.8319091796875, 36.2491569519043)","(-10.745147705078125, 133.10838317871094, 37.80571746826172)",POINT (0.4741896390914917 0.3787966817617416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,28,2125124815,2259813453,1,1,"(0.4771634638309479, 0.39948102831840515)","(0.4748496413230896, 0.3780847489833832)",1,1,2.4716033935546875,2.5112457275390625,"(-0.9880197048187256, -0.12183840572834015, 578.2771606445312)","(63.67649841308594, 4.960450172424316, 577.5624389648438)","(-9.51025390625, 127.19242095947266, 35.6524658203125)","(-10.309735298156738, 131.1001739501953, 37.074764251708984)",POINT (0.4760065525770187 0.3887828886508942),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,28,2125141484,2259830122,1,1,"(0.4755260646343231, 0.39325466752052307)","(0.4792782962322235, 0.36161431670188904)",1,1,2.4563140869140625,2.496002197265625,"(-0.9756501317024231, -0.14983691275119781, 578.259033203125)","(63.685264587402344, 4.934714317321777, 577.5606079101562)","(-10.076014518737793, 128.32957458496094, 36.06638717651367)","(-8.779522895812988, 134.10826110839844, 38.16966247558594)",POINT (0.4774021804332733 0.377434492111206),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,28,2125158148,2259846787,1,1,"(0.4739551544189453, 0.3888923227787018)","(0.48012328147888184, 0.3625308871269226)",1,1,2.475204467773437,2.4994659423828125,"(-0.954443097114563, -0.1618015319108963, 578.388671875)","(63.678123474121094, 4.918632507324219, 577.2796630859375)","(-10.618807792663574, 129.12631225585938, 36.356346130371094)","(-8.487561225891113, 133.94085693359375, 38.10874938964844)",POINT (0.4770392179489136 0.3757116049528122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,28,2125174820,2259863460,1,1,"(0.49096056818962097, 0.3997611999511719)","(0.4789380431175232, 0.3745271861553192)",1,1,2.5047760009765625,2.520416259765625,"(-0.9443265199661255, -0.19260218739509583, 578.3704223632812)","(63.70589065551758, 4.879432201385498, 577.3492431640625)","(-4.743005752563477, 127.1412353515625, 35.63388442993164)","(-8.89709758758545, 131.74989318847656, 37.31129837036133)",POINT (0.4849493056535721 0.3871441930532455),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,28,2125191487,2259880127,1,1,"(0.47172051668167114, 0.3878248929977417)","(0.47465991973876953, 0.3556186854839325)",1,1,2.470428466796875,2.4907989501953125,"(-0.9209208488464355, -0.19069036841392517, 578.573974609375)","(63.71316909790039, 4.871570587158203, 577.2725830078125)","(-11.390925407409668, 129.32127380371094, 36.4272575378418)","(-10.375283241271973, 135.20330810546875, 38.56815719604492)",POINT (0.4731902182102203 0.3717217892408371),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,28,2125208153,2259896794,1,1,"(0.469514399766922, 0.38996875286102295)","(0.4836113154888153, 0.354716956615448)",1,1,2.4787750244140625,2.531478881835937,"(-0.8929200172424316, -0.20639830827713013, 578.6668701171875)","(63.723167419433594, 4.845400810241699, 577.25146484375)","(-12.153203010559082, 128.9297332763672, 36.284732818603516)","(-7.282367706298828, 135.36798095703125, 38.628143310546875)",POINT (0.4765628576278686 0.3723428547382355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,28,2125224819,2259913460,1,1,"(0.4625612795352936, 0.37748607993125916)","(0.477611780166626, 0.3561403751373291)",1,1,2.494171142578125,2.54473876953125,"(-0.8581395149230957, -0.2052331566810608, 578.6854248046875)","(63.73945617675781, 4.8374714851379395, 577.2674560546875)","(-14.555684089660645, 131.20948791503906, 37.1146125793457)","(-9.355352401733398, 135.10801696777344, 38.533512115478516)",POINT (0.4700865298509598 0.3668132275342941),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
