,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,input3.1,input4.1,input5.1,  .1,cond.1,-----------.1,    .1,and.1,>.1,input1.2,21.1,>=.1,input4.2,110.1,>=.2,input5.2,56.1,-----------.3,-----------.4,    .2,and.2,or.1,=.1,input1.3,17.1,nan.7,=.2,input1.4,21.2,-----------.8,>=.3,input2.2,3.1,=.3,input4.3,110.2,>=.4,input5.3,56.2,-----------.9,-----------.10,    .3,and.3,or.2,-----------.11,input1.5,17.2,-----------.13,=.4,input1.6,21.3,-----------.14,-----------.15,input2.3,2.1,=.5,input3.2,156.1,>=.5,input4.4,11.1,>=.6,input5.4,1054.1,-----------.16,-----------.17,    .4,and.4,or.3,-----------.18,input1.7,17.3,-----------.20,=.6,input1.8,21.4,-----------.21,-----------.22,input2.4,2.2,=.7,input3.3,156.2,>=.7,input4.5,9.1,>=.8,input5.5,1054.2,-----------.23,    .5,else.1,-----------.24,-----------.25,question,code,choices
0,14,28,238135495888,4768215597,1,1,"(0.4694671630859375, 0.644251823425293)","(0.5008179545402527, 0.587992250919342)",1,1,3.64239501953125,3.960693359375,"(-75.1814193725586, 41.06794738769531, 480.4266662597656)","(-12.370148658752441, 39.723899841308594, 498.34918212890625)","(-9.725720405578613, 87.69631958007812, 21.277069091796875)","(1.1917142868041992, 98.05199432373047, 25.04622459411621)",POINT (0.4851425588130951 0.6161220371723175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,14,28,238135512555,4768232264,1,1,"(0.4598619341850281, 0.6316831707954407)","(0.5046706199645996, 0.5826680660247803)",1,1,3.6346435546875,3.962890625,"(-74.71873474121094, 41.260650634765625, 480.2867431640625)","(-11.882372856140137, 39.882408142089844, 498.12060546875)","(-13.070610046386719, 90.00982666015625, 22.119112014770508)","(2.533371686935425, 99.03199768066406, 25.402917861938477)",POINT (0.4822662770748138 0.6071756184101105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,28,238135529222,4768248930,1,1,"(0.45978525280952454, 0.6229851841926575)","(0.4889020323753357, 0.5703167915344238)",1,1,3.655059814453125,3.97113037109375,"(-74.37351989746094, 41.53199768066406, 480.3663330078125)","(-11.425095558166504, 40.08830261230469, 497.90313720703125)","(-13.097335815429688, 91.61088562011719, 22.701831817626953)","(-2.9578351974487305, 101.30549621582031, 26.230388641357422)",POINT (0.4743436425924301 0.5966509878635406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,28,238135545889,4768265597,1,1,"(0.40000051259994507, 0.4243174195289612)","(0.45191842317581177, 0.42476582527160645)",1,1,3.66259765625,3.984710693359375,"(-74.0033187866211, 42.01406478881836, 480.43255615234375)","(-11.120113372802734, 40.475223541259766, 497.7011413574219)","(-33.91646957397461, 128.17947387695312, 36.01174545288086)","(-15.836836814880371, 128.09693908691406, 35.9817008972168)",POINT (0.4259594678878784 0.4245416224002838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,28,238135562563,4768282270,1,1,"(0.39574354887008667, 0.3074844479560852)","(0.44240593910217285, 0.31642910838127136)",1,1,3.676712036132813,3.990432739257813,"(-73.53767395019531, 42.45691680908203, 480.49322509765625)","(-10.68636417388916, 40.83061981201172, 497.41314697265625)","(-35.39889907836914, 149.68484497070312, 43.83901596069336)","(-19.149404525756836, 148.03839111328125, 43.23979949951172)",POINT (0.4190747439861298 0.3119567781686783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,28,238135579229,4768298936,1,1,"(0.3945656418800354, 0.30128487944602966)","(0.4309891164302826, 0.288864403963089)",1,1,3.667144775390625,3.955642700195313,"(-73.05259704589844, 42.677276611328125, 480.5262451171875)","(-10.126663208007812, 40.95698547363281, 497.0752868652344)","(-35.80908966064453, 150.8259735107422, 44.254390716552734)","(-23.12514305114746, 153.11221313476562, 45.086490631103516)",POINT (0.412777379155159 0.2950746417045593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,28,238135595895,4768315601,1,1,"(0.39495089650154114, 0.3250238597393036)","(0.4294305741786957, 0.2839917838573456)",1,1,3.679641723632813,3.990158081054688,"(-72.54706573486328, 42.90708541870117, 480.5576477050781)","(-9.501947402954102, 41.08137893676758, 496.732177734375)","(-35.67493438720703, 146.45635986328125, 42.66396713256836)","(-23.667871475219727, 154.00909423828125, 45.412940979003906)",POINT (0.4121907353401184 0.3045078217983246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,28,238135612564,4768332270,1,1,"(0.40440791845321655, 0.3064521551132202)","(0.42635852098464966, 0.2715480327606201)",1,1,3.668624877929688,3.971649169921875,"(-71.97723388671875, 43.13277053833008, 480.5250244140625)","(-8.838750839233398, 41.228878021240234, 496.39013671875)","(-32.38166046142578, 149.87484741210938, 43.9081916809082)","(-24.73769187927246, 156.29962158203125, 46.24662780761719)",POINT (0.4153832197189331 0.2890000939369202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,28,238135629229,4768348934,1,1,"(0.40197011828422546, 0.2835371792316437)","(0.4287045896053314, 0.2814251184463501)",1,1,3.6304931640625,3.95330810546875,"(-71.35944366455078, 43.41646194458008, 480.63751220703125)","(-8.111163139343262, 41.37786102294922, 496.03460693359375)","(-33.23058319091797, 154.09278869628906, 45.44340515136719)","(-23.92070770263672, 154.48153686523438, 45.58491897583008)",POINT (0.4153373539447784 0.2824811488389969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,28,238135645896,4768365601,1,1,"(0.3971446752548218, 0.32589176297187805)","(0.4199701249599457, 0.2610411047935486)",1,1,3.650665283203125,3.940277099609375,"(-70.64056396484375, 43.69182205200195, 480.7236633300781)","(-7.315608501434326, 41.523807525634766, 495.7966003417969)","(-34.91097640991211, 146.29661560058594, 42.6058235168457)","(-26.96234130859375, 158.23361206054688, 46.95054244995117)",POINT (0.4085574001073837 0.2934664338827133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
