,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,50,23,1408769333,1543479806,1,1,"(0.5504164099693298, 0.20428965985774994)","(0.545586109161377, 0.14051790535449982)",1,1,2.780364990234375,2.7851104736328125,"(-24.868125915527344, -38.12306594848633, 663.1383056640625)","(39.14765167236328, -28.920169830322266, 663.5279541015625)","(15.80048942565918, 162.84153747558594, 48.627708435058594)","(14.13150691986084, 174.48861694335938, 52.866851806640625)",POINT (0.5480012595653534 0.1724037826061249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,50,23,1408785999,1543496472,1,1,"(0.5473641157150269, 0.22034113109111786)","(0.5474063754081726, 0.13873887062072754)",1,1,2.778411865234375,2.772567749023437,"(-24.867324829101562, -38.18012237548828, 663.1868896484375)","(39.1397705078125, -28.932327270507812, 663.480224609375)","(14.745830535888672, 159.90997314453125, 47.56062316894531)","(14.760451316833496, 174.81353759765625, 52.985103607177734)",POINT (0.5473852455615997 0.1795400008559227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,50,23,1408802667,1543513139,1,1,"(0.5541656017303467, 0.20842380821704865)","(0.5391762852668762, 0.15921631455421448)",1,1,2.771591186523437,2.80194091796875,"(-24.905391693115234, -38.23696517944336, 663.3789672851562)","(39.12687301635742, -28.950225830078125, 663.45703125)","(17.09593391418457, 162.08648681640625, 48.35289764404297)","(11.916731834411621, 171.07357788085938, 51.62395477294922)",POINT (0.5466709434986115 0.1838200613856316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,50,23,1408819338,1543529810,1,1,"(0.5579878687858582, 0.20366154611110687)","(0.5435487627983093, 0.16377019882202148)",1,1,2.7713623046875,2.7852020263671875,"(-24.9427433013916, -38.288795471191406, 663.44921875)","(39.10169219970703, -28.98841094970703, 663.5321044921875)","(18.416627883911133, 162.95626831054688, 48.66941452026367)","(13.427544593811035, 170.2418975830078, 51.32115936279297)",POINT (0.5507683157920837 0.1837158724665642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,50,23,1408836005,1543546476,1,1,"(0.5572657585144043, 0.21150465309619904)","(0.5465340614318848, 0.15996681153774261)",1,1,2.76837158203125,2.7869415283203125,"(-24.958812713623047, -38.35849380493164, 663.7407836914062)","(39.095176696777344, -29.044706344604492, 663.7762451171875)","(18.1671142578125, 161.52383422851562, 48.148033142089844)","(14.459026336669922, 170.9365234375, 51.57402420043945)",POINT (0.5518999099731445 0.1857357323169708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,50,23,1408852670,1543563141,1,1,"(0.5637754201889038, 0.21637560427188873)","(0.5463712811470032, 0.16332073509693146)",1,1,2.774627685546875,2.7828826904296875,"(-24.95989227294922, -38.399391174316406, 663.838623046875)","(39.098419189453125, -29.077865600585938, 663.92236328125)","(20.41636085510254, 160.6342010498047, 47.82429885864258)","(14.402795791625977, 170.323974609375, 51.351070404052734)",POINT (0.5550733506679535 0.1898481696844101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,50,23,1408869340,1543579810,1,1,"(0.5564833879470825, 0.22391125559806824)","(0.5528498291969299, 0.1579621285200119)",1,1,2.7899932861328125,2.772308349609375,"(-24.963165283203125, -38.419837951660156, 663.960693359375)","(39.10196304321289, -29.108928680419922, 664.1187744140625)","(17.896785736083984, 159.25790405273438, 47.323394775390625)","(16.64128875732422, 171.3026580810547, 51.70726776123047)",POINT (0.5546666085720062 0.1909366920590401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,50,23,1408886005,1543596474,1,1,"(0.55837482213974, 0.22124415636062622)","(0.5521803498268127, 0.1526845097541809)",1,1,2.7852783203125,2.79583740234375,"(-24.939373016357422, -38.43572998046875, 664.1819458007812)","(39.12337112426758, -29.1300048828125, 664.31298828125)","(18.550331115722656, 159.74502563476562, 47.50065994262695)","(16.409971237182617, 172.26654052734375, 52.058101654052734)",POINT (0.5552775859832764 0.1869643330574036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,50,23,1408902672,1543613141,1,1,"(0.5543339252471924, 0.2231898009777069)","(0.5453071594238281, 0.14730703830718994)",1,1,2.77630615234375,2.801605224609375,"(-24.914447784423828, -38.44695281982422, 664.3057861328125)","(39.141014099121094, -29.140459060668945, 664.2623291015625)","(17.154090881347656, 159.3896942138672, 47.37127685546875)","(14.035116195678711, 173.24867248535156, 52.41554641723633)",POINT (0.5498205423355103 0.1852484196424484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,50,23,1408919340,1543629808,1,1,"(0.5515196919441223, 0.2170046865940094)","(0.5466117858886719, 0.14104534685611725)",1,1,2.79522705078125,2.80596923828125,"(-24.888084411621094, -38.446144104003906, 664.185791015625)","(39.15120315551758, -29.143606185913086, 664.2605590820312)","(16.181699752807617, 160.51931762695312, 47.78244400024414)","(14.485904693603516, 174.39227294921875, 52.83182907104492)",POINT (0.5490657389163971 0.1790250167250633),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
