,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,8,6,344820348130,15487151258,1,1,"(0.41324281692504883, 0.3181232810020447)","(0.37263223528862, 0.35234570503234863)",1,1,2.696014404296875,2.7159423828125,"(-1.0306532382965088, -22.240089416503906, 658.927490234375)","(59.31553649902344, -18.69038200378418, 658.384521484375)","(-29.793811798095703, 142.41583251953125, 41.193359375)","(-43.86687088012695, 136.1472625732422, 38.91182327270508)",POINT (0.3929375261068344 0.3352344930171967),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820364798,15487167925,1,1,"(0.429341584444046, 0.34007295966148376)","(0.3819884955883026, 0.35761040449142456)",1,1,2.7194976806640625,2.678741455078125,"(-1.0535614490509033, -22.23003387451172, 658.8795776367188)","(59.301612854003906, -18.657718658447266, 658.4856567382812)","(-24.214990615844727, 138.395263671875, 39.73006820678711)","(-40.62457275390625, 135.1829376220703, 38.56077575683594)",POINT (0.4056650400161743 0.3488416820764542),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820398132,15487201258,1,1,"(0.41482675075531006, 0.3340718746185303)","(0.3767074942588806, 0.3740769922733307)",1,1,2.7344512939453125,2.674591064453125,"(-1.1203762292861938, -22.240970611572266, 659.3592529296875)","(59.252479553222656, -18.645999908447266, 658.5919189453125)","(-29.244915008544922, 139.4945068359375, 40.130104064941406)","(-42.45463943481445, 132.16673278808594, 37.46297073364258)",POINT (0.3957671225070953 0.3540744334459305),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820414805,15487217930,1,1,"(0.4021241366863251, 0.3158831298351288)","(0.3734206259250641, 0.3109124004840851)",1,1,2.7176513671875,2.646514892578125,"(-1.1473021507263184, -22.247203826904297, 659.479248046875)","(59.23430252075195, -18.65576934814453, 658.716796875)","(-33.6468391418457, 142.82615661621094, 41.342742919921875)","(-43.59365463256836, 143.7366485595703, 41.67412567138672)",POINT (0.3877723813056946 0.3133977651596069),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,6,344820431471,15487234596,1,1,"(0.4109218716621399, 0.33920353651046753)","(0.37926289439201355, 0.35754260420799255)",1,1,2.723251342773437,2.6912994384765625,"(-1.1765859127044678, -22.229076385498047, 659.4067993164062)","(59.21083068847656, -18.637237548828125, 658.6251220703125)","(-30.598100662231445, 138.55453491210938, 39.78797912597656)","(-41.56908416748047, 135.1953582763672, 38.56529235839844)",POINT (0.3950923830270767 0.34837307035923),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820464806,15487267930,1,1,"(0.41436877846717834, 0.3253638446331024)","(0.37070101499557495, 0.3621760308742523)",1,1,2.727386474609375,2.6694793701171875,"(-1.2268786430358887, -22.220077514648438, 658.7826538085938)","(59.13005065917969, -18.618356704711914, 658.3475341796875)","(-29.403623580932617, 141.08956909179688, 40.71064376831055)","(-44.536094665527344, 134.34664916992188, 38.256370544433594)",POINT (0.3925348967313766 0.3437699377536774),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820498141,15487301263,1,1,"(0.4129449427127838, 0.33289796113967896)","(0.37166038155555725, 0.3626987338066101)",1,1,2.741241455078125,2.7003936767578125,"(-1.3113501071929932, -22.24048614501953, 659.0222778320312)","(59.06141662597656, -18.589529037475586, 658.3347778320312)","(-29.89703941345215, 139.7095184326172, 40.20840072631836)","(-44.20363998413086, 134.25088500976562, 38.221588134765625)",POINT (0.3923026621341705 0.3477983474731445),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820531481,15487334602,1,1,"(0.40092501044273376, 0.32711097598075867)","(0.39123597741127014, 0.347237765789032)",1,1,2.711273193359375,2.723785400390625,"(-1.4211876392364502, -22.224027633666992, 659.1173095703125)","(58.9449462890625, -18.558130264282227, 658.1851196289062)","(-34.06237030029297, 140.76953125, 40.594207763671875)","(-37.41997528076172, 137.0828857421875, 39.25236511230469)",POINT (0.396080493927002 0.3371743708848953),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820548149,15487351269,1,1,"(0.4137903153896332, 0.3422921597957611)","(0.3740990161895752, 0.3402203619480133)",1,1,2.720947265625,2.69012451171875,"(-1.4523983001708984, -22.20368003845215, 658.662109375)","(58.915565490722656, -18.53118133544922, 658.1409912109375)","(-29.604084014892578, 137.98880004882812, 39.5820198059082)","(-43.35857009887695, 138.36827087402344, 39.7202033996582)",POINT (0.3939446657896042 0.3412562608718872),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820598150,15487401269,1,1,"(0.41810011863708496, 0.30040743947029114)","(0.38627028465270996, 0.2691787779331207)",1,1,2.763046264648437,2.7335968017578125,"(-1.5456115007400513, -22.139141082763672, 658.7340087890625)","(58.821922302246094, -18.47394371032715, 658.1331176757812)","(-28.110586166381836, 145.660888671875, 42.37439727783203)","(-39.140769958496094, 151.38107299804688, 44.45640182495117)",POINT (0.4021852016448975 0.2847931087017059),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,8,6,344820614818,15487417936,1,1,"(0.42782118916511536, 0.22374312579631805)","(0.3892013430595398, 0.2114994376897812)",1,1,2.77337646484375,2.7229461669921875,"(-1.5391924381256104, -22.04464340209961, 658.7100830078125)","(58.75874328613281, -18.338626861572266, 658.3404541015625)","(-24.74186897277832, 159.7035675048828, 47.4855842590332)","(-38.12505340576172, 161.94627380371094, 48.30182647705078)",POINT (0.4085112661123276 0.2176212817430496),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,6,344820631484,15487434602,1,1,"(0.42076700925827026, 0.2212572544813156)","(0.38366737961769104, 0.21290600299835205)",1,1,2.7677459716796875,2.736053466796875,"(-1.5535001754760742, -22.047531127929688, 658.8777465820312)","(58.70343017578125, -18.324012756347656, 658.2047729492188)","(-27.1864070892334, 160.15892028808594, 47.65127944946289)","(-40.04277801513672, 161.68862915039062, 48.20806121826172)",POINT (0.4022171944379806 0.2170816287398338),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,6,344820648152,15487451269,1,1,"(0.4354219138622284, 0.21567808091640472)","(0.3747328817844391, 0.21549765765666962)",1,1,2.76947021484375,2.7186279296875,"(-1.613050937652588, -22.057170867919922, 658.6622314453125)","(58.6993408203125, -18.326435089111328, 658.302734375)","(-22.10793685913086, 161.1808624267578, 48.023250579833984)","(-43.138916015625, 161.2139129638672, 48.0352668762207)",POINT (0.4050773978233337 0.2155878692865372),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,6,344820664823,15487467939,1,1,"(0.4358122646808624, 0.2361733764410019)","(0.36647239327430725, 0.21684564650058746)",1,1,2.768768310546875,2.72491455078125,"(-1.6585079431533813, -22.05938720703125, 658.422119140625)","(58.68680953979492, -18.322494506835938, 658.376708984375)","(-21.972665786743164, 157.42669677734375, 46.656898498535156)","(-46.00147247314453, 160.96697998046875, 47.94546127319336)",POINT (0.4011423289775848 0.2265095114707947),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,6,344820681490,15487484605,1,1,"(0.4337746798992157, 0.25261563062667847)","(0.3582494258880615, 0.2001788318157196)",1,1,2.785385131835937,2.7130584716796875,"(-1.6907150745391846, -22.08165740966797, 658.58935546875)","(58.65087127685547, -18.330883026123047, 658.3594970703125)","(-22.67877197265625, 154.41494750976562, 45.56071090698242)","(-48.85103225708008, 164.01986694335938, 49.056602478027344)",POINT (0.3960120528936386 0.226397231221199),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,6,344820698157,15487501272,1,1,"(0.42584332823753357, 0.2054545134305954)","(0.3756769299507141, 0.1755206137895584)",1,1,2.7946319580078125,2.741973876953125,"(-1.7522516250610352, -22.053178787231445, 658.780517578125)","(58.563758850097656, -18.289894104003906, 658.25244140625)","(-25.427278518676758, 163.0535430908203, 48.70479965209961)","(-42.81177520751953, 168.5365447998047, 50.70053482055664)",POINT (0.4007601290941238 0.1904875636100769),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820714825,15487517939,1,1,"(0.43002229928970337, 0.20501719415187836)","(0.3773983120918274, 0.15047191083431244)",1,1,2.7862701416015625,2.71929931640625,"(-1.7825648784637451, -22.06023406982422, 658.6367797851562)","(58.52970886230469, -18.28567123413086, 658.574462890625)","(-23.979114532470703, 163.1336212158203, 48.73401641845703)","(-42.215240478515625, 173.124755859375, 52.370487213134766)",POINT (0.4037103056907654 0.1777445524930954),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820731491,15487534605,1,1,"(0.4266131818294525, 0.19976498186588287)","(0.37490424513816833, 0.13829807937145233)",1,1,2.799957275390625,2.7183837890625,"(-1.8146743774414062, -22.058164596557617, 658.75634765625)","(58.504600524902344, -18.27396583557129, 658.5787963867188)","(-25.160490036010742, 164.09568786621094, 49.08415222167969)","(-43.079532623291016, 175.35464477539062, 53.1821174621582)",POINT (0.4007587134838104 0.1690315306186676),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820748159,15487551272,1,1,"(0.42731615900993347, 0.2069515883922577)","(0.3744438886642456, 0.1487904042005539)",1,1,2.813201904296875,2.7240753173828125,"(-1.8591456413269043, -22.04833984375, 658.68408203125)","(58.461883544921875, -18.253311157226562, 658.29638671875)","(-24.916887283325195, 162.779296875, 48.60505676269531)","(-43.23905563354492, 173.43275451660156, 52.48260498046875)",POINT (0.4008800238370895 0.1778709962964058),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820764826,15487567939,1,1,"(0.43195289373397827, 0.19592244923114777)","(0.37631890177726746, 0.1852000504732132)",1,1,2.8139801025390625,2.7574615478515625,"(-1.889430046081543, -22.03156089782715, 658.5400390625)","(58.42841339111328, -18.225467681884766, 658.1329956054688)","(-23.310091018676758, 164.7995147705078, 49.340362548828125)","(-42.589290618896484, 166.76356506347656, 50.05517578125)",POINT (0.4041358977556229 0.1905612498521805),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820781493,15487584605,1,1,"(0.4297422766685486, 0.19353528320789337)","(0.37900733947753906, 0.17557504773139954)",1,1,2.801910400390625,2.735458374023437,"(-1.9148204326629639, -22.038043975830078, 658.4920654296875)","(58.41590881347656, -18.21186065673828, 658.1359252929688)","(-24.076139450073242, 165.23678588867188, 49.49949264526367)","(-41.657649993896484, 168.52659606933594, 50.696842193603516)",POINT (0.4043748080730438 0.1845551654696464),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820798166,15487601278,1,1,"(0.43657970428466797, 0.21276940405368805)","(0.37216538190841675, 0.1966772973537445)",1,1,2.8094940185546875,2.748260498046875,"(-1.929107904434204, -22.04645538330078, 658.6115112304688)","(58.40251159667969, -18.20462989807129, 658.11376953125)","(-21.70673179626465, 161.71365356445312, 48.21715545654297)","(-44.02863693237305, 164.66123962402344, 49.29006576538086)",POINT (0.4043725430965424 0.2047233507037163),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820831500,15487634611,1,1,"(0.4754173457622528, 0.18627959489822388)","(0.4342593848705292, 0.16917380690574646)",1,1,2.810455322265625,2.77679443359375,"(-1.7564060688018799, -22.059247970581055, 658.9482421875)","(58.54405975341797, -18.217681884765625, 658.4774169921875)","(-8.248061180114746, 166.5657958984375, 49.9832763671875)","(-22.51080894470215, 169.69911193847656, 51.12363052368164)",POINT (0.454838365316391 0.1777267009019852),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820848169,15487651278,1,1,"(0.48527559638023376, 0.20324508845806122)","(0.43235570192337036, 0.15958990156650543)",1,1,2.8320770263671875,2.753173828125,"(-1.7661237716674805, -22.05098533630371, 658.7088012695312)","(58.542327880859375, -18.23169708251953, 658.4288330078125)","(-4.831820964813232, 163.45822143554688, 48.8521614074707)","(-23.170495986938477, 171.45460510253906, 51.7625846862793)",POINT (0.4588156491518021 0.1814174950122833),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820864836,15487667945,1,1,"(0.498536616563797, 0.20049139857292175)","(0.4381873309612274, 0.16386963427066803)",1,1,2.805404663085937,2.751937866210937,"(-1.819174885749817, -22.050033569335938, 658.46875)","(58.50640106201172, -18.231082916259766, 658.4838256835938)","(-0.2363860309123993, 163.96261596679688, 49.0357551574707)","(-21.149629592895508, 170.6707000732422, 51.47721481323242)",POINT (0.4683619737625122 0.1821805164217949),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820881503,15487684611,1,1,"(0.491869181394577, 0.19916555285453796)","(0.43934166431427, 0.18095575273036957)",1,1,2.79278564453125,2.73870849609375,"(-1.8825883865356445, -22.04564666748047, 658.324951171875)","(58.42506408691406, -18.227256774902344, 658.037353515625)","(-2.546905279159546, 164.2054901123047, 49.12409973144531)","(-20.74959945678711, 167.54098510742188, 50.33817672729492)",POINT (0.4656054228544235 0.1900606527924538),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820898170,15487701278,1,1,"(0.49012523889541626, 0.20624233782291412)","(0.43860867619514465, 0.1734919548034668)",1,1,2.787353515625,2.75335693359375,"(-1.9569408893585205, -22.062602996826172, 658.51611328125)","(58.34307861328125, -18.220273971557617, 657.9302368164062)","(-3.151252508163452, 162.90919494628906, 48.65238952636719)","(-21.003612518310547, 168.9081573486328, 50.835731506347656)",POINT (0.4643669575452805 0.1898671463131905),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820914838,15487717945,1,1,"(0.49460074305534363, 0.2028110772371292)","(0.4356514513492584, 0.16955575346946716)",1,1,2.7806396484375,2.7484283447265625,"(-2.0698537826538086, -22.072532653808594, 658.2997436523438)","(58.25293731689453, -18.220355987548828, 658.23779296875)","(-1.600311517715454, 163.5377197265625, 48.881107330322266)","(-22.028392791748047, 169.62913513183594, 51.098209381103516)",POINT (0.465126097202301 0.1861834153532982),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820931509,15487734615,1,1,"(0.49126142263412476, 0.2258637249469757)","(0.4356326460838318, 0.1786152869462967)",1,1,2.7923583984375,2.7407684326171875,"(-2.1694984436035156, -22.081165313720703, 658.39453125)","(58.12745666503906, -18.200153350830078, 657.750244140625)","(-2.757512092590332, 159.31517028808594, 47.3441162109375)","(-22.03490447998047, 167.96969604492188, 50.494205474853516)",POINT (0.4634470343589783 0.2022395059466362),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820948176,15487751282,1,1,"(0.5066636800765991, 0.22804582118988037)","(0.43239039182662964, 0.18641331791877747)",1,1,2.7930450439453125,2.74163818359375,"(-2.300015926361084, -22.089305877685547, 658.13037109375)","(58.027244567871094, -18.17839241027832, 658.0601806640625)","(2.579921245574951, 158.9154510498047, 47.198699951171875)","(-23.158479690551758, 166.5413360595703, 49.974266052246094)",POINT (0.4695270359516144 0.2072295695543289),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,344820964843,15487767948,1,1,"(0.4934499263763428, 0.20700453221797943)","(0.4468763768672943, 0.17388629913330078)",1,1,2.786895751953125,2.7379608154296875,"(-2.4128780364990234, -22.11783218383789, 657.9622192382812)","(57.86518096923828, -18.15472412109375, 657.603515625)","(-1.9991170167922974, 162.7696075439453, 48.601505279541016)","(-18.138547897338867, 168.83590698242188, 50.80949020385742)",POINT (0.4701631516218185 0.1904454156756401),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,8,6,344820981510,15487784615,1,1,"(0.4955504834651947, 0.20742036402225494)","(0.4351010024547577, 0.18913157284259796)",1,1,2.8048553466796875,2.7376251220703125,"(-2.541269302368164, -22.15761375427246, 658.296142578125)","(57.77483367919922, -18.151580810546875, 657.910400390625)","(-1.2711960077285767, 162.6934356689453, 48.573787689208984)","(-22.219144821166992, 166.0434112548828, 49.79309844970703)",POINT (0.4653257429599762 0.1982759684324264),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
