,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,terms.1,if.1,terms.2,==.1,0.1,-----------.4,return.1,1.1,-----------.5,else.1,return.2,-----------.6,std::pow.1,2.1,terms.3,+.1,afunc.2,terms.4,-.1,1.2,-----------.9,-----------.10,-----------.11,question,code,choices
0,35,22,339421430937,10088388838,1,1,"(0.5556484460830688, 0.13274414837360382)","(0.5838373899459839, 0.09577956050634384)",1,1,3.274520874023437,3.3904571533203125,"(-49.76332092285156, 58.51860809326172, 623.3419799804688)","(10.357014656066895, 62.030357360839844, 623.0755004882812)","(19.55493927001953, 176.37197875976562, 53.552371978759766)","(29.32345962524414, 183.142822265625, 56.01675033569336)",POINT (0.5697429180145264 0.1142618544399738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421447604,10088405505,1,1,"(0.5555810928344727, 0.13162821531295776)","(0.5799147486686707, 0.10910097509622574)",1,1,3.2573394775390625,3.3986053466796875,"(-49.75300979614258, 58.50326919555664, 623.3668212890625)","(10.382080078125, 62.02989959716797, 623.2039794921875)","(19.531597137451172, 176.57638549804688, 53.62674331665039)","(27.964109420776367, 180.70274353027344, 55.12863540649414)",POINT (0.5677479207515717 0.1203645952045918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421464272,10088422172,1,1,"(0.5565704107284546, 0.15117229521274567)","(0.5822499990463257, 0.11122864484786987)",1,1,3.2873077392578125,3.3995819091796875,"(-49.75381851196289, 58.48961639404297, 623.400146484375)","(10.39146900177002, 62.03089141845703, 623.3004150390625)","(19.874435424804688, 172.9964599609375, 52.32378005981445)","(28.773366928100586, 180.31297302246094, 54.98683166503906)",POINT (0.5694102048873901 0.1312004700303078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421480940,10088438840,1,1,"(0.5506320595741272, 0.13825103640556335)","(0.5807725787162781, 0.09867700189352036)",1,1,3.24774169921875,3.376571655273437,"(-49.75334167480469, 58.45207977294922, 623.37890625)","(10.399810791015625, 62.01676940917969, 623.332275390625)","(17.816572189331055, 175.36326599121094, 53.185237884521484)","(28.26137351989746, 182.61209106445312, 55.8236083984375)",POINT (0.5657023191452026 0.1184640191495418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421497607,10088455506,1,1,"(0.5558534860610962, 0.09611943364143372)","(0.5797708630561829, 0.08099175244569778)",1,1,3.1864166259765625,3.336822509765625,"(-49.76067352294922, 58.42920684814453, 623.485595703125)","(10.405550003051758, 62.00238800048828, 623.3748168945312)","(19.625988006591797, 183.08056640625, 55.99409103393555)","(27.91424560546875, 185.85154724121094, 57.00262451171875)",POINT (0.5678121745586395 0.0885555930435658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421514274,10088472173,1,1,"(0.5512132048606873, 0.11875097453594208)","(0.5859984755516052, 0.09947553277015686)",1,1,3.2263336181640625,3.3546142578125,"(-49.76142883300781, 58.387847900390625, 623.4739990234375)","(10.409711837768555, 61.97241973876953, 623.4180297851562)","(18.017980575561523, 178.9351043701172, 54.48530197143555)","(30.07234764099121, 182.4658203125, 55.770347595214844)",POINT (0.5686058402061462 0.1091132536530495),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421530942,10088488840,1,1,"(0.5527850985527039, 0.11580834537744522)","(0.5809425115585327, 0.09253378212451935)",1,1,3.1950225830078125,3.3321075439453125,"(-49.7714729309082, 58.3781623840332, 623.5482177734375)","(10.410572052001953, 61.95445251464844, 623.396728515625)","(18.56270980834961, 179.47412109375, 54.681488037109375)","(28.320270538330078, 183.7373504638672, 56.233177185058594)",POINT (0.5668638050556183 0.1041710637509823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421547606,10088505504,1,1,"(0.553872287273407, 0.09624357521533966)","(0.5824606418609619, 0.07441157847642899)",1,1,3.13916015625,3.3144073486328125,"(-49.75880432128906, 58.345359802246094, 623.4629516601562)","(10.418511390686035, 61.92741394042969, 623.439208984375)","(18.939456939697266, 183.05784606933594, 55.98582077026367)","(28.846343994140625, 187.05682373046875, 57.44136047363281)",POINT (0.5681664645671844 0.0853275768458843),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421564277,10088522174,1,1,"(0.5547394752502441, 0.08330517262220383)","(0.5805034637451172, 0.09093272686004639)",1,1,3.098388671875,3.30487060546875,"(-49.76154327392578, 58.358211517333984, 623.4840698242188)","(10.423808097839355, 61.94065856933594, 623.4287109375)","(19.239957809448242, 185.4277801513672, 56.848426818847656)","(28.168109893798828, 184.03062438964844, 56.339908599853516)",POINT (0.5676214694976807 0.0871189497411251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421580943,10088538840,1,1,"(0.556424617767334, 0.11167458444833755)","(0.581071674823761, 0.08181077986955643)",1,1,3.1256866455078125,3.2579803466796875,"(-49.75558853149414, 58.35530090332031, 623.4310302734375)","(10.429605484008789, 61.943729400634766, 623.4607543945312)","(19.82393455505371, 180.2313232421875, 54.95704650878906)","(28.365034103393555, 185.7014923095703, 56.94804382324219)",POINT (0.5687481462955475 0.096742682158947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421597615,10088555511,1,1,"(0.5471609234809875, 0.11015819758176804)","(0.5857489705085754, 0.037813544273376465)",1,1,3.1333160400390625,3.176971435546875,"(-49.747127532958984, 58.37813186645508, 623.4330444335938)","(10.442479133605957, 61.98219299316406, 623.567626953125)","(16.61370277404785, 180.50906372070312, 55.058143615722656)","(29.98590087890625, 193.7605438232422, 59.88128662109375)",POINT (0.5664549469947815 0.0739858709275722),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,22,339421614283,10088572179,1,1,"(0.5562005043029785, 0.09644513577222824)","(0.5816447138786316, 0.06983534246683121)",1,1,3.0681610107421875,3.2157135009765625,"(-49.750301361083984, 58.383907318115234, 623.4113159179688)","(10.44549560546875, 61.99052047729492, 623.57861328125)","(19.746253967285156, 183.02090454101562, 55.972408294677734)","(28.56361198425293, 187.8950653076172, 57.746437072753906)",POINT (0.568922609090805 0.0831402391195297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
