,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,17,25,168744345546,4158685641,1,1,"(0.2933592200279236, 0.08161360025405884)","(0.31863126158714294, -0.027570145204663277)",1,1,2.774505615234375,2.9373779296875,"(-44.38521194458008, 8.16597843170166, 660.2569580078125)","(13.861471176147461, 7.437586307525635, 661.1888427734375)","(-71.33785247802734, 185.73764038085938, 56.96115493774414)","(-62.580177307128906, 205.73695373535156, 64.24034118652344)",POINT (0.3059952408075333 0.0270217275246978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,25,168744362213,4158702307,1,1,"(0.31194791197776794, 0.0620475672185421)","(0.3433157205581665, -0.04441428557038307)",1,1,2.767074584960937,2.901641845703125,"(-44.290016174316406, 8.168306350708008, 660.1361083984375)","(13.921306610107422, 7.434338569641113, 660.811767578125)","(-64.89620208740234, 189.32156372070312, 58.265602111816406)","(-54.02611541748047, 208.82232666015625, 65.36331939697266)",POINT (0.3276318162679672 0.0088166408240795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,25,168744378880,4158718974,1,1,"(0.31996527314186096, 0.06524467468261719)","(0.34453827142715454, -0.038886602967977524)",1,1,2.785247802734375,2.8952789306640625,"(-44.27180480957031, 8.160361289978027, 660.188232421875)","(13.934232711791992, 7.434816360473633, 660.8473510742188)","(-62.11788558959961, 188.73594665527344, 58.05247497558594)","(-53.60245132446289, 207.80979919433594, 64.99480438232422)",POINT (0.3322517722845078 0.0131790358573198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,25,168744395549,4158735642,1,1,"(0.31712621450424194, 0.06988028436899185)","(0.3465645909309387, -0.03514409437775612)",1,1,2.768798828125,2.91162109375,"(-44.274208068847656, 8.163832664489746, 660.1868896484375)","(13.932954788208008, 7.448212623596191, 660.8475341796875)","(-63.101722717285156, 187.88681030273438, 57.74348068237305)","(-52.90026092529297, 207.124267578125, 64.74529266357422)",POINT (0.3318454027175903 0.0173680949956179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,25,168744412215,4158752308,1,1,"(0.320178359746933, 0.06414593011140823)","(0.3448236286640167, -0.03794068470597267)",1,1,2.757171630859375,2.911041259765625,"(-44.278900146484375, 8.165973663330078, 660.1611328125)","(13.925437927246094, 7.456818580627441, 660.8356323242188)","(-62.04404830932617, 188.93719482421875, 58.12575149536133)","(-53.50356674194336, 207.63653564453125, 64.93173217773438)",POINT (0.3325009942054748 0.0131026227027178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,25,168744428888,4158768980,1,1,"(0.3127296566963196, 0.054037898778915405)","(0.3506928086280823, -0.03906458988785744)",1,1,2.7554931640625,2.8903961181640625,"(-44.28628158569336, 8.181208610534668, 660.1364135742188)","(13.911182403564453, 7.475622177124023, 660.7645263671875)","(-64.62529754638672, 190.7886962890625, 58.79962158203125)","(-51.46966552734375, 207.84237670898438, 65.0066909790039)",POINT (0.3317112326622009 0.007486654445529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,25,168744445555,4158785647,1,1,"(0.3222207725048065, 0.06474296003580093)","(0.3471013307571411, -0.037508394569158554)",1,1,2.7716217041015625,2.8866119384765625,"(-44.29355239868164, 8.17225456237793, 660.1233520507812)","(13.906356811523438, 7.476402282714844, 660.716552734375)","(-61.33627700805664, 188.82785034179688, 58.08590316772461)","(-52.71424865722656, 207.55735778808594, 64.90290832519531)",POINT (0.3346610516309738 0.0136172827333212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,25,168744462222,4158802313,1,1,"(0.3212938606739044, 0.07256169617176056)","(0.3499870300292969, -0.03263997286558151)",1,1,2.770660400390625,2.8855743408203125,"(-44.29360580444336, 8.19166374206543, 660.1231079101562)","(13.906224250793457, 7.492168426513672, 660.6806640625)","(-61.657493591308594, 187.3956756591797, 57.56467056274414)","(-51.71426010131836, 206.66558837890625, 64.578369140625)",POINT (0.3356404453516006 0.0199608616530895),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,25,168744478889,4158818980,1,1,"(0.31857943534851074, 0.0666620135307312)","(0.35147732496261597, -0.046823471784591675)",1,1,2.75946044921875,2.886077880859375,"(-44.29607391357422, 8.201342582702637, 660.110595703125)","(13.905805587768555, 7.492016792297363, 660.6927490234375)","(-62.598140716552734, 188.476318359375, 57.95800018310547)","(-51.197811126708984, 209.26361083984375, 65.5239486694336)",POINT (0.3350283801555634 0.0099192708730698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,25,168744495557,4158835647,1,1,"(0.32186681032180786, 0.0655210018157959)","(0.35273128747940063, -0.03950142860412598)",1,1,2.767364501953125,2.88360595703125,"(-44.28169250488281, 8.224417686462402, 660.075927734375)","(13.919139862060547, 7.504608631134033, 660.7163696289062)","(-61.45894241333008, 188.68531799316406, 58.034088134765625)","(-50.76327133178711, 207.9224090576172, 65.03580474853516)",POINT (0.3372990489006042 0.013009786605835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
