,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,37,27,765671244041,1648079657,1,1,"(0.5490283966064453, 0.698103129863739)","(0.5100231766700745, 0.6560236811637878)",1,1,2.65081787109375,2.5788116455078125,"(-80.22702026367188, 0.4893198609352112, 667.14599609375)","(-10.762413024902344, 2.9948296546936035, 664.8795776367188)","(15.320901870727539, 72.6530532836914, 15.801741600036621)","(1.8435964584350586, 80.33830261230469, 18.59893035888672)",POINT (0.5295257866382599 0.6770634055137634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671260707,1648096323,1,1,"(0.5454717874526978, 0.6917444467544556)","(0.5040444731712341, 0.6444942355155945)",1,1,2.636444091796875,2.573593139648437,"(-80.28001403808594, 0.5089597105979919, 667.19580078125)","(-10.811552047729492, 3.0851478576660156, 664.9751586914062)","(14.092019081115723, 73.81437683105469, 16.224454879760742)","(-0.22219236195087433, 82.44401550292969, 19.365354537963867)",POINT (0.5247581303119659 0.668119341135025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671277375,1648112990,1,1,"(0.5517762303352356, 0.6863019466400146)","(0.4983467757701874, 0.6545327305793762)",1,1,2.6365203857421875,2.569183349609375,"(-80.3597412109375, 0.5277064442634583, 667.3274536132812)","(-10.886329650878906, 3.202970266342163, 665.1434326171875)","(16.270336151123047, 74.8083724975586, 16.586227416992188)","(-2.190873384475708, 80.6106185913086, 18.698041915893555)",POINT (0.5250615030527115 0.6704173386096954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671294042,1648129657,1,1,"(0.5575633645057678, 0.6965212225914001)","(0.5002366304397583, 0.6461260318756104)",1,1,2.6556854248046875,2.57464599609375,"(-80.45068359375, 0.5423380136489868, 667.44384765625)","(-10.97579574584961, 3.3356027603149414, 665.2254638671875)","(18.26993179321289, 72.94198608398438, 15.906896591186523)","(-1.5378918647766113, 82.14596557617188, 19.256925582885742)",POINT (0.5288999974727631 0.6713236272335052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671310713,1648146327,1,1,"(0.5440946221351624, 0.7043306231498718)","(0.5007204413414001, 0.6375921368598938)",1,1,2.628204345703125,2.5469207763671875,"(-80.54314422607422, 0.5541830062866211, 667.4707641601562)","(-11.074525833129883, 3.4805386066436768, 665.3805541992188)","(13.616148948669434, 71.51567077636719, 15.387797355651855)","(-1.3707218170166016, 83.7045669555664, 19.824159622192383)",POINT (0.5224075317382812 0.6709613800048828),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671327380,1648162994,1,1,"(0.5513461232185364, 0.6984529495239258)","(0.5074033141136169, 0.6264576315879822)",1,1,2.645355224609375,2.5416412353515625,"(-80.67051696777344, 0.5683060884475708, 667.6036376953125)","(-11.203516006469727, 3.6311392784118652, 665.633056640625)","(16.1217098236084, 72.58915710449219, 15.778504371643066)","(0.9383825063705444, 85.73814392089844, 20.56433868408203)",POINT (0.5293747186660767 0.662455290555954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671344047,1648179660,1,1,"(0.5377926230430603, 0.7032442092895508)","(0.4976722300052643, 0.65776526927948)",1,1,2.641571044921875,2.5766143798828125,"(-80.78709411621094, 0.6170897483825684, 667.7003173828125)","(-11.333047866821289, 3.83807110786438, 665.9462890625)","(11.438643455505371, 71.714111328125, 15.459981918334961)","(-2.4239516258239746, 80.02021789550781, 18.483165740966797)",POINT (0.5177324265241623 0.6805047392845154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671360714,1648196327,1,1,"(0.5456250309944153, 0.7071670889854431)","(0.5066575407981873, 0.6417884230613708)",1,1,2.6333465576171875,2.5573883056640625,"(-80.92278289794922, 0.7248539924621582, 667.84326171875)","(-11.472814559936523, 4.081937313079834, 665.9158935546875)","(14.144963264465332, 70.99762725830078, 15.199209213256836)","(0.6806861758232117, 82.93817901611328, 19.545244216918945)",POINT (0.5261412858963013 0.674477756023407),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671377382,1648212994,1,1,"(0.5475326180458069, 0.700498640537262)","(0.5104844570159912, 0.652614951133728)",1,1,2.6352691650390625,2.549835205078125,"(-81.06619262695312, 0.8841757774353027, 668.1744384765625)","(-11.611091613769531, 4.363002300262451, 666.253662109375)","(14.804060935974121, 72.21553039550781, 15.642532348632812)","(2.0029869079589844, 80.96086883544922, 18.825525283813477)",POINT (0.529008537530899 0.676556795835495),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671394048,1648229660,1,1,"(0.5474969148635864, 0.692615807056427)","(0.503297746181488, 0.6537941694259644)",1,1,2.65301513671875,2.556488037109375,"(-81.18427276611328, 1.1037232875823975, 668.295654296875)","(-11.736565589904785, 4.673638343811035, 666.3218383789062)","(14.791730880737305, 73.65523529052734, 16.16651153564453)","(-0.48019787669181824, 80.74549865722656, 18.747150421142578)",POINT (0.5253973305225372 0.6732049882411957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,27,765671410716,1648246327,1,1,"(0.5051391124725342, 0.5405990481376648)","(0.49814751744270325, 0.4883558452129364)",1,1,2.63427734375,2.5669097900390625,"(-81.30795288085938, 1.6721981763839722, 668.630615234375)","(-11.925689697265625, 5.31245756149292, 666.7184448242188)","(0.1560273915529251, 101.41907501220703, 26.2717342376709)","(-2.259730577468872, 110.96061706542969, 29.744564056396484)",POINT (0.5016433149576187 0.5144774466753006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,27,765671427387,1648262998,1,1,"(0.4881943166255951, 0.2381640523672104)","(0.48966002464294434, 0.27519986033439636)",1,1,2.5947723388671875,2.60882568359375,"(-81.3586654663086, 2.517491579055786, 669.097900390625)","(-12.159908294677734, 6.203295707702637, 667.2855834960938)","(-5.698819160461426, 156.65484619140625, 46.375885009765625)","(-5.192375659942627, 149.89071655273438, 43.91400909423828)",POINT (0.4889271706342697 0.2566819563508034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,37,27,765671444054,1648279664,1,1,"(0.49148595333099365, 0.043772950768470764)","(0.47828570008277893, 0.20651525259017944)",1,1,2.504058837890625,2.6233367919921875,"(-81.4293441772461, 3.16587495803833, 669.4208984375)","(-12.307531356811523, 6.884263038635254, 667.61083984375)","(-4.5614800453186035, 192.15780639648438, 59.29790496826172)","(-9.12249755859375, 162.43507385253906, 48.4797477722168)",POINT (0.4848858267068863 0.1251441016793251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,27,765671460721,1648296331,1,1,"(0.5047950148582458, 0.26889505982398987)","(0.47500279545783997, 0.19050659239292145)",1,1,2.7454376220703125,2.650543212890625,"(-81.5644760131836, 3.6877036094665527, 669.7288208007812)","(-12.389774322509766, 7.478181838989258, 667.9765625)","(0.03712404891848564, 151.04222106933594, 44.33307647705078)","(-10.256823539733887, 165.35885620117188, 49.543861389160156)",POINT (0.4898989051580429 0.2297008261084557),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,37,27,765671477389,1648312998,1,1,"(0.500985860824585, 0.05021596699953079)","(0.47362905740737915, 0.1561741977930069)",1,1,2.498641967773437,2.6020050048828125,"(-81.71468353271484, 4.2448225021362305, 669.9297485351562)","(-12.500299453735352, 8.105297088623047, 668.1434326171875)","(-1.279013752937317, 190.9810791015625, 58.86964797973633)","(-10.731483459472656, 171.6291961669922, 51.82613754272461)",POINT (0.4873074591159821 0.1031950823962688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,27,765671494053,1648329662,1,1,"(0.4979913532733917, 0.2143975794315338)","(0.476721853017807, 0.19223704934120178)",1,1,2.70294189453125,2.6371307373046875,"(-81.85867309570312, 4.749668121337891, 670.3257446289062)","(-12.597497940063477, 8.705586433410645, 668.55810546875)","(-2.313692569732666, 160.99546813964844, 47.95576095581055)","(-9.662848472595215, 165.04278564453125, 49.42888641357422)",POINT (0.4873566031455994 0.2033173143863678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,37,27,765671510723,1648346331,1,1,"(0.5005010962486267, 0.2633242607116699)","(0.4721430540084839, 0.1844252496957779)",1,1,2.73565673828125,2.634857177734375,"(-82.00432586669922, 5.15688419342041, 670.5291748046875)","(-12.711944580078125, 9.167275428771973, 668.7991943359375)","(-1.4464963674545288, 152.0596466064453, 44.703399658203125)","(-11.244935035705566, 166.4695281982422, 49.9481315612793)",POINT (0.4863220751285553 0.2238747552037239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
