,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,input3.1,input4.1,input5.1,  .1,cond.1,-----------.1,    .1,and.1,>.1,input1.2,21.1,>=.1,input4.2,110.1,>=.2,input5.2,56.1,-----------.3,-----------.4,    .2,and.2,or.1,=.1,input1.3,17.1,nan.7,=.2,input1.4,21.2,-----------.8,>=.3,input2.2,3.1,=.3,input4.3,110.2,>=.4,input5.3,56.2,-----------.9,-----------.10,    .3,and.3,or.2,-----------.11,input1.5,17.2,-----------.13,=.4,input1.6,21.3,-----------.14,-----------.15,input2.3,2.1,=.5,input3.2,156.1,>=.5,input4.4,11.1,>=.6,input5.4,1054.1,-----------.16,-----------.17,    .4,and.4,or.3,-----------.18,input1.7,17.3,-----------.20,=.6,input1.8,21.4,-----------.21,-----------.22,input2.4,2.2,=.7,input3.3,156.2,>=.7,input4.5,9.1,>=.8,input5.5,1054.2,-----------.23,    .5,else.1,-----------.24,-----------.25,question,code,choices
0,34,28,71424589485,1803621773,1,1,"(0.5688822269439697, 0.15651994943618774)","(0.5603180527687073, 0.10301526635885239)",1,1,2.7588653564453125,2.6504058837890625,"(-55.92045593261719, 9.45511245727539, 730.798828125)","(8.585464477539062, 9.552562713623047, 732.6046142578125)","(24.14093780517578, 172.01693725585938, 51.9672737121582)","(21.17313003540039, 181.8174591064453, 55.53434371948242)",POINT (0.5646001398563385 0.1297676078975201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424606152,1803638439,1,1,"(0.5752834677696228, 0.15031179785728455)","(0.5545092225074768, 0.07345793396234512)",1,1,2.697967529296875,2.593734741210937,"(-56.08015441894531, 9.43716049194336, 731.2939453125)","(8.446788787841797, 9.561239242553711, 732.96337890625)","(26.35919761657715, 173.15408325195312, 52.38113784790039)","(19.16016387939453, 187.2314910888672, 57.50492858886719)",POINT (0.5648963451385498 0.1118848659098148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424622819,1803655106,1,1,"(0.5773879885673523, 0.16701649129390717)","(0.5604210495948792, 0.08799658715724945)",1,1,2.724639892578125,2.6107330322265625,"(-56.22966766357422, 9.415843963623047, 731.43212890625)","(8.27507209777832, 9.572057723999023, 733.3233032226562)","(27.08847999572754, 170.09426879882812, 51.26747512817383)","(21.208812713623047, 184.5684356689453, 56.53562927246094)",POINT (0.5689045190811157 0.1275065392255783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424639487,1803671773,1,1,"(0.56272292137146, 0.16062110662460327)","(0.5570748448371887, 0.10197128355503082)",1,1,2.732650756835937,2.615097045898437,"(-56.41450500488281, 9.432957649230957, 731.8635864257812)","(8.102530479431152, 9.604642868041992, 733.475341796875)","(22.00652503967285, 171.26571655273438, 51.69382858276367)","(20.049253463745117, 182.00868225097656, 55.603965759277344)",POINT (0.5598988831043243 0.131296195089817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424656153,1803688439,1,1,"(0.5704372525215149, 0.1451593041419983)","(0.5514813661575317, 0.06788283586502075)",1,1,2.6734619140625,2.574462890625,"(-56.59598159790039, 9.459196090698242, 732.22119140625)","(7.929754734039307, 9.667866706848145, 733.74609375)","(24.679792404174805, 174.09786987304688, 52.724700927734375)","(18.11088752746582, 188.25270080566406, 57.87663650512695)",POINT (0.5609593093395233 0.1065210700035095),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424672821,1803705106,1,1,"(0.5592288970947266, 0.16064083576202393)","(0.5477461814880371, 0.07350087910890579)",1,1,2.6715240478515625,2.5674285888671875,"(-56.814449310302734, 9.522562026977539, 732.5419311523438)","(7.711194038391113, 9.764320373535156, 734.1372680664062)","(20.79570770263672, 171.26211547851562, 51.6925048828125)","(16.81652069091797, 187.2236328125, 57.502079010009766)",POINT (0.5534875392913818 0.1170708574354649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424689489,1803721774,1,1,"(0.49563169479370117, 0.143957257270813)","(0.47039568424224854, 0.07576191425323486)",1,1,2.6716766357421875,2.5776519775390625,"(-57.152259826660156, 9.584829330444336, 732.8119506835938)","(7.3530683517456055, 9.873815536499023, 734.2782592773438)","(-1.2430521249771118, 174.3180694580078, 52.804805755615234)","(-9.988262176513672, 186.8094940185547, 57.351287841796875)",POINT (0.4830136895179748 0.1098595857620239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424706156,1803738440,1,1,"(0.5039759278297424, 0.10232377052307129)","(0.4834398329257965, 0.0640956237912178)",1,1,2.5934295654296875,2.52374267578125,"(-57.31867599487305, 9.652774810791016, 732.8878173828125)","(7.166615962982178, 10.007234573364258, 734.48974609375)","(1.648526906967163, 181.94410705566406, 55.58046340942383)","(-5.46797513961792, 188.9464111328125, 58.12910079956055)",POINT (0.4937078803777695 0.0832096971571446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424722823,1803755107,1,1,"(0.4872596263885498, 0.09353962540626526)","(0.4745479226112366, 0.08179786801338196)",1,1,2.5770721435546875,2.583099365234375,"(-57.51671600341797, 9.737236976623535, 733.21240234375)","(6.973694324493408, 10.139968872070312, 734.6422119140625)","(-4.144282817840576, 183.55311584472656, 56.16607666015625)","(-8.54934024810791, 185.70387268066406, 56.94890213012695)",POINT (0.4809037744998932 0.0876687467098236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424739491,1803771774,1,1,"(0.5000898241996765, 0.14830026030540466)","(0.4766528904438019, 0.06222318857908249)",1,1,2.629425048828125,2.543441772460937,"(-57.708858489990234, 9.83060073852539, 733.3432006835938)","(6.791801929473877, 10.293994903564453, 734.7943115234375)","(0.30185002088546753, 173.52255249023438, 52.51525115966797)","(-7.8198981285095215, 189.28939819335938, 58.25391387939453)",POINT (0.4883713573217392 0.1052617244422436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424756156,1803788439,1,1,"(0.4919488728046417, 0.16446416079998016)","(0.4733935594558716, 0.07310705631971359)",1,1,2.656829833984375,2.536041259765625,"(-57.89412307739258, 9.931989669799805, 733.475341796875)","(6.614423751831055, 10.461666107177734, 735.0951538085938)","(-2.5192997455596924, 170.561767578125, 51.43767547607422)","(-8.949377059936523, 187.29576110839844, 57.5283088684082)",POINT (0.4826712161302566 0.1187856085598469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424772825,1803805107,1,1,"(0.5055028200149536, 0.13696441054344177)","(0.4706648588180542, 0.08428020775318146)",1,1,2.606658935546875,2.5435333251953125,"(-58.07717514038086, 10.048467636108398, 733.6220092773438)","(6.431886672973633, 10.640369415283203, 735.1876831054688)","(2.1776576042175293, 175.59893798828125, 53.271026611328125)","(-9.894975662231445, 185.2491912841797, 56.78340148925781)",POINT (0.4880838394165039 0.1106223091483116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424789492,1803821774,1,1,"(0.4931038022041321, 0.1438169777393341)","(0.4791235029697418, 0.10313503444194794)",1,1,2.62890625,2.5528106689453125,"(-58.22032165527344, 10.15443229675293, 733.656005859375)","(6.278791904449463, 10.807080268859863, 735.0709838867188)","(-2.1190569400787354, 174.34376525878906, 52.81415557861328)","(-6.963744640350342, 181.79551696777344, 55.52637481689453)",POINT (0.486113652586937 0.123476006090641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424806158,1803838439,1,1,"(0.49466201663017273, 0.14359645545482635)","(0.4766515791416168, 0.06637987494468689)",1,1,2.583709716796875,2.5043182373046875,"(-58.36795425415039, 10.325616836547852, 733.8843994140625)","(6.154252052307129, 11.028148651123047, 735.1021728515625)","(-1.5790855884552002, 174.38414001464844, 52.8288688659668)","(-7.820349216461182, 188.5279998779297, 57.97677230834961)",POINT (0.4856567978858948 0.1049881651997566),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424822835,1803855116,1,1,"(0.47043636441230774, 0.17459644377231598)","(0.4576362669467926, 0.061891961842775345)",1,1,2.6127166748046875,2.47381591796875,"(-58.516197204589844, 10.500986099243164, 733.81201171875)","(5.982512474060059, 11.26597785949707, 735.2393798828125)","(-9.97415542602539, 168.70582580566406, 50.76213836669922)","(-14.40986442565918, 189.35006713867188, 58.27598190307617)",POINT (0.4640363156795502 0.1182442028075457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424839504,1803871784,1,1,"(0.3645433783531189, 0.2236068993806839)","(0.3618318736553192, 0.1960267275571823)",1,1,2.579330444335937,2.5371246337890625,"(-58.829986572265625, 10.719866752624512, 734.0396728515625)","(5.635942459106445, 11.534530639648438, 735.0650634765625)","(-46.669960021972656, 159.728515625, 47.49468231201172)","(-47.60957717895508, 164.78042602539062, 49.3333854675293)",POINT (0.3631876260042191 0.2098168134689331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424856169,1803888449,1,1,"(0.33988329768180847, 0.20754393935203552)","(0.31470513343811035, 0.16236969828605652)",1,1,2.5720672607421875,2.5200958251953125,"(-59.01250457763672, 11.006686210632324, 734.0357666015625)","(5.417619705200195, 11.893089294433594, 735.20263671875)","(-55.2155647277832, 162.67080688476562, 48.565521240234375)","(-63.94072341918945, 170.9454345703125, 51.577274322509766)",POINT (0.3272942155599594 0.184956818819046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424872837,1803905116,1,1,"(0.3323003351688385, 0.2128528356552124)","(0.3257657587528229, 0.17306551337242126)",1,1,2.54632568359375,2.532928466796875,"(-59.13015365600586, 11.326961517333984, 734.1480102539062)","(5.3088908195495605, 12.283472061157227, 735.1138916015625)","(-57.843345642089844, 161.6983642578125, 48.211631774902344)","(-60.107818603515625, 168.9862823486328, 50.8641471862793)",POINT (0.3290330469608307 0.1929591745138168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,28,71424889504,1803921783,1,1,"(0.3359415531158447, 0.19374772906303406)","(0.322149395942688, 0.14126741886138916)",1,1,2.5129852294921875,2.5025634765625,"(-59.261085510253906, 11.637474060058594, 734.1535034179688)","(5.186788558959961, 12.66972541809082, 735.2196044921875)","(-56.58152770996094, 165.19786071777344, 49.4853401184082)","(-61.36101150512695, 174.81076049804688, 52.98415756225586)",POINT (0.3290454745292664 0.1675075739622116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,34,28,71424906171,1803938449,1,1,"(0.3409470319747925, 0.20593367516994476)","(0.3312499225139618, 0.16978806257247925)",1,1,2.537689208984375,2.49578857421875,"(-59.39530944824219, 11.970617294311523, 734.2178955078125)","(5.059633731842041, 13.050106048583984, 734.9970703125)","(-54.84694290161133, 162.96575927734375, 48.672908782958984)","(-58.207340240478516, 169.5865936279297, 51.08268356323242)",POINT (0.3360984772443771 0.187860868871212),,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
