,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,4,30,9254072790,2033154681,1,1,"(0.4533427059650421, 0.545107364654541)","(0.49060875177383423, 0.5564499497413635)",1,1,2.998748779296875,2.932846069335937,"(-56.9405403137207, -17.5565128326416, 569.2049560546875)","(8.197243690490723, -13.096660614013672, 570.4654541015625)","(-15.897729873657227, 100.83888244628906, 26.060556411743164)","(-2.983678102493286, 98.76122283935547, 25.304407119750977)",POINT (0.4719757288694382 0.5507786571979523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,30,9254089456,2033171347,1,1,"(0.4539572596549988, 0.5210710763931274)","(0.4879218637943268, 0.5492420792579651)",1,1,2.942169189453125,2.939926147460937,"(-56.94957733154297, -17.548404693603516, 569.239990234375)","(8.186054229736328, -13.082159042358398, 570.4925537109375)","(-15.684762001037598, 105.24162292480469, 27.663036346435547)","(-3.9147937297821045, 100.0815200805664, 25.784887313842773)",POINT (0.4709395617246628 0.5351565778255463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,30,9254106124,2033188014,1,1,"(0.4522863030433655, 0.5292008519172668)","(0.4909707009792328, 0.5440664887428284)",1,1,2.9611968994140625,2.9266510009765625,"(-56.972808837890625, -17.553272247314453, 569.336181640625)","(8.164671897888184, -13.078987121582031, 570.6192016601562)","(-16.263816833496094, 103.75247955322266, 27.121061325073242)","(-2.8582582473754883, 101.02953338623047, 26.12995147705078)",POINT (0.4716285020112991 0.5366336703300476),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,30,9254122790,2033204680,1,1,"(0.4556415379047394, 0.5372076630592346)","(0.4926489293575287, 0.5490221977233887)",1,1,2.9833984375,2.9436798095703125,"(-57.00382995605469, -17.5557861328125, 569.4404296875)","(8.136822700500488, -13.072031021118164, 570.7640380859375)","(-15.10111141204834, 102.28587341308594, 26.58722686767578)","(-2.276682138442993, 100.12177276611328, 25.799592971801758)",POINT (0.474145233631134 0.5431149303913116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,30,9254139458,2033221347,1,1,"(0.4511723220348358, 0.5297757983207703)","(0.49446168541908264, 0.5493460893630981)",1,1,2.9651031494140625,2.9515838623046875,"(-57.022403717041016, -17.56517219543457, 569.5557861328125)","(8.118158340454102, -13.072975158691406, 570.8541259765625)","(-16.649850845336914, 103.64717102050781, 27.082706451416016)","(-1.6484997272491455, 100.06245422363281, 25.77798843383789)",POINT (0.4728170037269592 0.5395609438419342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,30,9254156131,2033238020,1,1,"(0.45148491859436035, 0.5293348431587219)","(0.49341633915901184, 0.5504047870635986)",1,1,2.98101806640625,2.9569244384765625,"(-57.04581069946289, -17.56330680847168, 569.652099609375)","(8.096611022949219, -13.074910163879395, 570.9814453125)","(-16.54151725769043, 103.72794342041016, 27.11211585998535)","(-2.0107481479644775, 99.86854553222656, 25.707406997680664)",POINT (0.4724506288766861 0.5398698151111603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,30,9254172798,2033254686,1,1,"(0.4521092474460602, 0.5322104096412659)","(0.49337849020957947, 0.5484693646430969)",1,1,2.967498779296875,2.933135986328125,"(-57.07243347167969, -17.55863380432129, 569.720458984375)","(8.071761131286621, -13.076925277709961, 571.0632934570312)","(-16.325164794921875, 103.20123291015625, 26.92038917541504)","(-2.023872137069702, 100.22305297851562, 25.836437225341797)",POINT (0.4727438688278198 0.5403398871421814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,30,9254189465,2033271353,1,1,"(0.4483371376991272, 0.5240222215652466)","(0.49057474732398987, 0.5515778064727783)",1,1,2.974594116210937,2.9605865478515625,"(-57.10265350341797, -17.543142318725586, 569.8524169921875)","(8.053679466247559, -13.076059341430664, 571.0546875)","(-17.63235092163086, 104.70106506347656, 27.466289520263672)","(-2.99546217918396, 99.65365600585938, 25.629226684570312)",POINT (0.4694559425115585 0.5378000140190125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,30,9254206133,2033288020,1,1,"(0.4510837495326996, 0.5408231616020203)","(0.49217689037323, 0.5526411533355713)",1,1,2.99664306640625,2.9682769775390625,"(-57.13511276245117, -17.521528244018555, 569.9573364257812)","(8.02043342590332, -13.074304580688477, 571.064453125)","(-16.6805419921875, 101.62361145019531, 26.346195220947266)","(-2.4402780532836914, 99.45890045166016, 25.55830955505371)",POINT (0.4716303199529648 0.5467321574687958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,30,9254222799,2033304686,1,1,"(0.4518846869468689, 0.504940927028656)","(0.4893680512905121, 0.5420088171958923)",1,1,2.916290283203125,2.947174072265625,"(-57.16494369506836, -17.48019790649414, 569.960205078125)","(7.977266311645508, -13.057888984680176, 571.2910766601562)","(-16.402990341186523, 108.19620513916016, 28.738449096679688)","(-3.4136464595794678, 101.40643310546875, 26.267183303833008)",POINT (0.4706263691186905 0.5234748721122742),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
