,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,51,31,603596652926,8822126896,1,1,"(0.5879795551300049, 0.32776588201522827)","(0.6057689785957336, 0.24923045933246613)",1,1,2.636383056640625,2.9054107666015625,"(-57.23180389404297, -41.66686248779297, 688.7987060546875)","(-0.962158739566803, -44.018394470214844, 687.4805297851562)","(28.779502868652344, 140.29025268554688, 40.419673919677734)","(34.92618942260742, 154.6337127685547, 45.64024353027344)",POINT (0.5968742668628693 0.2884981706738472),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,51,31,603596669594,8822143563,1,1,"(0.591311514377594, 0.32164403796195984)","(0.6028727889060974, 0.24482519924640656)",1,1,2.6640625,2.9179840087890625,"(-57.24660873413086, -41.644493103027344, 688.8487548828125)","(-0.9768044352531433, -43.99043273925781, 687.5057373046875)","(29.93077278137207, 141.40830993652344, 40.82664108276367)","(33.92549514770508, 155.43826293945312, 45.933109283447266)",POINT (0.5970921516418457 0.2832346186041832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,51,31,603596686261,8822160230,1,1,"(0.5818880796432495, 0.3315345346927643)","(0.6111404895782471, 0.23816120624542236)",1,1,2.64605712890625,2.916259765625,"(-57.265106201171875, -41.67539596557617, 688.766357421875)","(-1.0302425622940063, -44.029632568359375, 687.610595703125)","(26.674739837646484, 139.60194396972656, 40.169189453125)","(36.78219985961914, 156.6553497314453, 46.37610626220703)",POINT (0.5965142846107483 0.2848478704690933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,51,31,603596702928,8822176896,1,1,"(0.5800269246101379, 0.3257879316806793)","(0.6184808015823364, 0.22370649874210358)",1,1,2.64764404296875,2.9107666015625,"(-57.32543182373047, -41.64323806762695, 688.8350830078125)","(-1.0947630405426025, -43.98431396484375, 687.923583984375)","(26.03166389465332, 140.6514892578125, 40.551170349121094)","(39.318443298339844, 159.29531860351562, 47.33694839477539)",POINT (0.5992538630962372 0.2747472152113914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,51,31,603596719595,8822193563,1,1,"(0.5991037487983704, 0.34159547090530396)","(0.6017104983329773, 0.2257424294948578)",1,1,2.6967315673828125,2.934295654296875,"(-57.47068786621094, -41.68507385253906, 688.9161376953125)","(-1.171205759048462, -43.971588134765625, 687.6099243164062)","(32.623207092285156, 137.7644500732422, 39.50038146972656)","(33.523887634277344, 158.92347717285156, 47.201629638671875)",POINT (0.6004071235656738 0.2836689502000809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,51,31,603596736263,8822210230,1,1,"(0.5830454230308533, 0.3293093144893646)","(0.6208894848823547, 0.2235281765460968)",1,1,2.674545288085937,2.9186553955078125,"(-57.542510986328125, -41.651222229003906, 688.849853515625)","(-1.3127212524414062, -43.8867301940918, 687.818359375)","(27.07464599609375, 140.0083770751953, 40.31703186035156)","(40.150726318359375, 159.32789611816406, 47.348777770996094)",POINT (0.601967453956604 0.2764187455177307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,51,31,603596752932,8822226898,1,1,"(0.5854072570800781, 0.34626320004463196)","(0.6104180216789246, 0.22964727878570557)",1,1,2.67498779296875,2.9324951171875,"(-57.70624923706055, -41.70140838623047, 688.7676391601562)","(-1.430352807044983, -43.867347717285156, 687.5308227539062)","(27.890716552734375, 136.91195678710938, 39.19007873535156)","(36.53255844116211, 158.21031188964844, 46.94205093383789)",POINT (0.5979126393795013 0.2879552394151688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,51,31,603596769600,8822243565,1,1,"(0.5855532288551331, 0.3431616723537445)","(0.6156477928161621, 0.24573680758476257)",1,1,2.6688995361328125,2.9315338134765625,"(-57.83662414550781, -41.67763900756836, 688.957275390625)","(-1.570908784866333, -43.794288635253906, 687.868408203125)","(27.94114875793457, 137.4783935546875, 39.39628982543945)","(38.33958053588867, 155.27175903320312, 45.87253952026367)",POINT (0.6006005108356476 0.2944492399692535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,51,31,603596786266,8822260231,1,1,"(0.5889526009559631, 0.3377082645893097)","(0.6147804260253906, 0.24467261135578156)",1,1,2.674789428710937,2.935211181640625,"(-57.959228515625, -41.731529235839844, 688.7498779296875)","(-1.7041122913360596, -43.79218292236328, 687.4766845703125)","(29.115703582763672, 138.47439575195312, 39.7587890625)","(38.039878845214844, 155.4661407470703, 45.943233489990234)",POINT (0.6018665134906769 0.2911904379725456),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,51,31,603596802934,8822276898,1,1,"(0.5869868993759155, 0.35021552443504333)","(0.6215590238571167, 0.23380175232887268)",1,1,2.66973876953125,2.946441650390625,"(-58.08964538574219, -41.696598052978516, 689.0985107421875)","(-1.8115034103393555, -43.75306701660156, 687.7894287109375)","(28.436506271362305, 136.1901397705078, 38.927284240722656)","(40.38206100463867, 157.4515380859375, 46.66592025756836)",POINT (0.6042729616165161 0.292008638381958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
