,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,50,16,2840905861,2975572111,1,1,"(0.4693320691585541, 0.5019885301589966)","(0.46797803044319153, 0.4726325571537018)",1,1,2.7312164306640625,2.711166381835937,"(-26.691787719726562, -3.507976770401001, 609.6895751953125)","(37.50922393798828, 1.6294360160827637, 606.0230712890625)","(-12.216205596923828, 108.47078704833984, 28.838350296020508)","(-12.68405818939209, 113.832275390625, 30.789730072021484)",POINT (0.4686550498008728 0.4873105436563492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,16,2840922529,2975588778,1,1,"(0.46536603569984436, 0.49462729692459106)","(0.4670827090740204, 0.46789321303367615)",1,1,2.71563720703125,2.7112274169921875,"(-26.726600646972656, -3.5135374069213867, 609.563232421875)","(37.45839309692383, 1.6395988464355469, 606.1514892578125)","(-13.586565017700195, 109.8152084350586, 29.32769203186035)","(-12.993400573730469, 114.6978530883789, 31.104774475097656)",POINT (0.4662243723869324 0.4812602549791336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,16,2840939196,2975605445,1,1,"(0.4786924123764038, 0.500883936882019)","(0.47095367312431335, 0.46789199113845825)",1,1,2.708984375,2.702484130859375,"(-26.76486587524414, -3.5161948204040527, 609.0449829101562)","(37.390228271484375, 1.6613316535949707, 606.0361328125)","(-8.981956481933594, 108.67252349853516, 28.9117488861084)","(-11.655901908874512, 114.69805908203125, 31.104917526245117)",POINT (0.4748230427503586 0.4843879640102386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,16,2840955863,2975622111,1,1,"(0.47173041105270386, 0.48072385787963867)","(0.4670424461364746, 0.48318320512771606)",1,1,2.7190093994140625,2.6856842041015625,"(-26.858455657958984, -3.495417594909668, 609.552001953125)","(37.33871078491211, 1.7152440547943115, 605.98095703125)","(-11.387511253356934, 112.35450744628906, 30.25186538696289)","(-13.00732135772705, 111.90534210205078, 30.088369369506836)",POINT (0.4693864285945892 0.4819535315036774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,16,2840972530,2975638778,1,1,"(0.4690319895744324, 0.48642149567604065)","(0.4656740725040436, 0.49546176195144653)",1,1,2.7218780517578125,2.704376220703125,"(-26.927291870117188, -3.4569568634033203, 609.669921875)","(37.267127990722656, 1.7533011436462402, 606.173583984375)","(-12.319891929626465, 111.31390380859375, 29.87312889099121)","(-13.480127334594727, 109.66281127929688, 29.272207260131836)",POINT (0.467353031039238 0.4909416288137436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,16,2840989196,2975655443,1,1,"(0.475413978099823, 0.5033954977989197)","(0.4658466577529907, 0.5079529881477356)",1,1,2.738311767578125,2.699447631835937,"(-26.9947566986084, -3.4077048301696777, 609.39599609375)","(37.18763732910156, 1.7834056615829468, 606.1414794921875)","(-10.114738464355469, 108.21382141113281, 28.744823455810547)","(-13.420495986938477, 107.38145446777344, 28.441862106323242)",POINT (0.4706303179264069 0.5056742429733276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,16,2841005868,2975672115,1,1,"(0.4741564393043518, 0.5065292716026306)","(0.46551933884620667, 0.48169517517089844)",1,1,2.731658935546875,2.675277709960937,"(-27.10421371459961, -3.37490177154541, 609.6343994140625)","(37.105743408203125, 1.7914555072784424, 606.0891723632812)","(-10.549248695373535, 107.6414794921875, 28.536500930786133)","(-13.53359603881836, 112.1771011352539, 30.187320709228516)",POINT (0.4698378890752792 0.4941122233867645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,16,2841022536,2975688782,1,1,"(0.4835802912712097, 0.5110315084457397)","(0.46972334384918213, 0.474028080701828)",1,1,2.725799560546875,2.6722564697265625,"(-27.174827575683594, -3.378208637237549, 609.2984619140625)","(37.003501892089844, 1.7979446649551392, 606.2234497070312)","(-7.293081283569336, 106.8192138671875, 28.237194061279297)","(-12.08100414276123, 113.577392578125, 30.696990966796875)",POINT (0.4766518175601959 0.4925297945737839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,16,2841039202,2975705448,1,1,"(0.4733090102672577, 0.4958067238330841)","(0.47043102979660034, 0.49316078424453735)",1,1,2.70166015625,2.6949615478515625,"(-27.307918548583984, -3.3980071544647217, 609.6995239257812)","(36.90076446533203, 1.8034641742706299, 606.2345581054688)","(-10.842063903808594, 109.59980773925781, 29.24927520751953)","(-11.836491584777832, 110.08304595947266, 29.425186157226562)",POINT (0.471870020031929 0.4944837540388107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,16,2841055870,2975722115,1,1,"(0.4753994047641754, 0.5017111897468567)","(0.4626398980617523, 0.48343250155448914)",1,1,2.717636108398437,2.656845092773437,"(-27.4075927734375, -3.4613804817199707, 609.4644165039062)","(36.78140640258789, 1.787192463874817, 606.12548828125)","(-10.119783401489258, 108.52143859863281, 28.85679054260254)","(-14.528518676757812, 111.85980224609375, 30.071821212768555)",POINT (0.4690196514129639 0.4925718456506729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
