,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,32,5,579138119127,4163199444,1,1,"(0.24072888493537903, 0.12936969101428986)","(0.2706207036972046, 0.13561782240867615)",1,1,2.89068603515625,2.75360107421875,"(-10.29212760925293, -30.534683227539062, 710.0800170898438)","(51.02136993408203, -29.594274520874023, 705.11376953125)","(-91.20438385009766, 176.52467346191406, 53.60795593261719)","(-80.8759994506836, 175.383544921875, 53.192604064941406)",POINT (0.2556747943162918 0.132493756711483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,5,579138135794,4163216110,1,1,"(0.24182860553264618, 0.1616727113723755)","(0.27615880966186523, 0.1108151450753212)",1,1,2.92889404296875,2.744491577148437,"(-10.348894119262695, -30.545146942138672, 709.9947509765625)","(51.011810302734375, -29.60887908935547, 705.6419677734375)","(-90.82438659667969, 170.62498474121094, 51.4605827331543)","(-78.96244049072266, 179.9134063720703, 54.841392517089844)",POINT (0.2589937075972557 0.1362439282238483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,5,579138152465,4163232781,1,1,"(0.24213416874408722, 0.11628150194883347)","(0.27799367904663086, 0.12476549297571182)",1,1,2.88958740234375,2.764923095703125,"(-10.421545028686523, -30.5887393951416, 709.8397216796875)","(50.931419372558594, -29.61854362487793, 705.6407470703125)","(-90.71881103515625, 178.91505432128906, 54.477970123291016)","(-78.32844543457031, 177.36557006835938, 53.914005279541016)",POINT (0.260063923895359 0.1205234974622726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,5,579138169133,4163249448,1,1,"(0.23489971458911896, 0.11894062906503677)","(0.2764187455177307, 0.12117090821266174)",1,1,2.8516082763671875,2.7533721923828125,"(-10.489388465881348, -30.604869842529297, 709.9207763671875)","(50.823097229003906, -29.593278884887695, 705.0192260742188)","(-93.218505859375, 178.42941284179688, 54.30118179321289)","(-78.87262725830078, 178.02207946777344, 54.1529426574707)",POINT (0.2556592300534248 0.1200557686388493),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,5,579138185799,4163266114,1,1,"(0.2416123002767563, 0.10407200455665588)","(0.27181708812713623, 0.1333187073469162)",1,1,2.875717163085937,2.727035522460937,"(-10.59582805633545, -30.658309936523438, 710.4180297851562)","(50.779510498046875, -29.617694854736328, 705.6088256835938)","(-90.89913177490234, 181.14500427246094, 55.28955078125)","(-80.46261596679688, 175.80345153808594, 53.345436096191406)",POINT (0.2567146942019463 0.118695355951786),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,5,579138202467,4163282781,1,1,"(0.24077636003494263, 0.12287112325429916)","(0.28031325340270996, 0.14263945817947388)",1,1,2.8860321044921875,2.80120849609375,"(-10.657286643981934, -30.632951736450195, 709.761962890625)","(50.71039581298828, -29.610424041748047, 705.744384765625)","(-91.18797302246094, 177.71156311035156, 54.03989791870117)","(-77.5269775390625, 174.1011505126953, 52.72581481933594)",POINT (0.2605448067188263 0.1327552907168865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,5,579138219134,4163299447,1,1,"(0.23896187543869019, 0.15292994678020477)","(0.2808840572834015, 0.15152698755264282)",1,1,2.949310302734375,2.773345947265625,"(-10.725757598876953, -30.665021896362305, 710.0516967773438)","(50.58806228637695, -29.602191925048828, 705.0975341796875)","(-91.8149185180664, 172.22171020507812, 52.04179000854492)","(-77.32975769042969, 172.4779510498047, 52.13506317138672)",POINT (0.2599229663610458 0.1522284671664238),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,5,579138235801,4163316114,1,1,"(0.24401156604290009, 0.1496657431125641)","(0.2746443748474121, 0.14512331783771515)",1,1,2.941268920898437,2.78179931640625,"(-10.79659366607666, -30.675926208496094, 710.5087890625)","(50.55647277832031, -29.596954345703125, 705.436279296875)","(-90.07012176513672, 172.81787109375, 52.258766174316406)","(-79.48572540283203, 173.64747619628906, 52.56075668334961)",POINT (0.2593279704451561 0.1473945304751396),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,5,579138252468,4163332781,1,1,"(0.2480485588312149, 0.1633756458759308)","(0.2799948453903198, 0.11656229197978973)",1,1,2.941436767578125,2.7359161376953125,"(-10.862491607666016, -30.682472229003906, 710.1309814453125)","(50.529083251953125, -29.621374130249023, 705.9947509765625)","(-88.67524719238281, 170.31393432617188, 51.34743881225586)","(-77.63699340820312, 178.86380004882812, 54.45930099487305)",POINT (0.2640217021107674 0.1399689689278603),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,5,579138269137,4163349448,1,1,"(0.24387896060943604, 0.1431882381439209)","(0.2747102975845337, 0.1189090833067894)",1,1,2.908538818359375,2.75909423828125,"(-10.897758483886719, -30.665027618408203, 709.7401123046875)","(50.45946502685547, -29.598407745361328, 705.7272338867188)","(-90.1159439086914, 174.0009002685547, 52.68936538696289)","(-79.46294403076172, 178.4351806640625, 54.303321838378906)",POINT (0.2592946290969849 0.1310486607253552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
