,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,56,12,58821357369,597668111,1,1,"(0.5082732439041138, 0.817709743976593)","(0.49811679124832153, 0.9209529161453247)",1,1,2.680908203125,3.0177459716796875,"(-41.447174072265625, 60.08165740966797, 601.6150512695312)","(25.882808685302734, 57.65422058105469, 607.3096313476562)","(1.2389636039733887, 50.8084831237793, 7.850968360900879)","(-2.27036714553833, 31.952499389648438, 0.9879503846168518)",POINT (0.5031950175762177 0.8693313300609589),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821374041,597684783,1,1,"(0.4993487298488617, 0.8107560276985168)","(0.5024990439414978, 0.9247165322303772)",1,1,2.6880340576171875,3.017333984375,"(-41.5888671875, 59.84714126586914, 601.3269653320312)","(25.734874725341797, 57.53476333618164, 607.10595703125)","(-1.8446906805038452, 52.07847595214844, 8.313224792480469)","(-0.7561584711074829, 31.265094757080078, 0.7377665638923645)",POINT (0.5009238868951797 0.867736279964447),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821390708,597701449,1,1,"(0.4961044490337372, 0.8233011364936829)","(0.49539756774902344, 0.9231419563293457)",1,1,2.6787567138671875,3.029754638671875,"(-41.72875213623047, 59.63969421386719, 601.095458984375)","(25.60283088684082, 57.41993713378906, 606.9412841796875)","(-2.9656708240509033, 49.78728103637695, 7.479307651519775)","(-3.209921360015869, 31.552696228027344, 0.842414379119873)",POINT (0.4957510083913803 0.8732215464115143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821407375,597718116,1,1,"(0.5098657011985779, 0.8204656839370728)","(0.4982299208641052, 0.9178744554519653)",1,1,2.6822967529296875,3.0133819580078125,"(-41.896968841552734, 59.42387771606445, 600.9537353515625)","(25.455524444580078, 57.291236877441406, 606.6458129882812)","(1.7892037630081177, 50.305152893066406, 7.6677751541137695)","(-2.231261730194092, 32.51472473144531, 1.1925938129425049)",POINT (0.5040478110313416 0.869170069694519),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821424043,597734783,1,1,"(0.5048936009407043, 0.8199478983879089)","(0.49371597170829773, 0.9198291897773743)",1,1,2.661224365234375,3.01947021484375,"(-42.051361083984375, 59.224300384521484, 600.7933959960938)","(25.304384231567383, 57.15436935424805, 606.2799072265625)","(0.0711970329284668, 50.39971923828125, 7.702166557312012)","(-3.790947914123535, 32.15773010253906, 1.062652826309204)",POINT (0.499304786324501 0.8698885440826416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821440709,597751449,1,1,"(0.494573175907135, 0.8160687685012817)","(0.503224790096283, 0.9379510879516602)",1,1,2.6439361572265625,3.008529663085937,"(-42.22010040283203, 59.068382263183594, 600.6680908203125)","(25.156265258789062, 57.06005096435547, 606.0663452148438)","(-3.4947757720947266, 51.108184814453125, 7.960078716278076)","(-0.505410373210907, 28.847999572753906, -0.1419929713010788)",POINT (0.498898983001709 0.877009928226471),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821457379,597768118,1,1,"(0.5089862942695618, 0.8202343583106995)","(0.5024285316467285, 0.9278708100318909)",1,1,2.669647216796875,2.9911346435546875,"(-42.37450408935547, 58.902305603027344, 600.439208984375)","(25.018680572509766, 56.96454620361328, 605.8219604492188)","(1.485336184501648, 50.347381591796875, 7.683163166046143)","(-0.7805346846580505, 30.68902015686035, 0.5281009078025818)",POINT (0.5057074129581451 0.8740525841712952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821474044,597784783,1,1,"(0.4996003806591034, 0.8076779246330261)","(0.499275803565979, 0.9236522316932678)",1,1,2.638031005859375,2.9886932373046875,"(-42.517433166503906, 58.791893005371094, 600.148681640625)","(24.871334075927734, 56.90796661376953, 605.4864501953125)","(-1.7577370405197144, 52.64067077636719, 8.517858505249023)","(-1.869863748550415, 31.459484100341797, 0.8085247874259949)",POINT (0.4994380921125412 0.865665078163147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821490712,597801450,1,1,"(0.5041785836219788, 0.8247727751731873)","(0.5044625401496887, 0.9411587119102478)",1,1,2.6493682861328125,2.9824371337890625,"(-42.69430160522461, 58.78175354003906, 600.15380859375)","(24.729156494140625, 56.92101287841797, 605.2626953125)","(-0.1758570671081543, 49.51850128173828, 7.381478786468506)","(-0.0777461975812912, 28.262155532836914, -0.3551933765411377)",POINT (0.5043205618858337 0.8829657435417175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821507385,597818123,1,1,"(0.4954364001750946, 0.7953305840492249)","(0.49941715598106384, 0.9325516223907471)",1,1,2.6863250732421875,2.9713897705078125,"(-42.881019592285156, 58.95630645751953, 600.34765625)","(24.63418197631836, 57.12870788574219, 605.20849609375)","(-3.196486473083496, 54.895729064941406, 9.338638305664062)","(-1.8210458755493164, 29.834129333496094, 0.21693716943264008)",POINT (0.4974267780780792 0.863941103219986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,12,58821624047,597934782,1,1,"(0.4391683042049408, 0.6741499900817871)","(0.36234572529792786, 0.28734734654426575)",1,1,1.54241943359375,2.8034820556640625,"(-44.048545837402344, 62.932830810546875, 602.9564208984375)","(23.585844039916992, 61.290306091308594, 606.8646240234375)","(-22.638540267944336, 77.02778625488281, 17.393983840942383)","(-49.18267822265625, 147.67214965820312, 43.106475830078125)",POINT (0.4007570147514343 0.4807486683130264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,12,58821640718,597951452,1,1,"(0.32678529620170593, 0.2917381823062897)","(0.35912778973579407, 0.13605885207653046)",1,1,2.3077850341796875,2.9141845703125,"(-44.11233139038086, 63.324066162109375, 603.3224487304688)","(23.51673698425293, 61.658878326416016, 606.9918212890625)","(-61.46971130371094, 146.8702392578125, 42.81459045410156)","(-50.29457092285156, 175.30300903320312, 53.163272857666016)",POINT (0.34295654296875 0.2138985171914101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,12,58821657384,597968118,1,1,"(0.33578750491142273, 0.11487560719251633)","(0.35477131605148315, 0.2010045200586319)",1,1,2.5084991455078125,2.9054107666015625,"(-44.16373062133789, 63.685001373291016, 603.73193359375)","(23.466022491455078, 62.014060974121094, 607.321533203125)","(-58.359222412109375, 179.1718292236328, 54.571449279785156)","(-51.799835205078125, 163.4415283203125, 48.84605026245117)",POINT (0.3452794104814529 0.1579400636255741),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
