,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,1,32,8688389876,20571933152,1,1,"(0.4955753982067108, 0.4243144392967224)","(0.473124623298645, 0.4068234860897064)",1,1,3.059432983398437,3.236434936523437,"(5.960775375366211, 21.461458206176758, 625.531982421875)","(65.409423828125, 20.470836639404297, 628.853515625)","(-3.1484639644622803, 122.65692901611328, 34.001678466796875)","(-10.905774116516113, 125.8514175415039, 35.164371490478516)",POINT (0.4843500107526779 0.4155689626932144),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688406542,20571949818,1,1,"(0.4990638494491577, 0.3801213502883911)","(0.46924108266830444, 0.4036441445350647)",1,1,2.9748077392578125,3.217315673828125,"(5.9227375984191895, 21.46544647216797, 625.553955078125)","(65.36844635009766, 20.48596954345703, 628.7733154296875)","(-1.943117618560791, 130.72821044921875, 36.939369201660156)","(-12.247638702392578, 126.43208312988281, 35.3757209777832)",POINT (0.4841524660587311 0.3918827474117279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688423202,20571966477,1,1,"(0.4924549460411072, 0.41288676857948303)","(0.4760768413543701, 0.423973947763443)",1,1,3.0257720947265625,3.2607421875,"(5.860476970672607, 21.448421478271484, 625.2525634765625)","(65.29176330566406, 20.49664306640625, 628.6991577148438)","(-4.226663589477539, 124.74403381347656, 34.76133346557617)","(-9.885710716247559, 122.7191162109375, 34.024288177490234)",POINT (0.4842658936977386 0.418430358171463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688439868,20571983143,1,1,"(0.49594613909721375, 0.4277175962924957)","(0.46870219707489014, 0.37647709250450134)",1,1,3.0443572998046875,3.2054901123046875,"(5.772714138031006, 21.46080780029297, 625.4590454101562)","(65.2303466796875, 20.512683868408203, 628.844482421875)","(-3.0203659534454346, 122.03539276123047, 33.77546691894531)","(-12.433842658996582, 131.393798828125, 37.18160629272461)",POINT (0.4823241680860519 0.4020973443984985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688456536,20571999810,1,1,"(0.4997907280921936, 0.3536667823791504)","(0.47753646969795227, 0.4207521378993988)",1,1,2.9273834228515625,3.2822265625,"(5.689286231994629, 21.4372501373291, 625.4169311523438)","(65.14079284667969, 20.522438049316406, 628.762939453125)","(-1.6919585466384888, 135.55978393554688, 38.697933197021484)","(-9.381377220153809, 123.30753326416016, 34.23849868774414)",POINT (0.4886635988950729 0.3872094601392746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688473204,20572016477,1,1,"(0.4995777904987335, 0.3896723687648773)","(0.4690176248550415, 0.4102382957935333)",1,1,2.984725952148437,3.276397705078125,"(5.589275360107422, 21.440616607666016, 625.3967895507812)","(65.03907775878906, 20.525484085083008, 628.6943359375)","(-1.765531063079834, 128.9838409423828, 36.30450439453125)","(-12.324858665466309, 125.22776794433594, 34.937347412109375)",POINT (0.4842977076768875 0.3999553322792053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688489870,20572033143,1,1,"(0.4967561960220337, 0.3760566711425781)","(0.4797018766403198, 0.41650861501693726)",1,1,2.96392822265625,3.29571533203125,"(5.507006645202637, 21.444721221923828, 625.537841796875)","(64.9567642211914, 20.5488224029541, 628.7547607421875)","(-2.740478038787842, 131.4705810546875, 37.2095832824707)","(-8.633161544799805, 124.08255767822266, 34.52057647705078)",POINT (0.4882290363311768 0.3962826430797577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688506542,20572049814,1,1,"(0.4973422884941101, 0.4189488887786865)","(0.46659836173057556, 0.4107138514518738)",1,1,3.0269317626953125,3.283187866210937,"(5.4376325607299805, 21.444190979003906, 625.290771484375)","(64.87167358398438, 20.556232452392578, 628.5487060546875)","(-2.5379621982574463, 123.6368637084961, 34.358375549316406)","(-13.160758972167969, 125.140869140625, 34.905792236328125)",POINT (0.4819703251123428 0.4148313701152802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688523209,20572066481,1,1,"(0.4994239807128906, 0.43185439705848694)","(0.47826552391052246, 0.4034900367259979)",1,1,3.065170288085937,3.2537078857421875,"(5.350581169128418, 21.456058502197266, 625.4539794921875)","(64.80033874511719, 20.601240158081055, 628.7621459960938)","(-1.8186769485473633, 121.27986907958984, 33.500431060791016)","(-9.129469871520996, 126.46023559570312, 35.38597106933594)",POINT (0.4888447523117065 0.4176722168922424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688539876,20572083147,1,1,"(0.5023868083953857, 0.3966060280799866)","(0.4781765043735504, 0.4114198088645935)",1,1,3.017547607421875,3.285385131835937,"(5.284380912780762, 21.455013275146484, 625.43310546875)","(64.72848510742188, 20.619733810424805, 628.6328735351562)","(-0.7949553728103638, 127.71749877929688, 35.84360122680664)","(-9.160210609436035, 125.011962890625, 34.85883712768555)",POINT (0.4902816563844681 0.40401291847229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688556543,20572099814,1,1,"(0.49137353897094727, 0.4181545078754425)","(0.4726637005805969, 0.41323480010032654)",1,1,3.0400390625,3.258026123046875,"(5.2331390380859375, 21.449478149414062, 625.239501953125)","(64.67919158935547, 20.644203186035156, 628.6090087890625)","(-4.600313663482666, 123.78194427490234, 34.41120529174805)","(-11.065023422241211, 124.68046569824219, 34.738197326660156)",POINT (0.4820186197757721 0.4156946539878845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688573210,20572116480,1,1,"(0.500656008720398, 0.4366673231124878)","(0.47857508063316345, 0.4414947032928467)",1,1,3.0643463134765625,3.3031005859375,"(5.160949230194092, 21.462867736816406, 625.3702392578125)","(64.61227416992188, 20.671249389648438, 628.6444091796875)","(-1.3929997682571411, 120.40084838867188, 33.18050765991211)","(-9.022494316101074, 119.51918029785156, 32.85960388183594)",POINT (0.4896155446767807 0.4390810132026672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688589877,20572133147,1,1,"(0.4918041229248047, 0.27204591035842896)","(0.47414660453796387, 0.448000431060791)",1,1,2.8071441650390625,3.3158721923828125,"(5.108581066131592, 21.464380264282227, 625.4898681640625)","(64.5733413696289, 20.672204971313477, 628.7412719726562)","(-4.451536178588867, 150.4667510986328, 44.12363052368164)","(-10.552655220031738, 118.33098602294922, 32.42716979980469)",POINT (0.4829753637313843 0.36002317070961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,32,8688606545,20572149814,1,1,"(0.4984857439994812, 0.40296971797943115)","(0.4736554026603699, 0.3881814479827881)",1,1,3.0205230712890625,3.2057342529296875,"(5.0740838050842285, 21.463939666748047, 625.38232421875)","(64.53292846679688, 20.67041015625, 628.6488037109375)","(-2.1428637504577637, 126.55524444580078, 35.42057418823242)","(-10.722392082214355, 129.2561492919922, 36.40359878540039)",POINT (0.4860705733299255 0.3955755829811096),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688623210,20572166480,1,1,"(0.495435893535614, 0.3645646572113037)","(0.4698714017868042, 0.42174050211906433)",1,1,2.9735107421875,3.281356811523437,"(5.02960729598999, 21.449708938598633, 625.198974609375)","(64.48373413085938, 20.66122817993164, 628.5694580078125)","(-3.1966824531555176, 133.56942749023438, 37.973506927490234)","(-12.029850006103516, 123.12701416015625, 34.172813415527344)",POINT (0.4826536476612091 0.393152579665184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688639883,20572183152,1,1,"(0.48956483602523804, 0.3479231297969818)","(0.4770354926586151, 0.43094512820243835)",1,1,2.930419921875,3.297027587890625,"(4.988394737243652, 21.449344635009766, 625.1888427734375)","(64.45181274414062, 20.669267654418945, 628.609375)","(-5.225264072418213, 136.60879516601562, 39.0797233581543)","(-9.554476737976074, 121.44591522216797, 33.56092071533203)",POINT (0.4833001643419266 0.3894341289997101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688656550,20572199819,1,1,"(0.48764708638191223, 0.23494191467761993)","(0.4767959415912628, 0.26032140851020813)",1,1,2.935272216796875,3.241455078125,"(4.97064208984375, 21.582937240600586, 625.3076782226562)","(64.36482238769531, 20.763580322265625, 628.771484375)","(-5.887904644012451, 157.2433319091797, 46.59006118774414)","(-9.637245178222656, 152.60809326171875, 44.90298080444336)",POINT (0.4822215139865875 0.247631661593914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,1,32,8688673217,20572216485,1,1,"(0.4951976537704468, 0.15063390135765076)","(0.47912442684173584, 0.1552554816007614)",1,1,2.930450439453125,3.179901123046875,"(4.976755142211914, 21.711864471435547, 625.3726196289062)","(64.25743103027344, 20.91693115234375, 628.7255859375)","(-3.2789864540100098, 172.64105224609375, 52.19442367553711)","(-8.832693099975586, 171.79698181152344, 51.887203216552734)",POINT (0.4871610403060913 0.1529446914792061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,1,32,8688689884,20572233152,1,1,"(0.4985813796520233, 0.2013355791568756)","(0.4742681086063385, 0.2219458818435669)",1,1,3.024642944335937,3.274749755859375,"(4.917359352111816, 21.668405532836914, 625.4267578125)","(64.23704528808594, 20.895496368408203, 628.651611328125)","(-2.1098296642303467, 163.38107299804688, 48.82405090332031)","(-10.51067066192627, 159.6168670654297, 47.45399856567383)",POINT (0.4864247441291809 0.2116407305002212),,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688706553,20572249820,1,1,"(0.49547699093818665, 0.12117045372724533)","(0.47213315963745117, 0.1972273588180542)",1,1,2.9098052978515625,3.2278594970703125,"(4.865299701690674, 21.663818359375, 625.4165649414062)","(64.21549224853516, 20.906936645507812, 628.6002807617188)","(-3.1824753284454346, 178.02215576171875, 54.15299606323242)","(-11.248350143432617, 164.13137817382812, 49.09714889526367)",POINT (0.4838050752878189 0.1591989062726498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,1,32,8688723219,20572266486,1,1,"(0.49588286876678467, 0.17044731974601746)","(0.47250086069107056, 0.20035123825073242)",1,1,2.9580535888671875,3.2310943603515625,"(4.8143110275268555, 21.659353256225586, 625.26611328125)","(64.19416809082031, 20.917062759399414, 628.6697998046875)","(-3.042221784591675, 169.0223846435547, 50.8773307800293)","(-11.121315002441406, 163.56085205078125, 48.889488220214844)",POINT (0.4841918647289276 0.1853992789983749),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,1,32,8688739886,20572283152,1,1,"(0.49514031410217285, 0.15955419838428497)","(0.4705950915813446, 0.1674710512161255)",1,1,2.966888427734375,3.2060089111328125,"(4.761624336242676, 21.660709381103516, 625.2451782226562)","(64.16943359375, 20.920551300048828, 628.7094116210938)","(-3.298797845840454, 171.0118865966797, 51.6014518737793)","(-11.779803276062012, 169.56597900390625, 51.075172424316406)",POINT (0.4828677028417587 0.1635126248002052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,1,32,8688756553,20572299819,1,1,"(0.5020480155944824, 0.1575859636068344)","(0.471731036901474, 0.16478152573108673)",1,1,2.946197509765625,3.2076873779296875,"(4.719223976135254, 21.641202926635742, 625.3426513671875)","(64.14158630371094, 20.910072326660156, 628.648193359375)","(-0.9120107293128967, 171.37135314941406, 51.73229217529297)","(-11.38730525970459, 170.0571746826172, 51.253971099853516)",POINT (0.4868895262479782 0.1611837446689606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,1,32,8688773226,20572316491,1,1,"(0.49795401096343994, 0.1698271930217743)","(0.4709971249103546, 0.1478976458311081)",1,1,2.99029541015625,3.2010040283203125,"(4.676204681396484, 21.618633270263672, 625.3322143554688)","(64.10618591308594, 20.89849281311035, 628.5551147460938)","(-2.326598882675171, 169.1356658935547, 50.918540954589844)","(-11.640876770019531, 173.14080810546875, 52.376277923583984)",POINT (0.4844755679368973 0.1588624194264412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,1,32,8688789892,20572333157,1,1,"(0.49595069885253906, 0.20070502161979675)","(0.47308653593063354, 0.17569278180599213)",1,1,3.0330352783203125,3.2080078125,"(4.65580415725708, 21.602005004882812, 625.31103515625)","(64.08738708496094, 20.880916595458984, 628.4820556640625)","(-3.0188043117523193, 163.49623107910156, 48.865962982177734)","(-10.918936729431152, 168.0643768310547, 50.528663635253906)",POINT (0.4845186173915863 0.1881989017128944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,1,32,8688806561,20572349825,1,1,"(0.4983128011226654, 0.14963726699352264)","(0.47871702909469604, 0.14772412180900574)",1,1,2.9354248046875,3.2021484375,"(4.646798133850098, 21.591938018798828, 625.2463989257812)","(64.08808898925781, 20.87386703491211, 628.4468383789062)","(-2.2026116847991943, 172.8230743408203, 52.26064682006836)","(-8.973454475402832, 173.17250061035156, 52.387821197509766)",POINT (0.4885149151086807 0.1486806944012642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,1,32,8688823226,20572366490,1,1,"(0.4826440215110779, 0.19064244627952576)","(0.4604087769985199, 0.15474453568458557)",1,1,3.0000152587890625,3.197601318359375,"(4.584371566772461, 21.581684112548828, 625.0201416015625)","(64.04924011230469, 20.878427505493164, 628.3543701171875)","(-7.61658239364624, 165.3340301513672, 49.53487777709961)","(-15.299420356750488, 171.8903045654297, 51.92117691040039)",POINT (0.4715263992547989 0.1726934909820557),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,1,32,8688839894,20572383157,1,1,"(0.41067299246788025, 0.09734617918729782)","(0.3977338671684265, 0.10123088210821152)",1,1,2.907211303710937,3.2210845947265625,"(4.417869567871094, 21.63430404663086, 625.140869140625)","(63.841365814208984, 20.91422462463379, 628.4173583984375)","(-32.48440170288086, 182.37335205078125, 55.7366828918457)","(-36.95519256591797, 181.66387939453125, 55.478450775146484)",POINT (0.4042034298181534 0.0992885306477547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,32,8688856562,20572399825,1,1,"(0.41615355014801025, 0.09403630346059799)","(0.3945150673389435, 0.09514234215021133)",1,1,2.9022674560546875,3.20281982421875,"(4.403325080871582, 21.645252227783203, 625.065185546875)","(63.810691833496094, 20.929624557495117, 628.36865234375)","(-30.59072494506836, 182.9778594970703, 55.956695556640625)","(-38.06736755371094, 182.77586364746094, 55.883155822753906)",POINT (0.4053343087434769 0.0945893228054047),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
