,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,4,6,8229915748,1009027142,1,1,"(0.48553627729415894, 0.8512314558029175)","(0.5063557624816895, 0.8198129534721375)",1,1,3.011962890625,3.0183563232421875,"(-42.966522216796875, 19.323017120361328, 516.7305297851562)","(22.093353271484375, 21.50890350341797, 519.419677734375)","(-4.741482257843018, 44.76573181152344, 5.6516265869140625)","(2.4732425212860107, 50.520687103271484, 7.746265411376953)",POINT (0.4959460198879242 0.8355222046375275),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8229932416,1009043809,1,1,"(0.48561808466911316, 0.8533086776733398)","(0.49903908371925354, 0.8267600536346436)",1,1,3.0264129638671875,3.0276336669921875,"(-42.93486404418945, 19.359050750732422, 516.7486572265625)","(22.136001586914062, 21.53540802001953, 519.7322998046875)","(-4.713131427764893, 44.38523483276367, 5.5131425857543945)","(-0.06227804347872734, 49.24818801879883, 7.283102989196777)",POINT (0.4923285841941834 0.8400343656539917),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8229949083,1009060476,1,1,"(0.48280394077301025, 0.8469484448432922)","(0.5005815029144287, 0.8224862217903137)",1,1,3.0174102783203125,3.0371246337890625,"(-42.93169021606445, 19.353984832763672, 516.8091430664062)","(22.142383575439453, 21.513320922851562, 519.7164916992188)","(-5.688343048095703, 45.55025100708008, 5.937170028686523)","(0.47224900126457214, 50.0310173034668, 7.568053245544434)",POINT (0.4916927218437195 0.834717333316803),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8229965749,1009077142,1,1,"(0.48463180661201477, 0.8446934223175049)","(0.501108705997467, 0.8236242532730103)",1,1,3.024505615234375,3.0251007080078125,"(-42.9321174621582, 19.296445846557617, 516.8399658203125)","(22.14036750793457, 21.47129249572754, 519.716552734375)","(-5.05491828918457, 45.96332550048828, 6.087484359741211)","(0.6549445390701294, 49.82257843017578, 7.49215841293335)",POINT (0.4928702563047409 0.8341588377952576),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8229982417,1009093809,1,1,"(0.4837554395198822, 0.8409662842750549)","(0.5018748044967651, 0.8353326320648193)",1,1,3.013671875,3.024169921875,"(-42.92558288574219, 19.226898193359375, 516.7965087890625)","(22.14520263671875, 21.413097381591797, 519.6868896484375)","(-5.358618259429932, 46.64600372314453, 6.336018085479736)","(0.9204171895980835, 47.67795181274414, 6.711569309234619)",POINT (0.4928151220083237 0.8381494581699371),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8229999084,1009110476,1,1,"(0.485886812210083, 0.851682722568512)","(0.5019093751907349, 0.8210226893424988)",1,1,3.011566162109375,3.026397705078125,"(-42.93370056152344, 19.182540893554688, 516.8096313476562)","(22.141136169433594, 21.34817886352539, 519.686767578125)","(-4.6200151443481445, 44.68306350708008, 5.621546745300293)","(0.9323809146881104, 50.299102783203125, 7.66560697555542)",POINT (0.4938980937004089 0.8363527059555054),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8230015756,1009127147,1,1,"(0.48829612135887146, 0.8543912768363953)","(0.5019601583480835, 0.8232394456863403)",1,1,3.0281982421875,3.03125,"(-42.941680908203125, 19.1312198638916, 516.8092041015625)","(22.13138771057129, 21.323678970336914, 519.6724853515625)","(-3.7850966453552246, 44.18694305419922, 5.440941333770752)","(0.949992299079895, 49.893035888671875, 7.5178704261779785)",POINT (0.4951281398534775 0.8388153612613678),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8230032423,1009143814,1,1,"(0.48720914125442505, 0.8486754894256592)","(0.5038337707519531, 0.8183483481407166)",1,1,3.0180816650390625,3.022064208984375,"(-42.9456672668457, 19.081405639648438, 516.8089599609375)","(22.118051528930664, 21.298503875732422, 519.643310546875)","(-4.161767482757568, 45.23392105102539, 5.8220295906066895)","(1.599258542060852, 50.78895950317383, 7.843912124633789)",POINT (0.4955214560031891 0.8335119187831879),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8230049090,1009160480,1,1,"(0.48865365982055664, 0.8481281399726868)","(0.5038431882858276, 0.8322513699531555)",1,1,3.027587890625,3.029632568359375,"(-42.95024108886719, 19.074647903442383, 516.853515625)","(22.103424072265625, 21.300731658935547, 519.5843505859375)","(-3.6612014770507812, 45.334171295166016, 5.858509540557861)","(1.6025359630584717, 48.242340087890625, 6.916997909545898)",POINT (0.4962484240531921 0.8401897549629211),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8230065757,1009177147,1,1,"(0.48492035269737244, 0.8452942967414856)","(0.5047739744186401, 0.8238298892974854)",1,1,3.013412475585937,3.024078369140625,"(-42.961334228515625, 19.06478500366211, 516.9412841796875)","(22.095535278320312, 21.286659240722656, 519.6597900390625)","(-4.954925060272217, 45.85325241088867, 6.047415733337402)","(1.925081729888916, 49.784908294677734, 7.478456497192383)",POINT (0.4948471635580063 0.8345620930194855),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8230082425,1009193814,1,1,"(0.48510563373565674, 0.8448104858398438)","(0.5040387511253357, 0.8312139511108398)",1,1,3.009384155273437,3.021484375,"(-42.96112823486328, 19.08041000366211, 517.0762939453125)","(22.09847640991211, 21.29311180114746, 519.7044067382812)","(-4.890717506408691, 45.94187545776367, 6.079688549041748)","(1.6703081130981445, 48.43234634399414, 6.986210346221924)",POINT (0.4945721924304962 0.8380122184753418),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8230099092,1009210481,1,1,"(0.4412965774536133, 0.7328082323074341)","(0.49448442459106445, 0.7418149709701538)",1,1,3.00201416015625,3.038192749023437,"(-43.0196533203125, 19.309608459472656, 517.7294311523438)","(22.039749145507812, 21.519250869750977, 519.9632568359375)","(-20.07216453552246, 66.45745849609375, 13.546759605407715)","(-1.6406242847442627, 64.80767059326172, 12.946290969848633)",POINT (0.4678905010223389 0.737311601638794),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,6,8230115759,1009227147,1,1,"(0.4308064579963684, 0.4224134087562561)","(0.4824930727481842, 0.4524812400341034)",1,1,3.08343505859375,3.0906219482421875,"(-42.97468185424805, 19.71849822998047, 517.958251953125)","(21.903263092041016, 21.982192993164062, 520.272705078125)","(-23.707368850708008, 123.3128662109375, 34.240478515625)","(-5.796070575714111, 117.80532836914062, 32.235836029052734)",POINT (0.4566497653722763 0.4374473243951798),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,6,8230132426,1009243814,1,1,"(0.44319599866867065, 0.29927003383636475)","(0.4759863317012787, 0.29900893568992615)",1,1,3.083984375,3.0838775634765625,"(-42.93665313720703, 20.075641632080078, 517.6464233398438)","(21.840473175048828, 22.254833221435547, 520.366455078125)","(-19.41393280029297, 145.86920166015625, 42.45030975341797)","(-8.050893783569336, 145.9170379638672, 42.46768569946289)",POINT (0.4595911651849747 0.2991394847631454),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,6,8230149099,1009260486,1,1,"(0.4397709369659424, 0.29868263006210327)","(0.47065022587776184, 0.30082741379737854)",1,1,3.097259521484375,3.0973358154296875,"(-43.082191467285156, 20.107765197753906, 518.2308349609375)","(21.834192276000977, 22.312891006469727, 520.4573364257812)","(-20.600839614868164, 145.97682189941406, 42.48939895629883)","(-9.900045394897461, 145.58392333984375, 42.346500396728516)",POINT (0.4552105814218521 0.2997550219297409),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,6,8230165766,1009277153,1,1,"(0.44610726833343506, 0.30438968539237976)","(0.4724418818950653, 0.30737125873565674)",1,1,3.092193603515625,3.08795166015625,"(-43.05982971191406, 20.072628021240234, 517.4531860351562)","(21.776683807373047, 22.383628845214844, 520.5814208984375)","(-18.40507698059082, 144.9314422607422, 42.10894775390625)","(-9.27917766571045, 144.3852996826172, 41.91017532348633)",POINT (0.4592745751142502 0.3058804720640182),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
