,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,30,33,1054347838,12938109624,1,1,"(0.4940330684185028, 0.18939079344272614)","(0.47362107038497925, 0.1888265460729599)",1,1,3.2526092529296875,2.9128875732421875,"(-59.61621856689453, -47.62995910644531, 615.7564697265625)","(3.921937942504883, -48.63917541503906, 616.4752197265625)","(-3.681394338607788, 165.5626220703125, 49.618072509765625)","(-10.734238624572754, 165.66567993164062, 49.65557098388672)",POINT (0.483827069401741 0.189108669757843),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,33,1054364506,12938126291,1,1,"(0.4908413290977478, 0.1781623512506485)","(0.4772223234176636, 0.1861238330602646)",1,1,3.224456787109375,2.91815185546875,"(-59.60609817504883, -47.63568115234375, 615.7680053710938)","(3.934328556060791, -48.639278411865234, 616.5380249023438)","(-4.784211158752441, 167.6133575439453, 50.36448287963867)","(-9.489921569824219, 166.15928649902344, 49.83527755737305)",POINT (0.4840318262577057 0.1821430921554565),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,33,1054381173,12938142958,1,1,"(0.4879898130893707, 0.19203275442123413)","(0.46997010707855225, 0.18589910864830017)",1,1,3.247802734375,2.917709350585937,"(-59.5947380065918, -47.63270568847656, 615.7706298828125)","(3.9468836784362793, -48.63575744628906, 616.5487060546875)","(-5.769475936889648, 165.08009338378906, 49.44245147705078)","(-11.995744705200195, 166.20033264160156, 49.8502082824707)",POINT (0.4789799600839615 0.1889659315347672),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,33,1054397845,12938159629,1,1,"(0.4899437725543976, 0.19819720089435577)","(0.47132256627082825, 0.18728438019752502)",1,1,3.2486724853515625,2.91400146484375,"(-59.59767150878906, -47.612937927246094, 615.8133544921875)","(3.94551944732666, -48.61634063720703, 616.6014404296875)","(-5.09433650970459, 163.9542694091797, 49.03266906738281)","(-11.528427124023438, 165.94732666015625, 49.75813293457031)",POINT (0.4806331694126129 0.1927407905459404),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,33,1054414512,12938176296,1,1,"(0.48780524730682373, 0.18855690956115723)","(0.47478488087654114, 0.18589387834072113)",1,1,3.237457275390625,2.914047241210937,"(-59.599998474121094, -47.59788513183594, 615.865478515625)","(3.951570749282837, -48.59565734863281, 616.6015625)","(-5.833247184753418, 165.7149200439453, 49.67352294921875)","(-10.332115173339844, 166.20127868652344, 49.850563049316406)",POINT (0.4812950640916824 0.1872253939509392),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,33,1054431180,12938192963,1,1,"(0.48343774676322937, 0.18485775589942932)","(0.47000840306282043, 0.19246678054332733)",1,1,3.237060546875,2.8988494873046875,"(-59.58835220336914, -47.57972717285156, 615.8677368164062)","(3.9665446281433105, -48.569969177246094, 616.5907592773438)","(-7.342322826385498, 166.3905029296875, 49.9194221496582)","(-11.98251724243164, 165.00082397460938, 49.41360092163086)",POINT (0.4767230749130249 0.1886622682213783),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,33,1054447846,12938209629,1,1,"(0.4872848093509674, 0.19562317430973053)","(0.46946945786476135, 0.19433683156967163)",1,1,3.2358856201171875,2.899765014648437,"(-59.58267593383789, -47.55878829956055, 615.9007568359375)","(3.9685306549072266, -48.543338775634766, 616.6423950195312)","(-6.013082027435303, 164.4243621826172, 49.203773498535156)","(-12.168734550476074, 164.6593017578125, 49.289283752441406)",POINT (0.4783771336078644 0.1949800029397011),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,33,1054464513,12938226295,1,1,"(0.4843898117542267, 0.19387759268283844)","(0.4677385985851288, 0.19631057977676392)",1,1,3.233139038085937,2.907821655273437,"(-59.56524658203125, -47.53538513183594, 615.83984375)","(3.9760098457336426, -48.51622772216797, 616.6104736328125)","(-7.01337194442749, 164.74319458007812, 49.31979751586914)","(-12.7667875289917, 164.29881286621094, 49.15809631347656)",POINT (0.4760642051696777 0.1950940862298012),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,33,1054481181,12938242963,1,1,"(0.4818648099899292, 0.19385434687137604)","(0.4705268144607544, 0.19253911077976227)",1,1,3.210052490234375,2.895721435546875,"(-59.550296783447266, -47.50463104248047, 615.8530883789062)","(3.9893476963043213, -48.489234924316406, 616.5997314453125)","(-7.885817527770996, 164.74740600585938, 49.32136535644531)","(-11.803382873535156, 164.9876251220703, 49.40877914428711)",POINT (0.4761958122253418 0.1931967288255692),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,33,1054497848,12938259629,1,1,"(0.48124706745147705, 0.19572557508945465)","(0.47283267974853516, 0.1837158203125)",1,1,3.2089996337890625,2.894866943359375,"(-59.545631408691406, -47.48500061035156, 615.8858642578125)","(3.9935195446014404, -48.477176666259766, 616.6315307617188)","(-8.09926986694336, 164.40567016601562, 49.196956634521484)","(-11.006661415100098, 166.59909057617188, 49.99531936645508)",POINT (0.4770398736000061 0.1897206977009773),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
