,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,9,5,179499218182,5665279640,1,1,"(0.4501650035381317, 0.27270856499671936)","(0.47018375992774963, 0.2856769263744354)",1,1,3.3129119873046875,3.346786499023437,"(-36.35826110839844, -44.718711853027344, 764.1278076171875)","(32.32967758178711, -44.62123107910156, 765.967041015625)","(-18.838916778564453, 150.3457489013672, 44.07954788208008)","(-11.921919822692871, 147.97723388671875, 43.21750259399414)",POINT (0.4601743817329407 0.2791927456855774),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,5,179499234849,5665296307,1,1,"(0.42938679456710815, 0.2791673243045807)","(0.46728765964508057, 0.2653435170650482)",1,1,3.2835235595703125,3.3339996337890625,"(-36.423065185546875, -44.72710418701172, 763.74951171875)","(32.278114318847656, -44.657798767089844, 766.0687866210938)","(-26.018293380737305, 149.16610717773438, 43.650245666503906)","(-12.922600746154785, 151.6908721923828, 44.569149017333984)",POINT (0.4483372271060944 0.2722554206848144),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,5,179499251516,5665312973,1,1,"(0.4194040596485138, 0.21235314011573792)","(0.4629819095134735, 0.2635909616947174)",1,1,3.24560546875,3.3690185546875,"(-36.513126373291016, -44.76955795288086, 763.853759765625)","(32.18426513671875, -44.67245864868164, 765.9324340820312)","(-29.467609405517578, 161.36883544921875, 48.09174728393555)","(-14.410341262817383, 152.0109405517578, 44.6856575012207)",POINT (0.4411929845809936 0.2379720509052277),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,5,179499268183,5665329640,1,1,"(0.4411448836326599, 0.2341335266828537)","(0.4612666070461273, 0.25704193115234375)",1,1,3.337646484375,3.35565185546875,"(-36.606101989746094, -44.80469512939453, 763.941650390625)","(32.09469985961914, -44.68480682373047, 765.8441772460938)","(-21.955581665039062, 157.39097595214844, 46.64378356933594)","(-15.003029823303223, 153.20704650878906, 45.12101745605469)",POINT (0.4512057453393936 0.2455877289175987),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,5,179499284851,5665346307,1,1,"(0.43793606758117676, 0.25481978058815)","(0.4660075008869171, 0.2748677432537079)",1,1,3.2912750244140625,3.376312255859375,"(-36.72346878051758, -44.82612228393555, 763.6364135742188)","(31.981639862060547, -44.70814895629883, 765.821533203125)","(-23.06431770324707, 153.61289978027344, 45.268672943115234)","(-13.364919662475586, 149.95138549804688, 43.936065673828125)",POINT (0.4519717842340469 0.264843761920929),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,5,179499301517,5665362973,1,1,"(0.42958542704582214, 0.2863333821296692)","(0.4656532108783722, 0.25488269329071045)",1,1,3.330535888671875,3.3484649658203125,"(-36.81489562988281, -44.84342956542969, 763.6588745117188)","(31.886837005615234, -44.720149993896484, 765.6839599609375)","(-25.949661254882812, 147.85731506347656, 43.17390441894531)","(-13.487340927124023, 153.60140991210938, 45.264522552490234)",POINT (0.4476193189620972 0.2706080377101898),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,5,179499318189,5665379644,1,1,"(0.428646981716156, 0.2794796824455261)","(0.465373694896698, 0.26675981283187866)",1,1,3.317047119140625,3.40350341796875,"(-36.918800354003906, -44.88248062133789, 763.8889770507812)","(31.806289672851562, -44.731475830078125, 765.593994140625)","(-26.273927688598633, 149.10906982421875, 43.62947082519531)","(-13.583919525146484, 151.4322052001953, 44.47502517700195)",POINT (0.447010338306427 0.2731197476387024),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,5,179499334856,5665396311,1,1,"(0.4216896593570709, 0.19022640585899353)","(0.4578357934951782, 0.25080451369285583)",1,1,3.173126220703125,3.39251708984375,"(-36.973609924316406, -44.86708450317383, 763.60791015625)","(31.726757049560547, -44.7076301574707, 765.262451171875)","(-28.677867889404297, 165.41001892089844, 49.562557220458984)","(-16.188459396362305, 154.34620666503906, 45.5356559753418)",POINT (0.4397627264261246 0.2205154597759247),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,5,179499351523,5665412977,1,1,"(0.42869827151298523, 0.2899666428565979)","(0.4572501480579376, 0.2459241896867752)",1,1,3.319427490234375,3.374603271484375,"(-37.029876708984375, -44.842079162597656, 763.0374145507812)","(31.64985466003418, -44.69739532470703, 765.0759887695312)","(-26.256208419799805, 147.1937713623047, 42.93235778808594)","(-16.39081382751465, 155.237548828125, 45.860069274902344)",POINT (0.4429742097854614 0.2679454162716866),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,5,179499368190,5665429644,1,1,"(0.4417555034160614, 0.20964789390563965)","(0.4593450427055359, 0.25349560379981995)",1,1,3.239044189453125,3.375350952148437,"(-37.09796142578125, -44.8551139831543, 763.466064453125)","(31.58517837524414, -44.67191696166992, 764.8070068359375)","(-21.744606018066406, 161.86293029785156, 48.27149200439453)","(-15.666974067687988, 153.85472106933594, 45.356754302978516)",POINT (0.4505502730607986 0.2315717488527298),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
