,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,afunc.1,const.1,-----------.1,std::vector<int>.1,inputList.1,-----------.2,-----------.3,std::unordered_map.1,int.2,int.3,Map.1,for.1,int.4,number.1,-----------.4,inputList.2,-----------.5,number.2,++.1,-----------.6,int.5,result2.1,=.1,inputList.3,0.1,-----------.7,int.6,result1.1,=.2,Map.2,inputList.4,0.2, .1,-----------.8,-----------.9,for.2,const.2,auto.1,entry.1,-----------.10,Map.3,if.1,second.1,>.12,result1.2,result2.2,=.3,entry.2,first.1,result1.3,=.4,entry.3,second.2,-----------.13,-----------.14,return.1,result2.3,-----------.15,question,code,choices
0,38,14,686869120179,507548280,1,1,"(0.463562548160553, 0.16212289035320282)","(0.45391854643821716, 0.12584830820560455)",1,1,3.077056884765625,2.918197631835937,"(-21.286724090576172, 47.51207733154297, 491.021240234375)","(40.035125732421875, 47.87000274658203, 488.2341613769531)","(-14.20972728729248, 170.54275512695312, 51.43070602416992)","(-17.54195785522461, 177.16781616210938, 53.842037200927734)",POINT (0.4587405472993851 0.1439855992794037),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869136846,507564947,1,1,"(0.4665866196155548, 0.15439747273921967)","(0.456704705953598, 0.11796640604734421)",1,1,3.0312042236328125,2.936141967773437,"(-21.291330337524414, 47.49974060058594, 490.8668212890625)","(40.0609016418457, 47.86671447753906, 488.15679931640625)","(-13.164822578430176, 171.9536895751953, 51.944236755371094)","(-16.57927131652832, 178.6073455810547, 54.365989685058594)",POINT (0.4616456627845764 0.1361819393932819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,14,686869153514,507581614,1,1,"(0.47083592414855957, 0.16134856641292572)","(0.45225006341934204, 0.12295063585042953)",1,1,3.0373687744140625,2.926300048828125,"(-21.300941467285156, 47.49742889404297, 490.8254089355469)","(40.074947357177734, 47.87911605834961, 488.140625)","(-11.696587562561035, 170.6841583251953, 51.482208251953125)","(-18.118465423583984, 177.697021484375, 54.034664154052734)",POINT (0.4615429937839508 0.1421496011316776),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869170180,507598280,1,1,"(0.46421658992767334, 0.17328648269176483)","(0.4530643820762634, 0.1220325455069542)",1,1,3.045501708984375,2.9465484619140625,"(-21.329395294189453, 47.504417419433594, 490.8640441894531)","(40.0751953125, 47.88920974731445, 488.15411376953125)","(-13.983734130859375, 168.5038604736328, 50.68861770629883)","(-17.83710289001465, 177.86473083496094, 54.09566879272461)",POINT (0.4586404860019684 0.1476595140993595),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869186848,507614947,1,1,"(0.4710296094417572, 0.1484006941318512)","(0.4506044387817383, 0.11478973925113678)",1,1,3.0123291015625,2.92083740234375,"(-21.355600357055664, 47.51362228393555, 490.88177490234375)","(40.07398223876953, 47.91954803466797, 488.2278137207031)","(-11.629660606384277, 173.04893493652344, 52.342864990234375)","(-18.687068939208984, 179.18751525878906, 54.57713317871094)",POINT (0.4608170241117477 0.131595216691494),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,14,686869203515,507631614,1,1,"(0.47011446952819824, 0.15754717588424683)","(0.4488633871078491, 0.1346476674079895)",1,1,3.04345703125,2.9031219482421875,"(-21.40775489807129, 47.563018798828125, 491.0439758300781)","(40.053855895996094, 47.947418212890625, 488.104736328125)","(-11.945871353149414, 171.37844848632812, 51.73486328125)","(-19.288652420043945, 175.56072998046875, 53.25711441040039)",POINT (0.4594889283180237 0.1460974216461182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869220188,507648286,1,1,"(0.4715461730957031, 0.16087569296360016)","(0.45681196451187134, 0.12308695912361145)",1,1,3.041778564453125,2.900375366210937,"(-21.441299438476562, 47.573219299316406, 490.93585205078125)","(40.00740051269531, 47.949981689453125, 488.0296630859375)","(-11.451172828674316, 170.77052307128906, 51.51362991333008)","(-16.542219161987305, 177.67214965820312, 54.02556228637695)",POINT (0.4641790688037872 0.1419813260436058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869236855,507664953,1,1,"(0.4697752892971039, 0.16464351117610931)","(0.45812833309173584, 0.13071008026599884)",1,1,3.011383056640625,2.8941650390625,"(-21.472518920898438, 47.57413864135742, 490.784423828125)","(39.995086669921875, 47.969852447509766, 488.09149169921875)","(-12.0630521774292, 170.0823974609375, 51.26314163208008)","(-16.087364196777344, 176.27987670898438, 53.51884460449219)",POINT (0.4639518111944199 0.1476767957210541),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869253522,507681619,1,1,"(0.464600145816803, 0.15647314488887787)","(0.4585137963294983, 0.12272301316261292)",1,1,3.0393524169921875,2.8885040283203125,"(-21.50727081298828, 47.574913024902344, 490.8704833984375)","(39.96187973022461, 47.969627380371094, 488.0414733886719)","(-13.851198196411133, 171.57460021972656, 51.806251525878906)","(-15.95419692993164, 177.7386016845703, 54.049800872802734)",POINT (0.4615569710731506 0.1395980790257454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869270189,507698286,1,1,"(0.4685794413089752, 0.15992134809494019)","(0.4562236964702606, 0.11558631807565689)",1,1,3.0084381103515625,2.909332275390625,"(-21.547365188598633, 47.56840133666992, 490.8819885253906)","(39.95256805419922, 47.972042083740234, 488.09698486328125)","(-12.47625732421875, 170.94482421875, 51.57705307006836)","(-16.745468139648438, 179.04202270507812, 54.524200439453125)",POINT (0.4624015688896179 0.1377538330852985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,14,686869286856,507714953,1,1,"(0.4720774292945862, 0.15902824699878693)","(0.4553978741168976, 0.11919679492712021)",1,1,2.995712280273437,2.923858642578125,"(-21.5900821685791, 47.5614128112793, 490.94488525390625)","(39.935455322265625, 47.954986572265625, 488.0847473144531)","(-11.267596244812012, 171.10792541503906, 51.636436462402344)","(-17.03081703186035, 178.3826141357422, 54.2841911315918)",POINT (0.4637376517057419 0.1391125209629536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869303524,507731620,1,1,"(0.47161737084388733, 0.15713153779506683)","(0.4506904184818268, 0.13047000765800476)",1,1,3.0192108154296875,2.9196929931640625,"(-21.613445281982422, 47.52069854736328, 490.74822998046875)","(39.91521072387695, 47.9354133605957, 487.95416259765625)","(-11.426570892333984, 171.454345703125, 51.762489318847656)","(-18.65736961364746, 176.32373046875, 53.53481674194336)",POINT (0.4611538946628571 0.1438007727265358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869320190,507748286,1,1,"(0.47198623418807983, 0.1536106914281845)","(0.44792038202285767, 0.12165885418653488)",1,1,3.021102905273437,2.8905792236328125,"(-21.637243270874023, 47.4719352722168, 490.66180419921875)","(39.900516510009766, 47.92188262939453, 487.8834533691406)","(-11.299113273620605, 172.09738159179688, 51.99654769897461)","(-19.614477157592773, 177.93296813964844, 54.12052536010742)",POINT (0.4599533081054688 0.1376347728073597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,14,686869336857,507764952,1,1,"(0.4749179482460022, 0.16504411399364471)","(0.45433083176612854, 0.11768162995576859)",1,1,3.0178680419921875,2.889984130859375,"(-21.670780181884766, 47.445430755615234, 490.7122802734375)","(39.89419174194336, 47.90175247192383, 487.9762878417969)","(-10.286128997802734, 170.0092010498047, 51.23653030395508)","(-17.399499893188477, 178.65936279296875, 54.38490676879883)",POINT (0.4646243900060654 0.1413628719747066),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,14,686869353529,507781624,1,1,"(0.46376141905784607, 0.13772986829280853)","(0.448596328496933, 0.10543371737003326)",1,1,3.0272216796875,2.901031494140625,"(-21.717458724975586, 47.42232894897461, 490.7570495605469)","(39.84331130981445, 47.89842224121094, 488.08892822265625)","(-14.14100456237793, 174.99781799316406, 53.05219268798828)","(-19.38092803955078, 180.89625549316406, 55.199100494384766)",POINT (0.4561788737773895 0.1215817928314209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,14,686869370197,507798291,1,1,"(0.42106667160987854, 0.13804107904434204)","(0.4189603626728058, 0.09029999375343323)",1,1,3.003326416015625,2.9093017578125,"(-21.90202522277832, 47.465049743652344, 490.93121337890625)","(39.64784240722656, 47.92261505126953, 488.0916748046875)","(-28.89311408996582, 174.9409637451172, 53.03150939941406)","(-29.620906829833984, 183.66024780273438, 56.2050895690918)",POINT (0.4200135171413422 0.1141705363988876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,14,686869386864,507814958,1,1,"(0.3507055640220642, 0.1273517608642578)","(0.34766218066215515, 0.08253252506256104)",1,1,3.0355682373046875,2.917953491210937,"(-22.23271369934082, 47.44023895263672, 491.1072998046875)","(39.30852508544922, 47.90499496459961, 488.1514587402344)","(-53.204654693603516, 176.8932342529297, 53.74208450317383)","(-54.25621795654297, 185.07887268066406, 56.7214241027832)",POINT (0.3491838723421097 0.1049421429634094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,14,686869403531,507831624,1,1,"(0.3025952875614166, 0.13621243834495544)","(0.2937537133693695, 0.08022212982177734)",1,1,3.0251617431640625,2.935211181640625,"(-22.53540802001953, 47.40593338012695, 491.2199401855469)","(39.00225830078125, 47.855628967285156, 488.21954345703125)","(-69.8279800415039, 175.2749481201172, 53.15309143066406)","(-72.8829574584961, 185.50083923339844, 56.87498474121094)",POINT (0.2981745004653931 0.1082172840833664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,14,686869420198,507848291,1,1,"(0.3057968318462372, 0.1296471804380417)","(0.29629385471343994, 0.06290753930807114)",1,1,3.03265380859375,2.9272918701171875,"(-22.563430786132812, 47.39237594604492, 491.2376708984375)","(39.01502990722656, 47.8361930847168, 488.2782897949219)","(-68.72177124023438, 176.4739990234375, 53.589500427246094)","(-72.00527954101562, 188.66310119628906, 58.02598190307617)",POINT (0.3010453432798386 0.0962773598730564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,14,686869436865,507864958,1,1,"(0.3019561767578125, 0.1420908421278)","(0.2976512610912323, 0.08218370378017426)",1,1,3.018280029296875,2.9463348388671875,"(-22.586877822875977, 47.388702392578125, 491.24908447265625)","(39.01093292236328, 47.839942932128906, 488.3594665527344)","(-70.0488052368164, 174.2013397216797, 52.7623291015625)","(-71.53627014160156, 185.142578125, 56.7446174621582)",POINT (0.2998037189245224 0.1121372729539871),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
