,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,8,21,344952156792,15618955919,1,1,"(0.4543288052082062, 0.6380705237388611)","(0.4300846755504608, 0.6240276098251343)",1,1,2.907440185546875,2.8121795654296875,"(-1.3087345361709595, -21.5743408203125, 647.4754638671875)","(58.966339111328125, -17.272106170654297, 648.0120849609375)","(-15.55601978302002, 83.81068420410156, 19.86285400390625)","(-23.957490921020508, 86.38294219970703, 20.799068450927734)",POINT (0.4422067403793335 0.6310490667819977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,21,344952173459,15618972585,1,1,"(0.45328405499458313, 0.6572784185409546)","(0.42615383863449097, 0.6251044273376465)",1,1,2.946990966796875,2.8218536376953125,"(-1.3489727973937988, -21.598400115966797, 647.5682373046875)","(58.915809631347656, -17.27936553955078, 647.7161865234375)","(-15.918052673339844, 80.29235076904297, 18.582246780395508)","(-25.319677352905273, 86.18569946289062, 20.727277755737305)",POINT (0.439718946814537 0.6411914229393005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,21,344952190126,15618989252,1,1,"(0.44929537177085876, 0.6534359455108643)","(0.4238807260990143, 0.626659095287323)",1,1,2.91552734375,2.823455810546875,"(-1.3950666189193726, -21.601449966430664, 647.3594970703125)","(58.8609504699707, -17.275779724121094, 647.9142456054688)","(-17.30027198791504, 80.99617004394531, 18.838455200195312)","(-26.10739517211914, 85.90093994140625, 20.623613357543945)",POINT (0.4365880489349365 0.6400475203990936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,21,344952206794,15619005919,1,1,"(0.450949490070343, 0.6694667935371399)","(0.4285653531551361, 0.6241633296012878)",1,1,2.936798095703125,2.845199584960937,"(-1.46030592918396, -21.628164291381836, 647.4058837890625)","(58.80857849121094, -17.29256820678711, 648.1824951171875)","(-16.72707176208496, 78.0597915649414, 17.769676208496094)","(-24.48399543762207, 86.35809326171875, 20.790000915527344)",POINT (0.4397574216127396 0.6468150615692139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,21,344952223460,15619022585,1,1,"(0.45272716879844666, 0.6604852080345154)","(0.4267946481704712, 0.6242022514343262)",1,1,2.939071655273437,2.847885131835937,"(-1.5256452560424805, -21.629411697387695, 647.4981689453125)","(58.74495315551758, -17.286041259765625, 648.0048828125)","(-16.111032485961914, 79.7049560546875, 18.36850357055664)","(-25.097606658935547, 86.35095977783203, 20.787405014038086)",POINT (0.4397609084844589 0.6423437297344208),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,21,344952240128,15619039252,1,1,"(0.4503590762615204, 0.6691757440567017)","(0.41886481642723083, 0.597734808921814)",1,1,2.95062255859375,2.816268920898437,"(-1.5686538219451904, -21.631126403808594, 647.7293701171875)","(58.70111846923828, -17.28036117553711, 647.75439453125)","(-16.931673049926758, 78.11310577392578, 17.789087295532227)","(-27.84558868408203, 91.19902801513672, 22.55197525024414)",POINT (0.4346119463443756 0.6334552764892578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,21,344952256796,15619055919,1,1,"(0.44829025864601135, 0.6590242981910706)","(0.4311254620552063, 0.6127458214759827)",1,1,2.94403076171875,2.8103790283203125,"(-1.5922776460647583, -21.62322998046875, 647.6131591796875)","(58.67918395996094, -17.264198303222656, 647.9708251953125)","(-17.648591995239258, 79.97257232666016, 18.4658203125)","(-23.596817016601562, 88.44943237304688, 21.55122184753418)",POINT (0.4397078603506088 0.6358850598335266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,21,344952273468,15619072590,1,1,"(0.4565708041191101, 0.6639500856399536)","(0.42729276418685913, 0.6470107436180115)",1,1,2.970489501953125,2.843475341796875,"(-1.631011724472046, -21.621742248535156, 647.54345703125)","(58.639854431152344, -17.25575828552246, 648.1197509765625)","(-14.779077529907227, 79.0702896118164, 18.137502670288086)","(-24.92498207092285, 82.17308807373047, 19.266845703125)",POINT (0.4419317841529846 0.6554804146289825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,21,344952290135,15619089257,1,1,"(0.45568597316741943, 0.6490498781204224)","(0.4278767704963684, 0.6560369729995728)",1,1,2.9485626220703125,2.85980224609375,"(-1.6496942043304443, -21.61713409423828, 647.4739990234375)","(58.62282180786133, -17.242992401123047, 648.3356323242188)","(-15.085713386535645, 81.79959106445312, 19.130857467651367)","(-24.722610473632812, 80.51976013183594, 18.665008544921875)",POINT (0.4417813718318939 0.6525434255599976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,21,344952306803,15619105924,1,1,"(0.4620196521282196, 0.6605027914047241)","(0.4269510805606842, 0.633195161819458)",1,1,2.969345092773437,2.84783935546875,"(-1.672438144683838, -21.631507873535156, 647.5667114257812)","(58.603878021240234, -17.25698471069336, 648.3623046875)","(-12.890851020812988, 79.70173645019531, 18.367290496826172)","(-25.043394088745117, 84.70374298095703, 20.18779945373535)",POINT (0.4444853663444519 0.6468489766120911),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
