,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,std;.1,namespace.1,n>0.1,n==3.1,n=10.1,n--.1,n.1,main.1,int.1,int.2,if.1,for.1,cout.1,cout.2,countdown.1,break.1,aborted.1,<<.1,<<.2,<<.3,-----------.2,-----------.5,-----------.9,-----------.12,-----------.13,-----------.14,-----------.15,",.8",question,code,choices
0,57,17,511523950083,4780696479,1,1,"(0.5122184753417969, 0.19647467136383057)","(0.5025362372398376, 0.2610599100589752)",1,1,2.564682006835937,2.523956298828125,"(-10.49347972869873, -3.2482986450195312, 546.583740234375)","(48.165531158447266, -7.205159664154053, 540.4451293945312)","(2.602135419845581, 164.2688446044922, 49.14717483520508)","(-0.7433148622512817, 152.47320556640625, 44.85390090942383)",POINT (0.5073773562908173 0.2287672907114029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511523966751,4780713146,1,1,"(0.5149174928665161, 0.19140654802322388)","(0.5037792325019836, 0.2568970024585724)",1,1,2.526718139648437,2.49200439453125,"(-10.55350112915039, -3.2848544120788574, 546.58984375)","(48.110267639160156, -7.219269752502441, 540.4447021484375)","(3.5347115993499756, 165.19447326660156, 49.48406982421875)","(-0.313852459192276, 153.2335205078125, 45.13064956665039)",POINT (0.5093483626842499 0.2241517752408981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,17,511523983417,4780729812,1,1,"(0.5100813508033752, 0.19421951472759247)","(0.5075797438621521, 0.2637489140033722)",1,1,2.54083251953125,2.552764892578125,"(-10.585855484008789, -3.305593729019165, 546.5806884765625)","(48.081180572509766, -7.229234218597412, 540.4815673828125)","(1.863691806793213, 164.68072509765625, 49.29706954956055)","(0.999320387840271, 151.9821014404297, 44.675167083740234)",POINT (0.5088305473327637 0.2289842143654823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511524000093,4780746487,1,1,"(0.5080180764198303, 0.20908993482589722)","(0.5098715424537659, 0.26190313696861267)",1,1,2.565704345703125,2.524887084960937,"(-10.610010147094727, -3.321428060531616, 546.61328125)","(48.0517578125, -7.244970321655273, 540.453125)","(1.1507914066314697, 161.96484375, 48.30857467651367)","(1.7912203073501587, 152.3192138671875, 44.797855377197266)",POINT (0.5089448094367981 0.2354965358972549),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511524016759,4780763153,1,1,"(0.5069092512130737, 0.20886072516441345)","(0.5116351246833801, 0.26103338599205017)",1,1,2.57208251953125,2.5297393798828125,"(-10.621623992919922, -3.330876111984253, 546.588134765625)","(48.04206085205078, -7.248064994812012, 540.4381103515625)","(0.7676600217819214, 162.00669860839844, 48.323822021484375)","(2.400578022003174, 152.47805786132812, 44.85567855834961)",POINT (0.5092721879482269 0.2349470555782318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511524033427,4780779820,1,1,"(0.5126935243606567, 0.20274971425533295)","(0.5074326395988464, 0.2610523998737335)",1,1,2.5958404541015625,2.5203094482421875,"(-10.619003295898438, -3.3426079750061035, 546.6213989257812)","(48.048492431640625, -7.25168514251709, 540.4454345703125)","(2.7662851810455322, 163.12278747558594, 48.730064392089844)","(0.9485024213790894, 152.47459411621094, 44.85438919067383)",POINT (0.5100630819797516 0.2319010570645332),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511524050094,4780796487,1,1,"(0.5123103260993958, 0.20166882872581482)","(0.5062873363494873, 0.26007986068725586)",1,1,2.5635986328125,2.511138916015625,"(-10.604249954223633, -3.3315110206604004, 546.671630859375)","(48.06545639038086, -7.241084575653076, 540.4674682617188)","(2.6338953971862793, 163.32020568847656, 48.801883697509766)","(0.5527811646461487, 152.65219116210938, 44.91908264160156)",POINT (0.5092988312244415 0.2308743447065353),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511524066761,4780813153,1,1,"(0.5134685039520264, 0.19664578139781952)","(0.5087984800338745, 0.26453566551208496)",1,1,2.56219482421875,2.556427001953125,"(-10.583158493041992, -3.3218994140625, 546.6888427734375)","(48.08985900878906, -7.235877990722656, 540.4639892578125)","(3.0340495109558105, 164.2375946044922, 49.13580322265625)","(1.4204258918762207, 151.83840942382812, 44.62286376953125)",POINT (0.5111334919929504 0.2305907234549522),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511524083429,4780829820,1,1,"(0.5107337832450867, 0.19973233342170715)","(0.49882516264915466, 0.2529827356338501)",1,1,2.59033203125,2.5213775634765625,"(-10.553291320800781, -3.3013272285461426, 546.6646118164062)","(48.12980270385742, -7.223848342895508, 540.4009399414062)","(2.0891458988189697, 163.67388916015625, 48.93061828613281)","(-2.0255866050720215, 153.94839477539062, 45.39085388183594)",POINT (0.5047794729471207 0.2263575345277786),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511524100095,4780846486,1,1,"(0.5130489468574524, 0.19377774000167847)","(0.49850377440452576, 0.2559616267681122)",1,1,2.5799713134765625,2.536834716796875,"(-10.521546363830566, -3.2781689167022705, 546.6656494140625)","(48.163246154785156, -7.203127384185791, 540.3629760742188)","(2.889094352722168, 164.76141357421875, 49.32643508911133)","(-2.1366477012634277, 153.4043426513672, 45.19283676147461)",POINT (0.5057763606309891 0.2248696833848953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,17,511524116763,4780863153,1,1,"(0.5118145942687988, 0.19661450386047363)","(0.5015786290168762, 0.26194044947624207)",1,1,2.570297241210937,2.563629150390625,"(-10.484940528869629, -3.2575573921203613, 546.6337890625)","(48.197566986083984, -7.192719459533691, 540.3174438476562)","(2.4625840187072754, 164.24330139160156, 49.137882232666016)","(-1.0741944313049316, 152.31239318847656, 44.79538345336914)",POINT (0.5066966116428375 0.2292774766683578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511524133431,4780879822,1,1,"(0.5171073079109192, 0.20527270436286926)","(0.49938860535621643, 0.2605445981025696)",1,1,2.607650756835937,2.5560302734375,"(-10.430856704711914, -3.2485337257385254, 546.5859375)","(48.25456619262695, -7.189537048339844, 540.39111328125)","(4.291342735290527, 162.66200256347656, 48.562347412109375)","(-1.8309012651443481, 152.56732177734375, 44.888145446777344)",POINT (0.5082479566335678 0.2329086512327194),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,17,511524150098,4780896488,1,1,"(0.5131005048751831, 0.20102034509181976)","(0.49895161390304565, 0.2533350884914398)",1,1,2.594818115234375,2.5310211181640625,"(-10.376200675964355, -3.2447574138641357, 546.5711669921875)","(48.30702209472656, -7.196165084838867, 540.244140625)","(2.906895399093628, 163.4386444091797, 48.845001220703125)","(-1.9818971157073975, 153.884033203125, 45.367431640625)",POINT (0.5060260593891144 0.2271777167916298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
