,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,24,32,155619092875,4879726106,1,1,"(0.458627849817276, 0.5743662714958191)","(0.4584820568561554, 0.5452763438224792)",1,1,3.347869873046875,3.559967041015625,"(-56.89402770996094, 59.06327438354492, 513.3456420898438)","(6.7706708908081055, 53.473838806152344, 514.5157470703125)","(-14.066228866577148, 95.47948455810547, 24.109912872314453)","(-14.116758346557617, 100.80792236328125, 26.049301147460938)",POINT (0.4585549533367157 0.5598213076591492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,24,32,155619126209,4879759439,1,1,"(0.474128782749176, 0.2096543163061142)","(0.4625943601131439, 0.14004893600940704)",1,1,3.284271240234375,3.4406890869140625,"(-56.90992736816406, 59.87451934814453, 513.83984375)","(6.510230541229248, 54.34294128417969, 514.9520874023438)","(-8.694600105285645, 162.28424072265625, 48.42484664916992)","(-12.691695213317871, 175.03395080566406, 53.06536102294922)",POINT (0.46836157143116 0.1748516261577606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,32,155619142877,4879776106,1,1,"(0.48122653365135193, 0.13057763874530792)","(0.46921199560165405, 0.08050207793712616)",1,1,3.287994384765625,3.50408935546875,"(-57.05753707885742, 59.89678192138672, 513.9096069335938)","(6.464907169342041, 54.422523498535156, 515.2468872070312)","(-6.234964847564697, 176.76881408691406, 53.696815490722656)","(-10.398448944091797, 185.94122314453125, 57.035282135009766)",POINT (0.475219264626503 0.105539858341217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,32,155619159543,4879792772,1,1,"(0.47918495535850525, 0.14511525630950928)","(0.4714190363883972, 0.07283236086368561)",1,1,3.32000732421875,3.483505249023437,"(-57.15033721923828, 59.997108459472656, 513.9842529296875)","(6.396183490753174, 54.55773162841797, 515.476318359375)","(-6.942456245422363, 174.10594177246094, 52.72761535644531)","(-9.633626937866211, 187.34609985351562, 57.546634674072266)",POINT (0.4753019958734512 0.1089738085865974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,32,155619176211,4879809439,1,1,"(0.481270432472229, 0.15096238255500793)","(0.4672425389289856, 0.08891148120164871)",1,1,3.2760162353515625,3.4847412109375,"(-57.27918243408203, 60.07650375366211, 514.1459350585938)","(6.318755626678467, 54.67149353027344, 515.484375)","(-6.219754695892334, 173.03492736816406, 52.33778381347656)","(-11.080921173095703, 184.40084838867188, 56.47466278076172)",POINT (0.4742564857006073 0.1199369318783283),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,32,155619192884,4879826112,1,1,"(0.4861735999584198, 0.13660389184951782)","(0.46490728855133057, 0.08852244168519974)",1,1,3.290145874023437,3.46807861328125,"(-57.40080261230469, 60.15435028076172, 514.259033203125)","(6.237174987792969, 54.78549575805664, 515.603515625)","(-4.5206298828125, 175.6649932861328, 53.2950439453125)","(-11.890189170837402, 184.4721221923828, 56.500587463378906)",POINT (0.4755404442548752 0.1125631667673588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,32,155619209551,4879842779,1,1,"(0.48415136337280273, 0.1598588526248932)","(0.46812891960144043, 0.09256871789693832)",1,1,3.293304443359375,3.5060577392578125,"(-57.51137161254883, 60.22560119628906, 514.4042358398438)","(6.152323246002197, 54.89619445800781, 515.8038940429688)","(-5.221414566040039, 171.4053497314453, 51.74467849731445)","(-10.773763656616211, 183.73094177246094, 56.2308349609375)",POINT (0.4761401414871216 0.1262137852609158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,32,155619226219,4879859446,1,1,"(0.4799840450286865, 0.14060883224010468)","(0.4648517370223999, 0.08200080692768097)",1,1,3.2515106201171875,3.5100250244140625,"(-57.63080596923828, 60.30696487426758, 514.56005859375)","(6.076145172119141, 54.99491882324219, 515.8709106445312)","(-6.66553258895874, 174.931396484375, 53.0280647277832)","(-11.909433364868164, 185.66668701171875, 56.93537139892578)",POINT (0.4724178910255432 0.1113048195838928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,32,155619242886,4879876113,1,1,"(0.48299551010131836, 0.14304718375205994)","(0.4610515534877777, 0.09211716055870056)",1,1,3.2752838134765625,3.494659423828125,"(-57.727630615234375, 60.37147521972656, 514.6033935546875)","(6.002153396606445, 55.10270309448242, 516.1602783203125)","(-5.621949672698975, 174.48475646972656, 52.865474700927734)","(-13.226332664489746, 183.8136749267578, 56.26093673706055)",POINT (0.472023531794548 0.1175821721553802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,32,155619259553,4879892779,1,1,"(0.4939844608306885, 0.1636904627084732)","(0.46349069476127625, 0.08348455280065536)",1,1,3.3065185546875,3.473785400390625,"(-57.85008239746094, 60.43560028076172, 514.7659912109375)","(5.911098480224609, 55.138145446777344, 516.0136108398438)","(-1.8138877153396606, 170.7034912109375, 51.489219665527344)","(-12.38107681274414, 185.39491271972656, 56.836456298828125)",POINT (0.4787375777959824 0.1235875077545643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
