,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,37,12,764771344452,748206630,1,1,"(0.4843063950538635, 0.5095407366752625)","(0.49071836471557617, 0.47729480266571045)",1,1,2.599822998046875,2.5371856689453125,"(-86.34883880615234, -21.922273635864258, 720.7863159179688)","(-16.821006774902344, -20.085371017456055, 721.8433837890625)","(-7.042190074920654, 107.09147644042969, 28.336322784423828)","(-4.826704025268555, 112.98076629638672, 30.4798526763916)",POINT (0.4875123798847198 0.4934177696704864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,12,764771361118,748223296,1,1,"(0.504440188407898, 0.5001105666160583)","(0.4855422377586365, 0.4717594087123871)",1,1,2.59112548828125,2.516571044921875,"(-86.38203430175781, -21.91553497314453, 720.8663330078125)","(-16.854578018188477, -20.048734664916992, 721.9422607421875)","(-0.08545102924108505, 108.81376647949219, 28.963180541992188)","(-6.615182399749756, 113.99174499511719, 30.847780227661133)",POINT (0.4949912130832672 0.4859349876642227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,12,764771377785,748239963,1,1,"(0.5039973855018616, 0.5002909898757935)","(0.4783017337322235, 0.4686788320541382)",1,1,2.5955963134765625,2.51611328125,"(-86.40943908691406, -21.91122817993164, 720.90283203125)","(-16.879528045654297, -20.020931243896484, 721.9984130859375)","(-0.23844797909259796, 108.78080749511719, 28.951204299926758)","(-9.116947174072266, 114.55435180664062, 31.05260467529297)",POINT (0.4911495596170425 0.4844849109649658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,12,764771394453,748256630,1,1,"(0.4968061149120331, 0.5102659463882446)","(0.4856717586517334, 0.4785307049751282)",1,1,2.61663818359375,2.5337677001953125,"(-86.4161376953125, -21.90444564819336, 720.901123046875)","(-16.897119522094727, -20.001617431640625, 722.01171875)","(-2.7232208251953125, 106.95902252197266, 28.288103103637695)","(-6.570417404174805, 112.75504302978516, 30.39766502380371)",POINT (0.4912389367818832 0.4943983256816864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,12,764771411119,748273296,1,1,"(0.4960671663284302, 0.504999577999115)","(0.49000197649002075, 0.47709181904792786)",1,1,2.5885467529296875,2.528182983398437,"(-86.423828125, -21.892520904541016, 720.972900390625)","(-16.902355194091797, -19.985095977783203, 722.0256958007812)","(-2.978563070297241, 107.92086791992188, 28.6381778717041)","(-5.074221134185791, 113.0178451538086, 30.493310928344727)",POINT (0.4930345714092255 0.4910456985235214),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,12,764771427786,748289963,1,1,"(0.49791380763053894, 0.5096139311790466)","(0.4866366982460022, 0.46849334239959717)",1,1,2.61492919921875,2.53582763671875,"(-86.39734649658203, -21.870803833007812, 720.950439453125)","(-16.883033752441406, -19.96457862854004, 722.0263671875)","(-2.3404834270477295, 107.07807922363281, 28.331466674804688)","(-6.237015247344971, 114.5882339477539, 31.0649356842041)",POINT (0.4922752529382706 0.4890536367893219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,12,764771444456,748306632,1,1,"(0.5348778963088989, 0.5256847143173218)","(0.5328914523124695, 0.4647550880908966)",1,1,2.616180419921875,2.5286102294921875,"(-86.30191802978516, -21.85097885131836, 721.0057983398438)","(-16.788055419921875, -19.948984146118164, 722.0457763671875)","(10.43153190612793, 104.14299011230469, 27.263124465942383)","(9.74516773223877, 115.27096557617188, 31.31344985961914)",POINT (0.5338846743106842 0.4952199012041092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,12,764771461123,748323299,1,1,"(0.5387611985206604, 0.5377857089042664)","(0.5271226167678833, 0.4816856384277344)",1,1,2.6289215087890625,2.548858642578125,"(-86.2588119506836, -21.822681427001953, 721.076416015625)","(-16.745750427246094, -19.925495147705078, 722.0054321289062)","(11.773317337036133, 101.93289947509766, 26.45875358581543)","(7.751901149749756, 112.17884063720703, 30.18795394897461)",POINT (0.5329419076442719 0.5097356736660004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,12,764771477790,748339965,1,1,"(0.5400786995887756, 0.5303427577018738)","(0.5257270932197571, 0.487032949924469)",1,1,2.62237548828125,2.5575103759765625,"(-86.21693420410156, -21.797605514526367, 721.0284423828125)","(-16.708019256591797, -19.907154083251953, 722.1221313476562)","(12.228554725646973, 103.2922592163086, 26.953533172607422)","(7.269711494445801, 111.20221710205078, 29.832538604736328)",POINT (0.5329028964042664 0.5086878538131714),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,12,764771494456,748356631,1,1,"(0.5395099520683289, 0.5355681777000427)","(0.5278325080871582, 0.47486189007759094)",1,1,2.63690185546875,2.5499420166015625,"(-86.18408966064453, -21.78148651123047, 721.00830078125)","(-16.670047760009766, -19.90022850036621, 722.138671875)","(12.032031059265137, 102.3379135131836, 26.60614776611328)","(7.997175693511963, 113.42509460449219, 30.641599655151367)",POINT (0.5336712300777435 0.5052150338888168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
